# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.00199e-05 to 7.67956 h/Mpc,
# number of wavenumbers equal to 607
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2              8:-T_tot_no_scf/k2   
       3.870642730432e-03       1.954494284403e+07       1.954103208674e+07      -1.514551588304e+04       2.860514204595e+04       1.673638000968e+07       5.478981614222e+06       1.952475282231e+07 
       3.989632568551e-03       1.947387134052e+07       1.946984560061e+07      -1.448144265978e+04       3.144309785880e+04       1.658299699431e+07       5.458922498744e+06       1.945327069246e+07 
       4.109060525826e-03       1.940254934755e+07       1.939840357721e+07      -1.075413657841e+04       3.540972420804e+04       1.643099417660e+07       5.438795342579e+06       1.938154609650e+07 
       4.228894133821e-03       1.933101808463e+07       1.932674798743e+07      -9.061106981626e+03       3.514288711967e+04       1.628043376140e+07       5.418611367648e+06       1.930961902301e+07 
       4.349103895675e-03       1.925932225683e+07       1.925492432114e+07      -1.125145911166e+04       3.061268052708e+04       1.613136920252e+07       5.398383066263e+06       1.923753398743e+07 
       4.469662982016e-03       1.918749749022e+07       1.918296886787e+07      -1.390065856474e+04       2.630523890864e+04       1.598383571605e+07       5.378120760961e+06       1.916532777496e+07 
       4.590546959545e-03       1.911558313093e+07       1.911092149060e+07      -2.904812536185e+04      -2.944861636012e+04       1.583786184553e+07       5.357833560449e+06       1.909303284699e+07 
       4.711733548945e-03       1.904360835464e+07       1.903881147983e+07      -2.746968903511e+04      -2.784840533529e+04       1.569345850068e+07       5.337533920419e+06       1.902069359154e+07 
       4.833202409035e-03       1.897160339658e+07       1.896666914350e+07      -2.600796954797e+04      -2.636652181629e+04       1.555062881520e+07       5.317227946496e+06       1.894833176559e+07 
       4.954934944344e-03       1.889959420244e+07       1.889452015631e+07      -2.465217882403e+04      -2.499202880183e+04       1.540936426445e+07       5.296922857299e+06       1.887597309144e+07 
       5.076914133519e-03       1.882760953120e+07       1.882239282191e+07      -2.339271479212e+04      -2.371519166588e+04       1.526965113454e+07       5.276626640009e+06       1.880364603152e+07 
       5.199124376258e-03       1.875566778981e+07       1.875030509726e+07      -2.222099378112e+04      -2.252730828063e+04       1.513146061923e+07       5.256344370693e+06       1.873136867613e+07 
       5.321551356683e-03       1.868379129443e+07       1.867827893421e+07      -2.112935010524e+04      -2.142060712302e+04       1.499476142892e+07       5.236082217235e+06       1.865916300641e+07 
       5.444181921306e-03       1.861199864292e+07       1.860633258664e+07      -2.011090891108e+04      -2.038811845844e+04       1.485951470763e+07       5.215845300415e+06       1.858704727031e+07 
       5.567003969930e-03       1.854030946813e+07       1.853448565590e+07      -1.915950059066e+04      -1.942358752784e+04       1.472567922431e+07       5.195639042115e+06       1.851504078753e+07 
       5.690006358028e-03       1.846873647475e+07       1.846275085362e+07      -1.826956962913e+04      -1.852138214118e+04       1.459320639781e+07       5.175466921623e+06       1.844315595598e+07 
       5.813178809308e-03       1.839729730583e+07       1.839114597085e+07      -1.743611471199e+04      -1.767643196712e+04       1.446205116176e+07       5.155333807957e+06       1.837141012773e+07 
       5.936511837310e-03       1.832600559528e+07       1.831968503942e+07      -1.665461800610e+04      -1.688415682555e+04       1.433216628433e+07       5.135243460037e+06       1.829981669938e+07 
       6.059996675034e-03       1.825487048299e+07       1.824837746421e+07      -1.592099041925e+04      -1.614041119633e+04       1.420350327063e+07       5.115198374427e+06       1.822838456765e+07 
       6.183625211694e-03       1.818390851902e+07       1.817724018408e+07      -1.523153456105e+04      -1.544144666884e+04       1.407602283398e+07       5.095203135433e+06       1.815713006773e+07 
       6.307389935817e-03       1.811312473194e+07       1.810627833987e+07      -1.458288620485e+04      -1.478385259690e+04       1.394968090182e+07       5.075259090960e+06       1.808605800204e+07 
       6.431283883996e-03       1.804252924375e+07       1.803550233839e+07      -1.397199270862e+04      -1.416453421667e+04       1.382444233296e+07       5.055369031142e+06       1.801517831411e+07 
       6.555300594659e-03       1.797213567997e+07       1.796492575672e+07      -1.339607828743e+04      -1.358067744281e+04       1.370027978068e+07       5.035536718543e+06       1.794450441339e+07 
       6.679434066339e-03       1.790194619350e+07       1.789455070564e+07      -1.285260437809e+04      -1.302970868556e+04       1.357716240172e+07       5.015762708981e+06       1.787403828085e+07 
       6.803678719944e-03       1.783196843115e+07       1.782438474203e+07      -1.233925770754e+04      -1.250928275433e+04       1.345506862604e+07       4.996049102846e+06       1.780378740028e+07 
       6.928029364611e-03       1.776221500987e+07       1.775444022706e+07      -1.185392683525e+04      -1.201725907694e+04       1.333398515802e+07       4.976399391336e+06       1.773376421188e+07 
       7.052481166760e-03       1.769268447844e+07       1.768471550299e+07      -1.139466959513e+04      -1.155166869192e+04       1.321389206804e+07       4.956813131413e+06       1.766396713726e+07 
       7.177029622026e-03       1.762338492183e+07       1.761521867087e+07      -1.095971179366e+04      -1.111071292959e+04       1.309477978439e+07       4.937292567075e+06       1.759440417425e+07 
       7.301670529760e-03       1.755432113249e+07       1.754595429953e+07      -1.054742293883e+04      -1.069273880354e+04       1.297663857351e+07       4.917839011556e+06       1.752508000303e+07 
       7.426399969845e-03       1.748550061223e+07       1.747693008399e+07      -1.015630614164e+04      -1.029622877391e+04       1.285946228783e+07       4.898454560063e+06       1.745600208915e+07 
       7.551214281592e-03       1.741692276153e+07       1.740814530210e+07      -9.784979185525e+03      -9.919781556848e+03       1.274323935547e+07       4.879139023429e+06       1.738716975755e+07 
       7.676110044501e-03       1.734859117509e+07       1.733960396835e+07      -9.432171099098e+03      -9.562108648066e+03       1.262796134277e+07       4.859893413741e+06       1.731858661514e+07 
       7.801084060718e-03       1.728051675670e+07       1.727131711018e+07      -9.096713318315e+03      -9.222025363515e+03       1.251362443050e+07       4.840720775131e+06       1.725026351094e+07 
       7.926133339000e-03       1.721269425542e+07       1.720327953464e+07      -8.777518287522e+03      -8.898429144725e+03       1.240021200227e+07       4.821619621375e+06       1.718219514912e+07 
       8.051255080067e-03       1.714512488228e+07       1.713549278422e+07      -8.473583913718e+03      -8.590304075348e+03       1.228771089127e+07       4.802590288502e+06       1.711438272644e+07 
       8.176446663184e-03       1.707782279233e+07       1.706797102323e+07      -8.183988988584e+03      -8.296716238554e+03       1.217611587560e+07       4.783636721171e+06       1.704684029908e+07 
       8.301705633878e-03       1.701077608312e+07       1.700070259122e+07      -7.907867603237e+03      -8.016787780355e+03       1.206540185896e+07       4.764755573625e+06       1.697955594434e+07 
       8.427029692667e-03       1.694399623618e+07       1.693369874200e+07      -7.644427464308e+03      -7.749715477302e+03       1.195555950136e+07       4.745950026408e+06       1.691254099723e+07 
       8.552416684714e-03       1.687748139410e+07       1.686695787619e+07      -7.392926962798e+03      -7.494747489943e+03       1.184656956212e+07       4.727219546593e+06       1.684579355910e+07 
       8.677864590329e-03       1.681123115727e+07       1.680047914877e+07      -7.152677519137e+03      -7.251185739736e+03       1.173841386926e+07       4.708563975688e+06       1.677931306455e+07 
       8.803371516223e-03       1.674524640511e+07       1.673426365783e+07      -6.923039186346e+03      -7.018381451959e+03       1.163107592866e+07       4.689983546993e+06       1.671310034414e+07 
       8.928935687466e-03       1.667952737347e+07       1.666831130065e+07      -6.703415795844e+03      -6.795730234334e+03       1.152454008138e+07       4.671478287936e+06       1.664715549567e+07 
       9.054555440076e-03       1.661407744401e+07       1.660262579143e+07      -6.493253011619e+03      -6.582670104562e+03       1.141879489862e+07       4.653049142468e+06       1.658148188381e+07 
       9.180229214183e-03       1.654890069157e+07       1.653721108974e+07      -6.292033930310e+03      -6.378677029492e+03       1.131383187770e+07       4.634697230414e+06       1.651608349959e+07 
       9.305955547730e-03       1.648398459730e+07       1.647205449660e+07      -6.099269754898e+03      -6.183255470381e+03       1.120963425025e+07       4.616419025199e+06       1.645094777530e+07 
       9.431733070643e-03       1.641933886739e+07       1.640716603060e+07      -5.914511972170e+03      -5.995950728039e+03       1.110620394513e+07       4.598217254361e+06       1.638608442996e+07 
       9.557560499458e-03       1.635496156197e+07       1.634254385750e+07      -5.737336899284e+03      -5.816333276260e+03       1.100353865434e+07       4.580091378354e+06       1.632149154088e+07 
       9.683436632338e-03       1.629085174560e+07       1.627818714937e+07      -5.567348366109e+03      -5.644001481068e+03       1.090164059389e+07       4.562041144225e+06       1.625716820739e+07 
       9.809360344475e-03       1.622700705837e+07       1.621409338540e+07      -5.404174807555e+03      -5.478578652851e+03       1.080051485108e+07       4.544065892434e+06       1.619311207960e+07 
       9.935330583818e-03       1.616342940704e+07       1.615026484186e+07      -5.247469352213e+03      -5.319713136340e+03       1.070017307843e+07       4.526166189716e+06       1.612932517667e+07 
       1.006134636713e-02       1.610011859308e+07       1.608670133031e+07      -5.096905882977e+03      -5.167074316718e+03       1.060062882511e+07       4.508342000349e+06       1.606580737060e+07 
       1.018740677632e-02       1.603707168868e+07       1.602339982613e+07      -4.952177382464e+03      -5.020350942336e+03       1.050189673491e+07       4.490592522897e+06       1.600255580543e+07 
       1.031351095505e-02       1.597428980147e+07       1.596036144330e+07      -4.812996673064e+03      -4.879251874724e+03       1.040399649980e+07       4.472918094275e+06       1.593957168245e+07 
       1.043965810556e-02       1.591176747940e+07       1.589758074665e+07      -4.679091803312e+03      -4.743501411669e+03       1.030694545608e+07       4.455317217632e+06       1.587684966792e+07 
       1.056584748578e-02       1.584950973118e+07       1.583506266072e+07      -4.550209983011e+03      -4.612843276255e+03       1.021076857303e+07       4.437791322103e+06       1.581439485428e+07 
       1.069207840658e-02       1.578751354857e+07       1.577280444298e+07      -4.426110918399e+03      -4.487033860552e+03       1.011548632793e+07       4.420339609815e+06       1.575220439761e+07 
       1.081835022924e-02       1.572577707482e+07       1.571080410733e+07      -4.306568576618e+03      -4.365844013892e+03       1.002111944284e+07       4.402961585230e+06       1.569027653201e+07 
       1.094466236310e-02       1.566430130863e+07       1.564906271089e+07      -4.191370653816e+03      -4.249058504026e+03       9.927689593659e+06       4.385657560181e+06       1.562861236936e+07 
       1.107101426341e-02       1.560307982690e+07       1.558757371826e+07      -4.080314933425e+03      -4.136472324960e+03       9.835212173724e+06       4.368425757751e+06       1.556720557783e+07 
       1.119740542925e-02       1.554211720917e+07       1.552634198882e+07      -3.973213428269e+03      -4.027894896251e+03       9.743707438431e+06       4.351267498394e+06       1.550606086262e+07 
       1.132383540166e-02       1.548140871684e+07       1.546536280164e+07      -3.869886208780e+03      -3.923143806148e+03       9.653187063573e+06       4.334181476795e+06       1.544517357153e+07 
       1.145030376188e-02       1.542096074894e+07       1.540464287654e+07      -3.770166012956e+03      -3.822049484987e+03       9.563666758886e+06       4.317169516822e+06       1.538455020406e+07 
       1.157681012972e-02       1.536076063378e+07       1.534416914565e+07      -3.673890038231e+03      -3.724446884002e+03       9.475146942651e+06       4.300228062457e+06       1.532417808865e+07 
       1.170335416202e-02       1.530081151073e+07       1.528394502566e+07      -3.580908073243e+03      -3.630183719179e+03       9.387634482345e+06       4.283358013073e+06       1.526406043063e+07 
       1.182993555124e-02       1.524111790806e+07       1.522397543908e+07      -3.491078210731e+03      -3.539116125106e+03       9.301133485366e+06       4.266560657757e+06       1.520420182341e+07 
       1.195655402416e-02       1.518167848438e+07       1.516425887447e+07      -3.404264663819e+03      -3.451106441095e+03       9.215640790128e+06       4.249835609529e+06       1.514460088739e+07 
       1.208320934060e-02       1.512247811254e+07       1.510477957935e+07      -3.320335705380e+03      -3.366021122272e+03       9.131141398152e+06       4.233178594346e+06       1.508524239173e+07 
       1.220990129236e-02       1.506353598087e+07       1.504555774403e+07      -3.239173956121e+03      -3.283741169461e+03       9.047637996973e+06       4.216595020845e+06       1.502614561105e+07 
       1.233662970207e-02       1.500483844187e+07       1.498657917827e+07      -3.160660948057e+03      -3.204146479957e+03       8.965110192510e+06       4.200081024390e+06       1.496729677376e+07 
       1.246339442228e-02       1.494638154429e+07       1.492783977434e+07      -3.084686321282e+03      -3.127125171079e+03       8.883540879790e+06       4.183635470559e+06       1.490869183690e+07 
       1.259019533451e-02       1.488817247620e+07       1.486934716236e+07      -3.011147561948e+03      -3.052573314449e+03       8.802917330520e+06       4.167260369673e+06       1.485033796388e+07 
       1.271703234841e-02       1.483020590598e+07       1.481109590186e+07      -2.939944721680e+03      -2.980389582581e+03       8.723217366943e+06       4.150954197094e+06       1.479222972159e+07 
       1.284390540095e-02       1.477247988957e+07       1.475308411013e+07      -2.870983479245e+03      -2.910478352760e+03       8.644419340689e+06       4.134716382685e+06       1.473436507882e+07 
       1.297081445575e-02       1.471499496981e+07       1.469531244045e+07      -2.804174606800e+03      -2.842749165981e+03       8.566501909931e+06       4.118547053376e+06       1.467674448818e+07 
       1.309775950236e-02       1.465774576182e+07       1.463777539608e+07      -2.739432077804e+03      -2.777114808803e+03       8.489439481411e+06       4.102444664839e+06       1.461936244599e+07 
       1.322474055563e-02       1.460074140305e+07       1.458048259918e+07      -2.676676701916e+03      -2.713494998284e+03       8.413214514054e+06       4.086411766875e+06       1.456222803817e+07 
       1.335175765518e-02       1.454395882722e+07       1.452341004407e+07      -2.615827172609e+03      -2.651807306286e+03       8.337790650461e+06       4.070441824079e+06       1.450531797538e+07 
       1.347881086487e-02       1.448741333914e+07       1.446657399004e+07      -2.556812956934e+03      -2.591980226821e+03       8.263154045730e+06       4.054539135583e+06       1.444864757840e+07 
       1.360590027226e-02       1.443110927162e+07       1.440997874096e+07      -2.499564812346e+03      -2.533943562162e+03       8.189284765967e+06       4.038704881430e+06       1.439222105266e+07 
       1.373302598824e-02       1.437503232666e+07       1.435360979964e+07      -2.444013510268e+03      -2.477627128908e+03       8.116152888684e+06       4.022935018985e+06       1.433602399157e+07 
       1.386018814659e-02       1.431918297489e+07       1.429746758934e+07      -2.390095536550e+03      -2.422966536876e+03       8.043737695028e+06       4.007229648416e+06       1.428005675163e+07 
       1.398738690363e-02       1.426356438721e+07       1.424155564016e+07      -2.337750719002e+03      -2.369900783997e+03       7.972020879312e+06       3.991589646680e+06       1.422432245801e+07 
       1.411462243788e-02       1.420817077884e+07       1.418586791701e+07      -2.286920131091e+03      -2.318370131080e+03       7.900979942004e+06       3.976013355169e+06       1.416881520065e+07 
       1.424189494975e-02       1.415300292204e+07       1.413040530474e+07      -2.237548554804e+03      -2.268318598627e+03       7.830597044444e+06       3.960500969880e+06       1.411353567822e+07 
       1.436920466133e-02       1.409805638469e+07       1.407516351726e+07      -2.189582411357e+03      -2.219691869060e+03       7.760852389650e+06       3.945051233134e+06       1.405847940853e+07 
       1.449655181610e-02       1.404333672579e+07       1.402014819554e+07      -2.142972022782e+03      -2.172439579366e+03       7.691732577846e+06       3.929665682000e+06       1.400365186858e+07 
       1.462393667873e-02       1.398883170559e+07       1.396534682581e+07      -2.097667181656e+03      -2.126510829871e+03       7.623215247072e+06       3.914340855199e+06       1.394904072396e+07 
       1.474789701500e-02       1.393602230019e+07       1.391224897698e+07      -2.054803456424e+03      -2.083056826042e+03       7.557128379358e+06       3.899493128239e+06       1.389612975982e+07 
       1.475135953495e-02       1.393454913842e+07       1.391076766414e+07      -2.053622875277e+03      -2.081859987215e+03       7.555289881721e+06       3.899078940660e+06       1.389465377201e+07 
       1.487882069134e-02       1.388048145549e+07       1.385640290838e+07      -2.010793751301e+03      -2.038441073769e+03       7.487938229882e+06       3.883877788650e+06       1.384048335221e+07 
       1.500632047525e-02       1.382663337184e+07       1.380225748864e+07      -1.969138177825e+03      -1.996211883636e+03       7.421149398070e+06       3.868738710644e+06       1.378653413770e+07 
       1.513385923469e-02       1.377299726127e+07       1.374832370744e+07      -1.928614532113e+03      -1.955130220270e+03       7.354906424836e+06       3.853659550768e+06       1.373279844546e+07 
       1.526143733823e-02       1.371957285827e+07       1.369460131734e+07      -1.889183980239e+03      -1.915156714369e+03       7.289196908241e+06       3.838640218379e+06       1.367927595258e+07 
       1.538905517499e-02       1.366636141642e+07       1.364109171570e+07      -1.850809514463e+03      -1.876253848004e+03       7.224009794083e+06       3.823681054781e+06       1.362596787583e+07 
       1.551671315456e-02       1.361335766784e+07       1.358778958080e+07      -1.813454778046e+03      -1.838384763260e+03       7.159331090243e+06       3.808780567236e+06       1.357286889591e+07 
