# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.036391474008e+03       3.192709840469e-02       0.000000000000e+00       2.585242372915e+00       4.762570830039e-08       3.127778050555e-03      -1.233113008305e-05 
    3       9.756876139395e+02       4.053246439643e-02       0.000000000000e+00       2.920477774701e+00       5.881948818781e-08       3.123705480671e-03      -1.314173364552e-05 
    4       9.199778333531e+02       3.460716891004e-02       0.000000000000e+00       2.732100014174e+00       6.819208627741e-08       3.045246092786e-03      -1.099507556372e-05 
    5       8.787371860118e+02       2.274897258136e-02       0.000000000000e+00       2.322280245026e+00       7.635265310369e-08       2.940253791830e-03      -7.345384615233e-06 
    6       8.504908632522e+02       1.255817840261e-02       0.000000000000e+00       1.863718580314e+00       8.352839269148e-08       2.825889045588e-03      -3.409725307776e-06 
    7       8.319831017560e+02       6.773073066740e-03       0.000000000000e+00       1.456743441196e+00       8.988968021741e-08       2.710475336875e-03      -1.151321323522e-07 
    8       8.211828271408e+02       4.416723868701e-03       0.000000000000e+00       1.145212000043e+00       9.556394606526e-08       2.599843628461e-03       2.002486059121e-06 
    9       8.160817236015e+02       3.556211728990e-03       0.000000000000e+00       9.384409653238e-01       1.006474144495e-07       2.497443172550e-03       2.807621251890e-06 
   10       8.148626185216e+02       3.004530364403e-03       0.000000000000e+00       8.255510802113e-01       1.051984041751e-07       2.403019236075e-03       2.500762375414e-06 
   11       8.170413108115e+02       2.505074144762e-03       0.000000000000e+00       7.854981696913e-01       1.062200453622e-07       2.323965563936e-03       1.507875939733e-06 
