# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.062057950935e+03       3.320319322698e-02       1.919544211581e-06       2.607311353813e+00       4.674359803724e-08       3.237814334700e-03      -1.252412857711e-05 
    3       9.948811119561e+02       4.105805805401e-02       3.839610293657e-06       2.933297903008e+00       5.763065045166e-08       3.220246975297e-03      -1.313662095730e-05 
    4       9.348299837090e+02       3.403935112806e-02       6.400505898486e-06       2.725477113865e+00       6.677457103780e-08       3.130373001218e-03      -1.072538103270e-05 
    5       8.905957133905e+02       2.170052436314e-02       9.602914827132e-06       2.297556235176e+00       7.475135516391e-08       3.015481479382e-03      -6.866586147754e-06 
    6       8.605112387971e+02       1.170837164309e-02       1.344768132932e-05       1.827211305246e+00       8.175526979819e-08       2.893055509389e-03      -2.853300481312e-06 
    7       8.408264241648e+02       6.344891906959e-03       1.793580299382e-05       1.416123940802e+00       8.795774863939e-08       2.771851336411e-03       3.693096350876e-07 
    8       8.292862914933e+02       4.256387710729e-03       2.306842213400e-05       1.106827096474e+00       9.349162667285e-08       2.656795798454e-03       2.298896465076e-06 
    9       8.235895355862e+02       3.453953607061e-03       2.884681565411e-05       9.059521338798e-01       9.843930941784e-08       2.549821800748e-03       2.868268309123e-06 
   10       8.220683451553e+02       2.882371151999e-03       3.527238340224e-05       7.997571645712e-01       1.028583490219e-07       2.450556766719e-03       2.355240264640e-06 
   11       8.240962004141e+02       2.391155404379e-03       4.234663504431e-05       7.650610125787e-01       1.037969695158e-07       2.365706623292e-03       1.245142869979e-06 
   12       8.283960106970e+02       2.108848321198e-03       5.007117552864e-05       7.776350810403e-01       1.071647821769e-07       2.276160614697e-03       1.678410505616e-08 
   13       8.346701774998e+02       2.053485827634e-03       5.844768925214e-05       8.171154328992e-01       1.101776988048e-07       2.189373929338e-03      -9.398158852306e-07 
   14       8.428455329792e+02       2.134375760406e-03       6.747792308501e-05       8.690776027139e-01       1.128776633204e-07       2.113223842391e-03      -1.412126585834e-06 
   15       8.520923834659e+02       2.288638952531e-03       7.716366845863e-05       9.251212423287e-01       1.152989739400e-07       2.035668994045e-03      -1.405426275563e-06 
   16       8.626275679583e+02       2.532286418953e-03       8.750674276983e-05       9.813611205751e-01       1.174687397008e-07       1.961624452843e-03      -1.054515894244e-06 
   17       8.737780281379e+02       2.910975043283e-03       9.850897039991e-05       1.038023065238e+00       1.194131379549e-07       1.893629582725e-03      -5.695678919217e-07 
   18       8.859038401346e+02       3.442674913528e-03       1.101721641473e-04       1.097732975926e+00       1.211066131502e-07       1.831067804948e-03      -1.633507989233e-07 
   19       8.990359066142e+02       4.119488440200e-03       1.224981042273e-04       1.161799466950e+00       1.227091028327e-07       1.774091467874e-03       5.389747700694e-08 
   20       9.125546226247e+02       4.922589959935e-03       1.354885249021e-04       1.230548086213e+00       1.240892617537e-07       1.718187183884e-03       2.383722342634e-08 
   21       9.265696686314e+02       5.850609193942e-03       1.491450929583e-04       1.303057317815e+00       1.253294704120e-07       1.664333519608e-03      -2.082012698085e-07 
   22       9.411817217694e+02       6.905365315164e-03       1.634693946870e-04       1.377324537745e+00       1.264064466469e-07       1.613381267761e-03      -5.209616742621e-07 
   23       9.563230822504e+02       8.084632875132e-03       1.784629225053e-04       1.450323983280e+00       1.273861166531e-07       1.566098485495e-03      -8.154760320398e-07 
   24       9.717366458876e+02       9.385069236312e-03       1.941270614925e-04       1.518487220324e+00       1.282228106676e-07       1.521411532658e-03      -9.932910113078e-07 
   25       9.875117509987e+02       1.081357117540e-02       2.104630875653e-04       1.579944388852e+00       1.289677574025e-07       1.478768054473e-03      -1.027565761233e-06 
   26       1.003723302703e+03       1.238148212519e-02       2.274721505179e-04       1.633562952963e+00       1.296006886028e-07       1.436795204146e-03      -9.330373961515e-07 
   27       1.020342526521e+03       1.410307202272e-02       2.451552799190e-04       1.679535835677e+00       1.301468606095e-07       1.396467381953e-03      -7.661623643833e-07 
   28       1.037240958136e+03       1.599330770665e-02       2.635133740982e-04       1.718607755016e+00       1.305721080129e-07       1.358846775435e-03      -6.078138190375e-07 
   29       1.054457813566e+03       1.806119141406e-02       2.825472428491e-04       1.751212327714e+00       1.309451217416e-07       1.324315605915e-03      -4.952124043238e-07 
   30       1.071995312631e+03       2.031354192286e-02       3.022575584924e-04       1.777861979135e+00       1.312851325437e-07       1.291930158590e-03      -4.546844936556e-07 
   31       1.089776525682e+03       2.275667261296e-02       3.226448611957e-04       1.798997071732e+00       1.315169837579e-07       1.259816544156e-03      -5.068212632554e-07 
   32       1.107814394052e+03       2.539684804691e-02       3.437096618494e-04       1.813866007548e+00       1.316826030322e-07       1.228245560584e-03      -6.273397253415e-07 
   33       1.126086152546e+03       2.823990070474e-02       3.654523632899e-04       1.821205570019e+00       1.318084219351e-07       1.197821909836e-03      -7.626557255125e-07 
   34       1.144524955242e+03       3.129142835022e-02       3.878732619177e-04       1.819701516835e+00       1.318601043485e-07       1.168728007424e-03      -8.515663510807e-07 
   35       1.163179116255e+03       3.455807825139e-02       4.109726727438e-04       1.808651456519e+00       1.318674439255e-07       1.141105289581e-03      -8.836018033065e-07 
   36       1.182096699432e+03       3.804666757370e-02       4.347508395657e-04       1.787525055649e+00       1.318368111244e-07       1.114663735819e-03      -8.680386009597e-07 
   37       1.201287392494e+03       4.176360813704e-02       4.592079465497e-04       1.755887693336e+00       1.317315645095e-07       1.088802497134e-03      -8.192658756460e-07 
   38       1.220755526621e+03       4.571415096824e-02       4.843442850648e-04       1.713739072013e+00       1.315876027689e-07       1.063814881956e-03      -7.517526980043e-07 
   39       1.240469047574e+03       4.990284290372e-02       5.101601396001e-04       1.661294978012e+00       1.314383159410e-07       1.040110587977e-03      -6.841163656009e-07 
   40       1.260344325209e+03       5.433368346732e-02       5.366557431504e-04       1.598906744185e+00       1.312711646763e-07       1.017851618602e-03      -6.413207386837e-07 
   41       1.280286941408e+03       5.901060869382e-02       5.638313225296e-04       1.526893721074e+00       1.310419910020e-07       9.969758180413e-04      -6.475807156670e-07 
   42       1.300341943106e+03       6.393921698468e-02       5.916872518968e-04       1.444956226321e+00       1.307718385530e-07       9.774253228650e-04      -6.987970495007e-07 
   43       1.320584155618e+03       6.912554558975e-02       6.202239493189e-04       1.352584705356e+00       1.304844243531e-07       9.589322718720e-04      -7.782228433114e-07 
