# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.036394999764e+03       3.192893484995e-02       1.836444896776e-06       2.585242344018e+00       4.762570830039e-08       3.127778050555e-03      -1.233113008305e-05 
    3       9.756946492629e+02       4.053613794088e-02       3.673540889981e-06       2.920477645905e+00       5.881948818781e-08       3.123705480671e-03      -1.314173364552e-05 
    4       9.199895233433e+02       3.461329293092e-02       6.124003425834e-06       2.732099644034e+00       6.819208627741e-08       3.045246092786e-03      -1.099507556372e-05 
    5       8.787546553606e+02       2.275816130974e-02       9.188668630749e-06       2.322279401641e+00       7.635265310369e-08       2.940253791830e-03      -7.345384615233e-06 
    6       8.505152121214e+02       1.257104712019e-02       1.286855480114e-05       1.863716921556e+00       8.352839269148e-08       2.825889045588e-03      -3.409725307776e-06 
    7       8.320154022577e+02       6.790238290637e-03       1.716484556987e-05       1.456740496660e+00       8.988968021741e-08       2.710475336875e-03      -1.151321323522e-07 
    8       8.212241204923e+02       4.438803520525e-03       2.207887073502e-05       1.145207154972e+00       9.556394606526e-08       2.599843628461e-03       2.002486059121e-06 
    9       8.161330180032e+02       3.583825284717e-03       2.761208525652e-05       9.384334466661e-01       1.006474144495e-07       2.497443172550e-03       2.807621251890e-06 
   10       8.149248877822e+02       3.038298980855e-03       3.376604696680e-05       8.255399449271e-01       1.051984041751e-07       2.403019236075e-03       2.500762375414e-06 
   11       8.171154937187e+02       2.545620758544e-03       4.054239356528e-05       7.854822953516e-01       1.062200453622e-07       2.323965563936e-03       1.507875939733e-06 
   12       8.215407361443e+02       2.231221300528e-03       4.794281947145e-05       7.950995108141e-01       1.096923805887e-07       2.232763249272e-03       2.789633564186e-07 
   13       8.277261302901e+02       2.155821169104e-03       5.596905309936e-05       8.344964021589e-01       1.128006239629e-07       2.150161528729e-03      -7.696364937985e-07 
   14       8.356969980681e+02       2.245547995458e-03       6.462283508646e-05       8.885765539706e-01       1.155883117218e-07       2.075976549047e-03      -1.391983982960e-06 
   15       8.450935781303e+02       2.418821903350e-03       7.390589796391e-05       9.475720212268e-01       1.180883014028e-07       2.000821445187e-03      -1.535512746728e-06 
   16       8.550713449375e+02       2.669871926678e-03       8.381994769562e-05       1.007194236515e+00       1.203303292489e-07       1.930867875930e-03      -1.281901288280e-06 
   17       8.662001246136e+02       3.044092182022e-03       9.436664744087e-05       1.066752275202e+00       1.223397759193e-07       1.864267487098e-03      -8.184077781785e-07 
   18       8.779476152571e+02       3.575922946735e-03       1.055476029143e-04       1.127891131654e+00       1.240910934091e-07       1.801170443368e-03      -3.599754832831e-07 
   19       8.903818964562e+02       4.263493706792e-03       1.173643558239e-04       1.192354578732e+00       1.257479368312e-07       1.743883060902e-03      -4.000009173814e-08 
   20       9.034905224647e+02       5.088974831452e-03       1.298183654896e-04       1.261441995558e+00       1.271756076701e-07       1.690052010304e-03       3.981443294952e-08 
   21       9.171911559696e+02       6.048676224135e-03       1.429110178403e-04       1.334448811344e+00       1.284582492049e-07       1.639207401360e-03      -1.087439126000e-07 
   22       9.311781911833e+02       7.141233732632e-03       1.566436056327e-04       1.409450277701e+00       1.295721091457e-07       1.589212343143e-03      -3.944092322014e-07 
   23       9.456077559778e+02       8.366919692031e-03       1.710173472334e-04       1.484072051129e+00       1.305847076730e-07       1.541115636123e-03      -7.206047822383e-07 
   24       9.605995848639e+02       9.725491583989e-03       1.860333664447e-04       1.555420176557e+00       1.314494316322e-07       1.495692875893e-03      -9.728962895087e-07 
   25       9.760478776407e+02       1.121877354073e-02       2.016927232206e-04       1.621027325553e+00       1.322186976195e-07       1.453606543774e-03      -1.096982510218e-06 
   26       9.916829113941e+02       1.285108719229e-02       2.179963891680e-04       1.678716159648e+00       1.328717132617e-07       1.414170749819e-03      -1.071990555447e-06 
   27       1.007542598082e+03       1.463834354131e-02       2.349452787738e-04       1.728237807385e+00       1.334343746267e-07       1.376545155375e-03      -9.393935473785e-07 
   28       1.023685107249e+03       1.659978338170e-02       2.525402328134e-04       1.770107788018e+00       1.338718068541e-07       1.339173333546e-03      -7.744707698692e-07 
   29       1.040166593633e+03       1.874549748310e-02       2.707820766301e-04       1.804786297316e+00       1.342543694619e-07       1.302906238765e-03      -6.203568612282e-07 
   30       1.056948012493e+03       2.108241745834e-02       2.896715686485e-04       1.832935574705e+00       1.346017494752e-07       1.268896376650e-03      -5.184908455224e-07 
   31       1.073914703645e+03       2.361697362481e-02       3.092094014569e-04       1.855230355438e+00       1.348370053256e-07       1.237561782122e-03      -5.100735539184e-07 
   32       1.091100744871e+03       2.635577531486e-02       3.293962862038e-04       1.871288567375e+00       1.350031834580e-07       1.208658228042e-03      -5.854177409315e-07 
   33       1.108529593585e+03       2.930508862635e-02       3.502328955078e-04       1.880332767903e+00       1.351275241779e-07       1.180883909933e-03      -7.062897752168e-07 
   34       1.126175394226e+03       3.247090886342e-02       3.717198564796e-04       1.881463805774e+00       1.351750426251e-07       1.152394637194e-03      -8.242661647938e-07 
   35       1.144063566959e+03       3.586000442346e-02       3.938578089838e-04       1.873692874699e+00       1.351762503042e-07       1.123663397426e-03      -9.148320404628e-07 
   36       1.162192867305e+03       3.947918828541e-02       4.166473665953e-04       1.855902217466e+00       1.351375378149e-07       1.095827651732e-03      -9.576526889437e-07 
   37       1.180527175378e+03       4.333486943049e-02       4.400891088994e-04       1.827065036300e+00       1.350211980168e-07       1.069822527971e-03      -9.352705841310e-07 
   38       1.199080946712e+03       4.743253115468e-02       4.641836086371e-04       1.787065550936e+00       1.348640416554e-07       1.045906893070e-03      -8.604987015541e-07 
   39       1.217853142635e+03       5.177702952356e-02       4.889314138197e-04       1.736154382973e+00       1.347003963707e-07       1.023812078873e-03      -7.626202259919e-07 
   40       1.236798629740e+03       5.637268901629e-02       5.143330409784e-04       1.674741406863e+00       1.345175697428e-07       1.002752708160e-03      -6.823683374047e-07 
   41       1.255856282945e+03       6.122362681199e-02       5.403889692681e-04       1.603238089097e+00       1.342704860683e-07       9.817256525879e-04      -6.610571194670e-07 
   42       1.275055049497e+03       6.633493522368e-02       5.670996195001e-04       1.521499569998e+00       1.339807811645e-07       9.608203660611e-04      -6.976233954491e-07 
