# Matter power spectrum P(k) at redshift z=0
# for k=1.02999e-05 to 8.38645 h/Mpc,
# number of wavenumbers equal to 614
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.029988942314e-05       4.827738293878e+01 
       2.296569645408e-05       1.050929985691e+02 
       3.567463602344e-05       1.611114740090e+02 
       4.845976751670e-05       2.168500040298e+02 
       6.135467970122e-05       2.726132516102e+02 
       7.439378034344e-05       3.286357044186e+02 
       8.761259479997e-05       3.851217824876e+02 
       1.010480774324e-04       4.422623975206e+02 
       1.147389397253e-04       5.002435382421e+02 
       1.287259990196e-04       5.592515483978e+02 
       1.430525517841e-04       6.194768538282e+02 
       1.577647753069e-04       6.811169177556e+02 
       1.729121615520e-04       7.443788023117e+02 
       1.885479866332e-04       8.094815444080e+02 
       2.047298188344e-04       8.766584558683e+02 
       2.215200672374e-04       9.461594161995e+02 
       2.389865716804e-04       1.018253190456e+03 
       2.572032327725e-04       1.093229785275e+03 
       2.762506778199e-04       1.171402825595e+03 
       2.962169545060e-04       1.253111922471e+03 
       3.171982386896e-04       1.338724964954e+03 
       3.392995354187e-04       1.428640243532e+03 
       3.626353428429e-04       1.523288260289e+03 
       3.873302369091e-04       1.623133055675e+03 
       4.135193204461e-04       1.728672791863e+03 
       4.413484637822e-04       1.840439307732e+03 
       4.709742462505e-04       1.958996260108e+03 
       5.025634905965e-04       2.084935441674e+03 
       5.362922683631e-04       2.218870811550e+03 
       5.723442481926e-04       2.361429775702e+03 
       6.109082664858e-04       2.513241324867e+03 
       6.521750277060e-04       2.674920785574e+03 
       6.963328961847e-04       2.847051183421e+03 
       7.435628262924e-04       3.030161615965e+03 
       7.940325914584e-04       3.224703468997e+03 
       8.478906042772e-04       3.431025848458e+03 
       9.052597492326e-04       3.649352129592e+03 
       9.662317472631e-04       3.879759691219e+03 
       1.030862606003e-03       4.122165236636e+03 
       1.099169657207e-03       4.376317527233e+03 
       1.171130538106e-03       4.641798735184e+03 
       1.246684255478e-03       4.918034831041e+03 
       1.325734221634e-03       5.204306475859e+03 
       1.408152922563e-03       5.499762315696e+03 
       1.493787716566e-03       5.803524080961e+03 
       1.582467192949e-03       6.114627868389e+03 
       1.674007545105e-03       6.432083985528e+03 
       1.768218508885e-03       6.754902542578e+03 
       1.864908552868e-03       7.082115420772e+03 
       1.963889149187e-03       7.412793217244e+03 
       2.064978077772e-03       7.746058338726e+03 
       2.168001810089e-03       8.081092992820e+03 
       2.272797077754e-03       8.417144654326e+03 
       2.379211760709e-03       8.753527584357e+03 
       2.487105236145e-03       9.089621542730e+03 
       2.596348320867e-03       9.424870623531e+03 
       2.706822922914e-03       9.758780019961e+03 
       2.818421498152e-03       1.009090888996e+04 
       2.931046387413e-03       1.042087151640e+04 
       3.044609091513e-03       1.074832669383e+04 
       3.159029525989e-03       1.107297815738e+04 
       3.274235284856e-03       1.139456714419e+04 
       3.390160932896e-03       1.171287001470e+04 
       3.506747338601e-03       1.202769227589e+04 
       3.623941054505e-03       1.233886976570e+04 
       3.741693747755e-03       1.264626123113e+04 
       3.859961681170e-03       1.294974732897e+04 
       3.978705243267e-03       1.324922732331e+04 
       4.097888524652e-03       1.354462076370e+04 
       4.217478937578e-03       1.383585914287e+04 
       4.337446875166e-03       1.412288730070e+04 
       4.457765406739e-03       1.440566392416e+04 
       4.578410005789e-03       1.468415596064e+04 
       4.699358307291e-03       1.495834382622e+04 
       4.820589891269e-03       1.522820993188e+04 
       4.942086089815e-03       1.549374589011e+04 
       5.063829814972e-03       1.575495058055e+04 
       5.185805405176e-03       1.601182457691e+04 
       5.307998488174e-03       1.626437823347e+04 
       5.430395858569e-03       1.651262704249e+04 
       5.552985368335e-03       1.675658086946e+04 
       5.675755828846e-03       1.699626466009e+04 
       5.798696923112e-03       1.723169382147e+04 
       5.921799127084e-03       1.746290060967e+04 
       6.045053639012e-03       1.768990397387e+04 
       6.168452315956e-03       1.791273604130e+04 
       6.291987616663e-03       1.813143164962e+04 
       6.415652550112e-03       1.834601758082e+04 
       6.539440629109e-03       1.855652686054e+04 
       6.663345828382e-03       1.876299767207e+04 
       6.787362546700e-03       1.896545977831e+04 
       6.911485572593e-03       1.916395036444e+04 
       7.035710053275e-03       1.935851324576e+04 
       7.160031466466e-03       1.954917957041e+04 
       7.284445594787e-03       1.973598749449e+04 
       7.408948502480e-03       1.991897277259e+04 
       7.533536514220e-03       2.009817561889e+04 
       7.658206195796e-03       2.027363013423e+04 
       7.782954336493e-03       2.044538838747e+04 
       7.907777932996e-03       2.061347754721e+04 
       8.032674174678e-03       2.077793913792e+04 
       8.157640430130e-03       2.093881653929e+04 
       8.282674234823e-03       2.109614550559e+04 
       8.407773279796e-03       2.124995891424e+04 
       8.532935401266e-03       2.140030076766e+04 
       8.658158571085e-03       2.154722014330e+04 
       8.783440887968e-03       2.169073902062e+04 
       8.908780569411e-03       2.183090267795e+04 
       9.034175944250e-03       2.196774647562e+04 
       9.159625445804e-03       2.210130951774e+04 
       9.285127605538e-03       2.223163117340e+04 
       9.410681047221e-03       2.235873925616e+04 
       9.536284481523e-03       2.248266431176e+04 
       9.661936701017e-03       2.260346777788e+04 
       9.787636575557e-03       2.272116639493e+04 
       9.913383047995e-03       2.283578974483e+04 
       1.003917513021e-02       2.294739203435e+04 
       1.016501189945e-02       2.305600213790e+04 
       1.029089249488e-02       2.316164141601e+04 
       1.041681611445e-02       2.326435697761e+04 
       1.054278201196e-02       2.336418748234e+04 
       1.066878949428e-02       2.346114846143e+04 
       1.079483791886e-02       2.355528515815e+04 
       1.092092669137e-02       2.364663563566e+04 
       1.104705526345e-02       2.373523234808e+04 
       1.117322313073e-02       2.382110059502e+04 
       1.129942983092e-02       2.390429222648e+04 
       1.142567494201e-02       2.398478833705e+04 
       1.155195808065e-02       2.406266915105e+04 
       1.167827890062e-02       2.413794755606e+04 
       1.180463709141e-02       2.421066787312e+04 
       1.193103237688e-02       2.428085186073e+04 
       1.205746451403e-02       2.434853445096e+04 
       1.218393329187e-02       2.441376480381e+04 
       1.231043853034e-02       2.447652652186e+04 
       1.243698007934e-02       2.453688753356e+04 
       1.256355781777e-02       2.459487067097e+04 
       1.269017165273e-02       2.465049899229e+04 
       1.281682151870e-02       2.470382400083e+04 
       1.294350737681e-02       2.475484199943e+04 
       1.307022921416e-02       2.480359819823e+04 
       1.319698704322e-02       2.485008359178e+04 
       1.332378090123e-02       2.489443468260e+04 
       1.345061084968e-02       2.493656162245e+04 
       1.357747697383e-02       2.497653896917e+04 
       1.370437938225e-02       2.501438972843e+04 
       1.383131820645e-02       2.505014434680e+04 
       1.395829360045e-02       2.508382258589e+04 
       1.408530574052e-02       2.511545833750e+04 
       1.421235482484e-02       2.514506646506e+04 
       1.433944107323e-02       2.517268930822e+04 
       1.446656472693e-02       2.519833773717e+04 
       1.453371568424e-02       2.521109500701e+04 
       1.459372604839e-02       2.522204050205e+04 
       1.472092532111e-02       2.524382378148e+04 
       1.484816284942e-02       2.526371137957e+04 
       1.497543895845e-02       2.528173225972e+04 
       1.510275399396e-02       2.529791192309e+04 
       1.523010832227e-02       2.531226651430e+04 
       1.535750233025e-02       2.532481747185e+04 
       1.548493642521e-02       2.533560049856e+04 
       1.561241103498e-02       2.534464000798e+04 
       1.573992660784e-02       2.535194449337e+04 
       1.586748361261e-02       2.535754580339e+04 
       1.599508253866e-02       2.536146838870e+04 
       1.612272389599e-02       2.536372489973e+04 
       1.625040821533e-02       2.536436151597e+04 
       1.637813604824e-02       2.536337469102e+04 
       1.650590796723e-02       2.536079902864e+04 
       1.663372456591e-02       2.535665275315e+04 
       1.676158645912e-02       2.535096638366e+04 
       1.688949428318e-02       2.534374236523e+04 
       1.701744869600e-02       2.533502110279e+04 
       1.714545037733e-02       2.532482340255e+04 
       1.727350002901e-02       2.531315922681e+04 
       1.740159837517e-02       2.530004697143e+04 
       1.752974616252e-02       2.528553020533e+04 
       1.765794416062e-02       2.526960622233e+04 
       1.778619316216e-02       2.525231476892e+04 
       1.791449398332e-02       2.523366573563e+04 
       1.804284746402e-02       2.521365118556e+04 
       1.817125446833e-02       2.519236416057e+04 
       1.829971588481e-02       2.516975140109e+04 
       1.842823262687e-02       2.514586376659e+04 
       1.855680563318e-02       2.512071616641e+04 
       1.868543586810e-02       2.509434755071e+04 
       1.881412432206e-02       2.506674321131e+04 
       1.894287201205e-02       2.503795496967e+04 
       1.907167998208e-02       2.500795892642e+04 
       1.920054930362e-02       2.497683660428e+04 
       1.932948107615e-02       2.494457260624e+04 
       1.945847642767e-02       2.491115282218e+04 
       1.958753651519e-02       2.487665970458e+04 
       1.971666252537e-02       2.484105506441e+04 
       1.984585567499e-02       2.480443003964e+04 
       1.997511721167e-02       2.476673069072e+04 
       2.010444841437e-02       2.472798916855e+04 
       2.023385059410e-02       2.468824460102e+04 
       2.036332509456e-02       2.464748932466e+04 
       2.049287329279e-02       2.460576950273e+04 
       2.062249659994e-02       2.456315159377e+04 
       2.075219646193e-02       2.451948203804e+04 
       2.088197436021e-02       2.447497275419e+04 
       2.101183181258e-02       2.442950055487e+04 
       2.114177037392e-02       2.438316803473e+04 
       2.127179163707e-02       2.433592956324e+04 
       2.140189723365e-02       2.428786505799e+04 
       2.153208883493e-02       2.423894220996e+04 
       2.166236815276e-02       2.418921691410e+04 
       2.179273694048e-02       2.413867720151e+04 
       2.192319699388e-02       2.408732294359e+04 
       2.205375015220e-02       2.403518720906e+04 
       2.218439829916e-02       2.398229712080e+04 
       2.231514336399e-02       2.392869069515e+04 
       2.244598732256e-02       2.387433009656e+04 
       2.257693219843e-02       2.381921707043e+04 
       2.270798006408e-02       2.376346368430e+04 
       2.283913304208e-02       2.370700408164e+04 
       2.297039330628e-02       2.364979562173e+04 
       2.310176308313e-02       2.359200932867e+04 
       2.323324465299e-02       2.353356111820e+04 
       2.336484035143e-02       2.347455619555e+04 
       2.349655257068e-02       2.341478712837e+04 
       2.362838376105e-02       2.335453817582e+04 
       2.376033643238e-02       2.329362941141e+04 
       2.389241315564e-02       2.323218236037e+04 
       2.402461656445e-02       2.317016598232e+04 
       2.415694935676e-02       2.310759452727e+04 
       2.428941429650e-02       2.304447025400e+04 
       2.442201421533e-02       2.298086604079e+04 
       2.455475201446e-02       2.291672291141e+04 
       2.468763066650e-02       2.285209164304e+04 
       2.482065321735e-02       2.278694623734e+04 
       2.495382278823e-02       2.272140837062e+04 
       2.508714257769e-02       2.265537398754e+04 
       2.522061586375e-02       2.258884790997e+04 
       2.535424600610e-02       2.252192151189e+04 
       2.548803644834e-02       2.245458059520e+04 
       2.562199072035e-02       2.238685189456e+04 
       2.575611244069e-02       2.231867139827e+04 
       2.589040531912e-02       2.225013800712e+04 
       2.602487315920e-02       2.218119664099e+04 
