#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_scf             23:theta_scf          
       7.089886029198e+00       1.550957797910e-05      -1.658113213638e-03      -9.719271929439e-08       3.984593456198e-08       9.961483640495e-08       1.053758409155e-13       1.992296728099e-08      -1.243584910229e-03      -9.719271929437e-08       6.010620945286e-01       6.968871379551e-01      -1.658113213628e-03      -1.457187602793e-07       2.008342322925e-04      -1.243584910243e-03       3.600109158065e-32      -1.659821513301e-03      -1.458690511231e-07       2.010409237316e-04       3.333325968610e-01      -2.131646739067e-10      -1.367279864427e-21 
       7.089886181214e+00       1.550957831592e-05      -1.658113284353e-03      -9.719272550876e-08       3.984593714260e-08       9.961484285650e-08       1.053758523169e-13       1.992296857130e-08      -1.243584963265e-03      -9.719272550872e-08       6.010620945279e-01       6.968871378915e-01      -1.658113284333e-03      -1.457187696338e-07       2.008342408822e-04      -1.243584963294e-03       1.552452119270e-31      -1.659821584079e-03      -1.458690604873e-07       2.010409323302e-04       3.333325968609e-01      -4.263293432761e-10      -4.315296758814e-21 
       7.089886333231e+00       1.550957865273e-05      -1.658113355068e-03      -9.719273172312e-08       3.984593972322e-08       9.961484930805e-08       1.053758637184e-13       1.992296986161e-08      -1.243585016301e-03      -9.719273172306e-08       6.010620945272e-01       6.968871378279e-01      -1.658113355038e-03      -1.457187789883e-07       2.008342494720e-04      -1.243585016345e-03       4.076066464339e-31      -1.659821654857e-03      -1.458690698514e-07       2.010409409288e-04       3.333325968609e-01      -6.394940080092e-10      -8.877375190356e-21 
       7.089886996485e+00       1.550958012228e-05      -1.658113663600e-03      -9.719275883667e-08       3.984595098258e-08       9.961487745645e-08       1.053759134636e-13       1.992297549129e-08      -1.243585247700e-03      -9.719275883653e-08       6.010620945242e-01       6.968871375504e-01      -1.658113663527e-03      -1.457188198025e-07       2.008342869496e-04      -1.243585247809e-03       4.501184319696e-30      -1.659821963663e-03      -1.458691107076e-07       2.010409784449e-04       3.333325968608e-01      -1.569541097876e-09      -4.640524899309e-20 
       7.089887659740e+00       1.550958159182e-05      -1.658113972132e-03      -9.719278595023e-08       3.984596224194e-08       9.961490560486e-08       1.053759632088e-13       1.992298112097e-08      -1.243585479099e-03      -9.719278595000e-08       6.010620945211e-01       6.968871372729e-01      -1.658113972017e-03      -1.457188606167e-07       2.008343244272e-04      -1.243585479272e-03       1.585515804897e-29      -1.659822272470e-03      -1.458691515637e-07       2.010410159609e-04       3.333325968606e-01      -2.499588101149e-09      -1.140987962232e-19 
       7.089888322995e+00       1.550958306136e-05      -1.658114280664e-03      -9.719281306379e-08       3.984597350131e-08       9.961493375327e-08       1.053760129540e-13       1.992298675065e-08      -1.243585710498e-03      -9.719281306347e-08       6.010620945181e-01       6.968871369954e-01      -1.658114280506e-03      -1.457189014310e-07       2.008343619048e-04      -1.243585710736e-03       3.847450324054e-29      -1.659822581276e-03      -1.458691924199e-07       2.010410534770e-04       3.333325968605e-01      -3.429635016412e-09      -2.124344195640e-19 
       7.089888986249e+00       1.550958453091e-05      -1.658114589196e-03      -9.719284017736e-08       3.984598476068e-08       9.961496190169e-08       1.053760626992e-13       1.992299238034e-08      -1.243585941897e-03      -9.719284017695e-08       6.010620945151e-01       6.968871367179e-01      -1.658114588995e-03      -1.457189422452e-07       2.008343993824e-04      -1.243585942199e-03       7.654916923008e-29      -1.659822890082e-03      -1.458692332761e-07       2.010410909930e-04       3.333325968603e-01      -4.359681843164e-09      -3.415802490681e-19 
       7.089890954693e+00       1.550958889230e-05      -1.658115504875e-03      -9.719292064654e-08       3.984601817687e-08       9.961504544217e-08       1.053762103360e-13       1.992300908843e-08      -1.243586628656e-03      -9.719292064588e-08       6.010620945061e-01       6.968871358943e-01      -1.658115504547e-03      -1.457190633760e-07       2.008345106105e-04      -1.243586629150e-03       3.370593192821e-28      -1.659823806575e-03      -1.458693545314e-07       2.010412023352e-04       3.333325968599e-01      -7.119926162485e-09      -9.064999137619e-19 
       7.089892923137e+00       1.550959325369e-05      -1.658116420554e-03      -9.719300111577e-08       3.984605159308e-08       9.961512898269e-08       1.053763579730e-13       1.992302579654e-08      -1.243587315416e-03      -9.719300111486e-08       6.010620944971e-01       6.968871350707e-01      -1.658116420098e-03      -1.457191845069e-07       2.008346218387e-04      -1.243587316101e-03       8.830782601347e-28      -1.659824723069e-03      -1.458694757868e-07       2.010413136775e-04       3.333325968595e-01      -9.880169701346e-09      -1.743085020434e-18 
       7.089894891581e+00       1.550959761508e-05      -1.658117336234e-03      -9.719308158505e-08       3.984608500930e-08       9.961521252326e-08       1.053765056101e-13       1.992304250465e-08      -1.243588002175e-03      -9.719308158388e-08       6.010620944881e-01       6.968871342471e-01      -1.658117335651e-03      -1.457193056378e-07       2.008347330668e-04      -1.243588003051e-03       1.821246380736e-27      -1.659825639562e-03      -1.458695970422e-07       2.010414250198e-04       3.333325968591e-01      -1.264041245972e-08      -2.851343943794e-18 
