# Matter power spectrum P(k) at redshift z=0
# for k=1.02999e-05 to 8.38645 h/Mpc,
# number of wavenumbers equal to 614
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.029988942314e-05       4.827748395354e+01 
       2.296569645408e-05       1.050932259215e+02 
       3.567463602344e-05       1.611118427696e+02 
       4.845976751670e-05       2.168505396458e+02 
       6.135467970122e-05       2.726139899524e+02 
       7.439378034344e-05       3.286366924036e+02 
       8.761259479997e-05       3.851230790740e+02 
       1.010480774324e-04       4.422640750626e+02 
       1.147389397253e-04       5.002456842279e+02 
       1.287259990196e-04       5.592542676278e+02 
       1.430525517841e-04       6.194802711059e+02 
       1.577647753069e-04       6.810650062231e+02 
       1.729121615520e-04       7.443163634013e+02 
       1.885479866332e-04       8.094072719966e+02 
       2.047298188344e-04       8.765709183634e+02 
       2.215200672374e-04       9.460570374783e+02 
       2.389865716804e-04       1.018134228245e+03 
       2.572032327725e-04       1.093092306592e+03 
       2.762506778199e-04       1.171244678860e+03 
       2.962169545060e-04       1.252930705878e+03 
       3.171982386896e-04       1.338517990672e+03 
       3.392995354187e-04       1.428404497333e+03 
       3.626353428429e-04       1.523020356267e+03 
       3.873302369091e-04       1.622829185804e+03 
       4.135193204461e-04       1.728328670339e+03 
       4.413484637822e-04       1.840050110310e+03 
       4.709742462505e-04       1.958556559030e+03 
       5.025634905965e-04       2.084439137325e+03 
       5.362922683631e-04       2.218311062628e+03 
       5.723442481926e-04       2.360798930570e+03 
       6.109082664858e-04       2.512530857594e+03 
       6.521750277060e-04       2.674121241170e+03 
       6.963328961847e-04       2.846152137554e+03 
       7.435628262924e-04       3.029151654896e+03 
       7.940325914584e-04       3.223570195320e+03 
       8.478906042772e-04       3.429755917258e+03 
       9.052597492326e-04       3.647931317597e+03 
       9.662317472631e-04       3.878172998505e+03 
       1.030862606003e-03       4.120397016514e+03 
       1.099169657207e-03       4.374351636000e+03 
       1.171130538106e-03       4.639618689621e+03 
       1.246684255478e-03       4.915623959378e+03 
       1.325734221634e-03       5.201648049780e+03 
       1.408152922563e-03       5.496839653996e+03 
       1.493787716566e-03       5.800320585250e+03 
       1.582467192949e-03       6.111127038016e+03 
       1.674007545105e-03       6.428269380902e+03 
       1.768218508885e-03       6.750757712495e+03 
       1.864908552868e-03       7.077623805112e+03 
       1.963889149187e-03       7.407938038812e+03 
       2.064978077772e-03       7.740822497653e+03 
       2.168001810089e-03       8.075458977092e+03 
       2.272797077754e-03       8.411094475138e+03 
       2.379211760709e-03       8.747042744106e+03 
       2.487105236145e-03       9.082683038980e+03 
       2.596348320867e-03       9.417458986877e+03 
       2.706822922914e-03       9.750875382643e+03 
       2.818421498152e-03       1.008249108303e+04 
       2.931046387413e-03       1.041192017793e+04 
       3.044609091513e-03       1.073882139325e+04 
       3.159029525989e-03       1.106289851520e+04 
       3.274235284856e-03       1.138389197676e+04 
       3.390160932896e-03       1.170157891030e+04 
       3.506747338601e-03       1.201576497587e+04 
       3.623941054505e-03       1.232628573808e+04 
       3.741693747755e-03       1.263299972211e+04 
       3.859961681170e-03       1.293578741845e+04 
       3.978705243267e-03       1.323454798374e+04 
       4.097888524652e-03       1.352920091064e+04 
       4.217478937578e-03       1.381967769306e+04 
       4.337446875166e-03       1.410592322414e+04 
       4.457765406739e-03       1.438789629096e+04 
       4.578410005789e-03       1.466556399518e+04 
       4.699358307291e-03       1.493890695169e+04 
       4.820589891269e-03       1.520790783495e+04 
       4.942086089815e-03       1.547255857375e+04 
       5.063829814972e-03       1.573285842099e+04 
       5.185805405176e-03       1.598880839058e+04 
       5.307998488174e-03       1.624041932672e+04 
       5.430395858569e-03       1.648770726686e+04 
       5.552985368335e-03       1.673068269471e+04 
       5.675755828846e-03       1.696937119758e+04 
       5.798696923112e-03       1.720378889088e+04 
       5.921799127084e-03       1.743396873897e+04 
       6.045053639012e-03       1.765993045565e+04 
       6.168452315956e-03       1.788170691823e+04 
       6.291987616663e-03       1.809933371146e+04 
       6.415652550112e-03       1.831283837848e+04 
