#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_scf             23:theta_scf          
       7.089985585071e+00       1.550990845694e-05      -1.658140344039e-03      -9.719593794955e-08       3.984676073846e-08       9.961690184614e-08       1.053825166413e-13       1.992338036923e-08      -1.243605258030e-03      -9.719593794952e-08       6.010704002165e-01       6.968937550938e-01      -1.658140344022e-03      -1.457239276902e-07       2.008392522854e-04      -1.243605258055e-03       2.077408018355e-32      -1.659848671509e-03      -1.458742238583e-07       2.010459488648e-04       3.333325968296e-01      -3.690920044225e-10      -4.098304494912e-21 
       7.089985848229e+00       1.550990904002e-05      -1.658140466453e-03      -9.719594870754e-08       3.984676520602e-08       9.961691301505e-08       1.053825363802e-13       1.992338260301e-08      -1.243605349840e-03      -9.719594870747e-08       6.010704002144e-01       6.968937549825e-01      -1.658140466419e-03      -1.457239438843e-07       2.008392671550e-04      -1.243605349891e-03       8.958274084053e-32      -1.659848794031e-03      -1.458742400691e-07       2.010459637496e-04       3.333325968295e-01      -7.381839952359e-10      -1.293473302573e-20 
       7.089986111388e+00       1.550990962310e-05      -1.658140588867e-03      -9.719595946552e-08       3.984676967358e-08       9.961692418396e-08       1.053825561190e-13       1.992338483679e-08      -1.243605441650e-03      -9.719595946542e-08       6.010704002122e-01       6.968937548711e-01      -1.658140588816e-03      -1.457239600785e-07       2.008392820247e-04      -1.243605441727e-03       2.352054523494e-31      -1.659848916554e-03      -1.458742562798e-07       2.010459786345e-04       3.333325968295e-01      -1.107275972143e-09      -2.660917287962e-20 
       7.089987259562e+00       1.550991216711e-05      -1.658141122965e-03      -9.719600640313e-08       3.984678916577e-08       9.961697291443e-08       1.053826422407e-13       1.992339458289e-08      -1.243605842224e-03      -9.719600640288e-08       6.010704002029e-01       6.968937543852e-01      -1.658141122840e-03      -1.457240307342e-07       2.008393469015e-04      -1.243605842412e-03       2.597365763219e-30      -1.659849451126e-03      -1.458743270082e-07       2.010460435779e-04       3.333325968292e-01      -2.717641350065e-09      -1.390958032210e-19 
       7.089988407737e+00       1.550991471112e-05      -1.658141657063e-03      -9.719605334075e-08       3.984680865797e-08       9.961702164492e-08       1.053827283624e-13       1.992340432898e-08      -1.243606242797e-03      -9.719605334035e-08       6.010704001936e-01       6.968937538993e-01      -1.658141656863e-03      -1.457241013899e-07       2.008394117783e-04      -1.243606243097e-03       9.149069432109e-30      -1.659849985699e-03      -1.458743977365e-07       2.010461085213e-04       3.333325968290e-01      -4.328006468257e-09      -3.420014990354e-19 
       7.089989555911e+00       1.550991725514e-05      -1.658142191160e-03      -9.719610027839e-08       3.984682815017e-08       9.961707037543e-08       1.053828144841e-13       1.992341407509e-08      -1.243606643370e-03      -9.719610027784e-08       6.010704001842e-01       6.968937534134e-01      -1.658142190886e-03      -1.457241720457e-07       2.008394766552e-04      -1.243606643782e-03       2.220134973998e-29      -1.659850520272e-03      -1.458744684649e-07       2.010461734648e-04       3.333325968287e-01      -5.938371322476e-09      -6.367542309976e-19 
       7.089990704085e+00       1.550991979915e-05      -1.658142725258e-03      -9.719614721604e-08       3.984684764238e-08       9.961711910595e-08       1.053829006059e-13       1.992342382119e-08      -1.243607043944e-03      -9.719614721534e-08       6.010704001749e-01       6.968937529274e-01      -1.658142724910e-03      -1.457242427015e-07       2.008395415321e-04      -1.243607044467e-03       4.417197713690e-29      -1.659851054844e-03      -1.458745391933e-07       2.010462384082e-04       3.333325968285e-01      -7.548735911225e-09      -1.023857948374e-18 
       7.089994111715e+00       1.550992734944e-05      -1.658144310391e-03      -9.719628652090e-08       3.984690549273e-08       9.961726373183e-08       1.053831562045e-13       1.992345274637e-08      -1.243608232793e-03      -9.719628651976e-08       6.010704001472e-01       6.968937514853e-01      -1.658144309822e-03      -1.457244523987e-07       2.008397340781e-04      -1.243608233648e-03       1.944979240331e-28      -1.659852641386e-03      -1.458747491061e-07       2.010464311518e-04       3.333325968278e-01      -1.232808474324e-08      -2.717165851926e-18 
       7.089997519345e+00       1.550993489973e-05      -1.658145895525e-03      -9.719642582590e-08       3.984696334314e-08       9.961740835785e-08       1.053834118035e-13       1.992348167157e-08      -1.243609421643e-03      -9.719642582432e-08       6.010704001196e-01       6.968937500432e-01      -1.658145894735e-03      -1.457246620961e-07       2.008399266243e-04      -1.243609422829e-03       5.095756776907e-28      -1.659854227929e-03      -1.458749590190e-07       2.010466238955e-04       3.333325968271e-01      -1.710743123441e-08      -5.224774705770e-18 
       7.090000926976e+00       1.550994245002e-05      -1.658147480659e-03      -9.719656513103e-08       3.984702119360e-08       9.961755298401e-08       1.053836674030e-13       1.992351059680e-08      -1.243610610494e-03      -9.719656512901e-08       6.010704000919e-01       6.968937486010e-01      -1.658147479649e-03      -1.457248717937e-07       2.008401191705e-04      -1.243610612011e-03       1.050941795766e-27      -1.659855814473e-03      -1.458751689322e-07       2.010468166394e-04       3.333325968264e-01      -2.188677538466e-08      -8.546709451832e-18 
       7.090004334606e+00       1.550995000031e-05      -1.658149065794e-03      -9.719670443630e-08       3.984707904412e-08       9.961769761031e-08       1.053839230031e-13       1.992353952206e-08      -1.243611799345e-03      -9.719670443383e-08       6.010704000642e-01       6.968937471589e-01      -1.658149064564e-03      -1.457250814915e-07       2.008403117169e-04      -1.243611801193e-03       1.882008508621e-27      -1.659857401017e-03      -1.458753788456e-07       2.010470093833e-04       3.333325968256e-01      -2.666611719402e-08      -1.268296394658e-17 
       7.090038410907e+00       1.551002550322e-05      -1.658164917185e-03      -9.719809749620e-08       3.984765755243e-08       9.961914388107e-08       1.053864790308e-13       1.992382877621e-08      -1.243623687889e-03      -9.719809748931e-08       6.010703997874e-01       6.968937327376e-01      -1.658164913750e-03      -1.457271784808e-07       2.008422371854e-04      -1.243623693049e-03       4.901192309702e-26      -1.659873266501e-03      -1.458774779901e-07       2.010489368274e-04       3.333325968185e-01      -7.445940654226e-08      -9.883246152570e-17 
       7.090072487209e+00       1.551010100614e-05      -1.658180768651e-03      -9.719949056933e-08       3.984823606637e-08       9.962059016592e-08       1.053890351083e-13       1.992411803318e-08      -1.243635576489e-03      -9.719949055801e-08       6.010703995106e-01       6.968937183162e-01      -1.658180763011e-03      -1.457292754900e-07       2.008441626631e-04      -1.243635584961e-03       1.973790931075e-25      -1.659889132059e-03      -1.458795771548e-07       2.010508642808e-04       3.333325968113e-01      -1.222524618108e-07      -2.664127579980e-16 
       7.090106563510e+00       1.551017650906e-05      -1.658196620193e-03      -9.720088365568e-08       3.984881458595e-08       9.962203646487e-08       1.053915912357e-13       1.992440729297e-08      -1.243647465145e-03      -9.720088363994e-08       6.010703992338e-01       6.968937038948e-01      -1.658196612348e-03      -1.457313725194e-07       2.008460881500e-04      -1.243647476929e-03       5.073873309326e-25      -1.659904997694e-03      -1.458816763396e-07       2.010527917434e-04       3.333325968041e-01      -1.700452830063e-07      -5.154234098911e-16 
       7.090140639812e+00       1.551025201200e-05      -1.658212471809e-03      -9.720227675525e-08       3.984939311117e-08       9.962348277792e-08       1.053941474129e-13       1.992469655558e-08      -1.243659353857e-03      -9.720227673509e-08       6.010703989569e-01       6.968936894734e-01      -1.658212461759e-03      -1.457334695688e-07       2.008480136462e-04      -1.243659368953e-03       1.042301655678e-24      -1.659920863403e-03      -1.458837755445e-07       2.010547192152e-04       3.333325967970e-01      -2.178378701353e-07      -8.458640142271e-16 
       7.090305555883e+00       1.551061741703e-05      -1.658289188539e-03      -9.720901900326e-08       3.985219302832e-08       9.963048257080e-08       1.054065190224e-13       1.992609651416e-08      -1.243716891404e-03      -9.720901896168e-08       6.010703976167e-01       6.968936196792e-01      -1.658289167817e-03      -1.457436187574e-07       2.008573324300e-04      -1.243716922531e-03       8.829615718275e-24      -1.659997648337e-03      -1.458939351650e-07       2.010640475609e-04       3.333325967623e-01      -4.491321320542e-07      -3.595720352811e-15 
       7.090470471954e+00       1.551098282229e-05      -1.658365907025e-03      -9.721576156098e-08       3.985499307753e-08       9.963748269382e-08       1.054188917989e-13       1.992749653876e-08      -1.243774430269e-03      -9.721576149799e-08       6.010703962758e-01       6.968935498847e-01      -1.658365875630e-03      -1.457537684159e-07       2.008666514293e-04      -1.243774477426e-03       3.053505097249e-23      -1.660074435031e-03      -1.459040952561e-07       2.010733761225e-04       3.333325967275e-01      -6.804209126134e-07      -8.252762691475e-15 
       7.090635388025e+00       1.551134822775e-05      -1.658442627268e-03      -9.722250442842e-08       3.985779325880e-08       9.964448314701e-08       1.054312657427e-13       1.992889662940e-08      -1.243831970451e-03      -9.722250434402e-08       6.010703949342e-01       6.968934800897e-01      -1.658442585200e-03      -1.457639185444e-07       2.008759706442e-04      -1.243832033640e-03       7.335282262869e-23      -1.660151223485e-03      -1.459142558178e-07       2.010827049001e-04       3.333325966928e-01      -9.117042125680e-07      -1.481694652250e-14 
