# Matter power spectrum P(k) at redshift z=0
# for k=1.025e-05 to 8.04293 h/Mpc,
# number of wavenumbers equal to 609
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.025001547790e-05       5.024597430737e+01 
       2.310468890011e-05       1.105517236336e+02 
       3.600390947531e-05       1.700318601542e+02 
       4.898224049633e-05       2.292612935796e+02 
       6.207481045617e-05       2.885851944126e+02 
       7.531762500668e-05       3.482742438319e+02 
       8.874788879796e-05       4.085683377659e+02 
       1.024043414654e-04       4.696948094813e+02 
       1.163276120633e-04       5.318780860985e+02 
       1.305605962777e-04       5.953458197669e+02 
       1.451488607592e-04       6.603334056297e+02 
       1.601410788592e-04       7.270170539591e+02 
       1.755895018831e-04       7.957850473544e+02 
       1.915504696170e-04       8.668590723794e+02 
       2.080849632480e-04       9.405396243038e+02 
       2.252592027536e-04       1.017151353811e+03 
       2.431452892225e-04       1.097046106681e+03 
       2.618218901673e-04       1.180605914687e+03 
       2.813749624416e-04       1.268245773888e+03 
       3.018985025529e-04       1.360416078081e+03 
       3.234953076009e-04       1.457604410310e+03 
       3.462777213715e-04       1.560336393710e+03 
       3.703683289081e-04       1.669175158776e+03 
       3.959005489001e-04       1.784718803245e+03 
       4.230190564848e-04       1.907595419596e+03 
       4.518799500321e-04       2.038454861273e+03 
       4.826505554567e-04       2.177956870662e+03 
       5.155087430002e-04       2.326755642446e+03 
       5.506416181885e-04       2.485480916505e+03 
       5.882434464500e-04       2.654717625056e+03 
       6.285126868565e-04       2.834986772782e+03 
       6.716480524307e-04       3.026732058349e+03 
       7.178435889560e-04       3.230316968178e+03 
       7.672828733757e-04       3.446037200591e+03 
       8.201325708311e-04       3.674148420838e+03 
       8.765357391536e-04       3.914903481589e+03 
       9.366054026550e-04       4.168582757288e+03 
       1.000418997422e-03       4.435494511275e+03 
       1.068014284350e-03       4.715922338669e+03 
       1.139387215251e-03       5.010012603042e+03 
       1.214492028991e-03       5.317626404938e+03 
       1.293243585070e-03       5.638213731960e+03 
       1.375521667728e-03       5.970764688794e+03 
       1.461176773566e-03       6.313961281124e+03 
       1.550036771621e-03       6.666396330440e+03 
       1.641913810376e-03       7.026781646813e+03 
       1.736610925723e-03       7.394081946036e+03 
       1.833927943374e-03       7.767450517213e+03 
       1.933666429510e-03       8.146041047958e+03 
       2.035633592258e-03       8.528848857115e+03 
       2.139645154089e-03       8.914712567608e+03 
       2.245527294190e-03       9.302479404427e+03 
       2.353117802744e-03       9.691199065024e+03 
       2.462266603221e-03       1.008018652507e+04 
       2.572835793267e-03       1.046891311091e+04 
       2.684699337856e-03       1.085683334490e+04 
       2.797742526304e-03       1.124331437411e+04 
       2.911861281928e-03       1.162769998821e+04 
       3.026961392040e-03       1.200946481787e+04 
       3.142957707884e-03       1.238826418418e+04 
       3.259773349387e-03       1.276386652378e+04 
       3.377338938029e-03       1.313601214414e+04 
       3.495591872457e-03       1.350437442444e+04 
       3.614475655047e-03       1.386862188440e+04 
       3.733939273075e-03       1.422851801090e+04 
       3.853936635052e-03       1.458394700687e+04 
       3.974426060708e-03       1.493483880249e+04 
       4.095369821845e-03       1.528108094485e+04 
       4.216733730524e-03       1.562250923759e+04 
       4.338486770747e-03       1.595896251999e+04 
       4.460600769688e-03       1.629037801273e+04 
       4.583050104622e-03       1.661675557112e+04 
       4.705811441900e-03       1.693809686395e+04 
       4.828863504566e-03       1.725436442105e+04 
       4.952186865484e-03       1.756546337525e+04 
       5.075763763157e-03       1.787135075970e+04 
       5.199577937666e-03       1.817204205238e+04 
       5.323614484453e-03       1.846759398563e+04 
       5.447859723915e-03       1.875803535438e+04 
       5.572301084988e-03       1.904333874978e+04 
       5.696927001136e-03       1.932348313184e+04 
       5.821726817313e-03       1.959847920721e+04 
       5.946690706662e-03       1.986839022883e+04 
       6.071809595837e-03       2.013329148957e+04 
       6.197075097987e-03       2.039320425213e+04 
       6.322479452535e-03       2.064812349811e+04 
       6.448015471001e-03       2.089806527848e+04 
       6.573676488204e-03       2.114308007761e+04 
       6.699456318254e-03       2.138324843956e+04 
       6.825349214816e-03       2.161863698570e+04 
       6.951349835179e-03       2.184926345680e+04 
       7.077453207743e-03       2.207513869956e+04 
       7.203654702547e-03       2.229631476395e+04 
       7.329950004531e-03       2.251284704307e+04 
       7.456335089243e-03       2.272482182873e+04 
       7.582806200754e-03       2.293229307955e+04 
       7.709359831538e-03       2.313527491692e+04 
       7.835992704145e-03       2.333380596354e+04 
       7.962701754465e-03       2.352793254498e+04 
       8.089484116451e-03       2.371774913468e+04 
       8.216337108139e-03       2.390329546610e+04 
       8.343258218856e-03       2.408462119053e+04 
       8.470245097497e-03       2.426176684280e+04 
       8.597295541772e-03       2.443477012381e+04 
       8.724407488335e-03       2.460368481981e+04 
       8.851579003709e-03       2.476858766882e+04 
       8.978808275944e-03       2.492952875460e+04 
       9.106093606932e-03       2.508653929066e+04 
       9.233433405330e-03       2.523965084560e+04 
       9.360826180034e-03       2.538892002167e+04 
       9.488270534155e-03       2.553441258953e+04 
       9.615765159452e-03       2.567617760985e+04 
       9.743308831195e-03       2.581425509998e+04 
       9.870900403406e-03       2.594867951422e+04 
       9.998538804459e-03       2.607948991778e+04 
       1.012622303300e-02       2.620673659560e+04 
       1.025395215418e-02       2.633048970925e+04 
       1.038172529613e-02       2.645078492976e+04 
       1.050954164675e-02       2.656765825612e+04 
       1.063740045064e-02       2.668113380890e+04 
       1.076530100636e-02       2.679126445056e+04 
       1.089324266379e-02       2.689811303775e+04 
       1.102122482171e-02       2.700170856801e+04 
       1.114924692558e-02       2.710211155936e+04 
       1.127730846543e-02       2.719933530642e+04 
       1.140540897392e-02       2.729340907785e+04 
       1.153354802455e-02       2.738439677348e+04 
       1.166172522995e-02       2.747235202772e+04 
       1.178994024035e-02       2.755729690344e+04 
       1.191819274209e-02       2.763925902086e+04 
       1.204648245630e-02       2.771829258299e+04 
       1.217480913760e-02       2.779442567772e+04 
       1.230317257299e-02       2.786771081243e+04 
       1.243157258071e-02       2.793817462724e+04 
       1.256000900926e-02       2.800587375823e+04 
       1.268848173644e-02       2.807081738827e+04 
       1.281699066851e-02       2.813305018771e+04 
       1.294553573936e-02       2.819261329300e+04 
       1.307411690977e-02       2.824953142891e+04 
       1.320273416673e-02       2.830385984673e+04 
       1.333138752279e-02       2.835560320043e+04 
       1.346007701550e-02       2.840482076151e+04 
       1.358880270683e-02       2.845151278527e+04 
       1.371756468271e-02       2.849574326432e+04 
       1.384636305255e-02       2.853754070053e+04 
       1.397519794885e-02       2.857692994777e+04 
       1.410406952683e-02       2.861393878172e+04 
       1.423297796406e-02       2.864859861219e+04 
       1.436192346018e-02       2.868095284959e+04 
       1.449090623661e-02       2.871101393951e+04 
       1.461992653634e-02       2.873883827145e+04 
       1.474238081126e-02       2.876317189325e+04 
       1.474898462369e-02       2.876443609354e+04 
       1.487808078413e-02       2.878783150441e+04 
       1.500721532412e-02       2.880906018364e+04 
       1.513638857102e-02       2.882815039902e+04 
       1.526560087292e-02       2.884514079133e+04 
       1.539485259862e-02       2.886006336853e+04 
       1.552414413753e-02       2.887292218240e+04 
       1.565347589966e-02       2.888376541393e+04 
       1.578284831559e-02       2.889259612109e+04 
       1.591226183650e-02       2.889947085936e+04 
       1.604171693418e-02       2.890439716798e+04 
       1.617121410107e-02       2.890742272343e+04 
       1.630075385036e-02       2.890855206803e+04 
