# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.01198e-05 to 9.23641 h/Mpc,
# number of wavenumbers equal to 601
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2              8:-T_tot_no_scf/k2   
       1.011975468079e-05       2.222660822590e+07       2.422723132473e+07       3.228671509776e+07       3.228637225574e+07       2.422162753422e+07       5.707539492801e+06       2.265931410373e+07 
       2.326715855700e-05       2.223152450683e+07       2.422438657954e+07       3.221331805855e+07       3.221150885256e+07       2.421861309064e+07       5.707670116318e+06       2.266253723531e+07 
       3.646120667763e-05       2.224032431285e+07       2.421929048374e+07       3.208192795933e+07       3.207749890625e+07       2.421321236023e+07       5.707906265897e+06       2.266830550969e+07 
       4.973888165243e-05       2.225305835453e+07       2.421190962369e+07       3.189196640291e+07       3.188376142403e+07       2.420538913107e+07       5.708250943968e+06       2.267665135461e+07 
       6.313778917950e-05       2.226979822806e+07       2.420218896258e+07       3.164249980055e+07       3.162935767633e+07       2.419508403260e+07       5.708708050219e+06       2.268761882448e+07 
       7.669650732301e-05       2.229064434019e+07       2.419005572393e+07       3.133225287111e+07       3.131300526074e+07       2.418221833965e+07       5.709283962072e+06       2.270127065948e+07 
       9.045494721183e-05       2.231572418510e+07       2.417541634138e+07       3.095961566563e+07       3.093308598309e+07       2.416669081143e+07       5.709986830274e+06       2.271768627993e+07 
       1.044547301479e-04       2.234519134617e+07       2.415815655312e+07       3.052265858351e+07       3.048766232509e+07       2.414837763627e+07       5.710826773047e+06       2.273696102729e+07 
       1.187395861501e-04       2.237922602784e+07       2.413814015758e+07       3.001915209599e+07       2.997449893082e+07       2.412713099888e+07       5.711816141408e+06       2.275920632031e+07 
       1.333557789933e-04       2.241803383081e+07       2.411520791102e+07       2.944659720613e+07       2.939109365710e+07       2.410277774787e+07       5.712969758561e+06       2.278454846592e+07 
       1.483525628038e-04       2.246184478137e+07       2.408917646342e+07       2.880226418202e+07       2.873472208379e+07       2.407511803846e+07       5.714305298634e+06       2.281312768069e+07 
       1.637826751846e-04       2.251091079430e+07       2.405983757799e+07       2.808325372977e+07       2.800249978912e+07       2.404392421400e+07       5.715843616828e+06       2.284509595033e+07 
       1.797028716077e-04       2.256550257326e+07       2.402695740466e+07       2.728658027723e+07       2.719146872508e+07       2.400893966725e+07       5.717609256489e+06       2.288061446633e+07 
       1.961745053314e-04       2.262590447537e+07       2.399027572006e+07       2.640927861548e+07       2.629871422634e+07       2.396987757923e+07       5.719630830207e+06       2.291984946536e+07 
       2.132641562472e-04       2.269240712553e+07       2.394950580993e+07       2.544856042314e+07       2.532152291564e+07       2.392642022861e+07       5.721941605354e+06       2.296296645527e+07 
       2.310443106797e-04       2.276529739246e+07       2.390433614891e+07       2.440201303186e+07       2.425759295271e+07       2.387821997606e+07       5.724580015937e+06       2.301012277035e+07 
       2.495940920237e-04       2.284484387860e+07       2.385443159459e+07       2.326786177769e+07       2.310530587231e+07       2.382489964523e+07       5.727590136796e+06       2.306145652096e+07 
       2.690000389309e-04       2.293127839243e+07       2.379943824547e+07       2.204531032944e+07       2.186407812654e+07       2.376605643421e+07       5.731022158070e+06       2.311707320102e+07 
       2.893569232064e-04       2.302476975435e+07       2.373898906786e+07       2.073496489700e+07       2.053480125581e+07       2.370126642792e+07       5.734932448583e+06       2.317702646983e+07 
       3.107685932198e-04       2.312539176486e+07       2.367271415002e+07       1.933936887712e+07       1.912038450305e+07       2.363009358412e+07       5.739383486415e+06       2.324129537943e+07 
       3.333488200106e-04       2.323308105383e+07       2.360025464873e+07       1.786362093672e+07       1.762640290445e+07       2.355210217275e+07       5.744442952392e+06       2.330975447950e+07 
       3.572221118731e-04       2.334758615754e+07       2.352128229648e+07       1.631612202803e+07       1.606184263401e+07       2.346687465284e+07       5.750181967969e+06       2.338213826830e+07 
       3.825244486274e-04       2.346840673794e+07       2.343552579490e+07       1.470936639144e+07       1.443991314098e+07       2.337403616244e+07       5.756671867438e+06       2.345799939813e+07 
       4.094038687941e-04       2.359472318426e+07       2.334280506442e+07       1.306075428863e+07       1.277886175419e+07       2.327328671702e+07       5.763978664676e+06       2.353666102085e+07 
       4.380208217040e-04       2.372532451684e+07       2.324307360818e+07       1.139330534841e+07       1.110267241293e+07       2.316444138432e+07       5.772155053198e+06       2.361716950572e+07 
       4.685481731847e-04       2.385853603572e+07       2.313647031874e+07       9.736090924324e+06       9.441467708966e+06       2.304747981406e+07       5.781228200872e+06       2.369824888646e+07 
       5.011707300292e-04       2.399216745911e+07       2.302337640100e+07       8.124136565262e+06       7.831346924735e+06       2.292260094494e+07       5.791183704542e+06       2.377827231008e+07 
       5.360841288428e-04       2.412349458043e+07       2.290447532900e+07       6.597471284278e+06       6.313324266909e+06       2.279028102013e+07       5.801944549611e+06       2.385526015965e+07 
       5.734929250018e-04       2.424930545713e+07       2.278080689378e+07       5.198946419719e+06       4.930989518456e+06       2.265132618247e+07       5.813346669703e+06       2.392692715311e+07 
       6.136077254008e-04       2.436603819608e+07       2.265380356761e+07       3.970502721670e+06       3.726578552976e+06       2.250690819581e+07       5.825113341719e+06       2.399079703302e+07 
       6.566412439401e-04       2.447004638224e+07       2.252529036618e+07       2.947817968733e+06       2.735376425291e+06       2.235856506988e+07       5.836835722023e+06       2.404440908707e+07 
       7.028032304230e-04       2.455799410798e+07       2.239743415114e+07       2.153677248262e+06       1.978877404613e+06       2.220815274885e+07       5.847967378908e+06       2.408561514462e+07 
       7.522943371210e-04       2.462737185898e+07       2.227261965427e+07       1.591203782692e+06       1.457888949165e+06       2.205772585717e+07       5.857848147925e+06       2.411295570228e+07 
       8.052991398900e-04       2.467705123574e+07       2.215324947195e+07       1.238935546886e+06       1.147676542578e+06       2.190934501212e+07       5.865770230077e+06       2.412605087990e+07 
       8.619787067654e-04       2.470773985761e+07       2.204147825042e+07       1.050389002180e+06       9.978829195703e+05       2.176482125738e+07       5.871095007673e+06       2.412590045244e+07 
       9.224632758874e-04       2.472214253199e+07       2.193892186366e+07       9.605263428389e+05       9.396727061585e+05       2.162543820269e+07       5.873411959276e+06       2.411495029502e+07 
       9.868457239808e-04       2.472464576096e+07       2.184640967607e+07       8.997940359171e+05       9.006676809674e+05       2.149171953538e+07       5.872704273080e+06       2.409679645769e+07 
       1.055176532381e-03       2.472044552581e+07       2.176386238772e+07       8.129734613637e+05       8.246462643629e+05       2.136332343569e+07       5.869453944198e+06       2.407548075832e+07 
       1.127460859782e-03       2.471426923720e+07       2.169036036868e+07       6.760972686507e+05       6.888744173659e+05       2.123912739688e+07       5.864606863059e+06       2.405450795390e+07 
       1.203658109225e-03       2.470909403783e+07       2.162441241933e+07       5.026584115431e+05       5.099781021313e+05       2.111751196164e+07       5.859344910945e+06       2.403589936165e+07 
       1.283684067901e-03       2.470541870505e+07       2.156435174636e+07       3.332328949330e+05       3.324754511821e+05       2.099676831450e+07       5.854695303537e+06       2.401970269511e+07 
       1.367415367871e-03       2.470152376083e+07       2.150871950187e+07       2.109288576068e+05       2.028340303708e+05       2.087548957088e+07       5.851124364879e+06       2.400427019484e+07 
