# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.028194558894e+03       3.118696674590e-02       0.000000000000e+00       2.554905293938e+00       4.765875668406e-08       3.087505575665e-03      -1.218514251147e-05 
    3       9.691828762313e+02       4.015444481978e-02       0.000000000000e+00       2.891411742969e+00       5.932534538444e-08       3.094330613607e-03      -1.308344228202e-05 
    4       9.146634607516e+02       3.484470334875e-02       0.000000000000e+00       2.715295212845e+00       6.894885356466e-08       3.021957529505e-03      -1.107974585051e-05 
    5       8.742272200432e+02       2.331495515033e-02       0.000000000000e+00       2.321111190138e+00       7.727504364053e-08       2.921268985061e-03      -7.554728624065e-06 
    6       8.464085916160e+02       1.306957010377e-02       0.000000000000e+00       1.875989971599e+00       8.451249071866e-08       2.809579702620e-03      -3.675401666354e-06 
    7       8.282729105605e+02       7.073759967563e-03       0.000000000000e+00       1.477450960001e+00       9.091527475907e-08       2.696548715658e-03      -3.521415372001e-07 
    8       8.177662876980e+02       4.569785565562e-03       0.000000000000e+00       1.168845775008e+00       9.667303472173e-08       2.588506323501e-03       1.865226120423e-06 
    9       8.127613304637e+02       3.674385943962e-03       0.000000000000e+00       9.608372303190e-01       1.018645420014e-07       2.487897735667e-03       2.805151371242e-06 
   10       8.116279633104e+02       3.132668327569e-03       0.000000000000e+00       8.444249100932e-01       1.065228648854e-07       2.393932064643e-03       2.623934431649e-06 
   11       8.136817910246e+02       2.623503115655e-03       0.000000000000e+00       8.007048292761e-01       1.075617705612e-07       2.316721075810e-03       1.710430028440e-06 
   12       8.182891785462e+02       2.267784649136e-03       0.000000000000e+00       8.074794213974e-01       1.111039106150e-07       2.225258449341e-03       4.912498708223e-07 
   13       8.243584814918e+02       2.156454066843e-03       0.000000000000e+00       8.450440105943e-01       1.142772928027e-07       2.146561438196e-03      -6.068781621747e-07 
   14       8.322753785591e+02       2.233095247753e-03       0.000000000000e+00       8.988258616772e-01       1.171251860457e-07       2.070013402090e-03      -1.326101060232e-06 
   15       8.412731086228e+02       2.406202564131e-03       0.000000000000e+00       9.586659708457e-01       1.196800697361e-07       1.994016973851e-03      -1.572682606756e-06 
