# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.03056e-05 to 8.30345 h/Mpc,
# number of wavenumbers equal to 613
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2              8:-T_tot_no_scf/k2   
       1.732202803024e-04       1.968235243394e+07       1.974073117497e+07       2.268018636264e+07       2.260439596057e+07       1.972538817368e+07       5.907003208449e+06       1.969255261253e+07 
       1.888921949243e-04       1.968294434521e+07       1.973816462402e+07       2.204317554328e+07       2.195501935262e+07       1.972078316940e+07       5.906656609970e+06       1.969245660860e+07 
       2.051131529334e-04       1.968356818908e+07       1.973530020925e+07       2.134560244834e+07       2.124421561117e+07       1.971562509734e+07       5.906269943257e+06       1.969232208011e+07 
       2.219459789539e-04       1.968421692884e+07       1.973211085722e+07       2.058543911108e+07       2.047002231151e+07       1.970985846840e+07       5.905839500257e+06       1.969213808553e+07 
       2.394589771179e-04       1.968488093163e+07       1.972856615579e+07       1.976096526198e+07       1.963081200514e+07       1.970341995570e+07       5.905361065038e+06       1.969189102730e+07 
       2.577265670338e-04       1.968554717317e+07       1.972463210731e+07       1.887095674436e+07       1.872549103673e+07       1.969623744668e+07       5.904829838005e+06       1.969156399210e+07 
       2.768299558598e-04       1.968619823650e+07       1.972027086506e+07       1.791493067130e+07       1.775375179649e+07       1.968822897499e+07       5.904240343950e+06       1.969113592957e+07 
       2.968578381093e-04       1.968681117835e+07       1.971544057440e+07       1.689344806840e+07       1.671638659291e+07       1.967930162041e+07       5.903586344986e+06       1.969058075187e+07 
       3.179071092313e-04       1.968735600915e+07       1.971009522395e+07       1.580848242268e+07       1.561566951321e+07       1.966935028078e+07       5.902860703577e+06       1.968986612791e+07 
       3.400835715870e-04       1.968779395845e+07       1.970418461146e+07       1.466386471880e+07       1.445580764756e+07       1.965825642280e+07       5.902055230612e+06       1.968895213499e+07 
       3.635026018488e-04       1.968807535188e+07       1.969765448503e+07       1.346578027652e+07       1.324345451944e+07       1.964588682815e+07       5.901160479371e+06       1.968778962735e+07 
       3.882897368149e-04       1.968813725760e+07       1.969044685999e+07       1.222331322339e+07       1.198826347612e+07       1.963209236724e+07       5.900165493637e+06       1.968631845114e+07 
       4.145811201025e-04       1.968790082380e+07       1.968250061026e+07       1.094900391331e+07       1.070343632439e+07       1.961670695662e+07       5.899057475543e+06       1.968446544718e+07 
       4.425237354390e-04       1.968726847727e+07       1.967375238476e+07       9.659306686614e+06       9.406189553897e+06       1.959954664746e+07       5.897821342249e+06       1.968214236531e+07 
       4.722753342447e-04       1.968612136909e+07       1.966413786466e+07       8.374892428882e+06       8.118018360591e+06       1.958040912200e+07       5.896439190058e+06       1.967924399781e+07 
       5.040039477008e-04       1.968431723816e+07       1.965359338737e+07       7.120578068708e+06       6.864589148832e+06       1.955907353824e+07       5.894889585926e+06       1.967564662696e+07 
       5.378868595982e-04       1.968168949608e+07       1.964205784386e+07       5.924718125526e+06       5.675045225294e+06       1.953530093539e+07       5.893146732232e+06       1.967120739868e+07 
       5.741089104861e-04       1.967804816482e+07       1.962947477439e+07       4.817787006482e+06       4.580487840169e+06       1.950883517287e+07       5.891179499027e+06       1.966576507238e+07 
       6.128600119546e-04       1.967318377315e+07       1.961579425135e+07       3.829986125921e+06       3.611429341328e+06       1.947940441643e+07       5.888950455366e+06       1.965914296169e+07 
       6.543317791438e-04       1.966687491336e+07       1.960097423923e+07       2.987770930072e+06       2.794153862417e+06       1.944672307347e+07       5.886415050268e+06       1.965115458027e+07 
       6.987132461581e-04       1.965890027332e+07       1.958498074110e+07       2.309508890385e+06       2.146207500708e+06       1.941049392466e+07       5.883521324958e+06       1.964161261906e+07 
       7.461857165992e-04       1.964905469316e+07       1.956778631532e+07       1.800885992333e+06       1.671693531085e+06       1.937041035505e+07       5.880210582727e+06       1.963034097417e+07 
       7.969169176826e-04       1.963716793865e+07       1.954936650841e+07       1.451230168754e+06       1.357600479886e+06       1.932615859074e+07       5.876419640691e+06       1.961718896250e+07 
       8.510547602717e-04       1.962312268300e+07       1.952969430914e+07       1.232358060983e+06       1.172840098016e+06       1.927742020328e+07       5.872085088753e+06       1.960204522368e+07 
       9.087211372197e-04       1.960686681066e+07       1.950873319787e+07       1.101575602409e+06       1.071666507836e+06       1.922387558758e+07       5.867149633199e+06       1.958484773376e+07 
       9.700062887409e-04       1.958841450203e+07       1.948643098965e+07       1.009668015464e+06       1.002270978974e+06       1.916520989258e+07       5.861569793819e+06       1.956558585896e+07 
       1.034964294305e-03       1.956783202397e+07       1.946271609798e+07       9.128769460179e+05       9.194134104791e+05       1.910112289305e+07       5.855323001966e+06       1.954429103588e+07 
       1.103610192269e-03       1.954520888329e+07       1.943749908277e+07       7.854097291864e+05       7.973945964620e+05       1.903134433187e+07       5.848411299313e+06       1.952101618474e+07 
       1.175919076879e-03       1.952062143264e+07       1.941068049608e+07       6.271246257294e+05       6.377564889326e+05       1.895565448516e+07       5.840858708363e+06       1.949580855648e+07 
       1.251827298302e-03       1.949410189786e+07       1.938216378105e+07       4.614361494386e+05       4.666553732166e+05       1.887390775645e+07       5.832701070859e+06       1.946868538338e+07 
       1.331235638389e-03       1.946561057590e+07       1.935185323377e+07       3.222726675278e+05       3.208905825150e+05       1.878603969579e+07       5.823965648433e+06       1.943960690885e+07 
       1.414014105985e-03       1.943504909068e+07       1.931966264861e+07       2.350978254659e+05       2.280295318332e+05       1.869207897729e+07       5.814655731070e+06       1.940848397441e+07 
       1.500007837114e-03       1.940241302325e+07       1.928563515130e+07       2.020466519179e+05       1.911558725960e+05       1.859225242643e+07       5.804779104342e+06       1.937532136604e+07 
       1.589043522144e-03       1.936768517384e+07       1.924978787745e+07       2.006735916731e+05       1.878837983910e+05       1.848684082968e+07       5.794311294083e+06       1.934010294186e+07 
       1.680935812817e-03       1.933091605504e+07       1.921216018875e+07       1.981934382462e+05       1.852301778918e+05       1.837621035967e+07       5.783231801438e+06       1.930287046659e+07 
       1.775493263637e-03       1.929221535529e+07       1.917280372931e+07       1.723536510334e+05       1.608922780042e+05       1.826078936291e+07       5.771543909428e+06       1.926372016188e+07 
       1.872523500972e-03       1.925171646517e+07       1.913177570972e+07       1.244181207776e+05       1.160547047113e+05       1.814104641427e+07       5.759282126987e+06       1.922277516495e+07 
       1.971837456498e-03       1.920953789026e+07       1.908913807029e+07       7.475606774641e+04       7.046569954558e+04       1.801747353320e+07       5.746501623128e+06       1.918015185724e+07 
       2.073252625410e-03       1.916576545617e+07       1.904496031534e+07       4.480207965801e+04       4.421900984230e+04       1.789057347258e+07       5.733256077707e+06       1.913594073227e+07 
       2.176595401685e-03       1.912046238462e+07       1.899932094239e+07       4.004389755178e+04       4.133052206242e+04       1.776084696224e+07       5.719579000850e+06       1.909021069043e+07 
       2.281702600221e-03       1.907369671988e+07       1.895230710976e+07       4.766446323674e+04       4.837705412103e+04       1.762878003833e+07       5.705482381047e+06       1.904303135822e+07 
       2.388422303290e-03       1.902556093655e+07       1.890401023069e+07       4.957845400982e+04       4.803414336941e+04       1.749483024806e+07       5.690972155956e+06       1.899449211368e+07 
       2.496614173864e-03       1.897616851346e+07       1.885452075562e+07       3.824147988076e+04       3.431745036342e+04       1.735941439397e+07       5.676066902990e+06       1.894470233700e+07 
       2.606149368821e-03       1.892563456236e+07       1.880392605289e+07       2.105002490092e+04       1.578277695303e+04       1.722290231098e+07       5.660804490071e+06       1.889377586409e+07 
       2.716910167537e-03       1.887405630694e+07       1.875231021135e+07       1.065013028393e+04       5.094270702320e+03       1.708561506564e+07       5.645231170426e+06       1.884181207060e+07 
       2.828789410899e-03       1.882150820309e+07       1.869975341237e+07       1.180741788311e+04       6.280022159392e+03       1.694782526292e+07       5.629383393812e+06       1.878888836149e+07 
       2.941689825457e-03       1.876805715595e+07       1.864633492498e+07       1.771172385169e+04       1.206452335226e+04       1.680976234889e+07       5.613280015814e+06       1.873507254158e+07 
       3.055523289217e-03       1.871377423237e+07       1.859212915644e+07       1.816729450046e+04       1.259531122042e+04       1.667161306409e+07       5.596928809691e+06       1.868043413362e+07 
       3.170210080118e-03       1.865874070395e+07       1.853720700924e+07       1.015637275922e+04       6.568410332402e+03       1.653352751732e+07       5.580342528743e+06       1.862505242681e+07 
       3.285678135798e-03       1.860303650353e+07       1.848163309459e+07      -1.110338945220e+02       7.903506102137e+03       1.639581629650e+07       5.563546816890e+06       1.856900817255e+07 
       3.401862343623e-03       1.854672985734e+07       1.842546728868e+07      -4.756471867315e+03       2.120039531034e+04       1.625843162216e+07       5.546573390764e+06       1.851236947952e+07 
       3.518703872606e-03       1.848987349660e+07       1.836876452704e+07      -2.496343901784e+03       3.633800310636e+04       1.612149536652e+07       5.529447232451e+06       1.845518913174e+07 
       3.636149553607e-03       1.843251511673e+07       1.831157833955e+07       1.022427501865e+03       4.289244716123e+04       1.598516846524e+07       5.512180674869e+06       1.839751441867e+07 
       3.754151310397e-03       1.837470167396e+07       1.825395594802e+07       1.813303855820e+02       3.957806900258e+04       1.584958650756e+07       5.494777638453e+06       1.833939164395e+07 
       3.872665641604e-03       1.831648806393e+07       1.819594483582e+07      -4.664850208956e+03       3.310404508503e+04       1.571486678007e+07       5.477247256627e+06       1.828087540619e+07 
       3.991653151871e-03       1.825792375628e+07       1.813758577239e+07      -8.507753512140e+03       3.048752591580e+04       1.558110391906e+07       5.459607149342e+06       1.822201543522e+07 
       4.111078129533e-03       1.819905151908e+07       1.807891852948e+07      -7.923578504499e+03       3.287588213141e+04       1.544837735512e+07       5.441879370313e+06       1.816285487197e+07 
       4.230908167501e-03       1.813990460950e+07       1.801998014156e+07      -4.743881242326e+03       3.596096741694e+04       1.531675162765e+07       5.424079526630e+06       1.810342703577e+07 
       4.351113823824e-03       1.808051184127e+07       1.796080427067e+07      -3.346249948277e+03       3.539335535606e+04       1.518627778488e+07       5.406212710789e+06       1.804376048384e+07 
       4.471668318317e-03       1.802090597573e+07       1.790142392286e+07      -5.316663735726e+03       3.123425633839e+04       1.505699690062e+07       5.388280409763e+06       1.798388777359e+07 
       4.592547261771e-03       1.796112105487e+07       1.784186868876e+07      -7.852708561921e+03       2.720716843523e+04       1.492893870485e+07       5.370288818061e+06       1.792384300581e+07 
       4.713728414432e-03       1.790118744923e+07       1.778216457576e+07      -2.193634443669e+04      -2.229956876784e+04       1.480212304770e+07       5.352249353930e+06       1.786365018268e+07 
       4.835191470659e-03       1.784113434753e+07       1.772234065433e+07      -2.077862493008e+04      -2.112266610808e+04       1.467656336456e+07       5.334181966607e+06       1.780335088289e+07 
       4.956917866936e-03       1.778097741222e+07       1.766241615387e+07      -1.970426578203e+04      -2.003050842162e+04       1.455225949204e+07       5.316092076819e+06       1.774295445829e+07 
       5.078890610685e-03       1.772073605183e+07       1.760241298948e+07      -1.870591717759e+04      -1.901562066635e+04       1.442920753623e+07       5.297980842048e+06       1.768248060516e+07 
       5.201094127541e-03       1.766042913106e+07       1.754234845889e+07      -1.777696006751e+04      -1.807127182605e+04       1.430739387560e+07       5.279847197146e+06       1.762194778910e+07 
       5.323514125038e-03       1.760008117621e+07       1.748224280197e+07      -1.691130813597e+04      -1.719127547000e+04       1.418680158910e+07       5.261696966083e+06       1.756137966439e+07 
       5.446137470848e-03       1.753971067615e+07       1.742211159584e+07      -1.610338415974e+04      -1.636996462364e+04       1.406740543745e+07       5.243540615369e+06       1.750079405653e+07 
       5.568952083922e-03       1.747933032401e+07       1.736196810561e+07      -1.534823818974e+04      -1.560230880886e+04       1.394917438543e+07       5.225387588214e+06       1.744020354821e+07 
       5.691946837088e-03       1.741895462339e+07       1.730182940633e+07      -1.464156285628e+04      -1.488392829022e+04       1.383207736217e+07       5.207242389541e+06       1.737962284015e+07 
       5.815111469799e-03       1.735859071055e+07       1.724170356187e+07      -1.397954839687e+04      -1.421094793293e+04       1.371607423672e+07       5.189101857790e+06       1.731905899950e+07 
       5.938436509905e-03       1.729825606450e+07       1.718160627455e+07      -1.335869714439e+04      -1.357981109072e+04       1.360112988506e+07       5.170966422228e+06       1.725852898097e+07 
       6.061913203423e-03       1.723796545846e+07       1.712154953472e+07      -1.277572565304e+04      -1.298718091902e+04       1.348720639011e+07       5.152841265429e+06       1.719804687439e+07 
       6.185533451427e-03       1.717772690596e+07       1.706154054867e+07      -1.222760882800e+04      -1.242998392455e+04       1.337426323248e+07       5.134733915439e+06       1.713762034332e+07 
       6.309289753267e-03       1.711754895541e+07       1.700158961336e+07      -1.171166839299e+04      -1.190549799255e+04       1.326226447714e+07       5.116650583858e+06       1.707725800906e+07 
       6.433175155418e-03       1.705744119742e+07       1.694170866172e+07      -1.122556429621e+04      -1.141134324485e+04       1.315117829113e+07       5.098592387159e+06       1.701696964270e+07 
       6.557183205348e-03       1.699740640447e+07       1.688190073497e+07      -1.076718401630e+04      -1.094537078083e+04       1.304096965901e+07       5.080555132008e+06       1.695675788712e+07 
       6.681307909872e-03       1.693746102753e+07       1.682218058352e+07      -1.033454677517e+04      -1.050556674974e+04       1.293161646638e+07       5.062541020153e+06       1.689663874478e+07 
       6.805543697488e-03       1.687760572887e+07       1.676254705472e+07      -9.925762042086e+03      -1.009001027205e+04       1.282308855544e+07       5.044552622991e+06       1.683661245065e+07 
       6.929885384305e-03       1.681785179191e+07       1.670301149196e+07      -9.539101424396e+03      -9.696945353692e+03       1.271536939634e+07       5.026597872223e+06       1.677669016860e+07 
       7.054328143152e-03       1.675820343669e+07       1.664357959707e+07      -9.173037335152e+03      -9.324819101371e+03       1.260844207046e+07       5.008679670982e+06       1.671687625640e+07 
       7.178867475561e-03       1.669866278656e+07       1.658425450213e+07      -8.826222936133e+03      -8.972261445970e+03       1.250229133722e+07       4.990795714948e+06       1.665717291787e+07 
       7.303499186319e-03       1.663923373642e+07       1.652503949312e+07      -8.497416121906e+03      -8.638008933689e+03       1.239690496173e+07       4.972943075213e+06       1.659758387743e+07 
       7.428219360324e-03       1.657992639638e+07       1.646594284631e+07      -8.185425580402e+03      -8.320850660246e+03       1.229227692164e+07       4.955124000640e+06       1.653811887910e+07 
       7.553024341520e-03       1.652074500188e+07       1.640696763778e+07      -7.889112368977e+03      -8.019629616089e+03       1.218839895035e+07       4.937342936628e+06       1.647878191708e+07 
       7.677910713691e-03       1.646169420682e+07       1.634811937133e+07      -7.607441623977e+03      -7.733294323033e+03       1.208526543738e+07       4.919604714087e+06       1.641957773218e+07 
       7.802875282950e-03       1.640277234669e+07       1.628939742686e+07      -7.339501468516e+03      -7.460917538553e+03       1.198286713380e+07       4.901908738001e+06       1.636050479141e+07 
       7.927915061730e-03       1.634398420979e+07       1.623080720219e+07      -7.084479300033e+03      -7.201672501077e+03       1.188119893122e+07       4.884253114491e+06       1.630156793351e+07 
       8.053027254162e-03       1.628533366482e+07       1.617235188227e+07      -6.841603971827e+03      -6.954774940793e+03       1.178025360688e+07       4.866636237055e+06       1.624277086765e+07 
       8.178209242683e-03       1.622682297994e+07       1.611403271906e+07      -6.610121963895e+03      -6.719459173714e+03       1.168002174991e+07       4.849059558164e+06       1.618411564753e+07 
       8.303458575767e-03       1.616845804459e+07       1.605585551186e+07      -6.389320802846e+03      -6.495001493720e+03       1.158049627904e+07       4.831528091112e+06       1.612560808798e+07 
       8.428772956675e-03       1.611023966242e+07       1.599782177560e+07      -6.178558707419e+03      -6.280749682177e+03       1.148166625036e+07       4.814044098188e+06       1.606724905175e+07 
       8.554150233132e-03       1.605216844939e+07       1.593993334728e+07      -5.977271797556e+03      -6.076130167166e+03       1.138351984623e+07       4.796606419024e+06       1.600903929153e+07 
       8.679588387832e-03       1.599424643971e+07       1.588219234752e+07      -5.784943689592e+03      -5.880617550255e+03       1.128604495850e+07       4.779212597914e+06       1.595098079045e+07 
       8.805085529717e-03       1.593647371862e+07       1.582459780862e+07      -5.601071268091e+03      -5.693700304893e+03       1.118922714910e+07       4.761861299760e+06       1.589307340105e+07 
       8.930639885943e-03       1.587885580951e+07       1.576715461319e+07      -5.425162072552e+03      -5.514878169499e+03       1.109305598770e+07       4.744555899597e+06       1.583532247136e+07 
       9.056249794478e-03       1.582139215827e+07       1.570986237057e+07      -5.256757452644e+03      -5.343685207266e+03       1.099751803632e+07       4.727298947955e+06       1.577772741476e+07 
       9.181913697284e-03       1.576408429443e+07       1.565272327718e+07      -5.095446143112e+03      -5.179703363720e+03       1.090260263360e+07       4.710091552993e+06       1.572028981062e+07 
       9.307630134017e-03       1.570693200137e+07       1.559573747451e+07      -4.940865372902e+03      -5.022563521048e+03       1.080829931279e+07       4.692931633408e+06       1.566300945248e+07 
       9.433397736217e-03       1.564993454545e+07       1.553890392141e+07      -4.792671770617e+03      -4.871916362112e+03       1.071459866335e+07       4.675816631328e+06       1.560588551883e+07 
       9.559215221934e-03       1.559309555625e+07       1.548222553600e+07      -4.650526099785e+03      -4.727417106532e+03       1.062149632473e+07       4.658747549513e+06       1.554892148938e+07 
       9.685081390757e-03       1.553641792100e+07       1.542570497643e+07      -4.514097614118e+03      -4.588729819378e+03       1.052899038733e+07       4.641727355057e+06       1.549212019261e+07 
       9.810995119220e-03       1.547989582276e+07       1.536933660585e+07      -4.383080316354e+03      -4.455543609081e+03       1.043707637557e+07       4.624756158616e+06       1.543547584775e+07 
       9.936955356541e-03       1.542353240526e+07       1.531312431939e+07      -4.257206928038e+03      -4.327586653063e+03       1.034575916908e+07       4.607834492283e+06       1.537899172468e+07 
       1.006296112068e-02       1.536732736681e+07       1.525706816955e+07      -4.136233857750e+03      -4.204611074892e+03       1.025504404494e+07       4.590960189724e+06       1.532266760331e+07 
       1.018901149467e-02       1.531128188262e+07       1.520116892081e+07      -4.019924421851e+03      -4.086376167485e+03       1.016493980925e+07       4.574132247773e+06       1.526650462833e+07 
       1.031510562325e-02       1.525539589260e+07       1.514542603866e+07      -3.908041726658e+03      -3.972641250648e+03       1.007545720496e+07       4.557351474299e+06       1.521050271375e+07 
       1.044124270968e-02       1.519967083938e+07       1.508984105258e+07      -3.800359079325e+03      -3.863176082376e+03       9.986610751467e+06       4.540620293133e+06       1.515466337519e+07 
       1.056742201284e-02       1.514410177686e+07       1.503440936241e+07      -3.696670741382e+03      -3.757771562793e+03       9.898413166357e+06       4.523938130957e+06       1.509898180303e+07 
       1.069364284451e-02       1.508869565141e+07       1.497913855278e+07      -3.596797245738e+03      -3.656245106629e+03       9.810886670378e+06       4.507306002637e+06       1.504346511248e+07 
       1.081990456684e-02       1.503344795215e+07       1.492402385472e+07      -3.500567924267e+03      -3.558423057588e+03       9.724046736773e+06       4.490720825791e+06       1.498810884394e+07 
       1.094620659000e-02       1.497835694062e+07       1.486906312097e+07      -3.407813363889e+03      -3.464133193247e+03       9.637911153579e+06       4.474181666044e+06       1.493291128360e+07 
       1.107254837003e-02       1.492342824802e+07       1.481426179225e+07      -3.318366776353e+03      -3.373206103790e+03       9.552502672588e+06       4.457691512737e+06       1.487787810903e+07 
       1.119892940675e-02       1.486865862034e+07       1.475961676430e+07      -3.232069852529e+03      -3.285480976311e+03       9.467838146898e+06       4.441250895917e+06       1.482300618231e+07 
       1.132534924193e-02       1.481404392183e+07       1.470512408878e+07      -3.148781506088e+03      -3.200814358255e+03       9.383933111923e+06       4.424858636620e+06       1.476829148800e+07 
       1.145180745748e-02       1.475958902311e+07       1.465078909366e+07      -3.068376424558e+03      -3.119078730365e+03       9.300807318876e+06       4.408514877456e+06       1.471373903565e+07 
       1.157830367387e-02       1.470529400257e+07       1.459661165463e+07      -2.990732276885e+03      -3.040149654315e+03       9.218475374318e+06       4.392218494265e+06       1.465934893768e+07 
       1.170483754858e-02       1.465115305728e+07       1.454258544051e+07      -2.915724479123e+03      -2.963900531875e+03       9.136945952049e+06       4.375968058141e+06       1.460511537493e+07 
       1.183140877467e-02       1.459717359893e+07       1.448871825947e+07      -2.843233801177e+03      -2.890210271245e+03       9.056233766548e+06       4.359767154768e+06       1.455104585325e+07 
       1.195801707948e-02       1.454335013056e+07       1.443500466434e+07      -2.773148588097e+03      -2.818965414433e+03       8.976342933421e+06       4.343614976896e+06       1.449713492873e+07 
       1.208466222341e-02       1.448968261098e+07       1.438144495343e+07      -2.705370515069e+03      -2.750065945009e+03       8.897278235913e+06       4.327510968619e+06       1.444338263595e+07 
       1.221134399878e-02       1.443617425857e+07       1.432804258164e+07      -2.639808960924e+03      -2.683419645475e+03       8.819043451410e+06       4.311454863603e+06       1.438979223247e+07 
       1.233806222875e-02       1.438281967982e+07       1.427479174601e+07      -2.576372066587e+03      -2.618933114110e+03       8.741634059284e+06       4.295444528339e+06       1.433635826533e+07 
       1.246481676638e-02       1.432962471536e+07       1.422169835919e+07      -2.514969484217e+03      -2.556514572348e+03       8.665049714811e+06       4.279482451336e+06       1.428308655694e+07 
       1.259160749366e-02       1.427658503762e+07       1.416875803639e+07      -2.455513058606e+03      -2.496074478048e+03       8.589281408105e+06       4.263568415996e+06       1.422997275049e+07 
       1.271843432070e-02       1.422370362273e+07       1.411597408108e+07      -2.397924647709e+03      -2.437533393159e+03       8.514322259645e+06       4.247703518794e+06       1.417701982833e+07 
       1.284529718496e-02       1.417097721575e+07       1.406334330059e+07      -2.342132769418e+03      -2.380818585103e+03       8.440159170156e+06       4.231885926495e+06       1.412422450143e+07 
       1.297219605047e-02       1.411840611629e+07       1.401086586768e+07      -2.288069574714e+03      -2.325861024092e+03       8.366779915312e+06       4.216114814876e+06       1.407158699227e+07 
       1.309913090722e-02       1.406598962327e+07       1.395854089919e+07      -2.235665888471e+03      -2.272590407311e+03       8.294168910299e+06       4.200390000770e+06       1.401910650338e+07 
       1.322610177048e-02       1.401372700652e+07       1.390636762209e+07      -2.184853363098e+03      -2.220937314856e+03       8.222310041092e+06       4.184712121279e+06       1.396678222798e+07 
       1.335310868028e-02       1.396161905818e+07       1.385434705782e+07      -2.135568550029e+03      -2.170837281844e+03       8.151187059549e+06       4.169082072802e+06       1.391461491679e+07 
       1.348015170087e-02       1.390966458444e+07       1.380247822775e+07      -2.087754293646e+03      -2.122232179354e+03       8.080781870810e+06       4.153499220505e+06       1.386260333346e+07 
       1.360723092022e-02       1.385786340455e+07       1.375076101159e+07      -2.041357900366e+03      -2.075068387555e+03       8.011076441294e+06       4.137962643212e+06       1.381074722561e+07 
       1.373434644958e-02       1.380621262774e+07       1.369919238102e+07      -1.996326769070e+03      -2.029292414422e+03       7.942050885050e+06       4.122470993761e+06       1.375904360410e+07 
       1.386149842312e-02       1.375471965616e+07       1.364777983912e+07      -1.952609163659e+03      -1.984851698360e+03       7.873691288697e+06       4.107026887594e+06       1.370749978815e+07 
       1.398868699752e-02       1.370337630487e+07       1.359651509715e+07      -1.910152719639e+03      -1.941693051129e+03       7.805975041647e+06       4.091628614370e+06       1.365610751284e+07 
       1.411591235167e-02       1.365218228146e+07       1.354539787442e+07      -1.868910763757e+03      -1.899769031995e+03       7.738884537579e+06       4.076276297850e+06       1.360486640892e+07 
       1.424317468633e-02       1.360114029332e+07       1.349443144428e+07      -1.828841468015e+03      -1.859037086390e+03       7.672404393152e+06       4.060970231061e+06       1.355377919034e+07 
       1.437047422394e-02       1.355024963507e+07       1.344361462035e+07      -1.789904386963e+03      -1.819456065753e+03       7.606517677114e+06       4.045709510485e+06       1.350284500191e+07 
       1.449781120833e-02       1.349950795624e+07       1.339294508369e+07      -1.752058469179e+03      -1.780984242766e+03       7.541207210032e+06       4.030493369611e+06       1.345206143128e+07 
       1.454955242525e-02       1.347893500509e+07       1.337240109742e+07      -1.736985712807e+03      -1.765662213204e+03       7.514835051964e+06       4.024324163957e+06       1.343147194004e+07 
       1.462518590452e-02       1.344891609865e+07       1.334242401336e+07      -1.715263155618e+03      -1.743580419363e+03       7.476458320663e+06       4.015322624863e+06       1.340142930284e+07 
       1.475259859856e-02       1.339847403130e+07       1.329205118065e+07      -1.679480064619e+03      -1.707205600973e+03       7.412256542903e+06       4.000197740785e+06       1.335094848862e+07 
       1.488004959739e-02       1.334817940324e+07       1.324182446742e+07      -1.644674172021e+03      -1.671824172448e+03       7.348586836725e+06       3.985117889907e+06       1.330061661737e+07 
       1.500753922868e-02       1.329803098477e+07       1.319174246044e+07      -1.610813199182e+03      -1.637403291106e+03       7.285435345040e+06       3.970082112204e+06       1.325043237319e+07 
       1.513506784078e-02       1.324803288302e+07       1.314180960838e+07      -1.577865989862e+03      -1.603911270828e+03       7.222791739068e+06       3.955091283075e+06       1.320039985054e+07 
       1.526263580259e-02       1.319818035246e+07       1.309202097507e+07      -1.545799876504e+03      -1.571314918752e+03       7.160641326696e+06       3.940144198362e+06       1.315051422966e+07 
       1.539024350355e-02       1.314848048554e+07       1.304238374479e+07      -1.514584351574e+03      -1.539583247143e+03       7.098976410706e+06       3.925243491903e+06       1.310078254840e+07 
       1.551789135359e-02       1.309892112357e+07       1.299288584268e+07      -1.484189080415e+03      -1.508685424932e+03       7.037779381654e+06       3.910385719033e+06       1.305119263968e+07 
