# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.028198035184e+03       3.118875836320e-02       1.791616988145e-06       2.554905264783e+00       4.765875668406e-08       3.087505575665e-03      -1.218514251147e-05 
    3       9.691898123783e+02       4.015802875367e-02       3.583930829426e-06       2.891411613022e+00       5.932534538444e-08       3.094330613607e-03      -1.308344228202e-05 
    4       9.146749849196e+02       3.485067811631e-02       5.974752528718e-06       2.715294839398e+00       6.894885356466e-08       3.021957529505e-03      -1.107974585051e-05 
    5       8.742444397000e+02       2.332392017419e-02       8.964972440097e-06       2.321110339222e+00       7.727504364053e-08       2.921268985061e-03      -7.554728624065e-06 
    6       8.464325893700e+02       1.308212591490e-02       1.255567108338e-05       1.875988298034e+00       8.451249071866e-08       2.809579702620e-03      -3.675401666354e-06 
    7       8.283047406178e+02       7.090508391827e-03       1.674809899537e-05       1.477447989189e+00       9.091527475907e-08       2.696548715658e-03      -3.521415372001e-07 
    8       8.178069730145e+02       4.591329890532e-03       2.154365394943e-05       1.168840886713e+00       9.667303472173e-08       2.588506323501e-03       1.865226120423e-06 
    9       8.128118606419e+02       3.701331062234e-03       2.694385622170e-05       9.608296445882e-01       1.018645420014e-07       2.487897735667e-03       2.805151371242e-06 
   10       8.116892932646e+02       3.165620852928e-03       3.295032263039e-05       8.444136754506e-01       1.065228648854e-07       2.393932064643e-03       2.623934431649e-06 
   11       8.137548404123e+02       2.663071468468e-03       3.956474009617e-05       8.006888132111e-01       1.075617705612e-07       2.316721075810e-03       1.710430028440e-06 
   12       8.183748319384e+02       2.314579107566e-03       4.678883946813e-05       8.074573031464e-01       1.111039106150e-07       2.225258449341e-03       4.912498708223e-07 
   13       8.244575892292e+02       2.211086780800e-03       5.462437032956e-05       8.450142761446e-01       1.142772928027e-07       2.146561438196e-03      -6.068781621747e-07 
   14       8.323887582204e+02       2.296180212978e-03       6.307307744412e-05       8.987868008780e-01       1.171251860457e-07       2.070013402090e-03      -1.326101060232e-06 
   15       8.414015470113e+02       2.478355554426e-03       7.213667942620e-05       9.586156764774e-01       1.196800697361e-07       1.994016973851e-03      -1.572682606756e-06 
   16       8.513534940503e+02       2.734490945922e-03       8.181685012402e-05       1.019301813945e+00       1.219727074348e-07       1.924330646555e-03      -1.400474790757e-06 
   17       8.621806286954e+02       3.104143220343e-03       9.211520309325e-05       1.080043462665e+00       1.240287489643e-07       1.860334688704e-03      -9.739147529386e-07 
   18       8.737235841091e+02       3.628790857527e-03       1.030332780688e-04       1.142008503913e+00       1.258219721363e-07       1.799029110308e-03      -5.012074733757e-07 
   19       8.860451685870e+02       4.312853652342e-03       1.145725389975e-04       1.206761699050e+00       1.275179730903e-07       1.741306937195e-03      -1.262347993721e-07 
   20       8.988655967708e+02       5.143307660346e-03       1.267343538474e-04       1.275672243869e+00       1.289805794633e-07       1.685264049063e-03       2.466364629968e-08 
   21       9.121742879921e+02       6.114078249317e-03       1.395200135719e-04       1.348480290305e+00       1.302949934135e-07       1.632672411941e-03      -5.909190857931e-08 
   22       9.258328721583e+02       7.219250964393e-03       1.529307099387e-04       1.423850194255e+00       1.314371892417e-07       1.584185421113e-03      -3.095547224524e-07 
   23       9.399140167116e+02       8.460775451851e-03       1.669675649394e-04       1.499597046488e+00       1.324754719196e-07       1.538876751381e-03      -6.366259290799e-07 
   24       9.543941283937e+02       9.841507118862e-03       1.816316082374e-04       1.572819892511e+00       1.333625999439e-07       1.493675170202e-03      -9.219622148104e-07 
   25       9.692436394927e+02       1.136124357968e-02       1.969238187983e-04       1.640780896115e+00       1.341517624043e-07       1.449847510459e-03      -1.098436016371e-06 
   26       9.843353692100e+02       1.302065708226e-02       2.128450976887e-04       1.700945910676e+00       1.348220974126e-07       1.409111049468e-03      -1.125381150370e-06 
   27       9.997272076272e+02       1.483484502347e-02       2.293963079128e-04       1.753007044996e+00       1.353998023889e-07       1.371206321336e-03      -1.029586340131e-06 
   28       1.015454254582e+03       1.682326193814e-02       2.465782558565e-04       1.797478084601e+00       1.358494278151e-07       1.334429879068e-03      -8.740838193150e-07 
   29       1.031542847706e+03       1.899676983155e-02       2.643917554236e-04       1.834642384166e+00       1.362422776216e-07       1.299154368438e-03      -7.033240596202e-07 
   30       1.047914259010e+03       2.136346897106e-02       2.828375750721e-04       1.864892467781e+00       1.365984067075e-07       1.265730500217e-03      -5.681425831962e-07 
