# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.073210686414e+03       3.351091202381e-02       2.015378695706e-06       2.599668155056e+00       4.750142358550e-08       3.289040294057e-03      -1.250261143760e-05 
    3       1.006459861433e+03       4.110300307920e-02       4.031219553587e-06       2.911736924583e+00       5.867167292481e-08       3.285802556085e-03      -1.302449979672e-05 
    4       9.470190718029e+02       3.378389908446e-02       6.719726995695e-06       2.692835342996e+00       6.828971653124e-08       3.210514425002e-03      -1.051669424345e-05 
    5       9.037013442141e+02       2.135379283844e-02       1.008151891177e-05       2.259193968193e+00       7.678630014392e-08       3.108905965653e-03      -6.583815206756e-06 
    6       8.744470167922e+02       1.148928087261e-02       1.411736832599e-05       1.788830343815e+00       8.430991882891e-08       2.999805284385e-03      -2.533887246933e-06 
    7       8.559329869397e+02       6.330224280674e-03       1.882820284779e-05       1.381756596160e+00       9.104239052778e-08       2.891444869393e-03       6.867000215655e-07 
    8       8.452352325792e+02       4.385881006567e-03       2.421510310287e-05       1.078264487504e+00       9.710249524262e-08       2.786596787225e-03       2.581543684638e-06 
    9       8.401713381681e+02       3.619692819491e-03       3.027929974531e-05       8.828904805666e-01       1.025654957268e-07       2.687464027902e-03       3.093042591008e-06 
   10       8.396728391081e+02       3.007891784040e-03       3.702216865941e-05       7.801317226117e-01       1.074931123281e-07       2.595979783721e-03       2.509459190574e-06 
   11       8.422205664604e+02       2.455074819138e-03       4.444522399459e-05       7.464242911679e-01       1.086226617398e-07       2.520204694335e-03       1.329537698567e-06 
   12       8.473775917980e+02       2.123269882919e-03       5.255010873742e-05       7.578943477660e-01       1.124868005911e-07       2.432162618523e-03       3.169982776391e-08 
   13       8.545769868610e+02       2.031483435169e-03       6.133858260981e-05       7.941554855121e-01       1.159929203843e-07       2.355723044291e-03      -9.652975360185e-07 
   14       8.632615462825e+02       2.073809118560e-03       7.081250718822e-05       8.406986356988e-01       1.191790322717e-07       2.275157875887e-03      -1.470334080565e-06 
   15       8.730941872158e+02       2.177001695375e-03       8.097382826024e-05       8.900438590382e-01       1.220769925854e-07       2.202988956694e-03      -1.461447345104e-06 
   16       8.843926443193e+02       2.356995670670e-03       9.182455556732e-05       9.396188139894e-01       1.247153321817e-07       2.135674253562e-03      -1.085606617072e-06 
   17       8.964971263071e+02       2.663578051735e-03       1.033667402189e-04       9.892238064077e-01       1.271182456515e-07       2.069893659144e-03      -5.667475524549e-07 
   18       9.093156623628e+02       3.118503242714e-03       1.156024516926e-04       1.041233691873e+00       1.292568161397e-07       2.005230401065e-03      -1.280891942199e-07 
   19       9.229601867102e+02       3.711935542510e-03       1.285337444972e-04       1.097730073860e+00       1.312954012003e-07       1.944499596014e-03       1.151422921926e-07 
   20       9.371083399073e+02       4.420947589990e-03       1.421626473827e-04       1.159976647649e+00       1.330969776583e-07       1.887157642050e-03       1.017587465305e-07 
   21       9.518253158302e+02       5.242818144389e-03       1.564911176905e-04       1.226505174787e+00       1.347459735768e-07       1.833435279294e-03      -1.269643198974e-07 
   22       9.670561497601e+02       6.179058092744e-03       1.715210322279e-04       1.294354713364e+00       1.362174824153e-07       1.781292880195e-03      -4.527306093514e-07 
   23       9.827509219865e+02       7.227766595940e-03       1.872541493336e-04       1.360970846494e+00       1.375793598492e-07       1.732074759626e-03      -7.713292745358e-07 
   24       9.987241623518e+02       8.385581179411e-03       2.036920992302e-04       1.423659629186e+00       1.387836140392e-07       1.686444217290e-03      -9.740794635896e-07 
   25       1.015082461213e+03       9.656046288457e-03       2.208363584608e-04       1.480493854644e+00       1.398830277288e-07       1.643292626385e-03      -1.027743506493e-06 
   26       1.031889006047e+03       1.104668033209e-02       2.386882370196e-04       1.529986835331e+00       1.408559074628e-07       1.599673781606e-03      -9.423996148528e-07 
   27       1.049061367083e+03       1.257318151697e-02       2.572488664990e-04       1.572305948035e+00       1.417286921171e-07       1.556110907278e-03      -7.758657496298e-07 
   28       1.066409512469e+03       1.425333868194e-02       2.765191922847e-04       1.608297901231e+00       1.424660550573e-07       1.513706557889e-03      -6.131214717521e-07 
   29       1.083984169008e+03       1.609536516995e-02       2.965000090596e-04       1.638627829194e+00       1.431398042892e-07       1.473561610367e-03      -4.927909328457e-07 
   30       1.101828041222e+03       1.810391328365e-02       3.171919093216e-04       1.664115634039e+00       1.437694912895e-07       1.435928777749e-03      -4.421114862254e-07 
   31       1.119901613724e+03       2.028324232294e-02       3.385952923973e-04       1.685508500158e+00       1.442756413370e-07       1.400148605586e-03      -4.831204306116e-07 
   32       1.138203052795e+03       2.263969502822e-02       3.607104903681e-04       1.702165537823e+00       1.447024857345e-07       1.366282059203e-03      -5.933643988680e-07 
   33       1.156672452463e+03       2.518007702849e-02       3.835376664064e-04       1.712858115274e+00       1.450782584610e-07       1.333938261585e-03      -7.216906987819e-07 
   34       1.175204364051e+03       2.791081105484e-02       4.070768228625e-04       1.716235650535e+00       1.453673291561e-07       1.302138057603e-03      -8.092282339006e-07 
   35       1.193838580940e+03       3.083730936579e-02       4.313279862883e-04       1.711340662147e+00       1.456012426213e-07       1.271021548168e-03      -8.446600984241e-07 
   36       1.212623906034e+03       3.396431707957e-02       4.562910727005e-04       1.697255261276e+00       1.457864717986e-07       1.240744174850e-03      -8.347228156533e-07 
   37       1.231574632380e+03       3.729635645879e-02       4.819659139691e-04       1.673169726662e+00       1.458839750697e-07       1.211165251533e-03      -7.910174141540e-07 
   38       1.250713420452e+03       4.083882980399e-02       5.083525400963e-04       1.639108259827e+00       1.459319665050e-07       1.182596734573e-03      -7.280542272762e-07 
   39       1.270034007060e+03       4.459723953748e-02       5.354509858530e-04       1.595450575039e+00       1.459661304293e-07       1.155268481187e-03      -6.656075750301e-07 
   40       1.289483738879e+03       4.857687388220e-02       5.632612150357e-04       1.542751264178e+00       1.459734350804e-07       1.129058660582e-03      -6.302141112046e-07 
   41       1.308991942316e+03       5.278280966776e-02       5.917832061309e-04       1.481537868532e+00       1.459072827679e-07       1.103627326899e-03      -6.474769748683e-07 
   42       1.328577391141e+03       5.721995772070e-02       6.210172430493e-04       1.411600498428e+00       1.457903244584e-07       1.079081681879e-03      -7.122025243146e-07 
   43       1.348267945748e+03       6.189300713262e-02       6.509637188942e-04       1.332488841473e+00       1.456479323451e-07       1.055507641222e-03      -8.053527840932e-07 
   44       1.368068158411e+03       6.680639535195e-02       6.816230640869e-04       1.243700838296e+00       1.454727063383e-07       1.032749997957e-03      -9.005566578995e-07 
   45       1.387968244126e+03       7.196424357259e-02       7.129957747948e-04       1.144740297766e+00       1.452367720984e-07       1.010527550560e-03      -9.707787719060e-07 
   46       1.407979873803e+03       7.737017235871e-02       7.450824945465e-04       1.035319725889e+00       1.449645131284e-07       9.889496703476e-04      -1.014212948600e-06 
   47       1.428106979923e+03       8.302740744360e-02       7.778839669803e-04       9.152113182978e-01       1.446843976338e-07       9.681531510648e-04      -1.038279984635e-06 
   48       1.448333592963e+03       8.893880948496e-02       8.114010223649e-04       7.841901556827e-01       1.444045302648e-07       9.481408697545e-04      -1.053326380498e-06 
   49       1.468622085503e+03       9.510685734916e-02       8.456345847565e-04       6.420337454591e-01       1.441064366460e-07       9.287582150563e-04      -1.072968674380e-06 
   50       1.488932646979e+03       1.015337277258e-01       8.805856024389e-04       4.885312510238e-01       1.437571554865e-07       9.097788864533e-04      -1.110675284307e-06 
   51       1.509292013554e+03       1.082215982290e-01       9.162548003773e-04       3.235151962136e-01       1.433709984598e-07       8.912642651108e-04      -1.166977225769e-06 
   52       1.529740359024e+03       1.151723976754e-01       9.526428729433e-04       1.468375744096e-01       1.429684290977e-07       8.733053983065e-04      -1.237740326827e-06 
   53       1.550310955862e+03       1.223877050507e-01       9.897505582230e-04      -4.163908928311e-02       1.425565802931e-07       8.559128201261e-04      -1.317361084212e-06 
   54       1.571029418417e+03       1.298687373272e-01       1.027578641565e-03      -2.420417404801e-01       1.421255757953e-07       8.390037343362e-04      -1.398610213478e-06 
   55       1.591912994972e+03       1.376163707625e-01       1.066127800894e-03      -4.544741620159e-01       1.416570527163e-07       8.224582427040e-04      -1.474131774528e-06 
   56       1.612969971764e+03       1.456312389005e-01       1.105398089529e-03      -6.789753926365e-01       1.411648836163e-07       8.063449306903e-04      -1.541991291476e-06 
   57       1.634198795309e+03       1.539136375770e-01       1.145389331097e-03      -9.155509829002e-01       1.406670529097e-07       7.907547037176e-04      -1.601884990453e-06 
   58       1.655587272094e+03       1.624634829305e-01       1.186101263953e-03      -1.164184246897e+00       1.401727310391e-07       7.757316167425e-04      -1.653671442063e-06 
   59       1.677111813678e+03       1.712803005237e-01       1.227533538562e-03      -1.424835772385e+00       1.396799990994e-07       7.612657808064e-04      -1.697392513181e-06 
   60       1.698736681791e+03       1.803632144655e-01       1.269685714880e-03      -1.697442930926e+00       1.391733651909e-07       7.472859621792e-04      -1.733295151309e-06 
   61       1.720427213190e+03       1.897107987345e-01       1.312557194129e-03      -1.981940534643e+00       1.386320471151e-07       7.336985497571e-04      -1.761741889000e-06 
   62       1.742194670854e+03       1.993206167618e-01       1.356147002161e-03      -2.278329332890e+00       1.380658514603e-07       7.205380802776e-04      -1.782853486414e-06 
   63       1.764060166353e+03       2.091895587286e-01       1.400453952601e-03      -2.586622091092e+00       1.374902946343e-07       7.078533195095e-04      -1.796786848788e-06 
   64       1.786041263287e+03       2.193139552975e-01       1.445476703559e-03      -2.906823978340e+00       1.369158211831e-07       6.956609512249e-04      -1.803850647718e-06 
   65       1.808151665952e+03       2.296895623615e-01       1.491213752925e-03      -3.238932748492e+00       1.363465404688e-07       6.839413713901e-04      -1.804519902098e-06 
   66       1.830400908009e+03       2.403115457940e-01       1.537663433680e-03      -3.582938921274e+00       1.357788568674e-07       6.726343194399e-04      -1.799451044564e-06 
   67       1.852794041149e+03       2.511744661984e-01       1.584823909184e-03      -3.938825963381e+00       1.351999900896e-07       6.616343466372e-04      -1.789497473430e-06 
   68       1.875334300337e+03       2.622727238135e-01       1.632693442063e-03      -4.306552859098e+00       1.345943512203e-07       6.508287455457e-04      -1.775606668681e-06 
   69       1.898032422593e+03       2.736020320036e-01       1.681271274592e-03      -4.685997316298e+00       1.339695453345e-07       6.402357184996e-04      -1.758437671184e-06 
   70       1.920898665821e+03       2.851582163119e-01       1.730556919077e-03      -5.077001324946e+00       1.333378605604e-07       6.298994975725e-04      -1.738656700469e-06 
   71       1.943939768319e+03       2.969367773020e-01       1.780549902319e-03      -5.479387484901e+00       1.327085321487e-07       6.198495289417e-04      -1.717054063203e-06 
   72       1.967158713572e+03       3.089328870767e-01       1.831249767911e-03      -5.892958736619e+00       1.320870319361e-07       6.100985881193e-04      -1.694552475140e-06 
   73       1.990554495042e+03       3.211413857962e-01       1.882656078538e-03      -6.317498091862e+00       1.314743033993e-07       6.006408277555e-04      -1.672215602166e-06 
   74       2.014121880969e+03       3.335567781962e-01       1.934768418274e-03      -6.752768364402e+00       1.308659407259e-07       5.914497580147e-04      -1.651256820416e-06 
   75       2.037851179160e+03       3.461732301064e-01       1.987586394878e-03      -7.198511900725e+00       1.302513103332e-07       5.824761595245e-04      -1.633048195491e-06 
   76       2.061733034343e+03       3.589844342510e-01       2.041109957246e-03      -7.654470156213e+00       1.296182856881e-07       5.736675503799e-04      -1.618856502104e-06 
   77       2.085774350116e+03       3.719831870926e-01       2.095340409524e-03      -8.120447140260e+00       1.289716861026e-07       5.650377012463e-04      -1.608946273530e-06 
   78       2.109984856609e+03       3.851617281398e-01       2.150279586953e-03      -8.596257105173e+00       1.283197558990e-07       5.566121149432e-04      -1.603249356569e-06 
   79       2.134372205633e+03       3.985118577570e-01       2.205929565746e-03      -9.081705862510e+00       1.276686728651e-07       5.484070650251e-04      -1.601609829388e-06 
   80       2.158941838666e+03       4.120249310023e-01       2.262292671843e-03      -9.576590920729e+00       1.270221310535e-07       5.404285712698e-04      -1.603776391824e-06 
   81       2.183696854851e+03       4.256918514653e-01       2.319371489675e-03      -1.008070162284e+01       1.263808951166e-07       5.326713425134e-04      -1.609394535410e-06 
   82       2.208637878978e+03       4.395030651051e-01       2.377168870920e-03      -1.059381928408e+01       1.257423254442e-07       5.251176868323e-04      -1.617998493130e-06 
   83       2.233762929485e+03       4.534485540882e-01       2.435687943267e-03      -1.111571732951e+01       1.250998733629e-07       5.177363890726e-04      -1.629002968890e-06 
   84       2.259069612157e+03       4.675180951192e-01       2.494931872733e-03      -1.164615377177e+01       1.244462497893e-07       5.104950650500e-04      -1.641792132960e-06 
   85       2.284562408264e+03       4.817020971377e-01       2.554903086157e-03      -1.218484690971e+01       1.237853986158e-07       5.034033844319e-04      -1.656031387963e-06 
