# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.9905e-06 to 9.23934 h/Mpc,
# number of wavenumbers equal to 603
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2              8:-T_tot_no_scf/k2   
       1.302931187097e-03       2.127870893164e+07       2.126755198052e+07       2.795892166933e+05       2.778518148748e+05       2.062364211283e+07       5.872326460619e+06       2.126735334916e+07 
       1.385911884301e-03       2.123060350500e+07       2.121843488566e+07       1.973880460524e+05       1.896307196844e+05       2.050285648338e+07       5.858890133397e+06       2.121868676986e+07 
       1.472272990825e-03       2.117977427748e+07       2.116651714586e+07       1.766617106389e+05       1.648840269264e+05       2.037451323160e+07       5.844695253896e+06       2.116727667121e+07 
       1.561838274329e-03       2.112642356073e+07       2.111199921563e+07       1.844960386035e+05       1.706855129550e+05       2.023914105584e+07       5.829795223156e+06       2.111331719281e+07 
       1.654416424559e-03       2.107075948457e+07       2.105508460421e+07       1.807878001335e+05       1.667566753921e+05       2.009735542644e+07       5.814245259128e+06       2.105700613447e+07 
       1.749807703588e-03       2.101301200301e+07       2.099600066796e+07       1.449993058841e+05       1.326424906008e+05       1.994985863667e+07       5.798108791640e+06       2.099856944580e+07 
       1.847809835017e-03       2.095342500550e+07       2.093499132665e+07       8.783309799135e+04       7.901246263415e+04       1.979741202426e+07       5.781455433250e+06       2.093825666344e+07 
       1.948222900874e-03       2.089224902935e+07       2.087230956652e+07       3.852511585960e+04       3.426317672150e+04       1.964080699491e+07       5.764357315912e+06       2.087632976661e+07 
       2.050853164449e-03       2.082973704474e+07       2.080821212730e+07       1.859497170300e+04       1.819599400828e+04       1.948083877906e+07       5.746885906347e+06       2.081305111298e+07 
       2.155515852884e-03       2.076613795607e+07       2.074295272929e+07       2.469035984716e+04       2.580548209331e+04       1.931828067831e+07       5.729109677951e+06       2.074867195560e+07 
       2.262037009126e-03       2.070169087407e+07       2.067677662147e+07       3.485092955893e+04       3.476970927984e+04       1.915386274208e+07       5.711093869336e+06       2.068342859598e+07 
       2.370254562191e-03       2.063662162610e+07       2.060991719383e+07       3.061751327717e+04       2.784340816977e+04       1.898825602201e+07       5.692901273226e+06       2.061754522436e+07 
       2.480018775811e-03       2.057113767747e+07       2.054259115539e+07       1.297507171502e+04       7.751014675386e+03       1.882205942847e+07       5.674591201285e+06       2.055123332841e+07 
       2.591192227639e-03       2.050542774896e+07       2.047499730008e+07      -2.446572794688e+03      -8.997916616459e+03       1.865579389075e+07       5.656218000176e+06       2.048468962772e+07 
       2.703649452650e-03       2.043966126971e+07       2.040731433646e+07      -3.876180918593e+03      -1.095666977309e+04       1.848989945689e+07       5.637829328940e+06       2.041808988279e+07 
       2.817276361356e-03       2.037398861143e+07       2.033970065144e+07       4.634530266853e+03      -2.777938161394e+03       1.832473705708e+07       5.619466207123e+06       2.035158570306e+07 
       2.931969520141e-03       2.030853859943e+07       2.027229217049e+07       9.383515946861e+03       1.962188639995e+03       1.816059109254e+07       5.601163764949e+06       2.028530401011e+07 
       3.047635359808e-03       2.024342196842e+07       2.020520583684e+07       2.730979587151e+03      -3.281779689425e+03       1.799767923120e+07       5.582953348363e+06       2.021935506198e+07 
       3.164189360391e-03       2.017872710937e+07       2.013853652373e+07      -9.566351783575e+03      -4.121138978570e+03       1.783631627825e+07       5.564861375350e+06       2.015383197075e+07 
       3.281555245715e-03       2.011452594805e+07       2.007236189001e+07      -1.637715279684e+04       1.072782569379e+04       1.767655685276e+07       5.546908570780e+06       2.008881078117e+07 
       3.399664209837e-03       2.005087305549e+07       2.000674135493e+07      -1.396284238540e+04       3.040406060631e+04       1.751846383884e+07       5.529109251055e+06       2.002434669582e+07 
       3.518454189041e-03       1.998780973493e+07       1.994172031025e+07      -8.804610936816e+03       4.036081507756e+04       1.736220163909e+07       5.511473964431e+06       1.996047976553e+07 
       3.637869186800e-03       1.992536116841e+07       1.987732837601e+07      -8.654543656388e+03       3.749491043465e+04       1.720789432596e+07       5.494010006145e+06       1.989723465621e+07 
       3.757858654801e-03       1.986354204155e+07       1.981358469941e+07      -1.354959660685e+04       3.014954602242e+04       1.705563263755e+07       5.476722862864e+06       1.983462798275e+07 
       3.878376930118e-03       1.980235117614e+07       1.975049362927e+07      -1.713818621522e+04       2.762811340391e+04       1.690547262705e+07       5.459613396401e+06       1.977266193365e+07 
       3.999382726683e-03       1.974178536851e+07       1.968805673863e+07      -1.537587805546e+04       3.129623588242e+04       1.675745023709e+07       5.442680593368e+06       1.971133527167e+07 
       4.120838678014e-03       1.968182872157e+07       1.962626322815e+07      -1.126312089188e+04       3.527259786142e+04       1.661157510381e+07       5.425919250755e+06       1.965063201636e+07 
       4.242710927506e-03       1.962245541606e+07       1.956509182963e+07      -1.032682472364e+04       3.423468119699e+04       1.646783555250e+07       5.409322078012e+06       1.959052566836e+07 
       4.364968762299e-03       1.956364094867e+07       1.950452200248e+07      -1.335944083645e+04       2.916735929489e+04       1.632621023745e+07       5.392883282841e+06       1.953099238576e+07 
       4.487584286699e-03       1.950535026988e+07       1.944452301314e+07      -1.570296609590e+04       2.526977526148e+04       1.618666002181e+07       5.376594374787e+06       1.947199926147e+07 
       4.610532131228e-03       1.944754737231e+07       1.938506237897e+07      -3.017431179936e+04      -3.057552954235e+04       1.604913650292e+07       5.360443238729e+06       1.941350351093e+07 
       4.733789193640e-03       1.939019398776e+07       1.932610448411e+07      -2.853841351345e+04      -2.891787323719e+04       1.591358144944e+07       5.344422883569e+06       1.935548274953e+07 
       4.857334408435e-03       1.933324598409e+07       1.926760705470e+07      -2.702501355405e+04      -2.738434433910e+04       1.577992430015e+07       5.328518518188e+06       1.929788462290e+07 
       4.981148541781e-03       1.927666360743e+07       1.920953155098e+07      -2.562253939605e+04      -2.596321666944e+04       1.564809135576e+07       5.312719703329e+06       1.924066943427e+07 
       5.105214008965e-03       1.922040611497e+07       1.915183798246e+07      -2.432071349880e+04      -2.464407617576e+04       1.551800211489e+07       5.297015894075e+06       1.918379638610e+07 
       5.229514711843e-03       1.916442278031e+07       1.909447678481e+07      -2.311039479322e+04      -2.341766009072e+04       1.538956282629e+07       5.281393133779e+06       1.912721475590e+07 
       5.354035894012e-03       1.910867832477e+07       1.903741282372e+07      -2.198345602386e+04      -2.227573280426e+04       1.526268752607e+07       5.265840971222e+06       1.907088904433e+07 
       5.478764011648e-03       1.905312935890e+07       1.898060284207e+07      -2.093261123927e+04      -2.121091134358e+04       1.513728017466e+07       5.250346826700e+06       1.901477563114e+07 
       5.603686618242e-03       1.899773870420e+07       1.892400942320e+07      -1.995132112708e+04      -2.021656955598e+04       1.501324743222e+07       5.234900560378e+06       1.895883702133e+07 
       5.728792261619e-03       1.894246860259e+07       1.886759492745e+07      -1.903370994346e+04      -1.928675373766e+04       1.489049495517e+07       5.219492340446e+06       1.890303520146e+07 
       5.854070391838e-03       1.888728267428e+07       1.881132268042e+07      -1.817450603222e+04      -1.841612213402e+04       1.476893027825e+07       5.204112324495e+06       1.884733346498e+07 
       5.979511278739e-03       1.883214745874e+07       1.875515927007e+07      -1.736897335867e+04      -1.759987557310e+04       1.464846533391e+07       5.188750795956e+06       1.879169809212e+07 
       6.105105938032e-03       1.877703786504e+07       1.869907900406e+07      -1.661284158680e+04      -1.683368680428e+04       1.452902179818e+07       5.173400151709e+06       1.873610362176e+07 
       6.230846064970e-03       1.872192410837e+07       1.864305099054e+07      -1.590223228931e+04      -1.611362586046e+04       1.441052198973e+07       5.158052005987e+06       1.868051983752e+07 
       6.356723974755e-03       1.866677919032e+07       1.858704739075e+07      -1.523362646868e+04      -1.543612708158e+04       1.429289593197e+07       5.142699304886e+06       1.862491938105e+07 
       6.482732548923e-03       1.861158458007e+07       1.853104832271e+07      -1.460384206225e+04      -1.479796614876e+04       1.417608619949e+07       5.127337215900e+06       1.856928328917e+07 
       6.608865187063e-03       1.855631832076e+07       1.847503034027e+07      -1.400999283852e+04      -1.419621837854e+04       1.406003905844e+07       5.111959392390e+06       1.851358918534e+07 
       6.735115763259e-03       1.850096675521e+07       1.841897794751e+07      -1.344945946285e+04      -1.362822950022e+04       1.394471331026e+07       5.096561443855e+06       1.845782294983e+07 
       6.861478586778e-03       1.844551973704e+07       1.836287880431e+07      -1.291984890190e+04      -1.309157464533e+04       1.383007626459e+07       5.081140229741e+06       1.840197393508e+07 
       6.987948366515e-03       1.838995793465e+07       1.830671178736e+07      -1.241896257678e+04      -1.258402607432e+04       1.371609395008e+07       5.065690609177e+06       1.834602242265e+07 
       7.114520178822e-03       1.833428028928e+07       1.825047322712e+07      -1.194480214934e+04      -1.210355893914e+04       1.360275084413e+07       5.050212540959e+06       1.828996681706e+07 
       7.241189438339e-03       1.827847837269e+07       1.819415288122e+07      -1.149553801640e+04      -1.164831928887e+04       1.349002988713e+07       5.034703607959e+06       1.823379832672e+07 
       7.367951871545e-03       1.822254495131e+07       1.813774137191e+07      -1.106949635903e+04      -1.121661097791e+04       1.337791791574e+07       5.019161348247e+06       1.817750930945e+07 
       7.494803492715e-03       1.816648107322e+07       1.808123757826e+07      -1.066514188873e+04      -1.080687827157e+04       1.326640979599e+07       5.003585677301e+06       1.812110039665e+07 
       7.621740582062e-03       1.811029026705e+07       1.802464303528e+07      -1.028105897107e+04      -1.041768674578e+04       1.315550321939e+07       4.987977593810e+06       1.806457473239e+07 
       7.748759665837e-03       1.805397463345e+07       1.796795774521e+07      -9.915941699966e+03      -1.004771317848e+04       1.304519506091e+07       4.972337889359e+06       1.800793401771e+07 
       7.875857498181e-03       1.799753189744e+07       1.791117755698e+07      -9.568586707742e+03      -9.695738204145e+03       1.293547868225e+07       4.956665949267e+06       1.795117562307e+07 
       8.003031044574e-03       1.794097307624e+07       1.785431150988e+07      -9.237893027260e+03      -9.360646176942e+03       1.282635611923e+07       4.940964500604e+06       1.789431016566e+07 
       8.130277466706e-03       1.788430646384e+07       1.779736599879e+07      -8.922840889294e+03      -9.041403736651e+03       1.271782590910e+07       4.925235485107e+06       1.783734555024e+07 
       8.257594108650e-03       1.782753178317e+07       1.774033886762e+07      -8.622479627714e+03      -8.737047582759e+03       1.260987928990e+07       4.909478731068e+06       1.778028112298e+07 
       8.384978484199e-03       1.777066241520e+07       1.768324110620e+07      -8.335933351822e+03      -8.446690206024e+03       1.250251573585e+07       4.893698009724e+06       1.772312976554e+07 
       8.512428265259e-03       1.771371929956e+07       1.762609171399e+07      -8.062394224766e+03      -8.169513038630e+03       1.239573899185e+07       4.877899124517e+06       1.766591197932e+07 
       8.639941271216e-03       1.765670059392e+07       1.756888708570e+07      -7.801104079645e+03      -7.904747813177e+03       1.228953607874e+07       4.862081381962e+06       1.760862555273e+07 
       8.767515459155e-03       1.759961240933e+07       1.751163154556e+07      -7.551362419277e+03      -7.651684692430e+03       1.218389954988e+07       4.846246183284e+06       1.755127620867e+07 
       8.895148914886e-03       1.754247781373e+07       1.745434577128e+07      -7.312523005795e+03      -7.409668842058e+03       1.207883401100e+07       4.830399696503e+06       1.749388648976e+07 
       9.022839844682e-03       1.748530165708e+07       1.739703330225e+07      -7.083975354496e+03      -7.178081672061e+03       1.197433263105e+07       4.814543289233e+06       1.743646095234e+07 
       9.150586567676e-03       1.742809490002e+07       1.733970329883e+07      -6.865153031037e+03      -6.956349226101e+03       1.187039448406e+07       4.798680006655e+06       1.737901017357e+07 
       9.278387508853e-03       1.737087341475e+07       1.728237004593e+07      -6.655530545634e+03      -6.743939021704e+03       1.176702422131e+07       4.782814135848e+06       1.732154968201e+07 
       9.406241192590e-03       1.731364462250e+07       1.722503982160e+07      -6.454614636435e+03      -6.540351224244e+03       1.166422366115e+07       4.766947559394e+06       1.726408666524e+07 
       9.534146236693e-03       1.725642719052e+07       1.716772984092e+07      -6.261947973251e+03      -6.345122414603e+03       1.156200525927e+07       4.751085275739e+06       1.720663949559e+07 
       9.662101346886e-03       1.719922051082e+07       1.711043850350e+07      -6.077095106547e+03      -6.157811355705e+03       1.146037202572e+07       4.735227099848e+06       1.714920740761e+07 
       9.790105311728e-03       1.714204604723e+07       1.705318600355e+07      -5.899655851716e+03      -5.978012547664e+03       1.135934535476e+07       4.719378974303e+06       1.709181163317e+07 
       9.918156997897e-03       1.708491104399e+07       1.699597839716e+07      -5.729250698363e+03      -5.805341434631e+03       1.125894067463e+07       4.703542894225e+06       1.703445924529e+07 
       1.004625534584e-02       1.702781973185e+07       1.693881915758e+07      -5.565523374913e+03      -5.639437001753e+03       1.115917489230e+07       4.687719977741e+06       1.697715440379e+07 
       1.017439936573e-02       1.697079198134e+07       1.688172731296e+07      -5.408144711649e+03      -5.479965695109e+03       1.106007830219e+07       4.671915622420e+06       1.691991687717e+07 
       1.030258813372e-02       1.691382768066e+07       1.682470195011e+07      -5.256798997732e+03      -5.326607602266e+03       1.096167070647e+07       4.656129757862e+06       1.686274651311e+07 
       1.043082078852e-02       1.685693983820e+07       1.676775478360e+07      -5.111193242563e+03      -5.179065837994e+03       1.086398259415e+07       4.640365964027e+06       1.680565617575e+07 
       1.055909652810e-02       1.680013962297e+07       1.671089669608e+07      -4.971051292379e+03      -5.037060578813e+03       1.076704482459e+07       4.624627391106e+06       1.674865708070e+07 
       1.068741460678e-02       1.674342541954e+07       1.665412525062e+07      -4.836109736398e+03      -4.900324910569e+03       1.067088081187e+07       4.608913612806e+06       1.669174759491e+07 
       1.081577433243e-02       1.668681208018e+07       1.659745517539e+07      -4.706125626905e+03      -4.768612649886e+03       1.057552487615e+07       4.593228719454e+06       1.663494264384e+07 
       1.094417506388e-02       1.663030476837e+07       1.654089073936e+07      -4.580867326050e+03      -4.641689072620e+03       1.048100432314e+07       4.577574067806e+06       1.657824734371e+07 
       1.107261620854e-02       1.657390067297e+07       1.648442894497e+07      -4.460114064507e+03      -4.519330471322e+03       1.038734040409e+07       4.561948887577e+06       1.652165897402e+07 
       1.120109722020e-02       1.651761733865e+07       1.642808709497e+07      -4.343662682012e+03      -4.401330985777e+03       1.029456532752e+07       4.546358074451e+06       1.646519510636e+07 
       1.132961759691e-02       1.646144035245e+07       1.637184964319e+07      -4.231312991898e+03      -4.287487769113e+03       1.020268881960e+07       4.530797688112e+06       1.640884125392e+07 
       1.145817687911e-02       1.640540833077e+07       1.631575757018e+07      -4.122889882809e+03      -4.177623378672e+03       1.011175105913e+07       4.515278509600e+06       1.635263645001e+07 
       1.158677464780e-02       1.634948092891e+07       1.625976740811e+07      -4.018208201960e+03      -4.071550192642e+03       1.002173941938e+07       4.499789225720e+06       1.629653994830e+07 
       1.171541052291e-02       1.629369282907e+07       1.620391573618e+07      -3.917111357057e+03      -3.969109531193e+03       9.932684649253e+06       4.484339443424e+06       1.624058673799e+07 
       1.184408416172e-02       1.623802886131e+07       1.614818607945e+07      -3.819438665947e+03      -3.870138575531e+03       9.844582716780e+06       4.468924950740e+06       1.618476147859e+07 
       1.197279525746e-02       1.618251091227e+07       1.609260144397e+07      -3.725046573946e+03      -3.774491864688e+03       9.757448631554e+06       4.453551910819e+06       1.612908621424e+07 
       1.210154353793e-02       1.612713308274e+07       1.603715585553e+07      -3.633792896765e+03      -3.682025322729e+03       9.671276507243e+06       4.438218724877e+06       1.607355503419e+07 
       1.223032876428e-02       1.607186534366e+07       1.598181715902e+07      -3.545537905743e+03      -3.592597356839e+03       9.586042265919e+06       4.422916952838e+06       1.601813757079e+07 
       1.235915072985e-02       1.601674931699e+07       1.592662934228e+07      -3.460164984187e+03      -3.506089793528e+03       9.501761755401e+06       4.407658088251e+06       1.596287572272e+07 
       1.248800925908e-02       1.596176435820e+07       1.587157073302e+07      -3.377549537738e+03      -3.422376380728e+03       9.418409931909e+06       4.392436377195e+06       1.590774864639e+07 
       1.261690420654e-02       1.590691767500e+07       1.581664891314e+07      -3.297578976115e+03      -3.341343034018e+03       9.335975742912e+06       4.377253880454e+06       1.585276352072e+07 
       1.274583545599e-02       1.585219829090e+07       1.576185253333e+07      -3.220142760478e+03      -3.262877745583e+03       9.254434882660e+06       4.362107585962e+06       1.579790923809e+07 
       1.287480291950e-02       1.579762708496e+07       1.570720397275e+07      -3.145142748048e+03      -3.186881063027e+03       9.173779785314e+06       4.347003250092e+06       1.574320679283e+07 
       1.300380653669e-02       1.574318065124e+07       1.565267860106e+07      -3.072476883642e+03      -3.113249568208e+03       9.093975068538e+06       4.331934250941e+06       1.568863250711e+07 
       1.313284627396e-02       1.568887826423e+07       1.559829650821e+07      -3.002056161862e+03      -3.041893070670e+03       9.015009135397e+06       4.316905887443e+06       1.563420563711e+07 
       1.326192212385e-02       1.563469858755e+07       1.554403619260e+07      -2.933787816099e+03      -2.972717573085e+03       8.936845929180e+06       4.301912312308e+06       1.557990474810e+07 
       1.339103410436e-02       1.558063723996e+07       1.548989288905e+07      -2.867586826020e+03      -2.905636926493e+03       8.859458799662e+06       4.286952332916e+06       1.552572527822e+07 
       1.352018225841e-02       1.552670408079e+07       1.543587727059e+07      -2.803375203122e+03      -2.840572102551e+03       8.782829165665e+06       4.272028646143e+06       1.547167708330e+07 
       1.364936665330e-02       1.547291766129e+07       1.538200879606e+07      -2.741080293975e+03      -2.777449476767e+03       8.706943379047e+06       4.257146289490e+06       1.541777870609e+07 
       1.377858738022e-02       1.541924621563e+07       1.532825470826e+07      -2.680623710069e+03      -2.716189616630e+03       8.631759591886e+06       4.242296399730e+06       1.536399816232e+07 
       1.390784455379e-02       1.536568196775e+07       1.527460699804e+07      -2.621934660461e+03      -2.656720792388e+03       8.557250398866e+06       4.227476850299e+06       1.531032753656e+07 
       1.403713831169e-02       1.531225360213e+07       1.522109600303e+07      -2.564951812315e+03      -2.598980858043e+03       8.483409673344e+06       4.212695661455e+06       1.525679562096e+07 
       1.416646881424e-02       1.525893663919e+07       1.516769607252e+07      -2.509607948673e+03      -2.542901701444e+03       8.410202276643e+06       4.197945992974e+06       1.520337768054e+07 
       1.429583624411e-02       1.520573526641e+07       1.511441204953e+07      -2.455843868723e+03      -2.488423330712e+03       8.337610227624e+06       4.183228927300e+06       1.515007790484e+07 
       1.442524080600e-02       1.515265791361e+07       1.506125278311e+07      -2.403603509150e+03      -2.435488935408e+03       8.265618851145e+06       4.168546740606e+06       1.509690467776e+07 
       1.455468272640e-02       1.509965960860e+07       1.500817150170e+07      -2.352824606049e+03      -2.384035425818e+03       8.194185191378e+06       4.153886978923e+06       1.504381273072e+07 
       1.468416225331e-02       1.504682890451e+07       1.495526096892e+07      -2.303468400047e+03      -2.334023529505e+03       8.123340601499e+06       4.139274278714e+06       1.499089104728e+07 
       1.479392957947e-02       1.500210355324e+07       1.491046683304e+07      -2.262701413554e+03      -2.292714970830e+03       8.063702604251e+06       4.126903934037e+06       1.494609018423e+07 
       1.481367965606e-02       1.499407326668e+07       1.490242458939e+07      -2.255470226384e+03      -2.285387721372e+03       8.053018292074e+06       4.124682933590e+06       1.493804652951e+07 
       1.494323522514e-02       1.494144443090e+07       1.484971631665e+07      -2.208790249709e+03      -2.238087633450e+03       7.983231266365e+06       4.110127216233e+06       1.488533109451e+07 
       1.507282927202e-02       1.488889594438e+07       1.479708850702e+07      -2.163375674400e+03      -2.192069766924e+03       7.913940301368e+06       4.095594215920e+06       1.483269812826e+07 
       1.520246212907e-02       1.483646333939e+07       1.474457754683e+07      -2.119187701172e+03      -2.147294807879e+03       7.845151183208e+06       4.081093774185e+06       1.478018315262e+07 
       1.533213414939e-02       1.478413692189e+07       1.469217386913e+07      -2.076182603047e+03      -2.103718450161e+03       7.776846273533e+06       4.066623267948e+06       1.472777645838e+07 
       1.546184570683e-02       1.473192528769e+07       1.463988676057e+07      -2.034321238233e+03      -2.061301031338e+03       7.709018507739e+06       4.052185087258e+06       1.467548668162e+07 
       1.559159719583e-02       1.467981366381e+07       1.458770028894e+07      -1.993562975974e+03      -2.020001378450e+03       7.641649186165e+06       4.037775041959e+06       1.462329882768e+07 
       1.572138903148e-02       1.462779674953e+07       1.453560888227e+07      -1.953870138644e+03      -1.979781311816e+03       7.574725591678e+06       4.023391609328e+06       1.457120751130e+07 
       1.585122164946e-02       1.457588378360e+07       1.448362263864e+07      -1.915208385401e+03      -1.940606035062e+03       7.508243483136e+06       4.009037386243e+06       1.451922205240e+07 
