# Matter power spectrum P(k) at redshift z=0
# for k=1.01948e-05 to 7.94874 h/Mpc,
# number of wavenumbers equal to 609
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.019475915369e-05       5.003534423772e+01 
       2.294706942182e-05       1.099225591672e+02 
       3.574294152590e-05       1.689607616221e+02 
       4.861611693410e-05       2.277025666294e+02 
       6.160088079311e-05       2.864724067104e+02 
       7.473236158589e-05       3.455198404449e+02 
       8.804684014440e-05       4.050624885040e+02 
       1.015820720536e-04       4.653036913863e+02 
       1.153776275143e-04       5.264416595971e+02 
       1.294752527649e-04       5.886750946968e+02 
       1.439192571723e-04       6.522071688887e+02 
       1.587569300560e-04       7.171845413861e+02 
       1.740389911552e-04       7.839434553564e+02 
       1.898200783352e-04       8.526653030563e+02 
       2.061592755517e-04       9.235993333312e+02 
       2.231206831557e-04       9.970125813784e+02 
       2.407740311616e-04       1.073192339241e+03 
       2.591953339356e-04       1.152448649819e+03 
       2.784675816432e-04       1.235116826174e+03 
       2.986814594364e-04       1.321559919321e+03 
       3.199360794204e-04       1.412171111146e+03 
       3.423397025561e-04       1.507375856819e+03 
       3.660104174668e-04       1.607633666944e+03 
       3.910767303736e-04       1.713439296967e+03 
       4.176780050256e-04       1.825323092839e+03 
       4.459646738949e-04       1.943850097032e+03 
       4.760981230951e-04       2.069617554493e+03 
       5.082501355073e-04       2.203250336193e+03 
       5.426017628227e-04       2.345393790609e+03 
       5.793414925758e-04       2.496703452348e+03 
       6.186625871674e-04       2.657831396257e+03 
       6.607595055931e-04       2.829408878871e+03 
       7.058233815878e-04       3.012025351649e+03 
       7.540366273582e-04       3.206204601620e+03 
       8.055668565479e-04       3.412378823879e+03 
       8.605604604047e-04       3.630862528965e+03 
       9.191363032436e-04       3.861828288859e+03 
       9.813800949620e-04       4.105286821059e+03 
       1.047340016709e-03       4.361073992401e+03 
       1.117024098737e-03       4.628846321929e+03 
       1.190399676646e-03       4.908086581503e+03 
       1.267395010194e-03       5.198118906114e+03 
       1.347902886081e-03       5.498118966685e+03 
       1.431785798435e-03       5.807157931053e+03 
       1.518882153478e-03       6.124271015565e+03 
       1.609012899061e-03       6.448429141919e+03 
       1.701988028950e-03       6.778593517476e+03 
       1.797612528360e-03       7.113742166313e+03 
       1.895691475297e-03       7.452891061064e+03 
       1.996034158711e-03       7.795110925564e+03 
       2.098457196709e-03       8.139538533387e+03 
       2.202786725537e-03       8.485383245551e+03 
       2.308859782262e-03       8.831929832791e+03 
       2.416525026550e-03       9.178537147902e+03 
       2.525642947905e-03       9.524636045485e+03 
       2.636085692196e-03       9.869724953850e+03 
       2.747736621910e-03       1.021336429063e+04 
       2.860489703016e-03       1.055517130681e+04 
       2.974248790649e-03       1.089481585671e+04 
       3.088926867538e-03       1.123200989128e+04 
       3.204445273894e-03       1.156650841334e+04 
       3.320732955321e-03       1.189809727176e+04 
       3.437725746040e-03       1.222659486472e+04 
       3.555365697705e-03       1.255184382190e+04 
       3.673600459124e-03       1.287371222880e+04 
       3.792382708662e-03       1.319208298106e+04 
       3.911669638723e-03       1.350686012084e+04 
       4.031422490187e-03       1.381795717293e+04 
       4.151606133778e-03       1.412530242391e+04 
       4.272188694815e-03       1.442883207929e+04 
       4.393141217651e-03       1.472849244592e+04 
       4.514437366083e-03       1.502423547002e+04 
       4.636053156183e-03       1.531602062473e+04 
       4.757966718169e-03       1.560381437506e+04 
       4.880158084240e-03       1.588757813120e+04 
       5.002608999518e-03       1.616729326913e+04 
       5.125302753545e-03       1.644292716037e+04 
       5.248224030023e-03       1.671446287896e+04 
       5.371358772732e-03       1.698187959887e+04 
       5.494694065805e-03       1.724516356399e+04 
       5.618218026707e-03       1.750429852707e+04 
       5.741919710500e-03       1.775927896370e+04 
       5.865789024098e-03       1.801009014852e+04 
       5.989816649391e-03       1.825674060743e+04 
       6.113993974250e-03       1.849920907754e+04 
       6.238313030518e-03       1.873750385258e+04 
       6.362766438230e-03       1.897163374591e+04 
       6.487347355364e-03       1.920159245128e+04 
       6.612049432521e-03       1.942738940026e+04 
       6.736866772017e-03       1.964904032976e+04 
       6.861793890883e-03       1.986655239088e+04 
       6.986825687390e-03       2.007994459976e+04 
       7.111957410707e-03       2.028922649552e+04 
       7.237184633377e-03       2.049442128260e+04 
       7.362503226311e-03       2.069554550451e+04 
       7.487909336053e-03       2.089262765918e+04 
       7.613399364078e-03       2.108570715108e+04 
       7.738969947930e-03       2.127479254622e+04 
       7.864617944000e-03       2.145991597146e+04 
       7.990340411812e-03       2.164111987651e+04 
       8.116134599637e-03       2.181842807816e+04 
       8.241997931341e-03       2.199187100461e+04 
       8.367927994321e-03       2.216150450932e+04 
       8.493922528452e-03       2.232736762931e+04 
       8.619979415933e-03       2.248947407589e+04 
       8.746096671961e-03       2.264788092164e+04 
       8.872272436150e-03       2.280262518823e+04 
       8.998504964634e-03       2.295375257138e+04 
       9.124792622796e-03       2.310129666217e+04 
       9.251133878552e-03       2.324530648294e+04 
       9.377527296168e-03       2.338582765731e+04 
       9.503971530539e-03       2.352289053148e+04 
       9.630465321907e-03       2.365654666421e+04 
       9.757007490974e-03       2.378684244982e+04 
       9.883596934379e-03       2.391381375944e+04 
       1.001023262051e-02       2.403750555600e+04 
       1.013691358564e-02       2.415795956029e+04 
       1.026363893029e-02       2.427522901940e+04 
       1.039040781593e-02       2.438934890273e+04 
       1.051721946186e-02       2.450035571845e+04 
       1.064407314236e-02       2.460830324118e+04 
       1.077096818397e-02       2.471321508496e+04 
       1.089790396306e-02       2.481513775629e+04 
       1.102487990349e-02       2.491412882733e+04 
       1.115189547446e-02       2.501019513636e+04 
       1.127895018854e-02       2.510339361637e+04 
       1.140604359980e-02       2.519375589464e+04 
       1.153317530207e-02       2.528132720411e+04 
       1.166034492736e-02       2.536615023076e+04 
       1.178755214431e-02       2.544823413431e+04 
       1.191479665689e-02       2.552763563887e+04 
       1.204207820300e-02       2.560436697711e+04 
       1.216939655336e-02       2.567846991377e+04 
       1.229675151033e-02       2.574998938530e+04 
       1.242414290690e-02       2.581900941917e+04 
       1.255157060569e-02       2.588546919418e+04 
       1.267903449811e-02       2.594939972823e+04 
       1.280653450349e-02       2.601090507540e+04 
       1.293407056831e-02       2.606993022479e+04 
       1.306164266549e-02       2.612657738023e+04 
       1.318925079377e-02       2.618084240488e+04 
       1.331689497703e-02       2.623271958134e+04 
       1.344457526381e-02       2.628232360600e+04 
       1.357229172673e-02       2.632956799053e+04 
       1.370004446208e-02       2.637457472057e+04 
       1.382783358933e-02       2.641733380648e+04 
       1.395565925079e-02       2.645783244208e+04 
       1.408352161121e-02       2.649617136892e+04 
       1.421142085752e-02       2.653232162306e+04 
       1.433935719849e-02       2.656629950648e+04 
       1.446733086447e-02       2.659816154627e+04 
       1.459534210723e-02       2.662791518813e+04 
       1.462511907825e-02       2.663455821599e+04 
       1.472339119969e-02       2.665560188500e+04 
       1.485147843580e-02       2.668123469705e+04 
       1.497960413039e-02       2.670481394666e+04 
       1.510776861902e-02       2.672639644945e+04 
       1.523597225794e-02       2.674602080884e+04 
       1.536421542397e-02       2.676362902032e+04 
       1.549249851450e-02       2.677935719105e+04 
       1.562082194745e-02       2.679314448621e+04 
       1.574918616123e-02       2.680507070479e+04 
       1.587759161483e-02       2.681508055427e+04 
       1.600603878781e-02       2.682324800952e+04 
       1.613452818035e-02       2.682964730933e+04 
       1.626306031337e-02       2.683421895285e+04 
       1.639163572859e-02       2.683698565978e+04 
       1.652025498866e-02       2.683801721912e+04 
       1.664891867730e-02       2.683736169541e+04 
       1.677762739941e-02       2.683499310451e+04 
       1.690638178130e-02       2.683091218599e+04 
       1.703518247082e-02       2.682518621777e+04 
       1.716403013759e-02       2.681785077334e+04 
       1.729292547323e-02       2.680886718430e+04 
       1.742186919154e-02       2.679826816656e+04 
       1.755086202883e-02       2.678615164832e+04 
       1.767990474413e-02       2.677250539172e+04 
       1.780899811950e-02       2.675731825580e+04 
       1.793814296031e-02       2.674058114675e+04 
       1.806734009560e-02       2.672251720484e+04 
       1.819659037838e-02       2.670286503020e+04 
       1.832589468600e-02       2.668184508446e+04 
       1.845525392048e-02       2.665938875102e+04 
       1.858466900897e-02       2.663551309300e+04 
       1.871414090407e-02       2.661031816119e+04 
       1.884367058432e-02       2.658381453782e+04 
       1.897325905458e-02       2.655600332678e+04 
       1.910290734653e-02       2.652684850680e+04 
       1.923261651910e-02       2.649638517910e+04 
       1.936238765900e-02       2.646473500351e+04 
       1.949222188121e-02       2.643179485926e+04 
       1.962212032950e-02       2.639770437893e+04 
       1.975208417700e-02       2.636234962693e+04 
       1.988211462673e-02       2.632591991885e+04 
       2.001221291222e-02       2.628832726140e+04 
       2.014238029812e-02       2.624955921273e+04 
       2.027261808077e-02       2.620961545872e+04 
       2.040292758891e-02       2.616862176366e+04 
       2.053331018434e-02       2.612666651382e+04 
       2.066376726256e-02       2.608357533267e+04 
       2.079430025355e-02       2.603947126268e+04 
       2.092491062246e-02       2.599438099892e+04 
       2.105559987039e-02       2.594822673561e+04 
       2.118636953518e-02       2.590114775765e+04 
       2.131722119220e-02       2.585306113982e+04 
       2.144815645520e-02       2.580408817180e+04 
       2.157917697716e-02       2.575414503507e+04 
       2.171028445120e-02       2.570336343839e+04 
       2.184148061148e-02       2.565163208948e+04 
       2.197276723413e-02       2.559899027563e+04 
       2.210414613826e-02       2.554558577264e+04 
       2.223561918696e-02       2.549131903512e+04 
       2.236718828831e-02       2.543620646160e+04 
       2.249885539647e-02       2.538031984188e+04 
       2.263062251278e-02       2.532362433144e+04 
       2.276249168690e-02       2.526618976425e+04 
       2.289446501798e-02       2.520793046920e+04 
       2.302654465586e-02       2.514898314951e+04 
       2.315873280235e-02       2.508940380994e+04 
       2.329103171248e-02       2.502888892083e+04 
       2.342344369586e-02       2.496780382662e+04 
       2.355597111802e-02       2.490604252407e+04 
       2.368861640187e-02       2.484356554561e+04 
       2.382138202910e-02       2.478053395315e+04 
       2.395427054174e-02       2.471680391812e+04 
       2.408728454368e-02       2.465242816206e+04 
       2.422042670229e-02       2.458747449150e+04 
       2.435369975009e-02       2.452196086539e+04 
       2.448710648643e-02       2.445578656231e+04 
       2.462064977927e-02       2.438920628159e+04 
       2.475433256703e-02       2.432191484696e+04 
       2.488815786045e-02       2.425408924819e+04 
       2.502212874452e-02       2.418576273311e+04 
       2.515624838053e-02       2.411696794649e+04 
       2.529052000816e-02       2.404768229859e+04 
       2.542494694757e-02       2.397789742396e+04 
       2.555953260169e-02       2.390763719231e+04 
       2.569428045848e-02       2.383694562105e+04 
       2.582919409332e-02       2.376572223748e+04 
       2.596427717147e-02       2.369423306138e+04 
       2.609953345062e-02       2.362215759464e+04 
       2.623496678352e-02       2.354973613671e+04 
       2.637058112073e-02       2.347696851454e+04 
       2.650638051338e-02       2.340370369669e+04 
       2.664236911619e-02       2.333012343256e+04 
       2.677855119041e-02       2.325632543677e+04 
       2.691493110702e-02       2.318200857314e+04 
       2.705151334995e-02       2.310727325009e+04 
       2.718830251947e-02       2.303248306107e+04 
       2.732530333568e-02       2.295722551083e+04 
       2.746252064212e-02       2.288166895319e+04 
       2.759995940958e-02       2.280586572128e+04 
       2.773762473993e-02       2.272971387009e+04 
       2.787552187023e-02       2.265337904595e+04 
       2.801365617693e-02       2.257673587121e+04 
       2.815203318019e-02       2.249981658520e+04 
       2.829065854849e-02       2.242269918852e+04 
       2.842953810327e-02       2.234544106251e+04 
       2.856867782388e-02       2.226779608959e+04 
       2.870808385267e-02       2.218999652171e+04 
       2.884776250024e-02       2.211198806677e+04 
       2.898772025103e-02       2.203385311306e+04 
       2.912796376897e-02       2.195549112777e+04 
       2.926849990352e-02       2.187699782981e+04 
       2.940933569586e-02       2.179829874203e+04 
       2.955047838533e-02       2.171944959746e+04 
       2.969193541625e-02       2.164060016517e+04 
       2.983371444489e-02       2.156127898031e+04 
       2.997582334683e-02       2.148195878356e+04 
       3.011827022460e-02       2.140260814742e+04 
       3.026106341569e-02       2.132301057157e+04 
       3.040421150082e-02       2.124341573375e+04 
       3.054772331270e-02       2.116372268072e+04 
       3.069160794510e-02       2.108383887729e+04 
       3.083587476232e-02       2.100397581056e+04 
       3.098053340914e-02       2.092400719571e+04 
       3.112559382120e-02       2.084388781159e+04 
       3.127106623588e-02       2.076378238026e+04 
       3.141696120362e-02       2.068352940301e+04 
       3.156328959989e-02       2.060333892199e+04 
       3.171006263759e-02       2.052305058037e+04 
       3.185729188018e-02       2.044273306670e+04 
       3.200498925536e-02       2.036231363925e+04 
       3.215316706945e-02       2.028180915030e+04 
       3.230183802245e-02       2.020139154775e+04 
       3.245101522393e-02       2.012090158873e+04 
       3.260071220961e-02       2.004045155718e+04 
       3.275094295890e-02       1.995992375770e+04 
       3.290172191322e-02       1.987953092454e+04 
       3.305306399541e-02       1.979895407162e+04 
       3.320498463004e-02       1.971846779560e+04 
       3.335749976485e-02       1.963791109262e+04 
       3.351062589336e-02       1.955736458518e+04 
       3.366438007865e-02       1.947682189447e+04 
       3.381877997850e-02       1.939648394134e+04 
       3.397384387187e-02       1.931609231915e+04 
       3.412959068694e-02       1.923566378108e+04 
       3.428604003061e-02       1.915512712338e+04 
       3.444321221983e-02       1.907483787733e+04 
       3.460112831468e-02       1.899460622108e+04 
       3.475981015333e-02       1.891440974503e+04 
       3.491928038922e-02       1.883401486164e+04 
       3.507956253028e-02       1.875380706380e+04 
       3.524068098071e-02       1.867356391217e+04 
       3.540266108520e-02       1.859343260964e+04 
       3.556552917595e-02       1.851334200071e+04 
       3.572931262266e-02       1.843299185246e+04 
       3.589403988562e-02       1.835318944384e+04 
       3.605974057236e-02       1.827334714248e+04 
       3.622644549785e-02       1.819337231249e+04 
       3.639418674880e-02       1.811361935491e+04 
       3.656299775220e-02       1.803364386754e+04 
       3.673291334851e-02       1.795399842468e+04 
       3.690396986992e-02       1.787421714091e+04 
       3.707620522403e-02       1.779448314055e+04 
       3.724965898346e-02       1.771497633624e+04 
       3.742437248185e-02       1.763535972493e+04 
       3.760038891687e-02       1.755576545406e+04 
       3.777775346073e-02       1.747631367721e+04 
       3.795651337908e-02       1.739701408773e+04 
       3.813671815877e-02       1.731749876584e+04 
       3.831841964551e-02       1.723810169133e+04 
       3.850167219228e-02       1.715877775228e+04 
       3.868653281940e-02       1.707955438567e+04 
       3.887306138763e-02       1.700018981053e+04 
       3.906132078522e-02       1.692097659744e+04 
       3.925137713057e-02       1.684167712187e+04 
       3.944329999200e-02       1.676252634412e+04 
       3.963716262624e-02       1.668328184352e+04 
       3.983304223775e-02       1.660415126879e+04 
       4.003102026092e-02       1.652498957517e+04 
       4.023118266773e-02       1.644569771731e+04 
       4.043362030356e-02       1.636649906168e+04 
       4.063842925416e-02       1.628735546072e+04 
       4.084571124759e-02       1.620810992715e+04 
       4.105557409479e-02       1.612874801395e+04 
       4.126813217349e-02       1.604964241190e+04 
       4.148350696060e-02       1.597023036041e+04 
       4.170182761882e-02       1.589080637668e+04 
       4.192323164427e-02       1.581138275243e+04 
       4.214786558279e-02       1.573184345034e+04 
       4.237588582362e-02       1.565205297808e+04 
       4.260745948066e-02       1.557248170269e+04 
       4.284276537295e-02       1.549248425349e+04 
       4.308199511781e-02       1.541265081972e+04 
       4.332535435240e-02       1.533244473081e+04 
       4.357306410170e-02       1.525228601767e+04 
       4.382536231440e-02       1.517176966879e+04 
       4.408250559126e-02       1.509102994408e+04 
       4.434477113530e-02       1.501019161474e+04 
       4.461245895800e-02       1.492907821921e+04 
       4.488589438210e-02       1.484775848278e+04 
       4.516543088914e-02       1.476609752174e+04 
       4.545145336880e-02       1.468412162187e+04 
       4.574438183846e-02       1.460175734520e+04 
       4.604467571480e-02       1.451921171381e+04 
       4.635283873608e-02       1.443604017756e+04 
       4.666942465406e-02       1.435262914436e+04 
       4.699504384013e-02       1.426849456222e+04 
       4.733037098175e-02       1.418391552126e+04 
       4.767615408456e-02       1.409886072810e+04 
       4.803322504505e-02       1.401301268304e+04 
       4.840251212059e-02       1.392663539798e+04 
       4.878505470214e-02       1.383939495159e+04 
       4.918202089407e-02       1.375126466273e+04 
       4.959472853196e-02       1.366216392979e+04 
       5.002467042950e-02       1.357216069810e+04 
       5.047354485087e-02       1.348088735482e+04 
       5.094329246565e-02       1.338830622483e+04 
       5.143614137488e-02       1.329435224064e+04 
       5.195466221518e-02       1.319875290733e+04 
       5.250183586899e-02       1.310125818495e+04 
       5.308113694377e-02       1.300170296039e+04 
