# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02989e-05 to 8.2919 h/Mpc,
# number of wavenumbers equal to 613
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2              8:-T_tot_no_scf/k2   
       1.029887249158e-05       1.965650191418e+07       1.965650602550e+07       2.619491817678e+07       2.619461713725e+07       1.965195322190e+07       5.920562564663e+06       1.965814339310e+07 
       2.297337480591e-05       1.965640316443e+07       1.965640530756e+07       2.614015541307e+07       2.613865990416e+07       1.965169956015e+07       5.920528303570e+06       1.965802964740e+07 
       3.569107752033e-05       1.965622306529e+07       1.965622177628e+07       2.604352088890e+07       2.603992165290e+07       1.965124546904e+07       5.920466087603e+06       1.965782309175e+07 
       4.848510829802e-05       1.965596240547e+07       1.965595611684e+07       2.590460781528e+07       2.589799309241e+07       1.965058931245e+07       5.920376114869e+06       1.965752438386e+07 
       6.138912582135e-05       1.965561942546e+07       1.965560663214e+07       2.572276560052e+07       2.571221904343e+07       1.964972582815e+07       5.920257803878e+06       1.965713159295e+07 
       7.443761040902e-05       1.965519099343e+07       1.965517006669e+07       2.549710534260e+07       2.548170423045e+07       1.964864689185e+07       5.920110130835e+06       1.965664131961e+07 
       8.766616364764e-05       1.965467323809e+07       1.965464250230e+07       2.522650626069e+07       2.520532060449e+07       1.964734232655e+07       5.919931833378e+06       1.965604937228e+07 
       1.011118209059e-04       1.965406121284e+07       1.965401892493e+07       2.490962332212e+07       2.488171526586e+07       1.964579935797e+07       5.919721305163e+06       1.965535041724e+07 
       1.148133806295e-04       1.965334896769e+07       1.965329327097e+07       2.454489795493e+07       2.450932258313e+07       1.964400251704e+07       5.919476616935e+06       1.965453804852e+07 
       1.288117543472e-04       1.965252938593e+07       1.965245833101e+07       2.413057380093e+07       2.408638132794e+07       1.964193336776e+07       5.919195471620e+06       1.965360463881e+07 
       1.431503413297e-04       1.965159413606e+07       1.965150563423e+07       2.366471969922e+07       2.361095907757e+07       1.963957017796e+07       5.918875188077e+06       1.965254128546e+07 
       1.578754318006e-04       1.965053351145e+07       1.965042533049e+07       2.314526122677e+07       2.308098658546e+07       1.963688754324e+07       5.918512657022e+06       1.965133766409e+07 
       1.730366424610e-04       1.964933619824e+07       1.964920593786e+07       2.257002634002e+07       2.249430526897e+07       1.963385582788e+07       5.918104273286e+06       1.964998180367e+07 
       1.886873877943e-04       1.964798911648e+07       1.964783417441e+07       2.193680609732e+07       2.184873242262e+07       1.963044063119e+07       5.917645891801e+06       1.964845994027e+07 
       2.048853900875e-04       1.964647717285e+07       1.964629474790e+07       2.124343929991e+07       2.114214895353e+07       1.962660214699e+07       5.917132760930e+06       1.964675629572e+07 
       2.216932302330e-04       1.964478302671e+07       1.964457004443e+07       2.048792085415e+07       2.037261604220e+07       1.962229434290e+07       5.916559456066e+06       1.964485285697e+07 
       2.391789400233e-04       1.964288669737e+07       1.964263986551e+07       1.966855372121e+07       1.953852776802e+07       1.961746410998e+07       5.915919778577e+06       1.964272904060e+07 
       2.574166346351e-04       1.964076530426e+07       1.964048101381e+07       1.878413123867e+07       1.863880795823e+07       1.961205014129e+07       5.915206683416e+06       1.964036145228e+07 
       2.764871811084e-04       1.963839258785e+07       1.963806692687e+07       1.783418144258e+07       1.767315988866e+07       1.960598176852e+07       5.914412158125e+06       1.963772348505e+07 
       2.964788945729e-04       1.963573850229e+07       1.963536718959e+07       1.681926738214e+07       1.664237674768e+07       1.959917753525e+07       5.913527118259e+06       1.963478497193e+07 
       3.174882484570e-04       1.963276869155e+07       1.963234707857e+07       1.574135423975e+07       1.554871926996e+07       1.959154367193e+07       5.912541279861e+06       1.963151176253e+07 
       3.396205775790e-04       1.962944395181e+07       1.962896700697e+07       1.460423655159e+07       1.439636183547e+07       1.958297229724e+07       5.911443028217e+06       1.962786528721e+07 
       3.629907435344e-04       1.962571964448e+07       1.962518196763e+07       1.341404610580e+07       1.319189988517e+07       1.957333950964e+07       5.910219279562e+06       1.962380209804e+07 
       3.877237198982e-04       1.962154510259e+07       1.962094085384e+07       1.217978286943e+07       1.194489692434e+07       1.956250315774e+07       5.908855337048e+06       1.961927339067e+07 
       4.139550403764e-04       1.961686300673e+07       1.961618598606e+07       1.091385773723e+07       1.066842668197e+07       1.955030070105e+07       5.907334749316e+06       1.961422453517e+07 
       4.418310364638e-04       1.961160880770e+07       1.961085246751e+07       9.632561176207e+06       9.379534388753e+06       1.953654679942e+07       5.905639166512e+06       1.960859459845e+07 
       4.715087732766e-04       1.960571025528e+07       1.960486778324e+07       8.356347952189e+06       8.099498794867e+06       1.952103109430e+07       5.903748220321e+06       1.960231594687e+07 
       5.031555748219e-04       1.959908699739e+07       1.959815140524e+07       7.109784498471e+06       6.853728349400e+06       1.950351609808e+07       5.901639395609e+06       1.959531382119e+07 
       5.369480160397e-04       1.959165048467e+07       1.959061476242e+07       5.920933516076e+06       5.671079203037e+06       1.948373557954e+07       5.899287953549e+06       1.958750608285e+07 
       5.730702529627e-04       1.958330406814e+07       1.958216139208e+07       4.819978889928e+06       4.582360277103e+06       1.946139364493e+07       5.896666853553e+06       1.957880295638e+07 
       6.117115701723e-04       1.957394352232e+07       1.957268753463e+07       3.836853849865e+06       3.617824067676e+06       1.943616485325e+07       5.893746728306e+06       1.956910694807e+07 
       6.530630531526e-04       1.956345810238e+07       1.956208316142e+07       2.997826513713e+06       2.803577025269e+06       1.940769584811e+07       5.890495935678e+06       1.955831301912e+07 
       6.973133485421e-04       1.955173195331e+07       1.955023356131e+07       2.321204256415e+06       2.157124729029e+06       1.937560883812e+07       5.886880661853e+06       1.954630892727e+07 
       7.446435613336e-04       1.953864618503e+07       1.953702131257e+07       1.812792888984e+06       1.682712407852e+06       1.933950729780e+07       5.882865196810e+06       1.953297613827e+07 
       7.952214527763e-04       1.952408138865e+07       1.952232888420e+07       1.462234041331e+06       1.367666796271e+06       1.929898428920e+07       5.878412425677e+06       1.951819145068e+07 
       8.491952353798e-04       1.950792056504e+07       1.950604143639e+07       1.241818479588e+06       1.181393785323e+06       1.925363334202e+07       5.873484631856e+06       1.950182965291e+07 
       9.066873910372e-04       1.949005227632e+07       1.948804990461e+07       1.109387258938e+06       1.078690608313e+06       1.920306178447e+07       5.868044691872e+06       1.948376747955e+07 
       9.677890354466e-04       1.947037400752e+07       1.946825415282e+07       1.016168331716e+06       1.008182391053e+06       1.914690616410e+07       5.862057710765e+06       1.946388903363e+07 
       1.032555385054e-03       1.944879528675e+07       1.944656596849e+07       9.186044831280e+05       9.247996872786e+05       1.908484866710e+07       5.855492894377e+06       1.944209200421e+07 
       1.101002827982e-03       1.942524078046e+07       1.942291179289e+07       7.907861954153e+05       8.026800788044e+05       1.901663377901e+07       5.848325440827e+06       1.941829396180e+07 
       1.173107952816e-03       1.939965297477e+07       1.939723524345e+07       6.322113481173e+05       6.429579442828e+05       1.894208362263e+07       5.840537943431e+06       1.939243704538e+07 
       1.248808668687e-03       1.937199421770e+07       1.936949895146e+07       4.659132207474e+05       4.713738556532e+05       1.886111048899e+07       5.832120844330e+06       1.936448950185e+07 
       1.328007299043e-03       1.934223275705e+07       1.933967036086e+07       3.256863826961e+05       3.245860077379e+05       1.877371169980e+07       5.823067225522e+06       1.933442841016e+07 
       1.410575302569e-03       1.931033306490e+07       1.930771182802e+07       2.372441672436e+05       2.304283256887e+05       1.867996401178e+07       5.813368430534e+06       1.930222513093e+07 
       1.496359114150e-03       1.927637984133e+07       1.927370592285e+07       2.032249264698e+05       1.925148720182e+05       1.858013288891e+07       5.803050300921e+06       1.926796557385e+07 
       1.585186532316e-03       1.924041805154e+07       1.923769426635e+07       2.015961853928e+05       1.888954787864e+05       1.847452349609e+07       5.792124872892e+06       1.923168975101e+07 
       1.676873106810e-03       1.920250928094e+07       1.919973480754e+07       1.995488956442e+05       1.865748831462e+05       1.836352092005e+07       5.780608457097e+06       1.919345177067e+07 
       1.771228078630e-03       1.916272879477e+07       1.915989916288e+07       1.743424271931e+05       1.627729598912e+05       1.824757433051e+07       5.768522346846e+06       1.915332221350e+07 
       1.868059561882e-03       1.912116248156e+07       1.911826999730e+07       1.266204095518e+05       1.180779359789e+05       1.812717904295e+07       5.755892889103e+06       1.911138844884e+07 
       1.967178799401e-03       1.907790397374e+07       1.907493851403e+07       7.649430157322e+04       7.201042425891e+04       1.800285794304e+07       5.742750276335e+06       1.906775070599e+07 
       2.068403448118e-03       1.903305206197e+07       1.903000187983e+07       4.568923534489e+04       4.497182193677e+04       1.787514341720e+07       5.729126371090e+06       1.902251486843e+07 
       2.171559942832e-03       1.898670902193e+07       1.898356175920e+07       4.029045232373e+04       4.155300066657e+04       1.774456137435e+07       5.715052907124e+06       1.897578643009e+07 
       2.276485045625e-03       1.893897795723e+07       1.893572167119e+07       4.785805891824e+04       4.865163250603e+04       1.761161633624e+07       5.700560509065e+06       1.892766713341e+07 
