# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.024232965630e+03       3.128526020911e-02       0.000000000000e+00       2.571334867983e+00       4.763813171776e-08       3.072654967977e-03      -1.223453012775e-05 
    3       9.666557700783e+02       4.025600256770e-02       0.000000000000e+00       2.913264203659e+00       5.939623681901e-08       3.079445809031e-03      -1.313293863011e-05 
    4       9.131158070267e+02       3.487894702876e-02       0.000000000000e+00       2.734505608065e+00       6.904595138583e-08       3.006949381469e-03      -1.111495033620e-05 
    5       8.733374538451e+02       2.328850134196e-02       0.000000000000e+00       2.333749740697e+00       7.739696117144e-08       2.906545034551e-03      -7.572799703418e-06 
    6       8.459500249776e+02       1.302034776935e-02       0.000000000000e+00       1.881291191351e+00       8.465156362017e-08       2.795412426511e-03      -3.682689608553e-06 
    7       8.281318317065e+02       7.026754200124e-03       0.000000000000e+00       1.476761145444e+00       9.104115417958e-08       2.683198184429e-03      -3.599839105638e-07 
    8       8.178668601979e+02       4.526985999450e-03       0.000000000000e+00       1.164413387025e+00       9.677451157867e-08       2.576142086683e-03       1.845896157705e-06 
    9       8.129814188773e+02       3.631293629993e-03       0.000000000000e+00       9.548499144782e-01       1.019630077965e-07       2.476364449604e-03       2.767886317715e-06 
   10       8.119791116771e+02       3.091947146372e-03       0.000000000000e+00       8.386355702313e-01       1.066398605949e-07       2.383120126544e-03       2.568777570427e-06 
   11       8.141283020506e+02       2.593486339432e-03       0.000000000000e+00       7.958514925546e-01       1.076572945595e-07       2.306578109817e-03       1.644256503549e-06 
   12       8.188221330591e+02       2.253579632641e-03       0.000000000000e+00       8.037859907702e-01       1.112015386700e-07       2.216638433917e-03       4.245679991720e-07 
   13       8.250151406492e+02       2.155066246280e-03       0.000000000000e+00       8.426314786809e-01       1.143772922043e-07       2.138643935355e-03      -6.632351529096e-07 
   14       8.329868313145e+02       2.237028721547e-03       0.000000000000e+00       8.974544325634e-01       1.172279890651e-07       2.063126233426e-03      -1.361964544021e-06 
   15       8.420868938142e+02       2.409953849843e-03       0.000000000000e+00       9.580516691347e-01       1.197861041025e-07       1.987155936255e-03      -1.585061452004e-06 
   16       8.521042367050e+02       2.655134099664e-03       0.000000000000e+00       1.019122718550e+00       1.220822409648e-07       1.917857956199e-03      -1.391592985523e-06 
   17       8.630276146454e+02       3.015223784920e-03       0.000000000000e+00       1.079784720693e+00       1.241419895679e-07       1.854690087354e-03      -9.512708681286e-07 
   18       8.746767421343e+02       3.532116519116e-03       0.000000000000e+00       1.141730460426e+00       1.259390765065e-07       1.793940059543e-03      -4.749518212882e-07 
   19       8.870878790463e+02       4.208295441942e-03       0.000000000000e+00       1.206601721848e+00       1.276392696997e-07       1.736372611392e-03      -1.055947128849e-07 
   20       8.999721976704e+02       5.028307515036e-03       0.000000000000e+00       1.275622124155e+00       1.291061354014e-07       1.680279502722e-03       3.424016157987e-08 
   21       9.133561097131e+02       5.986929647072e-03       0.000000000000e+00       1.348407685901e+00       1.304248942754e-07       1.627862253125e-03      -6.206402420858e-08 
   22       9.271454852871e+02       7.080107489927e-03       0.000000000000e+00       1.423522185510e+00       1.315714937109e-07       1.580223498907e-03      -3.218982833242e-07 
   23       9.413749892817e+02       8.309426836291e-03       0.000000000000e+00       1.498843236635e+00       1.326142554703e-07       1.535808841174e-03      -6.534227452348e-07 
