# Matter power spectrum P(k) at redshift z=0
# for k=9.9905e-06 to 9.23934 h/Mpc,
# number of wavenumbers equal to 603
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.990501553337e-06       5.361721112740e+01 
       2.288957495652e-05       1.198347024984e+02 
       3.583286827560e-05       1.850949170591e+02 
       4.885530115202e-05       2.500239655006e+02 
       6.199236119110e-05       3.149869313177e+02 
       7.528042128124e-05       3.802643057382e+02 
       8.875706693704e-05       4.461007358095e+02 
       1.024614380371e-04       5.127249682052e+02 
       1.164345893603e-04       5.803601675727e+02 
       1.307198743582e-04       6.492302454855e+02 
       1.453633566085e-04       7.195643520035e+02 
       1.604142533369e-04       7.916004438915e+02 
       1.759254152161e-04       8.655883779244e+02 
       1.919538462831e-04       9.417927876362e+02 
       2.085612671551e-04       1.020495889923e+03 
       2.258147236448e-04       1.102000194917e+03 
       2.437872412006e-04       1.186631339704e+03 
       2.625585231091e-04       1.274740862694e+03 
       2.822156868216e-04       1.366708977768e+03 
       3.028540277603e-04       1.462947330067e+03 
       3.245777931570e-04       1.563901468065e+03 
       3.475009394436e-04       1.670053136572e+03 
       3.717478350936e-04       1.781921949845e+03 
       3.974538563213e-04       1.900066302824e+03 
       4.247658057200e-04       2.025083156525e+03 
       4.538420642882e-04       2.157606269965e+03 
       4.848523667288e-04       2.298302377549e+03 
       5.179770709978e-04       2.447864646450e+03 
       5.534057799920e-04       2.607003260002e+03 
       5.913351719588e-04       2.776431720172e+03 
       6.319659141816e-04       2.956849895035e+03 
       6.754985797964e-04       3.148921846274e+03 
       7.221285667468e-04       3.353250760094e+03 
       7.720401326263e-04       3.570350555968e+03 
       8.253998026265e-04       3.800615885530e+03 
       8.823495614449e-04       4.044293557040e+03 
       9.430003734024e-04       4.301457107362e+03 
       1.007426650795e-03       4.571988440043e+03 
       1.075662274708e-03       4.855568764929e+03 
       1.147698648085e-03       5.151680627361e+03 
       1.223485038407e-03       5.459622110482e+03 
       1.302931187097e-03       5.778531866939e+03 
       1.385911884301e-03       6.107401393201e+03 
       1.472272990825e-03       6.445164732873e+03 
       1.561838274329e-03       6.790712841301e+03 
       1.654416424559e-03       7.142912038625e+03 
       1.749807703588e-03       7.500650267259e+03 
       1.847809835017e-03       7.862863975208e+03 
       1.948222900874e-03       8.228558314478e+03 
       2.050853164449e-03       8.596822498233e+03 
       2.155515852884e-03       8.966836992943e+03 
       2.262037009126e-03       9.337875318905e+03 
       2.370254562191e-03       9.709302743263e+03 
       2.480018775811e-03       1.008056960566e+04 
       2.591192227639e-03       1.045120581025e+04 
       2.703649452650e-03       1.082081331549e+04 
       2.817276361356e-03       1.118905851875e+04 
       2.931969520141e-03       1.155566118896e+04 
       3.047635359808e-03       1.192038952806e+04 
       3.164189360391e-03       1.228304692075e+04 
       3.281555245715e-03       1.264347013265e+04 
       3.399664209837e-03       1.300152055530e+04 
       3.518454189041e-03       1.335708227147e+04 
       3.637869186800e-03       1.371005213422e+04 
       3.757858654801e-03       1.406034121267e+04 
       3.878376930118e-03       1.440786225782e+04 
       3.999382726683e-03       1.475254422209e+04 
       4.120838678014e-03       1.509431346283e+04 
       4.242710927506e-03       1.543309335297e+04 
       4.364968762299e-03       1.576881865923e+04 
       4.487584286699e-03       1.610141490902e+04 
       4.610532131228e-03       1.643081085744e+04 
       4.733789193640e-03       1.675693481561e+04 
       4.857334408435e-03       1.707970680994e+04 
       4.981148541781e-03       1.739905508421e+04 
       5.105214008965e-03       1.771490630509e+04 
       5.229514711843e-03       1.802716804455e+04 
       5.354035894012e-03       1.833577467045e+04 
       5.478764011648e-03       1.864064395865e+04 
       5.603686618242e-03       1.894170358043e+04 
       5.728792261619e-03       1.923887834003e+04 
       5.854070391838e-03       1.953209352093e+04 
       5.979511278739e-03       1.982127837924e+04 
       6.105105938032e-03       2.010637775165e+04 
       6.230846064970e-03       2.038732493187e+04 
       6.356723974755e-03       2.066405749129e+04 
       6.482732548923e-03       2.093653011175e+04 
       6.608865187063e-03       2.120468889122e+04 
       6.735115763259e-03       2.146849774575e+04 
       6.861478586778e-03       2.172792845755e+04 
       6.987948366515e-03       2.198293111290e+04 
       7.114520178822e-03       2.223349854094e+04 
       7.241189438339e-03       2.247960694975e+04 
       7.367951871545e-03       2.272123546451e+04 
       7.494803492715e-03       2.295838431337e+04 
       7.621740582062e-03       2.319106137338e+04 
       7.748759665837e-03       2.341927223074e+04 
       7.875857498181e-03       2.364301226488e+04 
       8.003031044574e-03       2.386231275379e+04 
       8.130277466706e-03       2.407719990703e+04 
       8.257594108650e-03       2.428767837059e+04 
       8.384978484199e-03       2.449379085762e+04 
       8.512428265259e-03       2.469560371315e+04 
       8.639941271216e-03       2.489312227371e+04 
       8.767515459155e-03       2.508637482725e+04 
       8.895148914886e-03       2.527543948156e+04 
       9.022839844682e-03       2.546034504413e+04 
       9.150586567676e-03       2.564113902442e+04 
       9.278387508853e-03       2.581788530690e+04 
       9.406241192590e-03       2.599062480523e+04 
       9.534146236693e-03       2.615943352660e+04 
       9.662101346886e-03       2.632433107748e+04 
       9.790105311728e-03       2.648540528806e+04 
       9.918156997897e-03       2.664270227348e+04 
       1.004625534584e-02       2.679625983601e+04 
       1.017439936573e-02       2.694616601521e+04 
       1.030258813372e-02       2.709244710011e+04 
       1.043082078852e-02       2.723517155079e+04 
       1.055909652810e-02       2.737440385880e+04 
       1.068741460678e-02       2.751016737175e+04 
       1.081577433243e-02       2.764254025257e+04 
       1.094417506388e-02       2.777156937939e+04 
       1.107261620854e-02       2.789727566236e+04 
       1.120109722020e-02       2.801974873750e+04 
       1.132961759691e-02       2.813897008947e+04 
       1.145817687911e-02       2.825510458512e+04 
       1.158677464780e-02       2.836804332258e+04 
       1.171541052291e-02       2.847793875329e+04 
       1.184408416172e-02       2.858476905584e+04 
       1.197279525746e-02       2.868864377965e+04 
       1.210154353793e-02       2.878957446186e+04 
       1.223032876428e-02       2.888748374880e+04 
       1.235915072985e-02       2.898255364797e+04 
       1.248800925908e-02       2.907474081160e+04 
       1.261690420654e-02       2.916410287768e+04 
       1.274583545599e-02       2.925063034716e+04 
       1.287480291950e-02       2.933443218907e+04 
       1.300380653669e-02       2.941545169853e+04 
       1.313284627396e-02       2.949379182459e+04 
       1.326192212385e-02       2.956940269333e+04 
       1.339103410436e-02       2.964229675670e+04 
       1.352018225841e-02       2.971254129325e+04 
       1.364936665330e-02       2.978023787240e+04 
       1.377858738022e-02       2.984529323022e+04 
       1.390784455379e-02       2.990770515853e+04 
       1.403713831169e-02       2.996761481430e+04 
       1.416646881424e-02       3.002495424284e+04 
       1.429583624411e-02       3.007976806631e+04 
       1.442524080600e-02       3.013211783999e+04 
       1.455468272640e-02       3.018185036432e+04 
       1.468416225331e-02       3.022934999179e+04 
       1.479392957947e-02       3.026755195431e+04 
       1.481367965606e-02       3.027427013985e+04 
       1.494323522514e-02       3.031684721750e+04 
       1.507282927202e-02       3.035691832902e+04 
       1.520246212907e-02       3.039465454796e+04 
       1.533213414939e-02       3.043004267564e+04 
       1.546184570683e-02       3.046314475888e+04 
       1.559159719583e-02       3.049392479002e+04 
       1.572138903148e-02       3.052238572148e+04 
       1.585122164946e-02       3.054859183358e+04 
       1.598109550605e-02       3.057249684011e+04 
       1.611101107820e-02       3.059426465236e+04 
       1.624096886355e-02       3.061381323746e+04 
       1.637096938052e-02       3.063123661901e+04 
       1.650101316838e-02       3.064639400913e+04 
       1.663110078738e-02       3.065958370177e+04 
       1.676123281886e-02       3.067053943483e+04 
       1.689140986542e-02       3.067949876151e+04 
       1.702163255107e-02       3.068640882714e+04 
       1.715190152138e-02       3.069129903390e+04 
       1.728221744373e-02       3.069421381496e+04 
       1.741258100750e-02       3.069518615354e+04 
       1.754299292430e-02       3.069407328965e+04 
       1.767345392822e-02       3.069111515755e+04 
       1.780396477610e-02       3.068632013973e+04 
       1.793452624778e-02       3.067963999217e+04 
       1.806513914648e-02       3.067108006693e+04 
       1.819580429900e-02       3.066081649991e+04 
       1.832652255616e-02       3.064867829378e+04 
       1.845729479307e-02       3.063483076580e+04 
       1.858812190954e-02       3.061924728234e+04 
       1.871900483044e-02       3.060189135436e+04 
       1.884994450611e-02       3.058292840298e+04 
       1.898094191278e-02       3.056234801209e+04 
       1.911199805298e-02       3.054011638972e+04 
       1.924311395601e-02       3.051619634884e+04 
       1.937429067841e-02       3.049078117355e+04 
       1.950552930445e-02       3.046377209650e+04 
       1.963683094662e-02       3.043524680598e+04 
       1.976819674615e-02       3.040534211270e+04 
       1.989962787358e-02       3.037371339760e+04 
       2.003112552931e-02       3.034088365704e+04 
       2.016269094417e-02       3.030655266151e+04 
       2.029432538003e-02       3.027077546005e+04 
       2.042603013042e-02       3.023365333917e+04 
       2.055780652118e-02       3.019515016910e+04 
       2.068965591112e-02       3.015534740889e+04 
       2.082157969271e-02       3.011419898213e+04 
       2.095357929279e-02       3.007168977638e+04 
       2.108565617328e-02       3.002798392798e+04 
       2.121781183197e-02       2.998305238739e+04 
       2.135004780328e-02       2.993687099624e+04 
       2.148236565906e-02       2.988946236109e+04 
       2.161476700945e-02       2.984082181555e+04 
       2.174725350369e-02       2.979112056099e+04 
       2.187982683103e-02       2.974025653030e+04 
       2.201248872165e-02       2.968824386007e+04 
       2.214524094759e-02       2.963511441316e+04 
       2.227808532371e-02       2.958092910843e+04 
       2.241102370869e-02       2.952561691761e+04 
       2.254405800609e-02       2.946930277595e+04 
       2.267719016536e-02       2.941193237747e+04 
       2.281042218298e-02       2.935361178982e+04 
       2.294375610358e-02       2.929420407510e+04 
       2.307719402111e-02       2.923391729368e+04 
       2.321073808001e-02       2.917259850496e+04 
       2.334439047649e-02       2.911037690848e+04 
       2.347815345979e-02       2.904722843112e+04 
       2.361202933351e-02       2.898320952592e+04 
       2.374602045694e-02       2.891831642854e+04 
       2.388012924652e-02       2.885244363200e+04 
       2.401435817724e-02       2.878578832667e+04 
       2.414870978414e-02       2.871828914275e+04 
       2.428318666391e-02       2.864999849241e+04 
       2.441779147638e-02       2.858085787881e+04 
       2.455252694629e-02       2.851099255314e+04 
       2.468739586486e-02       2.844031091957e+04 
       2.482240109165e-02       2.836886385550e+04 
       2.495754555631e-02       2.829674294773e+04 
       2.509283226046e-02       2.822387203824e+04 
       2.522826427966e-02       2.815022022355e+04 
       2.536384476533e-02       2.807601785195e+04 
       2.549957694690e-02       2.800109241587e+04 
       2.563546413389e-02       2.792548595981e+04 
       2.577150971812e-02       2.784925341419e+04 
       2.590771717601e-02       2.777231940441e+04 
       2.604409007091e-02       2.769492508661e+04 
       2.618063205556e-02       2.761679605774e+04 
       2.631734687462e-02       2.753820556088e+04 
       2.645423836724e-02       2.745895825205e+04 
       2.659131046981e-02       2.737922718591e+04 
       2.672856721874e-02       2.729888609176e+04 
       2.686601275334e-02       2.721806000391e+04 
       2.700365131884e-02       2.713676815235e+04 
       2.714148726949e-02       2.705495826026e+04 
       2.727952507179e-02       2.697269890777e+04 
       2.741776930780e-02       2.688996732192e+04 
       2.755622467864e-02       2.680672810094e+04 
       2.769489600804e-02       2.672311550704e+04 
       2.783378824610e-02       2.663907155068e+04 
       2.797290647311e-02       2.655456370730e+04 
       2.811225590359e-02       2.646971249361e+04 
       2.825184189041e-02       2.638457680642e+04 
       2.839166992915e-02       2.629888071096e+04 
       2.853174566257e-02       2.621288450919e+04 
