# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.040328461144e+03       3.202427945690e-02       1.867793153609e-06       2.580412762821e+00       4.758007435826e-08       3.147172090137e-03      -1.232837049649e-05 
    3       9.797270958782e+02       4.055867547876e-02       3.736212508241e-06       2.912407425575e+00       5.918437297763e-08       3.149983749448e-03      -1.310334486630e-05 
    4       9.243280569191e+02       3.453145344490e-02       6.228402823212e-06       2.719948926942e+00       6.882758928973e-08       3.076700108735e-03      -1.092273757858e-05 
    5       8.833234189033e+02       2.263684210266e-02       9.345172558181e-06       2.307954232725e+00       7.719088115262e-08       2.975722913065e-03      -7.247476421136e-06 
    6       8.553157210901e+02       1.248472278008e-02       1.308750993143e-05       1.849156954936e+00       8.450046083761e-08       2.864694061725e-03      -3.297155380785e-06 
    7       8.371585215843e+02       6.772858803598e-03       1.745656873584e-05       1.443446691604e+00       9.101722838353e-08       2.753860012925e-03      -2.936752815601e-11 
    8       8.267523827680e+02       4.477288108837e-03       2.245365201490e-05       1.133898240278e+00       9.689317425510e-08       2.648322688345e-03       2.108773371091e-06 
    9       8.218808660779e+02       3.642531800259e-03       2.808019394978e-05       9.289183924719e-01       1.021852501576e-07       2.548919600755e-03       2.896129988826e-06 
   10       8.208011563463e+02       3.086754304918e-03       3.433774034412e-05       8.171329554474e-01       1.069454814907e-07       2.455511127396e-03       2.566132967465e-06 
   11       8.231307827556e+02       2.571401113164e-03       4.122792811858e-05       7.776580770623e-01       1.080344640101e-07       2.379609008028e-03       1.550656956200e-06 
   12       8.279104516185e+02       2.236187854061e-03       4.875246424318e-05       7.872453536774e-01       1.116897222889e-07       2.289966822661e-03       2.954187080702e-07 
   13       8.344884397086e+02       2.145340596506e-03       5.691310454012e-05       8.255042766981e-01       1.149796127198e-07       2.212890983107e-03      -7.706703958154e-07 
   14       8.425998844505e+02       2.220565383824e-03       6.571163278419e-05       8.775121077479e-01       1.179459741439e-07       2.134863885944e-03      -1.411850722240e-06 
   15       8.518149925357e+02       2.374991472692e-03       7.514984051145e-05       9.343446132854e-01       1.206207362991e-07       2.059448819099e-03      -1.559466854847e-06 
   16       8.624214129432e+02       2.601585561730e-03       8.522950792056e-05       9.915635843466e-01       1.230340130631e-07       1.990435104945e-03      -1.301433529819e-06 
   17       8.735610567180e+02       2.947165105468e-03       9.595238621534e-05       1.048377584398e+00       1.252106821832e-07       1.926696210880e-03      -8.257294379758e-07 
   18       8.855055409879e+02       3.447901493193e-03       1.073201812096e-04       1.106917529099e+00       1.271240734758e-07       1.865768093383e-03      -3.500279611004e-07 
   19       8.983638557527e+02       4.101725197760e-03       1.193345418294e-04       1.168779515592e+00       1.289395078819e-07       1.808632262019e-03      -1.223550839010e-08 
   20       9.116407820866e+02       4.889863093608e-03       1.319970427885e-04       1.234943057512e+00       1.305199980527e-07       1.753148706140e-03       8.059923695724e-08 
   21       9.254364127400e+02       5.808079626788e-03       1.453091838938e-04       1.305229447963e+00       1.319504044793e-07       1.700431906161e-03      -6.256881161118e-08 
   22       9.397906838163e+02       6.854471698335e-03       1.592723718491e-04       1.378365030883e+00       1.332063552617e-07       1.650372147397e-03      -3.516336011539e-07 
   23       9.545940752306e+02       8.028488816271e-03       1.738879291444e-04       1.451261011023e+00       1.343562245696e-07       1.602861690855e-03      -6.883601385185e-07 
   24       9.695611446785e+02       9.329205410315e-03       1.891570754364e-04       1.520036622693e+00       1.353527268551e-07       1.556228726133e-03      -9.546444113418e-07 
   25       9.848103940765e+02       1.075933870847e-02       2.050809486589e-04       1.582951713839e+00       1.362489188629e-07       1.511468670507e-03      -1.093319848890e-06 
   26       1.000465441955e+03       1.232421223986e-02       2.216605822025e-04       1.638989365141e+00       1.370234327268e-07       1.469392242879e-03      -1.080129413388e-06 
   27       1.016513632540e+03       1.403782289294e-02       2.388969289257e-04       1.687675907915e+00       1.377025415043e-07       1.429930724343e-03      -9.521365826501e-07 
   28       1.032830875609e+03       1.591682107514e-02       2.567908458668e-04       1.728895678791e+00       1.382508422837e-07       1.391929211713e-03      -7.807529531315e-07 
   29       1.049450098377e+03       1.797139946123e-02       2.753431494403e-04       1.763059222847e+00       1.387398946303e-07       1.355764830350e-03      -6.128959047426e-07 
   30       1.066361314287e+03       2.020969443855e-02       2.945545630611e-04       1.790975599883e+00       1.391896072537e-07       1.321501258097e-03      -4.987829501159e-07 
   31       1.083474775610e+03       2.263942237342e-02       3.144257196794e-04       1.813470757187e+00       1.395215294888e-07       1.288379747973e-03      -4.891225399583e-07 
   32       1.100802116451e+03       2.526724766628e-02       3.349572551292e-04       1.830201870900e+00       1.397795458711e-07       1.256518982727e-03      -5.723353417904e-07 
   33       1.118323139053e+03       2.809908505367e-02       3.561497420225e-04       1.840391427487e+00       1.399914561658e-07       1.225754984071e-03      -7.025748045861e-07 
   34       1.135969452482e+03       3.114046738721e-02       3.780036853648e-04       1.843127405566e+00       1.401216540689e-07       1.195456999072e-03      -8.232618231088e-07 
   35       1.153766680296e+03       3.439746190237e-02       4.005196046547e-04       1.837386129550e+00       1.402013585288e-07       1.166000062241e-03      -9.114476263313e-07 
   36       1.171729596042e+03       3.787600865085e-02       4.236979769386e-04       1.821997150019e+00       1.402371602979e-07       1.137817856112e-03      -9.528315438662e-07 
   37       1.189842325526e+03       4.158170224025e-02       4.475392350866e-04       1.795883741958e+00       1.401906408538e-07       1.111053515931e-03      -9.361594515785e-07 
   38       1.208140357276e+03       4.551998063573e-02       4.720438412436e-04       1.758949161460e+00       1.400994923434e-07       1.085899406524e-03      -8.729611269598e-07 
   39       1.226647317070e+03       4.969594985773e-02       4.972122371111e-04       1.711487612907e+00       1.399988310960e-07       1.062285679936e-03      -7.878896987057e-07 
   40       1.245347657486e+03       5.411429871797e-02       5.230448246871e-04       1.653960036677e+00       1.398756614493e-07       1.039700096444e-03      -7.153402169222e-07 
   41       1.264204319716e+03       5.877953152618e-02       5.495419766609e-04       1.586825402181e+00       1.396838595065e-07       1.017413585102e-03      -6.904841064018e-07 
   42       1.283228703549e+03       6.369682247256e-02       5.767040708893e-04       1.509944094317e+00       1.394456620064e-07       9.955025303357e-04      -7.137258997687e-07 
   43       1.302426424497e+03       6.887139375676e-02       6.045314676886e-04       1.422997422120e+00       1.391860756882e-07       9.741777666220e-04      -7.713356369978e-07 
   44       1.321774791327e+03       7.430827070978e-02       6.330245017295e-04       1.325647638882e+00       1.388979161011e-07       9.534870304213e-04      -8.435704823152e-07 
   45       1.341239917904e+03       8.001209380440e-02       6.621834708370e-04       1.217543721777e+00       1.385538693941e-07       9.333732357995e-04      -9.093783535738e-07 
   46       1.360840496350e+03       8.598650965231e-02       6.920085959981e-04       1.098345854265e+00       1.381778074550e-07       9.139620574485e-04      -9.649819568226e-07 
   47       1.380598515076e+03       9.223458206912e-02       7.225000511284e-04       9.677045937807e-01       1.377975660475e-07       8.953454692498e-04      -1.012195065402e-06 
   48       1.400519604265e+03       9.875893581836e-02       7.536579745569e-04       8.252519146752e-01       1.374209857818e-07       8.774803204352e-04      -1.053740103274e-06 
   49       1.420591487013e+03       1.055617369927e-01       7.854824693400e-04       6.705995082742e-01       1.370298314378e-07       8.601652897765e-04      -1.093360107559e-06 
