# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.069920618622e+03       6.318956575040e-02       1.628336020714e-06       3.723224397151e+00       4.944754578969e-08       3.196734149889e-03      -1.744021596827e-05 
    3       1.006051931936e+03       1.146053528664e-01       3.258863869869e-06       4.859004911096e+00       6.141119776281e-08       3.229834130138e-03      -2.247102718027e-05 
    4       9.427322261585e+02       1.436894986910e-01       5.436226861453e-06       5.182207502979e+00       7.130481005113e-08       3.175968629960e-03      -2.407872641000e-05 
    5       8.920792335264e+02       1.437064359123e-01       8.163117900205e-06       4.989302377878e+00       7.991735011999e-08       3.089402765374e-03      -2.301395583893e-05 
    6       8.540463012773e+02       1.209318652014e-01       1.144271337226e-05       4.506201405072e+00       8.747441020558e-08       2.987984704665e-03      -1.991117686479e-05 
    7       8.265117521366e+02       8.785954032072e-02       1.527855803913e-05       3.895025162459e+00       9.411602917851e-08       2.880460643692e-03      -1.548766644753e-05 
    8       8.078640240275e+02       5.619973255019e-02       1.967443769322e-05       3.256575598095e+00       9.999119163403e-08       2.772011122298e-03      -1.046489425302e-05 
    9       7.957869267960e+02       3.294493289782e-02       2.463424471266e-05       2.654673455445e+00       1.052481793850e-07       2.665507220083e-03      -5.505830998677e-06 
   10       7.891812980288e+02       1.968551915064e-02       3.016184193386e-05       2.130059145770e+00       1.100131366736e-07       2.562665069834e-03      -1.152910938609e-06 
   11       7.867909825117e+02       1.421329779530e-02       3.626093031929e-05       1.707102029472e+00       1.112130296531e-07       2.469689743838e-03       2.183605150321e-06 
   12       7.874195604688e+02       1.292058876743e-02       4.293492573345e-05       1.397579619173e+00       1.148547150574e-07       2.372868990913e-03       4.364520186559e-06 
   13       7.909013626979e+02       1.275393564999e-02       5.018684975885e-05       1.200199781912e+00       1.181140909156e-07       2.282096349516e-03       5.340413572922e-06 
   14       7.963737684836e+02       1.212546972008e-02       5.801923890022e-05       1.102609622360e+00       1.210359740111e-07       2.202420198588e-03       5.232053032364e-06 
   15       8.032808967521e+02       1.083250560314e-02       6.643407576440e-05       1.085818847265e+00       1.236568385603e-07       2.125068377674e-03       4.240855632418e-06 
   16       8.116047005678e+02       9.425911232687e-03       7.543274489471e-05       1.126348156863e+00       1.260059575136e-07       2.052073693516e-03       2.660861794513e-06 
   17       8.208613636223e+02       8.523745263956e-03       8.501601492037e-05       1.201012973228e+00       1.281104400900e-07       1.984484653947e-03       8.049473634511e-07 
   18       8.310140388907e+02       8.401788664033e-03       9.518403463806e-05       1.289600782510e+00       1.299434047744e-07       1.921121912165e-03      -1.029069363129e-06 
   19       8.420817695956e+02       8.887176058024e-03       1.059364331819e-04       1.378714586188e+00       1.316757751917e-07       1.863476528356e-03      -2.620235122133e-06 
   20       8.536394538159e+02       9.602320906017e-03       1.172722386114e-04       1.455403699024e+00       1.331672334628e-07       1.808945556307e-03      -3.780200798063e-06 
   21       8.657326972263e+02       1.027014414979e-02       1.291901494459e-04       1.515333432009e+00       1.345059763481e-07       1.756594057261e-03      -4.421875352322e-06 
   22       8.783284059523e+02       1.066626602236e-02       1.416884364000e-04       1.557776143984e+00       1.356669332573e-07       1.703782413176e-03      -4.547837314494e-06 
   23       8.913856448792e+02       1.088955442730e-02       1.547652626316e-04       1.584682769992e+00       1.367208149114e-07       1.652524190867e-03      -4.213082152099e-06 
   24       9.047304283297e+02       1.117370139168e-02       1.684185851716e-04       1.599912596500e+00       1.376189042088e-07       1.605042383950e-03      -3.543708252760e-06 
   25       9.184577534860e+02       1.171789526609e-02       1.826465259890e-04       1.608300303476e+00       1.384159126269e-07       1.561695885795e-03      -2.669880863133e-06 
   26       9.326119248521e+02       1.269614779529e-02       1.974472506064e-04       1.615490367774e+00       1.390898281749e-07       1.520671105089e-03      -1.756202573315e-06 
   27       9.470695958733e+02       1.410575189957e-02       2.128192928391e-04       1.625559812062e+00       1.396681679945e-07       1.480619986619e-03      -9.378708344779e-07 
   28       9.616036481584e+02       1.587741723065e-02       2.287614787565e-04       1.641807922727e+00       1.401151054331e-07       1.439721446392e-03      -3.423989079353e-07 
   29       9.762766978167e+02       1.796402502726e-02       2.452732958880e-04       1.664701713032e+00       1.405043312814e-07       1.399169365043e-03      -1.764783650589e-08 
