# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02929e-05 to 163.123 h/Mpc,
# number of wavenumbers equal to 624
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       1.051564566164e-03       2.012867172257e+07       1.970376358302e+07       8.463094158347e+05       8.873481124575e+05       1.933225154694e+07       5.860309762472e+06 
       1.121582007779e-03       2.010725827722e+07       1.967229855259e+07       7.282582520795e+05       7.554987174164e+05       1.925486331551e+07       5.853639761179e+06 
       1.195298226958e-03       2.008408982277e+07       1.964033260505e+07       5.830234220559e+05       5.888837496020e+05       1.917256232955e+07       5.846295460258e+06 
       1.272638789155e-03       2.005933338038e+07       1.960759565237e+07       4.343280864867e+05       4.191964498229e+05       1.908504105585e+07       5.838445602080e+06 
       1.353493875101e-03       2.003283083717e+07       1.957380412798e+07       3.131308056727e+05       2.841982506416e+05       1.899206464987e+07       5.830192950285e+06 
       1.437723582752e-03       2.000429721367e+07       1.953880178813e+07       2.391789585204e+05       2.068850700851e+05       1.889360256973e+07       5.821556278135e+06 
       1.525164222992e-03       1.997346567615e+07       1.950253168713e+07       2.090906238856e+05       1.826997603598e+05       1.878980243588e+07       5.812457236499e+06 
       1.615635004368e-03       1.994021070192e+07       1.946496953480e+07       1.990730356389e+05       1.834250749637e+05       1.868092211129e+07       5.802758281692e+06 
       1.708944557460e-03       1.990463921824e+07       1.942611700393e+07       1.812873997140e+05       1.761184064212e+05       1.856730809863e+07       5.792352956305e+06 
       1.804896870773e-03       1.986702410440e+07       1.938597667410e+07       1.427149636270e+05       1.443813072149e+05       1.844935634852e+07       5.781233521756e+06 
       1.903296360590e-03       1.982764509276e+07       1.934453715172e+07       9.255162573662e+04       9.664190739854e+04       1.832748175867e+07       5.769495709046e+06 
       2.003951944269e-03       1.978665970718e+07       1.930178555749e+07       5.239284793139e+04       5.555648367183e+04       1.820211392452e+07       5.757278828148e+06 
       2.106680107721e-03       1.974407706641e+07       1.925772239011e+07       3.728816843238e+04       3.768044802719e+04       1.807369630607e+07       5.744679472716e+06 
       2.211307043597e-03       1.969984916656e+07       1.921237742416e+07       4.347713832196e+04       4.045521586457e+04       1.794268760348e+07       5.731705097870e+06 
       2.317669987009e-03       1.965398097797e+07       1.916580013354e+07       5.283958089546e+04       4.679107417400e+04       1.780953981374e+07       5.718296773994e+06 
       2.425617896367e-03       1.960658921992e+07       1.911805200573e+07       4.925296328541e+04       4.165654549206e+04       1.767468133942e+07       5.704404960672e+06 
       2.535011626577e-03       1.955785578117e+07       1.906919168733e+07       3.165029702176e+04       2.471579238102e+04       1.753849497865e+07       5.690048806598e+06 
       2.645723728360e-03       1.950793858822e+07       1.901927257434e+07       1.241624856965e+04       7.932582973128e+03       1.740131203750e+07       5.675313032269e+06 
       2.757637987539e-03       1.945691641697e+07       1.896834742536e+07       4.034749771624e+03       2.110068640440e+03       1.726341570060e+07       5.660288160572e+06 
       2.870648796326e-03       1.940481172928e+07       1.891647648587e+07       7.587238504791e+03       6.511145220053e+03       1.712505020915e+07       5.645011739666e+06 
       2.984660427864e-03       1.935165297267e+07       1.886372479679e+07       1.362202409432e+04       1.125293995166e+04       1.698642166169e+07       5.629461618390e+06 
       3.099586267052e-03       1.929752281401e+07       1.881016117970e+07       1.285885022702e+04       8.465290294176e+03       1.684770139814e+07       5.613605709731e+06 
       3.215348035559e-03       1.924253794836e+07       1.875584689219e+07       4.912804834687e+03       3.854727375208e+03       1.670907921297e+07       5.597453318652e+06 
       3.331875036941e-03       1.918680821643e+07       1.870084325912e+07      -3.266228993958e+03       1.143181369833e+04       1.657078417854e+07       5.581064287648e+06 
       3.449103438556e-03       1.913039112682e+07       1.864520228341e+07      -5.994948889764e+03       2.773208133588e+04       1.643275766598e+07       5.564502222201e+06 
       3.566975600163e-03       1.907331384901e+07       1.858897885705e+07      -4.456433588408e+03       4.027491013775e+04       1.629517553520e+07       5.547792416708e+06 
       3.685439454157e-03       1.901560669856e+07       1.853222441173e+07      -3.865668650934e+03       4.199779416214e+04       1.615819216743e+07       5.530916404461e+06 
       3.804447938978e-03       1.895733389590e+07       1.847499085556e+07      -6.619889120020e+03       3.615842863756e+04       1.602194269081e+07       5.513852878358e+06 
       3.923958484890e-03       1.889857440807e+07       1.841732199468e+07      -9.720531745161e+03       3.094069310141e+04       1.588653718740e+07       5.496614611035e+06 
       4.043932549896e-03       1.883939588482e+07       1.835926013914e+07      -8.948513720832e+03       3.111225519147e+04       1.575206845691e+07       5.479249211872e+06 
       4.164335202629e-03       1.877982912193e+07       1.830083891605e+07      -4.278568444351e+03       3.463197170910e+04       1.561860814325e+07       5.461799509211e+06 
       4.285134748648e-03       1.871989216482e+07       1.824209496956e+07      -4.237235969278e+01       3.626553239303e+04       1.548621903757e+07       5.444274387222e+06 
       4.406302396369e-03       1.865961238782e+07       1.818306311988e+07       4.564370804437e+01       3.355279253732e+04       1.535495241246e+07       5.426653394594e+06 
       4.527811958903e-03       1.859903421981e+07       1.812377235872e+07      -3.082271899288e+03       2.891427540547e+04       1.522484498448e+07       5.408921243394e+06 
       4.649639588215e-03       1.853821150112e+07       1.806425170375e+07      -2.382949921143e+04      -2.421563157262e+04       1.509592590543e+07       5.391093322347e+06 
       4.771763538247e-03       1.847718495647e+07       1.800452978111e+07      -2.255208319356e+04      -2.291749152014e+04       1.496821480379e+07       5.373213905255e+06 
       4.894163953891e-03       1.841596921575e+07       1.794462899850e+07      -2.136739744025e+04      -2.171360074422e+04       1.484171904352e+07       5.355307167854e+06 
       5.016822682975e-03       1.835457401327e+07       1.788457263979e+07      -2.026749456561e+04      -2.059587275505e+04       1.471643970182e+07       5.337369176809e+06 
       5.139723108720e-03       1.829302192759e+07       1.782438463701e+07      -1.924549016742e+04      -1.955729882848e+04       1.459237253197e+07       5.319379484745e+06 
       5.262850000337e-03       1.823134613406e+07       1.776408476112e+07      -1.829464334378e+04      -1.859102661540e+04       1.446950327443e+07       5.301330704806e+06 
       5.386189379735e-03       1.816958664522e+07       1.770369836586e+07      -1.740828305923e+04      -1.769028551352e+04       1.434781667420e+07       5.283245121798e+06 
       5.509728402495e-03       1.810775686065e+07       1.764323736199e+07      -1.658035403010e+04      -1.684893107614e+04       1.422728136351e+07       5.265151788912e+06 
       5.633455251495e-03       1.804587146996e+07       1.758272686227e+07      -1.580592544173e+04      -1.606195279722e+04       1.410787353755e+07       5.247066554939e+06 
       5.757359041740e-03       1.798392985302e+07       1.752217581582e+07      -1.508103679687e+04      -1.532531818684e+04       1.398955362266e+07       5.228975423816e+06 
       5.881429735139e-03       1.792196567184e+07       1.746161542536e+07      -1.440210510871e+04      -1.463537942758e+04       1.387229824140e+07       5.210865442366e+06 
       6.005658064095e-03       1.785999286812e+07       1.740104888184e+07      -1.376542529080e+04      -1.398837236778e+04       1.375606142742e+07       5.192734055427e+06 
       6.130035462923e-03       1.779803594493e+07       1.734049293111e+07      -1.316731283439e+04      -1.338055931900e+04       1.364080863848e+07       5.174604122855e+06 
       6.254554006220e-03       1.773610302096e+07       1.727995848421e+07      -1.260452464677e+04      -1.280864911332e+04       1.352650243213e+07       5.156497598953e+06 
       6.379206353425e-03       1.767419957030e+07       1.721945937557e+07      -1.207449180334e+04      -1.227002929325e+04       1.341311058877e+07       5.138417969010e+06 
       6.503985698871e-03       1.761232932487e+07       1.715900337751e+07      -1.157510849527e+04      -1.176255432226e+04       1.330059934678e+07       5.120349463989e+06 
       6.628885726747e-03       1.755051123224e+07       1.709860386009e+07      -1.110432061437e+04      -1.128413383235e+04       1.318894341787e+07       5.102281345707e+06 
       6.753900570425e-03       1.748876321703e+07       1.703826970151e+07      -1.065994614673e+04      -1.083255266961e+04       1.307811794930e+07       5.084220698506e+06 
       6.879024775696e-03       1.742709313048e+07       1.697800505068e+07      -1.023984265431e+04      -1.040563816252e+04       1.296809877300e+07       5.066186662060e+06 
       7.004253267489e-03       1.736550525058e+07       1.691781820363e+07      -9.842207807526e+03      -1.000156047140e+04       1.285886893517e+07       5.048192939102e+06 
       7.129581319714e-03       1.730400295935e+07       1.685771816516e+07      -9.465640376129e+03      -9.618893181630e+03       1.275041594152e+07       5.030235291841e+06 
       7.255004527899e-03       1.724258797917e+07       1.679770701880e+07      -9.108930503702e+03      -9.256403206278e+03       1.264272526226e+07       5.012297946766e+06 
       7.380518784339e-03       1.718127534409e+07       1.673779386374e+07      -8.770811124904e+03      -8.912802134685e+03       1.253579047547e+07       4.994376346679e+06 
       7.506120255487e-03       1.712007941954e+07       1.667798742699e+07      -8.449921401423e+03      -8.586709507126e+03       1.242960687826e+07       4.976482340303e+06 
       7.631805361386e-03       1.705900126417e+07       1.661828891771e+07      -8.144977611565e+03      -8.276823539649e+03       1.232416553125e+07       4.958631097504e+06 
       7.757570756903e-03       1.699804128928e+07       1.655870367107e+07      -7.854951545216e+03      -7.982099454162e+03       1.221946144791e+07       4.940828107577e+06 
       7.883413314624e-03       1.693720131997e+07       1.649923728005e+07      -7.579041165653e+03      -7.701719905770e+03       1.211549017922e+07       4.923064515388e+06 
       8.009330109218e-03       1.687649091734e+07       1.643989814868e+07      -7.316496648145e+03      -7.434920890872e+03       1.201224892310e+07       4.905330077761e+06 
       8.135318403144e-03       1.681590866296e+07       1.638068033679e+07      -7.066479266364e+03      -7.180850442558e+03       1.190972400728e+07       4.887622209607e+06 
       8.261375633566e-03       1.675547075204e+07       1.632159753752e+07      -6.828114937971e+03      -6.938622374966e+03       1.180791495201e+07       4.869955999657e+06 
       8.387499400368e-03       1.669517932345e+07       1.626265402381e+07      -6.600623833485e+03      -6.707445617914e+03       1.170681355931e+07       4.852342899523e+06 
       8.513687455156e-03       1.663503029358e+07       1.620384992097e+07      -6.383404609833e+03      -6.486708388884e+03       1.160640772659e+07       4.834781073358e+06 
       8.639937691168e-03       1.657502208230e+07       1.614518512267e+07      -6.175967412560e+03      -6.275911110007e+03       1.150668460025e+07       4.817259372728e+06 
       8.766248133994e-03       1.651516468657e+07       1.608666716699e+07      -5.977809420035e+03      -6.074541932586e+03       1.140763606246e+07       4.799772289339e+06 
       8.892616933050e-03       1.645546047355e+07       1.602829479042e+07      -5.788359324511e+03      -5.882021099275e+03       1.130924793778e+07       4.782323435660e+06 
       9.019042353725e-03       1.639591412830e+07       1.597007191678e+07      -5.607039328309e+03      -5.697762981900e+03       1.121150964163e+07       4.764924539821e+06 
       9.145522770143e-03       1.633652427168e+07       1.591199946856e+07      -5.433373494734e+03      -5.521284361911e+03       1.111440941180e+07       4.747581115957e+06 
       9.272056658494e-03       1.627729003150e+07       1.585407907006e+07      -5.267000184557e+03      -5.352216802857e+03       1.101793725850e+07       4.730288129388e+06 
       9.398642590880e-03       1.621820913282e+07       1.579630782629e+07      -5.107597931323e+03      -5.190232446318e+03       1.092208190850e+07       4.713035306801e+06 
       9.525279229626e-03       1.615928987941e+07       1.573869145237e+07      -4.954808330386e+03      -5.034966938582e+03       1.082683980969e+07       4.695821518037e+06 
       9.651965322028e-03       1.610053551221e+07       1.568123094319e+07      -4.808229022782e+03      -4.886012337141e+03       1.073220679864e+07       4.678653700807e+06 
       9.778699695493e-03       1.604194018251e+07       1.562392081588e+07      -4.667482342339e+03      -4.742985738238e+03       1.063817724350e+07       4.661538505193e+06 
       9.905481253042e-03       1.598351085239e+07       1.556677077118e+07      -4.532276710295e+03      -4.605590733358e+03       1.054475826875e+07       4.644479320206e+06 
       1.003230896914e-02       1.592523875601e+07       1.550977319105e+07      -4.402381544464e+03      -4.473592126113e+03       1.045194888939e+07       4.627466866083e+06 
       1.015918188586e-02       1.586713061283e+07       1.545293385210e+07      -4.277571189461e+03      -4.346759973967e+03       1.035975978475e+07       4.610496202987e+06 
       1.028609910925e-02       1.580918471040e+07       1.539624902004e+07      -4.157577244331e+03      -4.224821802635e+03       1.026819832885e+07       4.593567464003e+06 
       1.041305980609e-02       1.575140609105e+07       1.533972326170e+07      -4.042118342342e+03      -4.107492462213e+03       1.017727986523e+07       4.576689119314e+06 
       1.054006320074e-02       1.569378929329e+07       1.528335253320e+07      -3.930949158072e+03      -3.994523045913e+03       1.008701659141e+07       4.559864838168e+06 
       1.066710857234e-02       1.563633590355e+07       1.522714056988e+07      -3.823886916513e+03      -3.885727440617e+03       9.997427525771e+06       4.543092939131e+06 
       1.079419525209e-02       1.557904746801e+07       1.517108942602e+07      -3.720777443843e+03      -3.780948312569e+03       9.908532075521e+06       4.526367148216e+06 
       1.092132262083e-02       1.552192062106e+07       1.511519426608e+07      -3.621447276351e+03      -3.680009185925e+03       9.820346338469e+06       4.509682989516e+06 
       1.104849010675e-02       1.546496187707e+07       1.505946042703e+07      -3.525697206861e+03      -3.582708051378e+03       9.732893123988e+06       4.493045800617e+06 
       1.117569718319e-02       1.540816470491e+07       1.500388148349e+07      -3.433329349010e+03      -3.488844344998e+03       9.646187782340e+06       4.476459880905e+06 
       1.130294336672e-02       1.535153456666e+07       1.494846456024e+07      -3.344188407569e+03      -3.398260297213e+03       9.560253418359e+06       4.459928721104e+06 
       1.143022821528e-02       1.529506429613e+07       1.489320335427e+07      -3.258154076464e+03      -3.310833215039e+03       9.475103713720e+06       4.443446014284e+06 
       1.155755132645e-02       1.523875935378e+07       1.483810285311e+07      -3.175113636444e+03      -3.226448153994e+03       9.390757606370e+06       4.427008110644e+06 
       1.168491233583e-02       1.518261658114e+07       1.478315838803e+07      -3.094930626917e+03      -3.144966512985e+03       9.307226146043e+06       4.410613745808e+06 
       1.181231091561e-02       1.512663657481e+07       1.472836984179e+07      -3.017455596369e+03      -3.066236833176e+03       9.224520799518e+06       4.394267767455e+06 
       1.193974677314e-02       1.507082292427e+07       1.467374157846e+07      -2.942555826865e+03      -2.990124516001e+03       9.142653060088e+06       4.377975424539e+06 
       1.206721964965e-02       1.501517057910e+07       1.461926960895e+07      -2.870129607868e+03      -2.916526044648e+03       9.061626613115e+06       4.361734270764e+06 
       1.219472931907e-02       1.495967771180e+07       1.456495228227e+07      -2.800094297703e+03      -2.845357068365e+03       8.981443721776e+06       4.345539063616e+06 
       1.232227558690e-02       1.490434747311e+07       1.451079201337e+07      -2.732360151730e+03      -2.776526228506e+03       8.902106060232e+06       4.329387760756e+06 
       1.244985828920e-02       1.484918012822e+07       1.445678809622e+07      -2.666819419353e+03      -2.709924233676e+03       8.823610639766e+06       4.313282454623e+06 
       1.257747729160e-02       1.479417385409e+07       1.440293881974e+07      -2.603362976301e+03      -2.645440497705e+03       8.745950963753e+06       4.297227039352e+06 
       1.270513248843e-02       1.473932770155e+07       1.434924423421e+07      -2.541901788344e+03      -2.582984605887e+03       8.669119480756e+06       4.281222972658e+06 
       1.283282380188e-02       1.468464267006e+07       1.429570614158e+07      -2.482369437100e+03      -2.522488832015e+03       8.593106748337e+06       4.265267772392e+06 
       1.296055118127e-02       1.463011728858e+07       1.424232295654e+07      -2.424703097441e+03      -2.463889093851e+03       8.517899607053e+06       4.249357118911e+06 
       1.308831460228e-02       1.457575163178e+07       1.418909405876e+07      -2.368828148641e+03      -2.407109575478e+03       8.443483563673e+06       4.233490462778e+06 
       1.321611406636e-02       1.452154640865e+07       1.413601973985e+07      -2.314660724183e+03      -2.352065277313e+03       8.369843263860e+06       4.217671181476e+06 
       1.334394960010e-02       1.446750353943e+07       1.408310252076e+07      -2.262124298714e+03      -2.298678603315e+03       8.296963369498e+06       4.201902939513e+06 
       1.347182125465e-02       1.441361791388e+07       1.403033807412e+07      -2.211159358678e+03      -2.246889004261e+03       8.224823810811e+06       4.186183765945e+06 
       1.359972910526e-02       1.435988827874e+07       1.397772542639e+07      -2.161718373182e+03      -2.196647968631e+03       8.153405862707e+06       4.170509960582e+06 
       1.372767325078e-02       1.430631734551e+07       1.392526678298e+07      -2.113750394184e+03      -2.147903618658e+03       8.082692327272e+06       4.154880038207e+06 
       1.385565381324e-02       1.425290564150e+07       1.387296209187e+07      -2.067193770340e+03      -2.100593410513e+03       8.012664603122e+06       4.139295424045e+06 
       1.398367093749e-02       1.419965181984e+07       1.382080994088e+07      -2.021984791235e+03      -2.054652781046e+03       7.943303507650e+06       4.123758858370e+06 
       1.411172479078e-02       1.414655576217e+07       1.376881095574e+07      -1.978070917620e+03      -2.010028383420e+03       7.874591207058e+06       4.108271633290e+06 
       1.423981556252e-02       1.409361257052e+07       1.371696028514e+07      -1.935411526547e+03      -1.966678811374e+03       7.806507570496e+06       4.092830376943e+06 
       1.436794346395e-02       1.404082453720e+07       1.366526032624e+07      -1.893970065516e+03      -1.924566777507e+03       7.739036772935e+06       4.077432970666e+06 
       1.449610872792e-02       1.398819236058e+07       1.361371140281e+07      -1.853702644165e+03      -1.883647683132e+03       7.672162498823e+06       4.062079136231e+06 
       1.461807752384e-02       1.393826520013e+07       1.356480991051e+07      -1.816437607727e+03      -1.845779585928e+03       7.609079563266e+06       4.047514665708e+06 
       1.462431160861e-02       1.393571592016e+07       1.356231288467e+07      -1.814559547870e+03      -1.843871136222e+03       7.605868751668e+06       4.046771052392e+06 
       1.475255238142e-02       1.388339191046e+07       1.351106183112e+07      -1.776494235073e+03      -1.805189943287e+03       7.540138855528e+06       4.031509976367e+06 
       1.488083134272e-02       1.383122423733e+07       1.345996272559e+07      -1.739471600102e+03      -1.767568391064e+03       7.474960891536e+06       4.016296718896e+06 
       1.500914880979e-02       1.377920249522e+07       1.340900546349e+07      -1.703461277702e+03      -1.730975501875e+03       7.410315681017e+06       4.001125887683e+06 
       1.513750512064e-02       1.372733573583e+07       1.335819874677e+07      -1.668433188578e+03      -1.695380646757e+03       7.346194929621e+06       3.985998510106e+06 
       1.526590063395e-02       1.367562001776e+07       1.330753844816e+07      -1.634349406066e+03      -1.660745346623e+03       7.282583915680e+06       3.970914363884e+06 
       1.539433572899e-02       1.362405599251e+07       1.325702526570e+07      -1.601171503950e+03      -1.627030656852e+03       7.219471138108e+06       3.955875872914e+06 
       1.552281080562e-02       1.357264425690e+07       1.320666038033e+07      -1.568867345488e+03      -1.594203945400e+03       7.156845767207e+06       3.940884109909e+06 
       1.565132628421e-02       1.352138337865e+07       1.315644259103e+07      -1.537411797596e+03      -1.562239599699e+03       7.094696316271e+06       3.925937266654e+06 
       1.577988260566e-02       1.347027022540e+07       1.310636898973e+07      -1.506781304126e+03      -1.531113599344e+03       7.033010686267e+06       3.911032480204e+06 
       1.590848023144e-02       1.341931123097e+07       1.305644568736e+07      -1.476949181383e+03      -1.500798831169e+03       6.971782058336e+06       3.896171351468e+06 
       1.603711964361e-02       1.336849488325e+07       1.300666087668e+07      -1.447883381143e+03      -1.471262803808e+03       6.910994719679e+06       3.881352131232e+06 
       1.616580134488e-02       1.331783823556e+07       1.295703209836e+07      -1.419557235912e+03      -1.442478475679e+03       6.850648533780e+06       3.866581322789e+06 
       1.629452585871e-02       1.326732801870e+07       1.290754624781e+07      -1.391946833929e+03      -1.414421523775e+03       6.790728083435e+06       3.851854739569e+06 
       1.642329372939e-02       1.321696551758e+07       1.285820430463e+07      -1.365033739276e+03      -1.387073141048e+03       6.731225943794e+06       3.837171042314e+06 
       1.655210552215e-02       1.316675090048e+07       1.280900628408e+07      -1.338797780445e+03      -1.360412796272e+03       6.672134619157e+06       3.822529231275e+06 
       1.668096182330e-02       1.311668356921e+07       1.275995122698e+07      -1.313215131793e+03      -1.334416316775e+03       6.613446850619e+06       3.807929864697e+06 
       1.680986324040e-02       1.306676212482e+07       1.271103803461e+07      -1.288261482171e+03      -1.309059057831e+03       6.555155827117e+06       3.793374111768e+06 
       1.693881040241e-02       1.301698186183e+07       1.266226233714e+07      -1.263915971717e+03      -1.284319834200e+03       6.497253954061e+06       3.778861133845e+06 
       1.706780395988e-02       1.296734910926e+07       1.261363058183e+07      -1.240163120780e+03      -1.260182870173e+03       6.439740049002e+06       3.764391721512e+06 
       1.719684458516e-02       1.291786261263e+07       1.256514183948e+07      -1.216987434454e+03      -1.236632373341e+03       6.382609981839e+06       3.749964195969e+06 
       1.732593297262e-02       1.286852023263e+07       1.251679340104e+07      -1.194370764221e+03      -1.213649906747e+03       6.325860080926e+06       3.735577848701e+06 
       1.745506983886e-02       1.281932421079e+07       1.246858781833e+07      -1.172293537864e+03      -1.191215627762e+03       6.269490084415e+06       3.721234546392e+06 
       1.758425592302e-02       1.277027080166e+07       1.242052125366e+07      -1.150737239781e+03      -1.169310752154e+03       6.213497982375e+06       3.706934181165e+06 
       1.771349198700e-02       1.272136144578e+07       1.237259523597e+07      -1.129687486711e+03      -1.147920645716e+03       6.157885546838e+06       3.692676836104e+06 
       1.784277881576e-02       1.267259545075e+07       1.232480942678e+07      -1.109131740140e+03      -1.127032524589e+03       6.102654627610e+06       3.678461130183e+06 
       1.797211721765e-02       1.262397328051e+07       1.227716434401e+07      -1.089056430112e+03      -1.106632583253e+03       6.047808704723e+06       3.664286587972e+06 
       1.810150802469e-02       1.257549974835e+07       1.222966463800e+07      -1.069446292279e+03      -1.086705336268e+03       5.993354499208e+06       3.650155256823e+06 
       1.823095209294e-02       1.252715886461e+07       1.218229376063e+07      -1.050284298847e+03      -1.067233514711e+03       5.939289849406e+06       3.636063532876e+06 
       1.836045030283e-02       1.247896451649e+07       1.213506633137e+07      -1.031558410724e+03      -1.048204888056e+03       5.885628097772e+06       3.622015745713e+06 
       1.849000355954e-02       1.243090736617e+07       1.208797305293e+07      -1.013257080360e+03      -1.029607692636e+03       5.832372312261e+06       3.608008363120e+06 
