# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.095924355101e+03       6.294207060375e-02       1.644282209815e-06       3.622281283038e+00       4.910391364692e-08       3.294348407219e-03      -1.724405340093e-05 
    3       1.024534762537e+03       1.137274385593e-01       3.290726253653e-06       4.694622008170e+00       6.103854575900e-08       3.330242669023e-03      -2.216437018079e-05 
    4       9.557488758156e+02       1.424428402281e-01       5.489266118265e-06       4.987283305688e+00       7.095409491044e-08       3.274989067598e-03      -2.371629958976e-05 
    5       9.011315969078e+02       1.425245909141e-01       8.242560011873e-06       4.795849714894e+00       7.951031951303e-08       3.185879572071e-03      -2.264748073015e-05 
    6       8.603613912625e+02       1.201262680731e-01       1.155374527197e-05       4.338500657484e+00       8.703831760557e-08       3.082656630743e-03      -1.958186568733e-05 
    7       8.312171540791e+02       8.750196638854e-02       1.542632580786e-05       3.765260017317e+00       9.370734624638e-08       2.972749084640e-03      -1.521659052797e-05 
    8       8.108362303450e+02       5.618672911789e-02       1.986404750229e-05       3.169028052539e+00       9.961852146005e-08       2.860367291222e-03      -1.025259143658e-05 
    9       7.977984423059e+02       3.313042541873e-02       2.487076656487e-05       2.606908017881e+00       1.049163038606e-07       2.749715811514e-03      -5.336211368514e-06 
   10       7.905620581595e+02       1.997726608022e-02       3.045031610567e-05       2.114502109592e+00       1.097237783217e-07       2.643460651754e-03      -9.995650184760e-07 
   11       7.875403275716e+02       1.459095117108e-02       3.660637625883e-05       1.714717614977e+00       1.110370999967e-07       2.544452364947e-03       2.340642765750e-06 
   12       7.881828208874e+02       1.339387407561e-02       4.334235303123e-05       1.418401541402e+00       1.147267619397e-07       2.446656110326e-03       4.567388238526e-06 
   13       7.913441928839e+02       1.330759417252e-02       5.066127068616e-05       1.225541113487e+00       1.180365773436e-07       2.353491948434e-03       5.597139982118e-06 
   14       7.965169894062e+02       1.269268384137e-02       5.856568191137e-05       1.126475574723e+00       1.210063721471e-07       2.266418903852e-03       5.536357105675e-06 
   15       8.034287002197e+02       1.131270215273e-02       6.705759928724e-05       1.103888165090e+00       1.236733943451e-07       2.187814762565e-03       4.600246931186e-06 
   16       8.115028807695e+02       9.727330959824e-03       7.613845069438e-05       1.137483686463e+00       1.260689137039e-07       2.115760867798e-03       3.061531647801e-06 
   17       8.207978326422e+02       8.601440266277e-03       8.580906031562e-05       1.205803960608e+00       1.282189531917e-07       2.045912601730e-03       1.213494341577e-06 
