# Matter power spectrum P(k) at redshift z=0
# for k=1.02199e-05 to 157.883 h/Mpc,
# number of wavenumbers equal to 621
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.021990153461e-05       4.938867999593e+01 
       2.304766322696e-05       1.087148037501e+02 
       3.591967033303e-05       1.672265033063e+02 
       4.887026857119e-05       2.254885564607e+02 
       6.193436277247e-05       2.838395196865e+02 
       7.514772556132e-05       3.425445881032e+02 
       8.854731577167e-05       4.018386455816e+02 
       1.021716108034e-04       4.619441666081e+02 
       1.160609571561e-04       5.230807210119e+02 
       1.302579434116e-04       5.854710200316e+02 
       1.448077999425e-04       6.493453807156e+02 
       1.597588295745e-04       7.149453792456e+02 
       1.751628732594e-04       7.825271897353e+02 
       1.910758144757e-04       8.523647734761e+02 
       2.075581254497e-04       9.247530266245e+02 
       2.246754572787e-04       1.000010949955e+03 
       2.424992744649e-04       1.078484800609e+03 
       2.611075320323e-04       1.160551330453e+03 
       2.805853900439e-04       1.246620862520e+03 
       3.010259556396e-04       1.337140116747e+03 
       3.225310363277e-04       1.432594665803e+03 
       3.452118797839e-04       1.533510520249e+03 
       3.691898644859e-04       1.640454718167e+03 
       3.945970918655e-04       1.754033974596e+03 
       4.215768142925e-04       1.874891517748e+03 
       4.502836145627e-04       2.003700388193e+03 
       4.808832328544e-04       2.141153746674e+03 
       5.135519186674e-04       2.287950810116e+03 
       5.484751718379e-04       2.444778947358e+03 
       5.858457337954e-04       2.612292367610e+03 
       6.258607047688e-04       2.791089537648e+03 
       6.687177023102e-04       2.981691980178e+03 
       7.146100478170e-04       3.184528932029e+03 
       7.637210731543e-04       3.399931219315e+03 
       8.162177738455e-04       3.628138020184e+03 
       8.722441826919e-04       3.869312491090e+03 
       9.319149707642e-04       4.123561243837e+03 
       9.953098665184e-04       4.390940094997e+03 
       1.062469484743e-03       4.671434479450e+03 
       1.133393055498e-03       4.964904828051e+03 
       1.208038344349e-03       5.271010989396e+03 
       1.286323792712e-03       5.589144634541e+03 
       1.368132635326e-03       5.918385669329e+03 
       1.453318529121e-03       6.257631584969e+03 
       1.541712096984e-03       6.605681321458e+03 
       1.633127766872e-03       6.961354818633e+03 
       1.727370358159e-03       7.323576756590e+03 
       1.824241000771e-03       7.691358591316e+03 
       1.923542129990e-03       8.063725364930e+03 
       2.025081448336e-03       8.439663243035e+03 
       2.128674864882e-03       8.818140940675e+03 
       2.234148503789e-03       9.198192421038e+03 
       2.341339919165e-03       9.578989231791e+03 
       2.450098669803e-03       9.959846751636e+03 
       2.560286403452e-03       1.034016155694e+04 
       2.671776584491e-03       1.071935416123e+04 
       2.784453977465e-03       1.109685639054e+04 
       2.898213976418e-03       1.147216031967e+04 
       3.012961848941e-03       1.184485237890e+04 
       3.128611945711e-03       1.221461173836e+04 
       3.245086911396e-03       1.258115952604e+04 
       3.362316921101e-03       1.294421393917e+04 
       3.480238957666e-03       1.330351924131e+04 
       3.598796138561e-03       1.365885296586e+04 
       3.717937096467e-03       1.401005639216e+04 
       3.837615414407e-03       1.435701067653e+04 
       3.957789114155e-03       1.469959274904e+04 
       4.078420195286e-03       1.503769102265e+04 
       4.199474221492e-03       1.537119582414e+04 
       4.320919950372e-03       1.570003690345e+04 
       4.442729002825e-03       1.602417365971e+04 
       4.564875568225e-03       1.634356203442e+04 
       4.687336141746e-03       1.665817331248e+04 
       4.810089290443e-03       1.696796191527e+04 
       4.933115444969e-03       1.727291195369e+04 
       5.056396714095e-03       1.757301724539e+04 
