# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_scf            17:(.)p_scf              18:(.)p_prime_scf        19:phi_scf               20:phi'_scf              21:V_scf                 22:V'_scf                23:V''_scf               24:(.)w_scf              25:(.)Om                 26:(.)Our                27:(.)Oscf               28:(.)OscfKin            29:(.)Otot               30:(.)rho_tot            31:(.)p_tot              32:(.)p_tot_prime        33:gr.fac. D             34:gr.fac. f             35:beta                  36:dbeta/dz           
       8.980856820338e+13       9.363018640885e-26       5.156834959053e-09       1.741726626875e+22       1.450740751952e+04       1.615370093270e-10       1.302889497671e+18       2.976988479579e-09       1.789988176302e+44       1.835164259235e+33       9.687604041277e+33       4.118847466063e+43       1.372949155354e+43       8.317387197418e+43       3.033611642766e+44       4.363633906154e+19       4.363633906154e+19      -1.692546160423e+28       1.568700288817e-07       1.040210849170e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       3.798366322858e-11       8.642262770504e-01       1.438428652053e-25       1.438428652053e-25       8.642262770884e-01       3.033611642766e+44       1.011203880883e+44      -7.844421795237e+52       5.886909599291e-06       1.646118170962e+00       7.071067811865e-02       0.000000000000e+00 
       8.884838741853e+13       9.566483648113e-26       5.211404641159e-09       1.704682668645e+22       1.450740751952e+04       1.632827329907e-10       1.288959763732e+18       3.009160668832e-09       1.714657057307e+44       1.776929814534e+33       9.380191645761e+33       3.945506997842e+43       1.315168999281e+43       7.967352435741e+43       2.905943000777e+44       5.059243171519e+19       5.059243171519e+19      -1.941375505291e+28       1.568700349358e-07       1.132161090159e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       3.839415108043e-11       8.642262770501e-01       1.740998763626e-25       1.740998763626e-25       8.642262770885e-01       2.905943000777e+44       9.686476668885e+43      -7.433953221860e+52       5.991073116110e-06       1.617498013194e+00       7.071067811865e-02       0.000000000000e+00 
       8.789847232612e+13       9.774370093640e-26       5.267793312669e-09       1.668426580807e+22       1.450740751952e+04       1.650473226166e-10       1.275178958378e+18       3.041680541580e-09       1.642496226007e+44       1.720543297358e+33       9.082534230028e+33       3.779461511573e+43       1.259820503858e+43       7.632048782700e+43       2.783647255542e+44       5.770131664870e+19       5.770131664870e+19      -2.190491094932e+28       1.568700415676e-07       1.222155685049e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       3.880907505748e-11       8.642262770497e-01       2.072867405661e-25       2.072867405661e-25       8.642262770885e-01       2.783647255542e+44       9.278824184780e+43      -7.044962898140e+52       6.095236632930e-06       1.589856054128e+00       7.071067811865e-02       0.000000000000e+00 
       8.695871317136e+13       9.986774058437e-26       5.326000973582e-09       1.632941606519e+22       1.450740751952e+04       1.668309820883e-10       1.261545489350e+18       3.074551855225e-09       1.573372261788e+44       1.665946068253e+33       8.794322243606e+33       3.620404000112e+43       1.206801333371e+43       7.310856283979e+43       2.666498290302e+44       6.490758036949e+19       6.490758036949e+19      -2.437715202960e+28       1.568700487780e-07       1.310236227555e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       3.922848310049e-11       8.642262770493e-01       2.434187961251e-25       2.434187961251e-25       8.642262770886e-01       2.666498290302e+44       8.888327633991e+43      -6.676326949465e+52       6.199400149750e-06       1.563142986116e+00       7.071067811865e-02       0.000000000000e+00 
       8.602900137289e+13       1.020379371138e-25       5.382389645092e-09       1.598211345334e+22       1.450740751952e+04       1.686339174929e-10       1.248057781413e+18       3.107778407773e-09       1.507157359005e+44       1.613081348543e+33       8.515255958870e+33       3.468040376624e+43       1.156013458875e+43       7.003181075854e+43       2.554279504354e+44       7.216165080332e+19       7.216165080332e+19      -2.681178839029e+28       1.568700565678e-07       1.396443426750e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       3.965242366839e-11       8.642262770490e-01       2.825127425574e-25       2.825127425574e-25       8.642262770886e-01       2.554279504354e+44       8.514265014176e+43      -6.326980309281e+52       6.303563666570e-06       1.537312760654e+00       7.071067811865e-02       0.000000000000e+00 
       8.510922951025e+13       1.042552935465e-25       5.440597306006e-09       1.564219745615e+22       1.450740751952e+04       1.704563371446e-10       1.234714276177e+18       3.141364038277e-09       1.443729090674e+44       1.561894161283e+33       8.245045159486e+33       3.322088930826e+43       1.107362976942e+43       6.708454287178e+43       2.446783412573e+44       7.941932270161e+19       7.941932270161e+19      -2.919290268943e+28       1.568700649380e-07       1.480817125881e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.008094574443e-11       8.642262770486e-01       3.245866483054e-25       3.245866483054e-25       8.642262770887e-01       2.446783412573e+44       8.155944708248e+43      -5.995913641893e+52       6.407727183390e-06       1.512322323481e+00       7.071067811865e-02       0.000000000000e+00 
       8.419929131143e+13       1.065208347004e-25       5.500623956323e-09       1.530951097122e+22       1.450740751952e+04       1.722984516088e-10       1.221513431909e+18       3.175312627277e-09       1.382970182115e+44       1.512331274087e+33       7.983408838236e+33       3.182279808132e+43       1.060759936044e+43       6.426130987576e+43       2.343811261780e+44       8.664131751504e+19       8.664131751504e+19      -3.150706331130e+28       1.568700738893e-07       1.563396320796e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.051409884049e-11       8.642262770482e-01       3.696599590925e-25       3.696599590925e-25       8.642262770887e-01       2.343811261780e+44       7.812704205618e+43      -5.682170426278e+52       6.511890700210e-06       1.488131375102e+00       7.071067811865e-02       0.000000000000e+00 
       8.329908164066e+13       1.088356076633e-25       5.558831617236e-09       1.498390023749e+22       1.450740751952e+04       1.741604737264e-10       1.208453723362e+18       3.209628097250e-09       1.324768294116e+44       1.464341143772e+33       7.730074905009e+33       3.048354510705e+43       1.016118170235e+43       6.155689179908e+43       2.245172663269e+44       9.379287536926e+19       9.379287536926e+19      -3.374306318484e+28       1.568700834231e-07       1.644219177955e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.095193300364e-11       8.642262770479e-01       4.177535069070e-25       4.177535069070e-25       8.642262770888e-01       2.245172663269e+44       7.483908877258e+43      -5.384844192498e+52       6.616054217030e-06       1.464702153933e+00       7.071067811865e-02       0.000000000000e+00 
       8.240849648618e+13       1.112006822776e-25       5.618858267553e-09       1.466521476414e+22       1.450740751952e+04       1.760426186388e-10       1.195533641596e+18       3.244314413063e-09       1.269015815230e+44       1.417873862747e+33       7.484779903959e+33       2.920065419511e+43       9.733551398371e+42       5.896628835126e+43       2.150685240783e+44       1.008433769421e+20       1.008433769421e+20      -3.589168213121e+28       1.568700935402e-07       1.723323052070e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.139449882245e-11       8.642262770475e-01       4.688895196275e-25       4.688895196275e-25       8.642262770889e-01       2.150685240783e+44       7.168950802313e+43      -5.103075902718e+52       6.720217733850e-06       1.441999239610e+00       7.071067811865e-02       0.000000000000e+00 
       8.152743294829e+13       1.136171516333e-25       5.680703907274e-09       1.435330726110e+22       1.450740751952e+04       1.779451038121e-10       1.182751693801e+18       3.279375582432e-09       1.215609662805e+44       1.372881107118e+33       7.247268739187e+33       2.797175336491e+43       9.323917788304e+42       5.648470967755e+43       2.060174293315e+44       1.077659931858e+20       1.077659931858e+20      -3.794547078344e+28       1.568701042419e-07       1.800744503379e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.184184743143e-11       8.642262770471e-01       5.230916313028e-25       5.230916313028e-25       8.642262770889e-01       2.060174293315e+44       6.867247644097e+43      -4.836051469267e+52       6.824381250670e-06       1.419989374315e+00       7.071067811865e-02       0.000000000000e+00 
       8.065578922741e+13       1.160861325747e-25       5.740730557591e-09       1.404803357093e+22       1.450740751951e+04       1.798681490626e-10       1.170106403130e+18       3.314815656383e-09       1.164451092389e+44       1.329316086433e+33       7.017294409666e+33       2.679457045994e+43       8.931523486648e+42       5.410756750284e+43       1.973472472100e+44       1.145373609700e+20       1.145373609700e+20      -3.989855427477e+28       1.568701155294e-07       1.876519314537e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.229403051778e-11       8.642262770467e-01       5.803848930717e-25       5.803848930717e-25       8.642262770890e-01       1.973472472100e+44       6.578241573389e+43      -4.582999402565e+52       6.928544767490e-06       1.398641300220e+00       7.071067811865e-02       0.000000000000e+00 
       7.979346461238e+13       1.186087662155e-25       5.802576197311e-09       1.374925260221e+22       1.450740751951e+04       1.818119765822e-10       1.157596308526e+18       3.350638729722e-09       1.115445515164e+44       1.287133495018e+33       6.794617752488e+33       2.566692894674e+43       8.555642982246e+42       5.183046664817e+43       1.890419471194e+44       1.211372828526e+20       1.211372828526e+20      -4.174645403798e+28       1.568701274040e-07       1.950682507149e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.275110032801e-11       8.642262770463e-01       6.407957847369e-25       6.407957847369e-25       8.642262770891e-01       1.890419471194e+44       6.301398237045e+43      -4.343188582130e+52       7.032708284310e-06       1.377925611369e+00       7.071067811865e-02       0.000000000000e+00 
       7.894035946874e+13       1.211862184668e-25       5.866240826435e-09       1.345682626432e+22       1.450740751951e+04       1.837768109640e-10       1.145219964550e+18       3.386848941508e-09       1.068502323054e+44       1.246289464866e+33       6.579007193825e+33       2.458674389059e+43       8.195581296863e+42       4.964919690441e+43       1.810861731082e+44       1.275484493099e+20       1.275484493099e+20      -4.348592619030e+28       1.568701398671e-07       2.023268357968e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.321310967245e-11       8.642262770459e-01       7.043522270120e-25       7.043522270120e-25       8.642262770891e-01       1.810861731082e+44       6.036205770013e+43      -4.115926144215e+52       7.136871801130e-06       1.357814618542e+00       7.071067811865e-02       0.000000000000e+00 
       7.809637522728e+13       1.238196805757e-25       5.929905455559e-09       1.317061940364e+22       1.450740751951e+04       1.857628792283e-10       1.132975941219e+18       3.423450475529e-09       1.023534721195e+44       1.206741520011e+33       6.370238508305e+33       2.355201810064e+43       7.850672700212e+42       4.755972524782e+43       1.734652154755e+44       1.337561818559e+20       1.337561818559e+20      -4.511481509817e+28       1.568701529202e-07       2.094310414731e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.368011193222e-11       8.642262770455e-01       7.710835944212e-25       7.710835944212e-25       8.642262770892e-01       1.734652154755e+44       5.782173848931e+43      -3.900555479985e+52       7.241035317951e-06       1.338282225778e+00       7.071067811865e-02       0.000000000000e+00 
       7.726141437266e+13       1.265103696760e-25       5.993570084684e-09       1.289049974104e+22       1.450740751951e+04       1.877704108488e-10       1.120862823838e+18       3.460447560788e-09       9.804595674597e+43       1.168448532360e+33       6.168094585921e+33       2.256083843722e+43       7.520279479072e+42       4.555818838324e+43       1.661649835738e+44       1.397481955982e+20       1.397481955982e+20      -4.663192083128e+28       1.568701665647e-07       2.163841511660e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.415216106602e-11       8.642262770451e-01       8.410207288718e-25       8.410207288718e-25       8.642262770892e-01       1.661649835738e+44       5.538832785548e+43      -3.696454338430e+52       7.345198834771e-06       1.319303817396e+00       7.071067811865e-02       0.000000000000e+00 
       7.643538043208e+13       1.292595293506e-25       6.059053703211e-09       1.261633781080e+22       1.450740751951e+04       1.897996377791e-10       1.108879212837e+18       3.497844471991e-09       9.391972187335e+43       1.131370678919e+33       5.972365205992e+33       2.161137227456e+43       7.203790758188e+42       4.364088560117e+43       1.591719797562e+44       1.455143798701e+20       1.455143798701e+20      -4.803687931928e+28       1.568701808022e-07       2.231893784643e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.462931161497e-11       8.642262770447e-01       9.141959539170e-25       9.141959539170e-25       8.642262770893e-01       1.591719797562e+44       5.305732658303e+43      -3.503033028555e+52       7.449362351591e-06       1.300856154511e+00       7.071067811865e-02       0.000000000000e+00 
       7.561817796419e+13       1.320684302063e-25       6.124537321739e-09       1.234800690073e+22       1.450740751951e+04       1.918507944794e-10       1.097023723610e+18       3.535645530040e-09       8.996713836576e+43       1.095469400378e+33       5.782846818682e+33       2.070186411243e+43       6.900621370811e+42       4.180427193533e+43       1.524732744204e+44       1.510465956671e+20       1.510465956671e+20      -4.933005411774e+28       1.568701956343e-07       2.298498686089e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.511161870962e-11       8.642262770443e-01       9.906430896910e-25       9.906430896910e-25       8.642262770894e-01       1.524732744204e+44       5.082442480451e+43      -3.319732715637e+52       7.553525868411e-06       1.282917280098e+00       7.071067811865e-02       0.000000000000e+00 
       7.480971254804e+13       1.349383704613e-25       6.190020940267e-09       1.208538299362e+22       1.450740751951e+04       1.939241179439e-10       1.085294986352e+18       3.573855102534e-09       8.618089815724e+43       1.060707361015e+33       5.599342333414e+33       1.983063233028e+43       6.610210776759e+42       4.004495160833e+43       1.460564821025e+44       1.563384887058e+20       1.563384887058e+20      -5.051243878100e+28       1.568702110629e-07       2.363686999454e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.559913807697e-11       8.642262770438e-01       1.070397468536e-24       1.070397468536e-24       8.642262770894e-01       1.460564821025e+44       4.868549403195e+43      -3.146023806638e+52       7.657689385232e-06       1.265466431812e+00       7.071067811865e-02       0.000000000000e+00 
       7.400989077217e+13       1.378706765448e-25       6.257323548198e-09       1.182834470994e+22       1.450740751951e+04       1.960198477278e-10       1.073691645907e+18       3.612477604269e-09       8.255400073962e+43       1.027048409862e+33       5.421660913705e+33       1.899606607805e+43       6.332022026018e+42       3.835967175302e+43       1.399097385771e+44       1.613853170018e+20       1.613853170018e+20      -5.158556892067e+28       1.568702270896e-07       2.427488853479e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.609192604567e-11       8.642262770434e-01       1.153495951340e-24       1.153495951340e-24       8.642262770895e-01       1.399097385771e+44       4.663657952356e+43      -2.981404420095e+52       7.761852902052e-06       1.248483961826e+00       7.071067811865e-02       0.000000000000e+00 
       7.321862022383e+13       1.408667037102e-25       6.324626156129e-09       1.157677325170e+22       1.450740751951e+04       1.981382259754e-10       1.062212361604e+18       3.651517497756e-09       7.907974021903e+43       9.944575431155e+32       5.249617778791e+33       1.819662229786e+43       6.065540765953e+42       3.674531639822e+43       1.340216789214e+44       1.661837919349e+20       1.661837919349e+20      -5.255144310171e+28       1.568702437163e-07       2.489933736113e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.659003955301e-11       8.642262770430e-01       1.239976944569e-24       1.239976944569e-24       8.642262770896e-01       1.340216789214e+44       4.467389297170e+43      -2.825398936081e+52       7.866016418873e-06       1.231951263033e+00       7.071067811865e-02       0.000000000000e+00 
       7.243580947828e+13       1.439278366618e-25       6.393747753464e-09       1.133055234759e+22       1.450740751951e+04       2.002794974475e-10       1.050855807107e+18       3.690979293729e-09       7.575169291715e+43       9.629008677328e+32       5.083034011561e+33       1.743082287092e+43       5.810274290308e+42       3.519890070746e+43       1.283814165016e+44       1.707319318426e+20       1.707319318426e+20      -5.341245179922e+28       1.568702609450e-07       2.551050508135e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.709353615225e-11       8.642262770425e-01       1.329880418016e-24       1.329880418016e-24       8.642262770896e-01       1.283814165016e+44       4.279380549851e+43      -2.677556622041e+52       7.970179935693e-06       1.215850701045e+00       7.071067811865e-02       0.000000000000e+00 
       7.166136808825e+13       1.470554901942e-25       6.462869350798e-09       1.108956819921e+22       1.450740751951e+04       2.024439095504e-10       1.039620670262e+18       3.730867551672e-09       7.256370549422e+43       9.323455661826e+32       4.921736372334e+33       1.669725188467e+43       5.565750628223e+42       3.371756546022e+43       1.229785228450e+44       1.750289272467e+20       1.750289272467e+20      -5.417131370270e+28       1.568702787775e-07       2.610867416501e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.760247401814e-11       8.642262770421e-01       1.423247923276e-24       1.423247923276e-24       8.642262770897e-01       1.229785228450e+44       4.099284094637e+43      -2.537450330529e+52       8.074343452514e-06       1.200165551449e+00       7.071067811865e-02       0.000000000000e+00 
       7.089520657347e+13       1.502511098465e-25       6.531990948133e-09       1.085370942848e+22       1.450740751951e+04       2.046317123638e-10       1.028505652942e+18       3.771186880339e-09       6.950988357200e+43       9.027598623180e+32       4.765557118747e+33       1.599455301477e+43       5.331517671591e+42       3.229857176543e+43       1.178030083579e+44       1.790750168789e+20       1.790750168789e+20      -5.483101871182e+28       1.568702972161e-07       2.669412107397e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.811691195395e-11       8.642262770417e-01       1.520122612955e-24       1.520122612955e-24       8.642262770898e-01       1.178030083579e+44       3.926766945073e+43      -2.404675265091e+52       8.178506969334e-06       1.184879941854e+00       7.071067811865e-02       0.000000000000e+00 
       7.013723641037e+13       1.535161725706e-25       6.602931534871e-09       1.062286702617e+22       1.450740751951e+04       2.068431586701e-10       1.017509470898e+18       3.811941938295e-09       6.658458083535e+43       8.741129883304e+32       4.614333831404e+33       1.532142701741e+43       5.107142339138e+42       3.093929599744e+43       1.128453038557e+44       1.828713737260e+20       1.828713737260e+20      -5.539477702310e+28       1.568703162627e-07       2.726711639010e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.863690939902e-11       8.642262770412e-01       1.620549260604e-24       1.620549260604e-24       8.642262770899e-01       1.128453038557e+44       3.761510128340e+43      -2.278847810721e+52       8.282670486155e-06       1.169978798321e+00       7.071067811865e-02       0.000000000000e+00 
       6.938737002177e+13       1.568521874135e-25       6.673872121610e-09       1.039693430152e+22       1.450740751951e+04       2.090785039837e-10       1.006630853613e+18       3.853137434448e-09       6.378238859265e+43       8.463751527521e+32       4.467909244845e+33       1.467662932707e+43       4.892209775690e+42       2.963722494509e+43       1.080962428701e+44       1.864200003721e+20       1.864200003721e+20      -5.586597375718e+28       1.568703359197e-07       2.782792494045e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.916252643473e-11       8.642262770408e-01       1.724574281421e-24       1.724574281421e-24       8.642262770899e-01       1.080962428701e+44       3.603208095494e+43      -2.159604425520e+52       8.386834002975e-06       1.155447795777e+00       7.071067811865e-02       0.000000000000e+00 
