# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02199e-05 to 157.883 h/Mpc,
# number of wavenumbers equal to 621
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       3.452118797839e-04       2.059907688196e+07       2.064859931892e+07       1.505290253800e+07       1.472330779841e+07       2.059967563745e+07       5.905638073842e+06 
       3.691898644859e-04       2.061223348810e+07       2.063124373469e+07       1.375847872423e+07       1.340957774588e+07       2.057603773384e+07       5.905591500881e+06 
       3.945970918655e-04       2.062573964652e+07       2.061233485386e+07       1.241944228311e+07       1.205475809750e+07       2.055003122372e+07       5.905540291856e+06 
       4.215768142925e-04       2.063939435582e+07       2.059179991054e+07       1.105059752284e+07       1.067488114858e+07       2.052146726269e+07       5.905476737025e+06 
       4.502836145627e-04       2.065293114670e+07       2.056958276592e+07       9.671175756661e+06       9.290530795086e+06       2.049015626971e+07       5.905387673420e+06 
       4.808832328544e-04       2.066601119751e+07       2.054565301596e+07       8.305074111957e+06       7.927004147750e+06       2.045591509483e+07       5.905252661784e+06 
       5.135519186674e-04       2.067821776073e+07       2.052001387971e+07       6.980618430577e+06       6.613967702630e+06       2.041857296847e+07       5.905040939370e+06 
       5.484751718379e-04       2.068905806415e+07       2.049271089388e+07       5.729658966763e+06       5.384353751888e+06       2.037797870239e+07       5.904708112455e+06 
       5.858457337954e-04       2.069797473668e+07       2.046383864541e+07       4.585680581406e+06       4.272230595209e+06       2.033400632784e+07       5.904192430217e+06 
       6.258607047688e-04       2.070437197323e+07       2.043354518780e+07       3.580769037250e+06       3.309463153366e+06       2.028655927195e+07       5.903411680766e+06 
       6.687177023102e-04       2.070765781084e+07       2.040202972719e+07       2.741428849547e+06       2.521197535403e+06       2.023556920697e+07       5.902261361035e+06 
       7.146100478170e-04       2.070730427301e+07       2.036953313105e+07       2.083592535970e+06       1.920615764148e+06       2.018098913203e+07       5.900616241319e+06 
       7.637210731543e-04       2.070291771130e+07       2.033631662138e+07       1.607755412453e+06       1.503988144596e+06       2.012277678745e+07       5.898336540454e+06 
       8.162177738455e-04       2.069431153628e+07       2.030263267003e+07       1.295733102679e+06       1.247681570560e+06       2.006087276473e+07       5.895281711682e+06 
       8.722441826919e-04       2.068155427763e+07       2.026868513835e+07       1.110909299744e+06       1.109122442168e+06       1.999517022088e+07       5.891330245877e+06 
       9.319149707642e-04       2.066497826888e+07       2.023459403506e+07       1.003576689004e+06       1.033327633977e+06       1.992549165079e+07       5.886405639133e+06 
       9.953098665184e-04       2.064511870808e+07       2.020036506431e+07       9.215767743131e+05       9.650203952136e+05       1.985157241781e+07       5.880498929780e+06 
       1.062469484743e-03       2.062259082305e+07       2.016588436187e+07       8.240411549052e+05       8.636758233766e+05       1.977307044566e+07       5.873680292588e+06 
       1.133393055498e-03       2.059792490785e+07       2.013093781081e+07       6.933362045080e+05       7.159647933117e+05       1.968960028885e+07       5.866086973044e+06 
       1.208038344349e-03       2.057142215210e+07       2.009525993260e+07       5.391444772880e+05       5.389886082089e+05       1.960079552417e+07       5.857884973677e+06 
       1.286323792712e-03       2.054308980291e+07       2.005859263164e+07       3.907757366121e+05       3.703687227350e+05       1.950637737960e+07       5.849210949825e+06 
       1.368132635326e-03       2.051265420199e+07       2.002068691661e+07       2.795247814088e+05       2.477204273687e+05       1.940616872857e+07       5.840105418445e+06 
       1.453318529121e-03       2.047984880633e+07       1.998145947477e+07       2.197573570552e+05       1.875231492412e+05       1.930023692872e+07       5.830529401005e+06 
       1.541712096984e-03       2.044452156403e+07       1.994089631258e+07       2.001597784888e+05       1.760413606159e+05       1.918880336391e+07       5.820374323850e+06 
       1.633127766872e-03       2.040672675304e+07       1.989900328172e+07       1.917347214639e+05       1.791229169057e+05       1.907218743985e+07       5.809531510308e+06 
       1.727370358159e-03       2.036671452776e+07       1.985579431414e+07       1.678987352153e+05       1.651668833379e+05       1.895077936586e+07       5.797971271126e+06 
       1.824241000771e-03       2.032478823730e+07       1.981127343971e+07       1.224276171248e+05       1.252603961302e+05       1.882500666539e+07       5.785765975133e+06 
       1.923542129990e-03       2.028115565619e+07       1.976543914168e+07       7.147677900510e+04       7.553016667404e+04       1.869532121284e+07       5.773045271400e+06 
       2.025081448336e-03       2.023587780702e+07       1.971830173177e+07       3.811104052524e+04       4.046161254519e+04       1.856219911534e+07       5.759915576117e+06 
       2.128674864882e-03       2.018893654275e+07       1.966989613680e+07       3.226836410265e+04       3.148295812443e+04       1.842613692730e+07       5.746404755334e+06 
       2.234148503789e-03       2.014035115472e+07       1.962028122117e+07       4.314155871866e+04       3.890050722050e+04       1.828763614701e+07       5.732474544990e+06 
       2.341339919165e-03       2.009024021751e+07       1.956952614242e+07       4.993501228161e+04       4.298049871687e+04       1.814717724254e+07       5.718085451306e+06 
       2.450098669803e-03       2.003879000616e+07       1.951769979844e+07       4.039342449075e+04       3.255941035026e+04       1.800519995159e+07       5.703255867393e+06 
       2.560286403452e-03       1.998616614027e+07       1.946486415209e+07       1.987344178886e+04       1.343658823365e+04       1.786209015134e+07       5.688062056237e+06 
       2.671776584491e-03       1.993246433507e+07       1.941108264556e+07       3.580615220625e+03      -1.236212832519e+02       1.771818546835e+07       5.672586969738e+06 
       2.784453977465e-03       1.987772456500e+07       1.935642073355e+07       8.980883842182e+02      -7.138108619797e+02       1.757377534060e+07       5.656866685445e+06 
       2.898213976418e-03       1.982199677512e+07       1.930095121386e+07       7.513964291909e+03       5.857639934612e+03       1.742910842372e+07       5.640889355645e+06 
       3.012961848941e-03       1.976537206847e+07       1.924474475466e+07       1.183575003817e+04       8.334419584096e+03       1.728438725413e+07       5.624637504881e+06 
       3.128611945711e-03       1.970797058948e+07       1.918787062674e+07       7.407660980078e+03       2.828354082281e+03       1.713977425760e+07       5.608131183705e+06 
       3.245086911396e-03       1.964989306977e+07       1.913039229268e+07      -1.905304250213e+03       3.053194675642e+03       1.699556543198e+07       5.591424908691e+06 
       3.362316921101e-03       1.959119268618e+07       1.907236266915e+07      -8.066385290514e+03       1.670192159153e+04       1.685176294894e+07       5.574566208570e+06 
       3.480238957666e-03       1.953191172226e+07       1.901384359234e+07      -8.104833911524e+03       3.363723543285e+04       1.670846531152e+07       5.557570818574e+06 
       3.598796138561e-03       1.947209540481e+07       1.895488670367e+07      -6.131929378544e+03       4.181520074388e+04       1.656584359451e+07       5.540426710284e+06 
       3.717937096467e-03       1.941181388211e+07       1.889554322781e+07      -7.117646451850e+03       3.901467291145e+04       1.642404713853e+07       5.523131472351e+06 
       3.837615414407e-03       1.935114016827e+07       1.883585973016e+07      -1.069367706267e+04       3.233536973249e+04       1.628320073914e+07       5.505710481363e+06 
       3.957789114155e-03       1.929011970144e+07       1.877587098746e+07      -1.217526173859e+04       2.963258381396e+04       1.614340073617e+07       5.488199606330e+06 
       4.078420195286e-03       1.922878697184e+07       1.871561807035e+07      -8.826944205427e+03       3.232561727555e+04       1.600473344902e+07       5.470621736620e+06 
       4.199474221492e-03       1.916716558901e+07       1.865513159379e+07      -3.427404764563e+03       3.571882296075e+04       1.586726276376e+07       5.452973152170e+06 
       4.320919950372e-03       1.910529476516e+07       1.859444357811e+07      -1.016833733029e+03       3.510846821467e+04       1.573104219245e+07       5.435245855528e+06 
       4.442729002825e-03       1.904322072013e+07       1.853358307626e+07      -3.100576706187e+03       3.073043246214e+04       1.559611240351e+07       5.417448162417e+06 
       4.564875568225e-03       1.898097500509e+07       1.847256985340e+07      -6.290575217913e+03       2.672729251938e+04       1.546249678914e+07       5.399602304977e+06 
       4.687336141746e-03       1.891858732197e+07       1.841143390313e+07      -2.516598467622e+04      -2.555054343674e+04       1.533021932942e+07       5.381728061578e+06 
       4.810089290443e-03       1.885607038589e+07       1.835019332117e+07      -2.381935400142e+04      -2.418332284209e+04       1.519928433702e+07       5.363831292641e+06 
       4.933115444969e-03       1.879344907447e+07       1.828887168821e+07      -2.257145657798e+04      -2.291634334154e+04       1.506969580756e+07       5.345903273791e+06 
       5.056396714095e-03       1.873074842479e+07       1.822748542079e+07      -2.141335726360e+04      -2.174053126175e+04       1.494144235641e+07       5.327943491126e+06 
       5.179916719470e-03       1.866799580509e+07       1.816605358301e+07      -2.033668227673e+04      -2.064738933821e+04       1.481450891006e+07       5.309966364416e+06 
       5.303660448329e-03       1.860520484620e+07       1.810458963917e+07      -1.933398771085e+04      -1.962936347838e+04       1.468886955159e+07       5.291987029220e+06 
       5.427614122116e-03       1.854239041747e+07       1.804311341984e+07      -1.839893747026e+04      -1.868001920658e+04       1.456449828411e+07       5.274011461967e+06 
       5.551765079193e-03       1.847956131234e+07       1.798163596908e+07      -1.752600507841e+04      -1.779374161349e+04       1.444135766195e+07       5.256033209058e+06 
       5.676101670029e-03       1.841673929651e+07       1.792017523274e+07      -1.671009178632e+04      -1.696535248721e+04       1.431941296155e+07       5.238050735633e+06 
       5.800613163454e-03       1.835393513801e+07       1.785873718904e+07      -1.594638382678e+04      -1.618996640580e+04       1.419861724589e+07       5.220069894023e+06 
       5.925289662708e-03       1.829117574075e+07       1.779734759831e+07      -1.523050057903e+04      -1.546313846442e+04       1.407893888706e+07       5.202107068878e+06 
       6.050122030191e-03       1.822845697577e+07       1.773600594677e+07      -1.455862932475e+04      -1.478099761438e+04       1.396032573588e+07       5.184164431456e+06 
       6.175101819915e-03       1.816578756380e+07       1.767472294502e+07      -1.392747821569e+04      -1.414019936131e+04       1.384273616020e+07       5.166238700192e+06 
       6.300221216822e-03       1.810318007024e+07       1.761350903953e+07      -1.333401856560e+04      -1.353766722575e+04       1.372613084556e+07       5.148326516305e+06 
       6.425472982176e-03       1.804064652673e+07       1.755237199869e+07      -1.277535325319e+04      -1.297046065094e+04       1.361047179997e+07       5.130431787567e+06 
       6.550850404390e-03       1.797819353888e+07       1.749131641109e+07      -1.224877789729e+04      -1.243583575909e+04       1.349572282217e+07       5.112562951351e+06 
       6.676347254670e-03       1.791583219262e+07       1.743035472923e+07      -1.175192901971e+04      -1.193139324966e+04       1.338185785124e+07       5.094726968530e+06 
       6.801957746966e-03       1.785355788836e+07       1.736948353451e+07      -1.128273929986e+04      -1.145503295347e+04       1.326884373929e+07       5.076918949370e+06 
       6.927676501768e-03       1.779138210675e+07       1.730871267757e+07      -1.083933117680e+04      -1.100484740450e+04       1.315666171152e+07       5.059136260590e+06 
       7.053498513337e-03       1.772931226324e+07       1.724804622717e+07      -1.041988990814e+04      -1.057899442540e+04       1.304529300380e+07       5.041380287968e+06 
       7.179419120001e-03       1.766735413476e+07       1.718748805989e+07      -1.002269691427e+04      -1.017573032844e+04       1.293472251461e+07       5.023657549706e+06 
       7.305433977213e-03       1.760550912969e+07       1.712704056296e+07      -9.646213606511e+03      -9.793493506950e+03       1.282493715798e+07       5.005972248709e+06 
       7.431539033072e-03       1.754377960768e+07       1.706670712534e+07      -9.289106984630e+03      -9.430929842388e+03       1.271592764498e+07       4.988322985997e+06 
       7.557730506065e-03       1.748217583684e+07       1.700649789869e+07      -8.950163849093e+03      -9.086806732921e+03       1.260769096803e+07       4.970707844576e+06 
       7.684004864795e-03       1.742069792129e+07       1.694641103859e+07      -8.628205757867e+03      -8.759927766010e+03       1.250021691615e+07       4.953125552855e+06 
       7.810358809513e-03       1.735934870808e+07       1.688644835324e+07      -8.322102389205e+03      -8.449146094138e+03       1.239349832157e+07       4.935580526476e+06 
       7.936789255257e-03       1.729813538925e+07       1.682661807592e+07      -8.030830264388e+03      -8.153423049173e+03       1.228753269239e+07       4.918078390919e+06 
       8.063293316455e-03       1.723705611983e+07       1.676691975733e+07      -7.753493670316e+03      -7.871848828806e+03       1.218231084637e+07       4.900617542331e+06 
       8.189868292842e-03       1.717611082088e+07       1.670735390137e+07      -7.489279500176e+03      -7.603597279578e+03       1.207782341422e+07       4.883194010329e+06 
       8.316511656575e-03       1.711531030360e+07       1.664792992510e+07      -7.237408035464e+03      -7.347876658497e+03       1.197406657755e+07       4.865809272404e+06 
       8.443221040416e-03       1.705465526108e+07       1.658864755123e+07      -6.997110780715e+03      -7.103907255645e+03       1.187102863504e+07       4.848466181885e+06 
       8.569994226905e-03       1.699414451738e+07       1.652950623854e+07      -6.767685008623e+03      -6.870975955830e+03       1.176869658237e+07       4.831167569959e+06 
       8.696829138410e-03       1.693377995248e+07       1.647050889174e+07      -6.548512740161e+03      -6.648455150591e+03       1.166705951946e+07       4.813913540260e+06 
       8.823723827990e-03       1.687356462575e+07       1.641165860265e+07      -6.339040126231e+03      -6.435782035973e+03       1.156610619665e+07       4.796701689871e+06 
       8.950676470987e-03       1.681349746013e+07       1.635295298888e+07      -6.138725293977e+03      -6.232406359751e+03       1.146582190272e+07       4.779530000107e+06 
       9.077685357290e-03       1.675358288812e+07       1.629439551652e+07      -5.947039561978e+03      -6.037791673528e+03       1.136619628595e+07       4.762401659011e+06 
       9.204748884203e-03       1.669382156915e+07       1.623598668885e+07      -5.763487493464e+03      -5.851435287764e+03       1.126721839218e+07       4.745319633887e+06 
       9.331865549871e-03       1.663421099467e+07       1.617772457966e+07      -5.587632942366e+03      -5.672894281257e+03       1.116887703598e+07       4.728283164529e+06 
       9.459033947211e-03       1.657475331626e+07       1.611961142347e+07      -5.419084952709e+03      -5.501771384188e+03       1.107116594285e+07       4.711290192781e+06 
       9.586252758311e-03       1.651544915654e+07       1.606164683625e+07      -5.257464419872e+03      -5.337681571048e+03       1.097407963141e+07       4.694339196746e+06 
       9.713520749249e-03       1.645629989575e+07       1.600383142919e+07      -5.102394310127e+03      -5.180242272338e+03       1.087761596795e+07       4.677432000650e+06 
       9.840836765303e-03       1.639730601384e+07       1.594616582961e+07      -4.953520159037e+03      -5.029093847193e+03       1.078177583163e+07       4.660571214468e+06 
       9.968199726519e-03       1.633846455075e+07       1.588864764469e+07      -4.810526268809e+03      -4.883915735076e+03       1.068656142536e+07       4.643756224106e+06 
       1.009560862360e-02       1.627978003929e+07       1.583128197587e+07      -4.673132877217e+03      -4.744423643658e+03       1.059198279805e+07       4.626986164534e+06 
       1.022306251412e-02       1.622124854847e+07       1.577406444647e+07      -4.541066479028e+03      -4.610339770275e+03       1.049804695768e+07       4.610258329350e+06 
       1.035056051897e-02       1.616287503636e+07       1.571699963918e+07      -4.414055495402e+03      -4.481388537115e+03       1.040476955597e+07       4.593575208042e+06 
       1.047810181909e-02       1.610465417641e+07       1.566008233406e+07      -4.291838723261e+03      -4.357304946650e+03       1.031216244481e+07       4.576937478025e+06 
       1.060568565247e-02       1.604659191683e+07       1.560331953336e+07      -4.174186579061e+03      -4.237855896558e+03       1.022024725842e+07       4.560347270650e+06 
       1.073331131127e-02       1.598869038575e+07       1.554671377068e+07      -4.060893565081e+03      -4.122832558738e+03       1.012904445448e+07       4.543803420295e+06 
       1.086097813924e-02       1.593092956741e+07       1.549024408654e+07      -3.951755315455e+03      -4.012027338920e+03       1.003856104018e+07       4.527298694983e+06 
       1.098868552930e-02       1.587333132041e+07       1.543393269764e+07      -3.846576421226e+03      -3.905241944099e+03       9.948831233884e+06       4.510840174472e+06 
       1.111643292121e-02       1.581588968022e+07       1.537777341453e+07      -3.745161974338e+03      -3.802278646285e+03       9.859871639190e+06       4.494428096044e+06 
       1.124421979954e-02       1.575860301512e+07       1.532176500644e+07      -3.647338915952e+03      -3.702961745322e+03       9.771701327072e+06       4.478062490144e+06 
       1.137204569168e-02       1.570147856475e+07       1.526591511874e+07      -3.552955271913e+03      -3.607136802079e+03       9.684343552799e+06       4.461743945006e+06 
       1.149991016602e-02       1.564449499683e+07       1.521020142048e+07      -3.461858068156e+03      -3.514648410554e+03       9.597801740121e+06       4.445464936077e+06 
       1.162781283025e-02       1.558767533895e+07       1.515464700593e+07      -3.373901900832e+03      -3.425349016851e+03       9.512104803687e+06       4.429232649128e+06 
       1.175575332981e-02       1.553100679157e+07       1.509923863261e+07      -3.288937831782e+03      -3.339087533182e+03       9.427257103003e+06       4.413045128451e+06 
       1.188373134639e-02       1.547449214109e+07       1.504397950166e+07      -3.206835620761e+03      -3.255731738998e+03       9.343270189970e+06       4.396903712672e+06 
       1.201174659660e-02       1.541813521927e+07       1.498887358558e+07      -3.127479589153e+03      -3.175164081017e+03       9.260153170473e+06       4.380808214551e+06 
       1.213979883069e-02       1.536192703379e+07       1.493391152883e+07      -3.050756209283e+03      -3.097269213132e+03       9.177904042250e+06       4.364754740759e+06 
       1.226788783136e-02       1.530587772121e+07       1.487910335109e+07      -2.976553002647e+03      -3.021932989355e+03       9.096529241098e+06       4.348746615196e+06 
       1.239601341267e-02       1.524997900584e+07       1.482444042454e+07      -2.904756528405e+03      -2.949040335269e+03       9.016021164377e+06       4.332782969757e+06 
       1.252417541906e-02       1.519423230285e+07       1.476992482881e+07      -2.835266055626e+03      -2.878489000014e+03       8.936375464523e+06       4.316864779705e+06 
       1.265237372432e-02       1.513864678809e+07       1.471556610805e+07      -2.767994166506e+03      -2.810190143567e+03       8.857589492907e+06       4.300993551312e+06 
       1.278060823082e-02       1.508319454947e+07       1.466133561384e+07      -2.702850112988e+03      -2.744051561067e+03       8.779635970449e+06       4.285160045030e+06 
       1.290887886860e-02       1.502791474389e+07       1.460727338763e+07      -2.639753008208e+03      -2.679991163867e+03       8.702524868278e+06       4.269375778179e+06 
       1.303718559470e-02       1.497278067050e+07       1.455335199934e+07      -2.578610971401e+03      -2.617915752213e+03       8.626225575187e+06       4.253634441276e+06 
       1.316552839239e-02       1.491780258018e+07       1.449958234355e+07      -2.519347248656e+03      -2.557747417537e+03       8.550727769571e+06       4.237939524297e+06 
       1.329390727059e-02       1.486297588781e+07       1.444595995700e+07      -2.461891734203e+03      -2.499414915654e+03       8.476011168857e+06       4.222288731526e+06 
       1.342232226325e-02       1.480830292891e+07       1.439248718614e+07      -2.406178406204e+03      -2.442851156206e+03       8.402058328834e+06       4.206681557862e+06 
       1.355077342880e-02       1.475377177445e+07       1.433915156955e+07      -2.352136807717e+03      -2.387984628703e+03       8.328842926930e+06       4.191114767181e+06 
       1.367926084968e-02       1.469939705946e+07       1.428596806080e+07      -2.299700897488e+03      -2.334748353661e+03       8.256353621201e+06       4.175593777425e+06 
       1.380778463183e-02       1.464517448424e+07       1.423293241637e+07      -2.248807889189e+03      -2.283078605729e+03       8.184568282343e+06       4.160117894177e+06 
       1.393634490432e-02       1.459111507264e+07       1.418005605023e+07      -2.199405115996e+03      -2.232921858106e+03       8.113473532972e+06       4.144689402403e+06 
       1.406494181898e-02       1.453718703499e+07       1.412730637584e+07      -2.151435757474e+03      -2.184220369803e+03       8.043032170813e+06       4.129298082315e+06 
       1.419357554999e-02       1.448340610637e+07       1.407469910649e+07      -2.104848134438e+03      -2.136921690227e+03       7.973234128310e+06       4.113948556802e+06 
       1.432224629364e-02       1.442978830967e+07       1.402225078391e+07      -2.059590184535e+03      -2.090973021215e+03       7.904070103218e+06       4.098646545761e+06 
       1.445095426803e-02       1.437631128239e+07       1.396993882439e+07      -2.015609236446e+03      -2.046320905926e+03       7.835510320681e+06       4.083386190134e+06 
       1.457969971280e-02       1.432299528950e+07       1.391778368276e+07      -1.972865029294e+03      -2.002924423855e+03       7.767549262610e+06       4.068172499003e+06 
       1.468298661025e-02       1.428032489456e+07       1.387604117423e+07      -1.939444839487e+03      -1.968994224299e+03       7.713449699970e+06       4.055996294368e+06 
       1.470848288897e-02       1.426980419831e+07       1.386574891902e+07      -1.931311450563e+03      -1.960736712328e+03       7.700151248106e+06       4.052994101254e+06 
       1.483730407870e-02       1.421677517327e+07       1.381387221729e+07      -1.890910559196e+03      -1.919719263776e+03       7.633321298913e+06       4.037861714501e+06 
       1.496616358516e-02       1.416386912544e+07       1.376211339744e+07      -1.851613344370e+03      -1.879822370681e+03       7.567023811087e+06       4.022765171774e+06 
       1.509506173239e-02       1.411114655626e+07       1.371053516423e+07      -1.813388160971e+03      -1.841013921586e+03       7.501277910422e+06       4.007722384678e+06 
       1.522399886518e-02       1.405854686423e+07       1.365907526074e+07      -1.776192445679e+03      -1.803250667366e+03       7.436038033284e+06       3.992715271637e+06 
       1.535297534902e-02       1.400610698764e+07       1.360777192797e+07      -1.739998227309e+03      -1.766504168747e+03       7.371311631128e+06       3.977753451709e+06 
       1.548199157001e-02       1.395380323615e+07       1.355660061687e+07      -1.704767848143e+03      -1.730736202884e+03       7.307074223767e+06       3.962830170582e+06 
       1.561104793481e-02       1.390164564276e+07       1.350557169863e+07      -1.670467228043e+03      -1.695912212262e+03       7.243319925837e+06       3.947949282010e+06 
       1.574014487067e-02       1.384963437977e+07       1.345468552357e+07      -1.637064007365e+03      -1.661999361694e+03       7.180038243971e+06       3.933111383558e+06 
       1.586928282540e-02       1.379776889120e+07       1.340394183171e+07      -1.604530314998e+03      -1.628969322831e+03       7.117218770578e+06       3.918315690163e+06 
       1.599846226740e-02       1.374605192092e+07       1.335334366876e+07      -1.572840099891e+03      -1.596795610810e+03       7.054853246332e+06       3.903562055830e+06 
       1.612768368572e-02       1.369448501608e+07       1.330289170067e+07      -1.541965408298e+03      -1.565449852354e+03       6.992933132313e+06       3.888850904161e+06 
       1.625694759011e-02       1.364304564382e+07       1.325256298335e+07      -1.511874747268e+03      -1.534900111511e+03       6.931438281385e+06       3.874176704344e+06 
       1.638625451113e-02       1.359176026390e+07       1.320238460760e+07      -1.482544665223e+03      -1.505122594938e+03       6.870374463814e+06       3.859547570185e+06 
       1.651560500020e-02       1.354061394822e+07       1.315234155151e+07      -1.453950947946e+03      -1.476092691105e+03       6.809726809591e+06       3.844958653503e+06 
       1.664499962978e-02       1.348960820828e+07       1.310243544702e+07      -1.426072097899e+03      -1.447788546373e+03       6.749489620000e+06       3.830409489149e+06 
       1.677443899348e-02       1.343874666606e+07       1.305266991266e+07      -1.398885852280e+03      -1.420187559687e+03       6.689658793530e+06       3.815901116536e+06 
       1.690392370622e-02       1.338802625129e+07       1.300304183319e+07      -1.372367928512e+03      -1.393265112241e+03       6.630227873398e+06       3.801433532141e+06 
       1.703345440442e-02       1.333744266254e+07       1.295354698081e+07      -1.346496015916e+03      -1.366998568849e+03       6.571190853719e+06       3.787006041409e+06 
       1.716303174615e-02       1.328700555866e+07       1.290419542437e+07      -1.321252655379e+03      -1.341370179984e+03       6.512549709575e+06       3.772620882510e+06 
       1.729265641139e-02       1.323670750202e+07       1.285497956650e+07      -1.296619552622e+03      -1.316361344788e+03       6.454298907057e+06       3.758275066334e+06 
       1.742232910222e-02       1.318655018985e+07       1.280590091728e+07      -1.272578074698e+03      -1.291953148906e+03       6.396438569910e+06       3.743969060360e+06 
       1.755205054309e-02       1.313652897685e+07       1.275695489100e+07      -1.249107890922e+03      -1.268124981591e+03       6.338966986650e+06       3.729702384114e+06 
       1.768182148104e-02       1.308665553337e+07       1.270815378345e+07      -1.226192009960e+03      -1.244859606127e+03       6.281891682199e+06       3.715478925782e+06 
       1.781164268602e-02       1.303691759540e+07       1.265948456339e+07      -1.203813941236e+03      -1.222140260850e+03       6.225209674788e+06       3.701294649974e+06 
       1.794151495116e-02       1.298731928539e+07       1.261095192271e+07      -1.181959770032e+03      -1.199952792966e+03       6.168927181849e+06       3.687149939130e+06 
       1.807143909306e-02       1.293786163581e+07       1.256255672466e+07      -1.160613963872e+03      -1.178281435688e+03       6.113049973407e+06       3.673045072001e+06 
       1.820141595215e-02       1.288853903371e+07       1.251429324233e+07      -1.139759395387e+03      -1.157108826911e+03       6.057581783332e+06       3.658979254040e+06 
       1.833144639302e-02       1.283935598255e+07       1.246616618694e+07      -1.119381316171e+03      -1.136420006132e+03       6.002532235655e+06       3.644954305690e+06 
       1.846153130477e-02       1.279030946430e+07       1.241817260900e+07      -1.099466792835e+03      -1.116201825271e+03       5.947908250541e+06       3.630968900625e+06 
       1.859167160139e-02       1.274140664610e+07       1.237031999574e+07      -1.080004612034e+03      -1.096442876773e+03       5.893722223700e+06       3.617024311386e+06 
