#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_scf             23:theta_scf          
       7.090225608919e+00       1.551095746121e-05      -1.658205543827e-03      -9.718713784342e-08       3.922317878896e-08       9.805794697239e-08       1.021070905916e-13       1.961158939448e-08      -1.243654157870e-03      -9.718713784333e-08       6.010715129380e-01       6.968872475191e-01      -1.658205543779e-03      -1.457363760017e-07       2.008513487386e-04      -1.243654157941e-03       1.756292360032e-36      -1.659913938024e-03      -1.458866849940e-07       2.010580576869e-04       3.333325967300e-01      -1.020418853947e-09      -3.132806394081e-20 
       7.090226336490e+00       1.551095907340e-05      -1.658205882269e-03      -9.718716758114e-08       3.922319094726e-08       9.805797736815e-08       1.021071434683e-13       1.961159547363e-08      -1.243654411702e-03      -9.718716758095e-08       6.010715129321e-01       6.968872472104e-01      -1.658205882175e-03      -1.457364207767e-07       2.008513898504e-04      -1.243654411843e-03       7.573547282032e-36      -1.659914276767e-03      -1.458867298150e-07       2.010580988409e-04       3.333325967298e-01      -2.040837603832e-09      -9.887506787282e-20 
       7.090227064062e+00       1.551096068559e-05      -1.658206220712e-03      -9.718719731885e-08       3.922320310557e-08       9.805800776392e-08       1.021071963450e-13       1.961160155278e-08      -1.243654665534e-03      -9.718719731857e-08       6.010715129262e-01       6.968872469017e-01      -1.658206220571e-03      -1.457364655517e-07       2.008514309623e-04      -1.243654665746e-03       1.988485216447e-35      -1.659914615510e-03      -1.458867746359e-07       2.010581399949e-04       3.333325967296e-01      -3.061256247388e-09      -2.034045630778e-19 
       7.090234339778e+00       1.551097680749e-05      -1.658209605142e-03      -9.718749469656e-08       3.922332468870e-08       9.805831172174e-08       1.021077251131e-13       1.961166234435e-08      -1.243657203857e-03      -9.718749469533e-08       6.010715128675e-01       6.968872438153e-01      -1.658209604530e-03      -1.457369133022e-07       2.008518420811e-04      -1.243657204776e-03       2.527798483689e-33      -1.659918002948e-03      -1.458872228465e-07       2.010585515354e-04       3.333325967281e-01      -1.326543339824e-08      -4.439238796522e-18 
       7.090241615494e+00       1.551099292939e-05      -1.658212989575e-03      -9.718779207485e-08       3.922344627208e-08       9.805861568021e-08       1.021082538833e-13       1.961172313604e-08      -1.243659742182e-03      -9.718779207267e-08       6.010715128089e-01       6.968872407290e-01      -1.658212988492e-03      -1.457373610536e-07       2.008522532003e-04      -1.243659743808e-03       9.818211413528e-33      -1.659921390388e-03      -1.458876710580e-07       2.010589630762e-04       3.333325967266e-01      -2.346960011628e-08      -1.230597387835e-17 
       7.090248891211e+00       1.551100905129e-05      -1.658216374012e-03      -9.718808945374e-08       3.922356785573e-08       9.805891963931e-08       1.021087826558e-13       1.961178392786e-08      -1.243662280509e-03      -9.718808945062e-08       6.010715127502e-01       6.968872376426e-01      -1.658216372458e-03      -1.457378088059e-07       2.008526643199e-04      -1.243662282843e-03       2.433951159800e-32      -1.659924777832e-03      -1.458881192705e-07       2.010593746175e-04       3.333325967251e-01      -3.367375619727e-08      -2.387235502775e-17 
       7.090277427837e+00       1.551107228419e-05      -1.658229648393e-03      -9.718925583091e-08       3.922404473060e-08       9.806011182649e-08       1.021108566153e-13       1.961202236530e-08      -1.243672236295e-03      -9.718925582409e-08       6.010715125184e-01       6.968872255357e-01      -1.658229644992e-03      -1.457395649767e-07       2.008542768064e-04      -1.243672241402e-03       2.016398946907e-31      -1.659938064008e-03      -1.458898772458e-07       2.010609887578e-04       3.333325967190e-01      -7.369613845749e-08      -1.023244963691e-16 
       7.090305964463e+00       1.551113551710e-05      -1.658242922826e-03      -9.719042221712e-08       3.922452160947e-08       9.806130402366e-08       1.021129306090e-13       1.961226080473e-08      -1.243682192119e-03      -9.719042220660e-08       6.010715122860e-01       6.968872134279e-01      -1.658242917577e-03      -1.457413211612e-07       2.008558892993e-04      -1.243682200000e-03       6.584633967434e-31      -1.659951350235e-03      -1.458916352348e-07       2.010626029044e-04       3.333325967130e-01      -1.137183606393e-07      -2.364945270948e-16 
       7.090334501090e+00       1.551119875001e-05      -1.658256197311e-03      -9.719158861254e-08       3.922499849226e-08       9.806249623064e-08       1.021150046366e-13       1.961249924613e-08      -1.243692147983e-03      -9.719158859831e-08       6.010715120532e-01       6.968872013199e-01      -1.658256190214e-03      -1.457430773596e-07       2.008575017985e-04      -1.243692158637e-03       1.537259449535e-30      -1.659964636514e-03      -1.458933932378e-07       2.010642170574e-04       3.333325967070e-01      -1.537404198419e-07      -4.273597190180e-16 
       7.090363037716e+00       1.551126198293e-05      -1.658269471848e-03      -9.719275501722e-08       3.922547537894e-08       9.806368844736e-08       1.021170786980e-13       1.961273768947e-08      -1.243702103886e-03      -9.719275499928e-08       6.010715118205e-01       6.968871892119e-01      -1.658269462904e-03      -1.457448335721e-07       2.008591143042e-04      -1.243702117313e-03       2.986652559612e-30      -1.659977922846e-03      -1.458951512549e-07       2.010658312169e-04       3.333325967010e-01      -1.937623150417e-07      -6.752655922748e-16 
