# Matter power spectrum P(k) at redshift z=0
# for k=1.03205e-05 to 167.726 h/Mpc,
# number of wavenumbers equal to 627
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.032046293901e-05       4.850236123047e+01 
       2.300683923731e-05       1.055639259194e+02 
       3.573656822930e-05       1.618308813215e+02 
       4.854287129140e-05       2.178257717502e+02 
       6.145950357569e-05       2.738577860650e+02 
       7.452104600425e-05       3.301661337612e+02 
       8.776320634053e-05       3.869600856021e+02 
       1.012231332307e-04       4.444352287530e+02 
       1.149397471387e-04       5.027833277290e+02 
       1.289540921310e-04       5.621966615326e+02 
       1.433097124774e-04       6.228723615122e+02 
       1.580530579922e-04       6.850157486735e+02 
       1.732339218979e-04       7.488421089674e+02 
       1.889059146972e-04       8.145803965104e+02 
       2.051269769997e-04       8.824746893768e+02 
       2.219599333672e-04       9.527876991747e+02 
       2.394730878719e-04       1.025802915174e+03 
       2.577408600224e-04       1.101826420635e+03 
       2.768444567846e-04       1.181190346960e+03 
       2.968725723212e-04       1.264255854612e+03 
       3.179221014923e-04       1.351414641744e+03 
       3.400988457333e-04       1.443091783146e+03 
       3.635181803335e-04       1.539748765049e+03 
       3.883056401082e-04       1.641881504296e+03 
       4.145973659236e-04       1.750024772173e+03 
       4.425403377955e-04       1.864748596028e+03 
       4.722923022585e-04       1.986655994493e+03 
       5.040212842068e-04       2.116379269200e+03 
       5.379045595170e-04       2.254569604101e+03 
       5.741269589920e-04       2.401888404973e+03 
       6.128783824900e-04       2.558991429831e+03 
       6.543504313686e-04       2.726511745872e+03 
       6.987321239636e-04       2.905037270671e+03 
       7.462047463595e-04       3.095088074029e+03 
       7.969360069433e-04       3.297096173945e+03 
       8.510737970911e-04       3.511379147170e+03 
       9.087399903518e-04       3.738129490159e+03 
       9.700248087933e-04       3.977396859800e+03 
       1.034982315906e-03       4.229083948758e+03 
       1.103627537169e-03       4.492941048992e+03 
       1.175935557768e-03       4.768565909767e+03 
       1.251842723071e-03       5.055402501557e+03 
       1.331249814473e-03       5.352726885162e+03 
       1.414026844457e-03       5.659683251170e+03 
       1.500018956250e-03       5.975330359814e+03 
       1.589052850273e-03       6.298620743712e+03 
       1.680943190376e-03       6.628468638815e+03 
       1.775498544428e-03       6.963793147312e+03 
       1.872526552716e-03       7.303553796465e+03 
       1.971838160796e-03       7.646765364034e+03 
       2.073250877260e-03       7.992501470521e+03 
       2.176591108685e-03       8.339893892026e+03 
       2.281695681574e-03       8.688131056080e+03 
       2.388412688721e-03       9.036468313690e+03 
       2.496601802506e-03       9.384241183482e+03 
       2.606134188135e-03       9.730868761981e+03 
       2.716892132295e-03       1.007585805018e+04 
       2.828768482244e-03       1.041879474507e+04 
       2.941665970060e-03       1.075932574122e+04 
       3.055496478525e-03       1.109715291340e+04 
       3.170180289688e-03       1.143202065645e+04 
       3.285645344725e-03       1.176371007687e+04 
       3.401826534032e-03       1.209203147493e+04 
       3.518665029222e-03       1.241682661557e+04 
       3.636107663382e-03       1.273795794001e+04 
       3.754106362190e-03       1.305530186971e+04 
       3.872617625906e-03       1.336875174248e+04 
       3.991602060571e-03       1.367820659218e+04 
       4.111023955719e-03       1.398356623920e+04 
       4.230850905288e-03       1.428473918903e+04 
       4.351053468208e-03       1.458163730363e+04 
       4.471604865048e-03       1.487418726572e+04 
       4.592480707249e-03       1.516232122255e+04 
       4.713658755615e-03       1.544598689151e+04 
       4.835118704981e-03       1.572514163653e+04 
       4.956841992246e-03       1.599975969779e+04 
       5.078811625183e-03       1.626981167514e+04 
       5.201012029733e-03       1.653531999490e+04 
       5.323428913691e-03       1.679627150089e+04 
       5.446049144954e-03       1.705269433864e+04 
       5.568860642667e-03       1.730463178582e+04 
       5.691852279824e-03       1.755211091703e+04 
       5.815013796020e-03       1.779518505188e+04 
       5.938335719228e-03       1.803390552835e+04 
       6.061809295569e-03       1.826831372086e+04 
       6.185426426206e-03       1.849845899749e+04 
       6.309179610566e-03       1.872438854972e+04 
       6.433061895187e-03       1.894613741328e+04 
       6.557066827594e-03       1.916374592883e+04 
       6.681188414645e-03       1.937725065932e+04 
       6.805421084879e-03       1.958667285334e+04 
       6.929759654436e-03       1.979204009468e+04 
       7.054199296170e-03       1.999337831868e+04 
       7.178735511636e-03       2.019070195961e+04 
       7.303364105637e-03       2.038403808330e+04 
       7.428081163085e-03       2.057342186269e+04 
       7.552883027932e-03       2.075887582993e+04 
       7.677766283971e-03       2.094042442888e+04 
       7.802727737316e-03       2.111811288518e+04 
       7.927764400406e-03       2.129197724019e+04 
       8.052873477372e-03       2.146204865733e+04 
       8.178052350647e-03       2.162839005992e+04 
       8.303298568705e-03       2.179104772018e+04 
       8.428609834802e-03       2.195007258988e+04 
       8.553983996657e-03       2.210550263548e+04 
       8.679419036961e-03       2.225739444968e+04 
       8.804913064646e-03       2.240579286686e+04 
       8.930464306861e-03       2.255074365426e+04 
       9.056071101568e-03       2.269229315796e+04 
       9.181731890719e-03       2.283047703811e+04 
       9.307445213960e-03       2.296532895816e+04 
       9.433209702824e-03       2.309689193512e+04 
       9.559024075348e-03       2.322519407582e+04 
       9.684887131112e-03       2.335026352040e+04 
       9.810797746641e-03       2.347213624637e+04 
       9.936754871142e-03       2.359083971918e+04 
       1.006275752256e-02       2.370640112031e+04 
       1.018880478393e-02       2.381885506830e+04 
       1.031489579996e-02       2.392822268513e+04 
       1.044102977392e-02       2.403455545294e+04 
       1.056720596466e-02       2.413786921538e+04 
       1.069342368396e-02       2.423821820839e+04 
       1.081968229395e-02       2.433561885245e+04 
       1.094598120481e-02       2.443012546194e+04 
       1.107231987254e-02       2.452177264379e+04 
       1.119869779696e-02       2.461059187269e+04 
       1.132511451983e-02       2.469663268583e+04 
       1.145156962305e-02       2.477992005275e+04 
       1.157806272708e-02       2.486049551194e+04 
       1.170459348938e-02       2.493838873191e+04 
       1.183116160300e-02       2.501363871251e+04 
       1.195776679527e-02       2.508627558507e+04 
       1.208440882659e-02       2.515632903540e+04 
       1.221108748925e-02       2.522382781420e+04 
       1.233780260641e-02       2.528880350436e+04 
       1.246455403111e-02       2.535127697279e+04 
       1.259134164533e-02       2.541129195796e+04 
       1.271816535917e-02       2.546885980040e+04 
       1.284502511008e-02       2.552401646801e+04 
