# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.03205e-05 to 167.726 h/Mpc,
# number of wavenumbers equal to 627
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       7.552883027932e-03       1.633386714992e+07       1.628425241546e+07      -7.665198637957e+03      -7.796884807066e+03       1.209945354324e+07       4.928059210288e+06 
       7.677766283971e-03       1.627543702621e+07       1.622581368931e+07      -7.390409840655e+03      -7.517389244216e+03       1.199713734893e+07       4.910432991770e+06 
       7.802727737316e-03       1.621712434520e+07       1.616750724591e+07      -7.129088880238e+03      -7.251591673180e+03       1.189555810222e+07       4.892851343625e+06 
       7.927764400406e-03       1.615893153202e+07       1.610933489249e+07      -6.880483708235e+03      -6.998725703147e+03       1.179470786154e+07       4.875306151385e+06 
       8.052873477372e-03       1.610085902876e+07       1.605129559463e+07      -6.643879641247e+03      -6.758063360282e+03       1.169457596622e+07       4.857789359007e+06 
       8.178052350647e-03       1.604291913120e+07       1.599339853551e+07      -6.418595537248e+03      -6.528911265561e+03       1.159515848300e+07       4.840297733986e+06 
       8.303298568705e-03       1.598511745258e+07       1.593564552650e+07      -6.203975018757e+03      -6.310601649412e+03       1.149644529718e+07       4.822827804289e+06 
       8.428609834802e-03       1.592746098065e+07       1.587803949707e+07      -5.999387822848e+03      -6.102493688179e+03       1.139842601912e+07       4.805378594613e+06 
       8.553983996657e-03       1.586995167637e+07       1.582057817179e+07      -5.804226993206e+03      -5.903970588434e+03       1.130108585435e+07       4.787949817576e+06 
       8.679419036961e-03       1.581259788867e+07       1.576326608884e+07      -5.617915071317e+03      -5.714445793821e+03       1.120441418223e+07       4.770545249022e+06 
       8.804913064646e-03       1.575540336120e+07       1.570610365501e+07      -5.439903127476e+03      -5.533361890648e+03       1.110839736191e+07       4.753169105788e+06 
       8.930464306861e-03       1.569837183683e+07       1.564909215240e+07      -5.269673203186e+03      -5.360193028587e+03       1.101302241292e+07       4.735827144831e+06 
       9.056071101568e-03       1.564150692536e+07       1.559223378197e+07      -5.106743096203e+03      -5.194449661438e+03       1.091827752189e+07       4.718526063851e+06 
       9.181731890719e-03       1.558480833615e+07       1.553552757460e+07      -4.950664009814e+03      -5.035676126205e+03       1.082414990877e+07       4.701271798357e+06 
       9.307445213960e-03       1.552827496710e+07       1.547897274734e+07      -4.801025024374e+03      -4.883455099469e+03       1.073062846156e+07       4.684069976730e+06 
       9.433209702824e-03       1.547190874494e+07       1.542257259778e+07      -4.657451754491e+03      -4.737406231876e+03       1.063770670374e+07       4.666926540417e+06 
       9.559024075348e-03       1.541570652803e+07       1.536632584398e+07      -4.519604771577e+03      -4.597184497396e+03       1.054537747658e+07       4.649844898850e+06 
       9.684887131112e-03       1.535966528058e+07       1.531023163973e+07      -4.387177430636e+03      -4.462478013549e+03       1.045363659983e+07       4.632827179517e+06 
       9.810797746641e-03       1.530378456477e+07       1.525429233671e+07      -4.259895355200e+03      -4.333007512607e+03       1.036248488087e+07       4.615874821417e+06 
       9.936754871142e-03       1.524806133033e+07       1.519850713071e+07      -4.137508040737e+03      -4.208517886279e+03       1.027192401414e+07       4.598986990885e+06 
       1.006275752256e-02       1.519249255761e+07       1.514287533297e+07      -4.019789851696e+03      -4.088779180202e+03       1.018195886051e+07       4.582161439625e+06 
       1.018880478393e-02       1.513707777265e+07       1.508739847309e+07      -3.906534170989e+03      -3.973580728579e+03       1.009259860631e+07       4.565395504838e+06 
       1.031489579996e-02       1.508181242394e+07       1.503207318113e+07      -3.797548251660e+03      -3.862725957409e+03       1.000385209473e+07       4.548684399336e+06 
       1.044102977392e-02       1.502670160830e+07       1.497690580404e+07      -3.692653371444e+03      -3.756032582821e+03       9.915736751576e+06       4.532025738325e+06 
       1.056720596466e-02       1.497173946643e+07       1.492189028679e+07      -3.591676141037e+03      -3.653323812629e+03       9.828264321321e+06       4.515413653491e+06 
       1.069342368396e-02       1.491693211478e+07       1.486703281801e+07      -3.494452564614e+03      -3.554432493027e+03       9.741455874836e+06       4.498846117564e+06 
       1.081968229395e-02       1.486227415460e+07       1.481232688286e+07      -3.400820020954e+03      -3.459192977350e+03       9.655325701429e+06       4.482318119678e+06 
       1.094598120481e-02       1.480777180096e+07       1.475777794434e+07      -3.310622106252e+03      -3.367446053263e+03       9.569896284518e+06       4.465828962862e+06 
       1.107231987254e-02       1.475342532854e+07       1.470338466686e+07      -3.223703484509e+03      -3.279033709898e+03       9.485185940105e+06       4.449377076147e+06 
       1.119869779696e-02       1.469923406767e+07       1.464914501762e+07      -3.139912264047e+03      -3.193801528306e+03       9.401212197558e+06       4.432961642652e+06 
       1.132511451983e-02       1.464520275661e+07       1.459506243714e+07      -3.059100909072e+03      -3.111599604456e+03       9.317995017752e+06       4.416584434351e+06 
       1.145156962305e-02       1.459132885623e+07       1.454113285128e+07      -2.981125067532e+03      -3.032281324088e+03       9.235548416074e+06       4.400245950120e+06 
       1.157806272708e-02       1.453761466288e+07       1.448735786871e+07      -2.905846679506e+03      -2.955706506447e+03       9.153888012580e+06       4.383948878424e+06 
       1.170459348938e-02       1.448405904730e+07       1.443373553223e+07      -2.833133726719e+03      -2.881741117145e+03       9.073025185892e+06       4.367695360430e+06 
       1.183116160300e-02       1.443066357040e+07       1.438026719523e+07      -2.762861702872e+03      -2.810258751273e+03       8.992970786992e+06       4.351488581340e+06 
       1.195776679527e-02       1.437742724829e+07       1.432695187072e+07      -2.694913713216e+03      -2.741140709628e+03       8.913731628576e+06       4.335330991883e+06 
       1.208440882659e-02       1.432434900714e+07       1.427378887429e+07      -2.629181472355e+03      -2.674276998032e+03       8.835311946236e+06       4.319224749759e+06 
       1.221108748925e-02       1.427142757825e+07       1.422077753864e+07      -2.565564517394e+03      -2.609565532945e+03       8.757713052995e+06       4.303171567063e+06 
       1.233780260641e-02       1.421866254459e+07       1.416791837339e+07      -2.503971605384e+03      -2.546913538096e+03       8.680934208966e+06       4.287172785333e+06 
       1.246455403111e-02       1.416605060884e+07       1.411520884898e+07      -2.444317958272e+03      -2.486234770094e+03       8.604970090044e+06       4.271228235740e+06 
       1.259134164533e-02       1.411359491050e+07       1.406265328335e+07      -2.386527436542e+03      -2.427451717372e+03       8.529816827904e+06       4.255339026797e+06 
       1.271816535917e-02       1.406128972032e+07       1.401024667343e+07      -2.330528527569e+03      -2.370491537005e+03       8.455462661663e+06       4.239502916769e+06 
       1.284502511008e-02       1.400913624111e+07       1.395799112762e+07      -2.276256031576e+03      -2.315287783382e+03       8.381897868768e+06       4.223719225295e+06 
       1.297192086208e-02       1.395713481988e+07       1.390588753092e+07      -2.223648676375e+03      -2.261777995536e+03       8.309110133128e+06       4.207986598353e+06 
       1.309885260513e-02       1.390528455457e+07       1.385393538535e+07      -2.172648383629e+03      -2.209902959528e+03       8.237084720789e+06       4.192303030899e+06 
       1.322582035451e-02       1.385357986776e+07       1.380212915440e+07      -2.123198954305e+03      -2.159605381883e+03       8.165802720886e+06       4.176664976080e+06 
       1.335282415023e-02       1.380202754188e+07       1.375047577454e+07      -2.075247531921e+03      -2.110831394969e+03       8.095251435209e+06       4.161072755603e+06 
       1.347986405652e-02       1.375062394702e+07       1.369897126159e+07      -2.028741033325e+03      -2.063526924378e+03       8.025411155168e+06       4.145523701865e+06 
       1.360694016134e-02       1.369936962812e+07       1.364761576017e+07      -1.983627760598e+03      -2.017639337208e+03       7.956264177149e+06       4.130016762324e+06 
       1.373405257595e-02       1.364826717000e+07       1.359641152089e+07      -1.939857211494e+03      -1.973117244461e+03       7.887793721553e+06       4.114551889408e+06 
       1.386120143448e-02       1.359731308736e+07       1.354535440420e+07      -1.897378368004e+03      -1.929908766915e+03       7.819979476318e+06       4.099127699545e+06 
       1.398838689360e-02       1.354650808491e+07       1.349444463736e+07      -1.856142140299e+03      -1.887964003143e+03       7.752803832280e+06       4.083744410661e+06 
       1.411560913219e-02       1.349585549199e+07       1.344368514142e+07      -1.816100417909e+03      -1.847234073892e+03       7.686251056949e+06       4.068403541249e+06 
       1.424286835102e-02       1.344534594483e+07       1.339306603520e+07      -1.777204985354e+03      -1.807670000766e+03       7.620298721946e+06       4.053103041221e+06 
       1.437016477249e-02       1.339499233738e+07       1.334260028655e+07      -1.739412198281e+03      -1.769227461027e+03       7.554937713568e+06       4.037847838737e+06 
       1.449749864041e-02       1.334478368553e+07       1.329227658760e+07      -1.702677296823e+03      -1.731860993741e+03       7.490146094457e+06       4.022635749996e+06 
       1.452091028622e-02       1.333556952501e+07       1.328304090937e+07      -1.696036143635e+03      -1.725105667831e+03       7.478296217927e+06       4.019844072378e+06 
       1.462487021981e-02       1.329472380352e+07       1.324209884854e+07      -1.666959521914e+03      -1.695529202145e+03       7.425910991097e+06       4.007469088822e+06 
       1.475227979672e-02       1.324481049837e+07       1.319206508352e+07      -1.632219791230e+03      -1.660192381449e+03       7.362216919103e+06       3.992348261147e+06 
       1.487972767807e-02       1.319504464008e+07       1.314217648144e+07      -1.598421843786e+03      -1.625813681685e+03       7.299050783097e+06       3.977274418592e+06 
       1.500721419151e-02       1.314542499574e+07       1.309243214445e+07      -1.565531588240e+03      -1.592358443508e+03       7.236398993682e+06       3.962247847443e+06 
       1.513473968537e-02       1.309594578903e+07       1.304282661430e+07      -1.533516705391e+03      -1.559793794511e+03       7.174246034463e+06       3.947267161034e+06 
       1.526230452854e-02       1.304661353306e+07       1.299336695590e+07      -1.502348452621e+03      -1.528090486705e+03       7.112583711178e+06       3.932334432600e+06 
       1.538990911046e-02       1.299742536650e+07       1.294405072430e+07      -1.471999084190e+03      -1.497220271404e+03       7.051399147024e+06       3.917448585553e+06 
       1.551755384102e-02       1.294838049065e+07       1.289487740483e+07      -1.442442642656e+03      -1.467156712687e+03       6.990681015913e+06       3.902608952510e+06 
       1.564523915065e-02       1.289947721437e+07       1.284584557218e+07      -1.413654560612e+03      -1.437874782464e+03       6.930417909975e+06       3.887814404986e+06 
       1.577296549024e-02       1.285071619315e+07       1.279695620633e+07      -1.385611659224e+03      -1.409350864154e+03       6.870600064486e+06       3.873064421622e+06 
       1.590073333121e-02       1.280209609076e+07       1.274820794612e+07      -1.358291320747e+03      -1.381561915626e+03       6.811216940787e+06       3.858357810551e+06 
       1.602854316559e-02       1.275361870756e+07       1.269960277760e+07      -1.331672195556e+03      -1.354486185937e+03       6.752260137413e+06       3.843694372262e+06 
       1.615639550603e-02       1.270528711569e+07       1.265114365059e+07      -1.305733161169e+03      -1.328102168385e+03       6.693722178329e+06       3.829074377229e+06 
       1.628429088595e-02       1.265709677372e+07       1.260282611071e+07      -1.280453057349e+03      -1.302388320821e+03       6.635592120356e+06       3.814495926197e+06 
       1.641222985960e-02       1.260904386236e+07       1.255464516418e+07      -1.255811012606e+03      -1.277323405520e+03       6.577859873103e+06       3.799957466822e+06 
       1.654021300222e-02       1.256113340144e+07       1.250660593925e+07      -1.231787207344e+03      -1.252887265992e+03       6.520520649310e+06       3.785460362647e+06 
       1.666824091019e-02       1.251335791899e+07       1.245870093076e+07      -1.208361252094e+03      -1.229059168623e+03       6.463563898019e+06       3.771002373545e+06 
       1.679631420114e-02       1.246572625689e+07       1.241093900982e+07      -1.185514412469e+03      -1.205820074499e+03       6.406988166340e+06       3.756586377795e+06 
       1.692443351418e-02       1.241823417567e+07       1.236331608457e+07      -1.163227398235e+03      -1.183150379552e+03       6.350786109476e+06       3.742211425051e+06 
       1.705259951009e-02       1.237087191021e+07       1.231582134603e+07      -1.141480882585e+03      -1.161030446018e+03       6.294948423474e+06       3.727874954755e+06 
       1.718081287151e-02       1.232365615327e+07       1.226847291717e+07      -1.120258720212e+03      -1.139443871713e+03       6.239480513985e+06       3.713582546923e+06 
       1.730907430318e-02       1.227657369835e+07       1.222125662514e+07      -1.099542699621e+03      -1.118372150807e+03       6.184373449138e+06       3.699330661382e+06 
       1.743738453221e-02       1.222963194991e+07       1.217418067081e+07      -1.079317276453e+03      -1.097799487640e+03       6.129630028698e+06       3.685122021611e+06 
       1.756574430830e-02       1.218282625934e+07       1.212724001264e+07      -1.059566640897e+03      -1.077709811877e+03       6.075248038748e+06       3.670955579714e+06 
       1.769415440405e-02       1.213616040004e+07       1.208043892886e+07      -1.040276503585e+03      -1.058088595850e+03       6.021230729268e+06       3.656832776703e+06 
       1.782261561525e-02       1.208962885722e+07       1.203377179473e+07      -1.021432621155e+03      -1.038921352957e+03       5.967577895355e+06       3.642752112694e+06 
       1.795112876119e-02       1.204323474223e+07       1.198724193975e+07      -1.003022248209e+03      -1.020195115804e+03       5.914294817837e+06       3.628714571389e+06 
       1.807969468499e-02       1.199697671928e+07       1.194084822351e+07      -9.850328906847e+02      -1.001897169811e+03       5.861385659091e+06       3.614719689228e+06 
       1.820831425394e-02       1.195085268268e+07       1.189458846077e+07      -9.674526445621e+02      -9.840153972578e+02       5.808855289961e+06       3.600766674785e+06 
       1.833698835989e-02       1.190486228314e+07       1.184846259273e+07      -9.502702998798e+02      -9.665383844390e+02       5.756710418092e+06       3.586855184453e+06 
