# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.076059929033e+03       6.305184813323e-02       0.000000000000e+00       3.696771549679e+00       4.936512089625e-08       3.219132395930e-03      -1.738956897212e-05 
    3       1.010193078948e+03       1.144150756891e-01       0.000000000000e+00       4.825304573528e+00       6.133280122729e-08       3.252220701105e-03      -2.241814794400e-05 
    4       9.457936200391e+02       1.435553092225e-01       0.000000000000e+00       5.152143666292e+00       7.123557211374e-08       3.197310908308e-03      -2.403564503725e-05 
    5       8.944533379286e+02       1.436900167560e-01       0.000000000000e+00       4.967342741713e+00       7.985949388083e-08       3.108999936856e-03      -2.298629982706e-05 
    6       8.559085004827e+02       1.210285195739e-01       0.000000000000e+00       4.492923486690e+00       8.742688250558e-08       3.005752672251e-03      -1.990061947387e-05 
    7       8.280225072960e+02       8.801561738200e-02       0.000000000000e+00       3.889095896411e+00       9.407810353807e-08       2.896847701218e-03      -1.549255207068e-05 
    8       8.090891965106e+02       5.634943745513e-02       0.000000000000e+00       3.255850010098e+00       9.996337327995e-08       2.786907161630e-03      -1.048111429405e-05 
    9       7.967502792504e+02       3.304219784772e-02       0.000000000000e+00       2.657068188416e+00       1.052281472887e-07       2.678302570614e-03      -5.527876918447e-06 
   10       7.898712045187e+02       1.971740648518e-02       0.000000000000e+00       2.134035615467e+00       1.100002969066e-07       2.573758884229e-03      -1.175034631284e-06 
   11       7.873798367740e+02       1.419436111341e-02       0.000000000000e+00       1.711571309478e+00       1.111949755238e-07       2.480745229874e-03       2.168133277859e-06 
   12       7.879272339607e+02       1.287640435904e-02       0.000000000000e+00       1.401598343059e+00       1.148420146837e-07       2.383152935714e-03       4.354744801889e-06 
   13       7.913285816222e+02       1.270515809014e-02       0.000000000000e+00       1.203123878544e+00       1.181065610935e-07       2.292088332806e-03       5.343406175053e-06 
   14       7.965647716587e+02       1.207963680106e-02       0.000000000000e+00       1.104428357736e+00       1.210336816054e-07       2.211164936668e-03       5.247595878285e-06 
   15       8.035005553406e+02       1.078491297675e-02       0.000000000000e+00       1.086578171366e+00       1.236591489304e-07       2.131512881579e-03       4.263892133491e-06 
   16       8.117518771118e+02       9.366610310796e-03       0.000000000000e+00       1.126079681504e+00       1.260128194292e-07       2.059022658162e-03       2.691816078971e-06 
   17       8.208500932608e+02       8.444779707242e-03       0.000000000000e+00       1.200288077780e+00       1.281214667811e-07       1.991815901202e-03       8.400951145394e-07 
   18       8.309195747405e+02       8.301544997269e-03       0.000000000000e+00       1.288601139650e+00       1.299585035048e-07       1.927953184839e-03      -9.937703765198e-07 
   19       8.419494577253e+02       8.768872583768e-03       0.000000000000e+00       1.377589143564e+00       1.316949003530e-07       1.869514935720e-03      -2.588684775725e-06 
   20       8.534324030835e+02       9.472827226646e-03       0.000000000000e+00       1.454456047222e+00       1.331901528429e-07       1.814538940502e-03      -3.756302994203e-06 
   21       8.654523996547e+02       1.013393198498e-02       0.000000000000e+00       1.514752915467e+00       1.345324425137e-07       1.762011631680e-03      -4.408009105377e-06 
   22       8.780468760933e+02       1.052279138754e-02       0.000000000000e+00       1.557546865715e+00       1.356968486292e-07       1.708897253378e-03      -4.543901678959e-06 
   23       8.911446101146e+02       1.073511368287e-02       0.000000000000e+00       1.584780780693e+00       1.367540969472e-07       1.657245268385e-03      -4.218057484472e-06 
   24       9.045062692587e+02       1.100234383481e-02       0.000000000000e+00       1.600354777351e+00       1.376554530475e-07       1.609466642804e-03      -3.556145984685e-06 
   25       9.182033704537e+02       1.152463248685e-02       0.000000000000e+00       1.609030584195e+00       1.384556018765e-07       1.565858655512e-03      -2.687217085766e-06 
   26       9.322784816479e+02       1.247831779823e-02       0.000000000000e+00       1.616353450064e+00       1.391325142840e-07       1.524468736100e-03      -1.774671291229e-06 
   27       9.466499611994e+02       1.386273959553e-02       0.000000000000e+00       1.626410893600e+00       1.397136824280e-07       1.484065959382e-03      -9.538847042757e-07 
   28       9.611411142488e+02       1.561041741201e-02       0.000000000000e+00       1.642553719334e+00       1.401632657607e-07       1.443027948245e-03      -3.533034013306e-07 
