# Matter power spectrum P(k) at redshift z=0
# for k=1.03233e-05 to 167.815 h/Mpc,
# number of wavenumbers equal to 627
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.032330878311e-05       4.795987581089e+01 
       2.301432962598e-05       1.043899412703e+02 
       3.574874831192e-05       1.600379348869e+02 
       4.855982284314e-05       2.154226291769e+02 
       6.148134595326e-05       2.708521891186e+02 
       7.454793764011e-05       3.265655297533e+02 
       8.779534679828e-05       3.827712402340e+02 
       1.012607658544e-04       4.396669502063e+02 
       1.149831623390e-04       4.974439439892e+02 
       1.290036313604e-04       5.562968776483e+02 
       1.433657729580e-04       6.164246101540e+02 
       1.581160982668e-04       6.780338760500e+02 
       1.733044682872e-04       7.413437513713e+02 
       1.889845687494e-04       8.065858732307e+02 
       2.052144240265e-04       8.740091018141e+02 
       2.220569521581e-04       9.438809973200e+02 
       2.395805616743e-04       1.016491111733e+03 
       2.578597888579e-04       1.092152324875e+03 
       2.769759711429e-04       1.171205924457e+03 
       2.970179482262e-04       1.254023997775e+03 
       3.180827768570e-04       1.341009681386e+03 
       3.402764378175e-04       1.432602547397e+03 
       3.637145039639e-04       1.529278330439e+03 
       3.885227261229e-04       1.631555274219e+03 
       4.148374790385e-04       1.739985557793e+03 
       4.428059927733e-04       1.855164197415e+03 
       4.725862768816e-04       1.977717166837e+03 
       5.043466271475e-04       2.108302410656e+03 
       5.382645907986e-04       2.247598081354e+03 
       5.745252604202e-04       2.396289026251e+03 
       6.133187753077e-04       2.555050159459e+03 
       6.548369385810e-04       2.724526412993e+03 
       6.992689154395e-04       2.905311274523e+03 
       7.467960660388e-04       3.097915193275e+03 
       7.975860833042e-04       3.302746439729e+03 
       8.517867403150e-04       3.520085678960e+03 
       9.095196820706e-04       3.750071010671e+03 
       9.708747924186e-04       3.992688281882e+03 
       1.035905696766e-03       4.247767700706e+03 
       1.104626901547e-03       4.514986449379e+03 
       1.177012918272e-03       4.793869504143e+03 
       1.252999494743e-03       5.083792973080e+03 
       1.332486822317e-03       5.383968950468e+03 
       1.415344359384e-03       5.693482163091e+03 
       1.501416753535e-03       6.011336301236e+03 
       1.590530283027e-03       6.336437116014e+03 
       1.682499270248e-03       6.667670715836e+03 
       1.777132022643e-03       7.003956882317e+03 
       1.874235996063e-03       7.344293491109e+03 
       1.973622019026e-03       7.687784720340e+03 
       2.075107540025e-03       8.033636549199e+03 
       2.178518951529e-03       8.381150528584e+03 
       2.283693101496e-03       8.729698048054e+03 
       2.390478130389e-03       9.078702557291e+03 
       2.498733776543e-03       9.427620376616e+03 
       2.608331282909e-03       9.775918072253e+03 
       2.719153020603e-03       1.012306904054e+04 
       2.831091924111e-03       1.046854773035e+04 
       2.944050812675e-03       1.081183923046e+04 
       3.057941654148e-03       1.115246861739e+04 
       3.172684812194e-03       1.149000873205e+04 
       3.288208305282e-03       1.182411557724e+04 
       3.404447096299e-03       1.215451753503e+04 
       3.521342424333e-03       1.248102289572e+04 
       3.638841184924e-03       1.280350619470e+04 
       3.756895361297e-03       1.312189514146e+04 
       3.875461506563e-03       1.343615814352e+04 
       3.994500275189e-03       1.374628464132e+04 
       4.113976000989e-03       1.405226171262e+04 
       4.233856318347e-03       1.435407212315e+04 
       4.354111823107e-03       1.465167809412e+04 
       4.474715769511e-03       1.494501044255e+04 
       4.595643799716e-03       1.523399185032e+04 
       4.716873702543e-03       1.551852608647e+04 
       4.838385198396e-03       1.579851809141e+04 
       4.960159747514e-03       1.607389275438e+04 
       5.082180378991e-03       1.634458756367e+04 
       5.204431538259e-03       1.661060774971e+04 
       5.326898950945e-03       1.687195690682e+04 
       5.449569501274e-03       1.712869705731e+04 
       5.572431123356e-03       1.738091195664e+04 
       5.695472703915e-03       1.762868441612e+04 
       5.818683995157e-03       1.787209372907e+04 
       5.942055536648e-03       1.811121113166e+04 
       6.065578585177e-03       1.834606887629e+04 
       6.189245051740e-03       1.857668386772e+04 
       6.313047444829e-03       1.880305389779e+04 
       6.436978819359e-03       1.902515710731e+04 
       6.561032730593e-03       1.924297701228e+04 
       6.685203192556e-03       1.945650852055e+04 
       6.809484640424e-03       1.966575350796e+04 
       6.933871896495e-03       1.987073831026e+04 
       7.058360139343e-03       2.007151961099e+04 
       7.182944875837e-03       2.026815182324e+04 
       7.307621915731e-03       2.046072029411e+04 
       7.432387348547e-03       2.064931701207e+04 
       7.557237522539e-03       2.083401241583e+04 
       7.682169025517e-03       2.101486532709e+04 
       7.807178667353e-03       2.119193140463e+04 
       7.932263463998e-03       2.136523713350e+04 
       8.057420622880e-03       2.153478356403e+04 
       8.182647529522e-03       2.170059439442e+04 
       8.307941735299e-03       2.186267074109e+04 
       8.433300946197e-03       2.202102183172e+04 
       8.558723012502e-03       2.217566442599e+04 
       8.684205919325e-03       2.232663704590e+04 
       8.809747777881e-03       2.247399056481e+04 
       8.935346817476e-03       2.261779481633e+04 
       9.061001378108e-03       2.275810548947e+04 
       9.186709903659e-03       2.289500446820e+04 
       9.312470935604e-03       2.302854306148e+04 
       9.438283107208e-03       2.315878390029e+04 
       9.564145138157e-03       2.328575424076e+04 
       9.690055829598e-03       2.340948902957e+04 
       9.816014059543e-03       2.352999976551e+04 
       9.942018778623e-03       2.364730191903e+04 
       1.006806900614e-02       2.376140485513e+04 
       1.019416382642e-02       2.387232550284e+04 
       1.032030238541e-02       2.398008074169e+04 
       1.044648388756e-02       2.408472719246e+04 
       1.057270759288e-02       2.418630130058e+04 
       1.069897281422e-02       2.428485994382e+04 
       1.082527891478e-02       2.438045772982e+04 
       1.095162530572e-02       2.447314340410e+04 
       1.107801144403e-02       2.456297928206e+04 
       1.120443683048e-02       2.464999303262e+04 
       1.133090100772e-02       2.473424752265e+04 
       1.145740355854e-02       2.481572575769e+04 
       1.158394410423e-02       2.489446799128e+04 
       1.171052230309e-02       2.497049395005e+04 
       1.183713784897e-02       2.504380083917e+04 
       1.196379046998e-02       2.511442776802e+04 
       1.209047992726e-02       2.518239759485e+04 
       1.221720601386e-02       2.524775038100e+04 
       1.234396855364e-02       2.531051096507e+04 
       1.247076740036e-02       2.537074248108e+04 
       1.259760243668e-02       2.542849840878e+04 
       1.272447357339e-02       2.548378828772e+04 
       1.285138074858e-02       2.553668303020e+04 
       1.297832392693e-02       2.558721151453e+04 
       1.310530309904e-02       2.563539449789e+04 
       1.323231828083e-02       2.568124791261e+04 
       1.335936951293e-02       2.572480181065e+04 
       1.348645686017e-02       2.576606631390e+04 
       1.361358041112e-02       2.580506488819e+04 
       1.374074027764e-02       2.584181753975e+04 
