# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.108082296686e+03       6.410236441204e-02       1.671177127829e-06       3.622001509284e+00       4.909987109891e-08       3.345464305586e-03      -1.737178010886e-05 
    3       1.033994411170e+03       1.149781780296e-01       3.344442849948e-06       4.685103071236e+00       6.059703056484e-08       3.374384538705e-03      -2.224197783249e-05 
    4       9.634662503774e+02       1.429065129202e-01       5.578635431910e-06       4.961496739736e+00       7.050463826936e-08       3.318703825183e-03      -2.369426823620e-05 
    5       9.077278420832e+02       1.418089624704e-01       8.376327482929e-06       4.754031343241e+00       7.915998993757e-08       3.229497934523e-03      -2.249917339828e-05 
    6       8.661576606288e+02       1.184239709020e-01       1.174055920021e-05       4.284194681332e+00       8.675998618811e-08       3.125136485068e-03      -1.930849582783e-05 
    7       8.363700971680e+02       8.538852074363e-02       1.567473165306e-05       3.704041233771e+00       9.349337522571e-08       3.014275283684e-03      -1.483746583154e-05 
    8       8.158733450534e+02       5.428879662688e-02       2.018248850794e-05       3.105033840481e+00       9.946859194817e-08       2.902067736837e-03      -9.801771802711e-06 
    9       8.027924418049e+02       3.186204448936e-02       2.526759086671e-05       2.543392983733e+00       1.047714420503e-07       2.791494517825e-03      -4.856198633335e-06 
   10       7.954399981565e+02       1.943746959336e-02       3.093379015410e-05       2.055424211484e+00       1.095270486528e-07       2.684334681786e-03      -5.344139158762e-07 
   11       7.924040147158e+02       1.461867345833e-02       3.718470405558e-05       1.663696834978e+00       1.106873091572e-07       2.587487586480e-03       2.761428926610e-06 
   12       7.931930199101e+02       1.370914236979e-02       4.402370037141e-05       1.377228487548e+00       1.144130682199e-07       2.485417393025e-03       4.889421546375e-06 
   13       7.965862348647e+02       1.365486535254e-02       5.145379332158e-05       1.194033334128e+00       1.177617019592e-07       2.398035512394e-03       5.830720035233e-06 
   14       8.017350486252e+02       1.292607531375e-02       5.947755632345e-05       1.104328375531e+00       1.207751276285e-07       2.308537934579e-03       5.659819447899e-06 
   15       8.088573725014e+02       1.140503681221e-02       6.809705458906e-05       1.090027206036e+00       1.234872854215e-07       2.226843487908e-03       4.623487179894e-06 
   16       8.171064343199e+02       9.727330077898e-03       7.731380008055e-05       1.128757827218e+00       1.259295064145e-07       2.153140891075e-03       3.003700102269e-06 
   17       8.264531658925e+02       8.574945900963e-03       8.712873045106e-05       1.199218136063e+00       1.281280326003e-07       2.087122412031e-03       1.106323693529e-06 
   18       8.367202553524e+02       8.258614564630e-03       9.754220089263e-05       1.281955508914e+00       1.300553766973e-07       2.023872013925e-03      -7.730127853126e-07 
   19       8.477921819599e+02       8.612035263587e-03       1.085540706541e-04       1.364231509417e+00       1.318809742982e-07       1.963221440767e-03      -2.411414876321e-06 
   20       8.592395693804e+02       9.249343532077e-03       1.201636255807e-04       1.433958936828e+00       1.334651096456e-07       1.902970117481e-03      -3.616449026981e-06 
   21       8.712327279058e+02       9.871639008442e-03       1.323698217781e-04       1.487220815711e+00       1.348951775734e-07       1.845945604904e-03      -4.298408456698e-06 
   22       8.838829113149e+02       1.022429149344e-02       1.451711928736e-04       1.523581514538e+00       1.361463612822e-07       1.794108535907e-03      -4.458858405973e-06 
   23       8.970477015279e+02       1.038976329254e-02       1.585661414351e-04       1.545307829996e+00       1.372888197072e-07       1.745677555062e-03      -4.153928880224e-06 
   24       9.103808063637e+02       1.059043174138e-02       1.725528458670e-04       1.556515760434e+00       1.382740606077e-07       1.695670377737e-03      -3.512395428947e-06 
   25       9.239975923064e+02       1.102656846605e-02       1.871296030406e-04       1.561941875095e+00       1.391567351304e-07       1.645310394291e-03      -2.664344233792e-06 
   26       9.380242543994e+02       1.187827724807e-02       2.022947128894e-04       1.566975627973e+00       1.399153230655e-07       1.597167570090e-03      -1.772235283441e-06 
   27       9.523629639732e+02       1.314836289937e-02       2.180467815640e-04       1.575549257695e+00       1.405768724490e-07       1.552654893456e-03      -9.628507556180e-07 
   28       9.667916503153e+02       1.477277907110e-02       2.343846500189e-04       1.590840547819e+00       1.411050684161e-07       1.511833980478e-03      -3.543445135160e-07 
   29       9.813605735173e+02       1.670492111219e-02       2.513077525669e-04       1.613308615945e+00       1.415732648033e-07       1.474524392169e-03       9.639432909655e-10 
   30       9.961308827336e+02       1.888716299548e-02       2.688159191642e-04       1.642120303551e+00       1.420018709775e-07       1.439089598394e-03       8.412127660672e-08 
   31       1.011094900189e+03       2.125634062974e-02       2.869093817979e-04       1.675586906976e+00       1.423104673998e-07       1.402891723348e-03      -9.973315478095e-08 
   32       1.026293353341e+03       2.380686627094e-02       3.055890352575e-04       1.710700550497e+00       1.425440406461e-07       1.366686116087e-03      -5.038188813190e-07 
   33       1.041723803928e+03       2.655067988890e-02       3.248563612325e-04       1.743277566962e+00       1.427311292039e-07       1.332178088811e-03      -1.038914495222e-06 
   34       1.057330241546e+03       2.949345673782e-02       3.447133737399e-04       1.768663839268e+00       1.428353175067e-07       1.300627730147e-03      -1.590253824300e-06 
   35       1.073106769179e+03       3.260827390041e-02       3.651624778893e-04       1.784079780957e+00       1.428886260043e-07       1.271869988756e-03      -2.089447385905e-06 
   36       1.089017300421e+03       3.585194402006e-02       3.862066455864e-04       1.787030533687e+00       1.428978535887e-07       1.244583403147e-03      -2.471939648163e-06 
   37       1.105001567066e+03       3.918680192206e-02       4.078492743950e-04       1.775225122251e+00       1.428236969704e-07       1.217005021250e-03      -2.673487658362e-06 
   38       1.121112797399e+03       4.263390676399e-02       4.300934105393e-04       1.748492086554e+00       1.427047466563e-07       1.189328268632e-03      -2.687299909492e-06 
   39       1.137417790552e+03       4.623777267308e-02       4.529423291805e-04       1.707512789887e+00       1.425769342901e-07       1.162249101936e-03      -2.534206381306e-06 
   40       1.153955747323e+03       5.005297727470e-02       4.763997790568e-04       1.653341675779e+00       1.424269182025e-07       1.136320652575e-03      -2.251326352757e-06 
   41       1.170736994932e+03       5.413302160920e-02       5.004696138137e-04       1.587293090143e+00       1.422074305286e-07       1.111898859404e-03      -1.888303307119e-06 
   42       1.187746783708e+03       5.849095416840e-02       5.251544731102e-04       1.510495070190e+00       1.419411951034e-07       1.089058160932e-03      -1.487486512523e-06 
   43       1.204937039794e+03       6.312704485783e-02       5.504567201613e-04       1.424233965894e+00       1.416537802698e-07       1.067560919980e-03      -1.098330611718e-06 
   44       1.222221193533e+03       6.803933632593e-02       5.763788030511e-04       1.330097105445e+00       1.413378135994e-07       1.046811131116e-03      -7.842873225729e-07 
   45       1.239510002175e+03       7.322433173320e-02       6.029228676886e-04       1.229508992252e+00       1.409653254928e-07       1.026082729649e-03      -6.076499953186e-07 
   46       1.256839408834e+03       7.867965667818e-02       6.300894563031e-04       1.122136255939e+00       1.405607131244e-07       1.005472704844e-03      -5.719782586711e-07 
   47       1.274275407928e+03       8.440193796322e-02       6.578784215736e-04       1.007033485274e+00       1.401524350405e-07       9.852699681933e-04      -6.568871155483e-07 
   48       1.291877348727e+03       9.038593584452e-02       6.862892601259e-04       8.830707802068e-01       1.397485058264e-07       9.656892332872e-04      -8.314180269741e-07 
   49       1.309696951100e+03       9.662444230051e-02       7.153210911965e-04       7.489223544774e-01       1.393302822534e-07       9.468544800961e-04      -1.052729727572e-06 
   50       1.327770266604e+03       1.031103551844e-01       7.449725345197e-04       6.032495918326e-01       1.388645923772e-07       9.288125642746e-04      -1.273735422705e-06 
   51       1.346093272805e+03       1.098438004282e-01       7.752413544085e-04       4.453352346498e-01       1.383656239617e-07       9.116230857838e-04      -1.473056030025e-06 
   52       1.364637952960e+03       1.168267672311e-01       8.061246821843e-04       2.746016375482e-01       1.378537510151e-07       8.952742991791e-04      -1.634745244874e-06 
   53       1.383357486648e+03       1.240611017890e-01       8.376190830515e-04       9.042916588360e-02       1.373360406885e-07       8.796399715649e-04      -1.740092938193e-06 
   54       1.402184933527e+03       1.315485079573e-01       8.697205300206e-04      -1.078460508902e-01       1.368025956370e-07       8.644630130164e-04      -1.767397149572e-06 
   55       1.421056079248e+03       1.392902843726e-01       9.024248295790e-04      -3.207116052896e-01       1.362350494814e-07       8.494505234632e-04      -1.698878703350e-06 
   56       1.439987634652e+03       1.472864578243e-01       9.357290822797e-04      -5.477479736556e-01       1.356471334405e-07       8.346417951205e-04      -1.545037271244e-06 
   57       1.459016157432e+03       1.555364357554e-01       9.696305393171e-04      -7.881817335771e-01       1.350566759811e-07       8.201456821906e-04      -1.328841175142e-06 
   58       1.478175225291e+03       1.640392415446e-01       1.004126174275e-03      -1.041086125297e+00       1.344727404362e-07       8.060343933524e-04      -1.079929163060e-06 
   59       1.497495061092e+03       1.727935049024e-01       1.039212674650e-03      -1.305374619366e+00       1.338933716605e-07       7.923374789136e-04      -8.352393693810e-07 
   60       1.517002157989e+03       1.817974522652e-01       1.074886433372e-03      -1.579794484301e+00       1.333031367992e-07       7.790355508269e-04      -6.396605800239e-07 
   61       1.536717873529e+03       1.910490854948e-01       1.111144272050e-03      -1.863229042277e+00       1.326813444936e-07       7.660866477261e-04      -5.353991887441e-07 
   62       1.556654691208e+03       2.005467865749e-01       1.147985819578e-03      -2.155698268279e+00       1.320376340803e-07       7.535312117535e-04      -5.242704607031e-07 
   63       1.576818450769e+03       2.102888322183e-01       1.185411654818e-03      -2.457572393986e+00       1.313873075712e-07       7.414105490103e-04      -5.939960018929e-07 
   64       1.597208905693e+03       2.202732139825e-01       1.223422636443e-03      -2.769286333943e+00       1.307406436901e-07       7.297329115439e-04      -7.280719002069e-07 
   65       1.617819315626e+03       2.304976346390e-01       1.262019917672e-03      -3.091343047654e+00       1.301016527567e-07       7.184692183858e-04      -9.053852263338e-07 
   66       1.638636038810e+03       2.409595045431e-01       1.301204961015e-03      -3.424316901670e+00       1.294667268274e-07       7.075486113360e-04      -1.099817838384e-06 
   67       1.659638124501e+03       2.516559380039e-01       1.340979553012e-03      -3.768857031690e+00       1.288231817546e-07       6.968538454956e-04      -1.279837490247e-06 
   68       1.680805406411e+03       2.625833611923e-01       1.381345790045e-03      -4.125523222744e+00       1.281555543746e-07       6.862619834920e-04      -1.415647368805e-06 
   69       1.702145598401e+03       2.737362517229e-01       1.422305999510e-03      -4.494247418078e+00       1.274712743764e-07       6.757920276359e-04      -1.504156899915e-06 
   70       1.723671982130e+03       2.851081359838e-01       1.463862829079e-03      -4.874768636273e+00       1.267823952899e-07       6.654932899744e-04      -1.550797123833e-06 
   71       1.745395205073e+03       2.966919416781e-01       1.506019287960e-03      -5.266789894113e+00       1.260979624091e-07       6.554021112201e-04      -1.562731798788e-06 
   72       1.767323090370e+03       3.084799842589e-01       1.548778760897e-03      -5.669977285255e+00       1.254233162538e-07       6.455401175021e-04      -1.548999870565e-06 
   73       1.789460446662e+03       3.204639533644e-01       1.592145022169e-03      -6.083959058893e+00       1.247593427966e-07       6.359124137260e-04      -1.520662206990e-06 
   74       1.811808877936e+03       3.326348992516e-01       1.636122249593e-03      -6.508324698431e+00       1.241016689199e-07       6.265057135428e-04      -1.490952597319e-06 
   75       1.834366593373e+03       3.449832192319e-01       1.680715038519e-03      -6.942624000148e+00       1.234398015649e-07       6.172864059265e-04      -1.475433016534e-06 
   76       1.857130777617e+03       3.574994728121e-01       1.725927533574e-03      -7.386429543797e+00       1.227617788294e-07       6.082176340167e-04      -1.488428097395e-06 
   77       1.880105620957e+03       3.701770287133e-01       1.771760610127e-03      -7.839539292711e+00       1.220722772981e-07       5.993205252314e-04      -1.530829713823e-06 
   78       1.903295414819e+03       3.830098781461e-01       1.818214201893e-03      -8.301809436577e+00       1.213793382504e-07       5.906259865494e-04      -1.599263672277e-06 
   79       1.926701985809e+03       3.959918522980e-01       1.865288133581e-03      -8.773094649503e+00       1.206889781103e-07       5.821561034768e-04      -1.689467339159e-06 
