# Matter power spectrum P(k) at redshift z=0
# for k=1.01544e-05 to 156.024 h/Mpc,
# number of wavenumbers equal to 620
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.015444903842e-05       5.036750759778e+01 
       2.299612104578e-05       1.113206093036e+02 
       3.588197922925e-05       1.714325970590e+02 
       4.884648045962e-05       2.312867601698e+02 
       6.192464195695e-05       2.912320605098e+02 
       7.515235163443e-05       3.515417040863e+02 
       8.856668822679e-05       4.124576011698e+02 
       1.022062554401e-04       4.742088733005e+02 
       1.161115343925e-04       5.370216754538e+02 
       1.303252586485e-04       6.011253983465e+02 
       1.448928161580e-04       6.667571911365e+02 
       1.598626823566e-04       7.341659417697e+02 
       1.752868885163e-04       8.036154913302e+02 
       1.912215290866e-04       8.753879932955e+02 
       2.077273111378e-04       9.497872198012e+02 
       2.248701479943e-04       1.027141627936e+03 
       2.427217975539e-04       1.107807820732e+03 
       2.613605434252e-04       1.192173611726e+03 
       2.808719136204e-04       1.280661288957e+03 
       3.013494267870e-04       1.373730433047e+03 
       3.228953494968e-04       1.471880436124e+03 
       3.456214395331e-04       1.575651863003e+03 
       3.696496390561e-04       1.685626950627e+03 
       3.951126677301e-04       1.802428242153e+03 
       4.221544493416e-04       1.926714789577e+03 
       4.509302866122e-04       2.059175435907e+03 
       4.816066790341e-04       2.200518213717e+03 
       5.143606600048e-04       2.351456048237e+03 
       5.493785161642e-04       2.512687996438e+03 
       5.868537491850e-04       2.684877920764e+03 
       6.269841554110e-04       2.868631376425e+03 
       6.699679394240e-04       3.064475005651e+03 
       7.159988503610e-04       3.272841809550e+03 
       7.652604369651e-04       3.494066814266e+03 
       8.179196534491e-04       3.728394380422e+03 
       8.741201969013e-04       3.975995331150e+03 
       9.339760902432e-04       4.236983916415e+03 
       9.975661072311e-04       4.511420500691e+03 
       1.064929633980e-03       4.799285191238e+03 
       1.136064455748e-03       5.100417374105e+03 
       1.210926754411e-03       5.414436531558e+03 
       1.289433336101e-03       5.740678658308e+03 
       1.371465835154e-03       6.078161760900e+03 
       1.456876418622e-03       6.425734180758e+03 
       1.545494387629e-03       6.782161465318e+03 
       1.637133052603e-03       7.146244227254e+03 
       1.731596334603e-03       7.516888121962e+03 
       1.828684681406e-03       7.893072445015e+03 
       1.928200045909e-03       8.273776460165e+03 
       2.029949823245e-03       8.657937039254e+03 
       2.133749761437e-03       9.044490557096e+03 
       2.239425940808e-03       9.432458864496e+03 
       2.346815961635e-03       9.821012924293e+03 
       2.455769494923e-03       1.020945855561e+04 
       2.566148346526e-03       1.059717207676e+04 
       2.677826168531e-03       1.098354681884e+04 
       2.790687930055e-03       1.136800185999e+04 
       2.904629236932e-03       1.175003520878e+04 
       3.019555568695e-03       1.212923882557e+04 
       3.135381483127e-03       1.250529503849e+04 
       3.252029823794e-03       1.287790030435e+04 
       3.369430954371e-03       1.324678383426e+04 
       3.487522034741e-03       1.361167718928e+04 
       3.606246347358e-03       1.397237562452e+04 
       3.725552677779e-03       1.432872580182e+04 
       3.845394750074e-03       1.468060606028e+04 
       3.965730715718e-03       1.502789176223e+04 
       4.086522693272e-03       1.537046624282e+04 
       4.207736355385e-03       1.570823369730e+04 
       4.329340559315e-03       1.604113356156e+04 
       4.451307017038e-03       1.636912757816e+04 
       4.573610001132e-03       1.669217242046e+04 
       4.696226082769e-03       1.701022663986e+04 
       4.819133898432e-03       1.732327881943e+04 
       4.942313942219e-03       1.763130014370e+04 
       5.065748380903e-03       1.793429699834e+04 
       5.189420889192e-03       1.823228174929e+04 
       5.313316502899e-03       1.852525116882e+04 
       5.437421487969e-03       1.881321066165e+04 
       5.561723223574e-03       1.909618048493e+04 
       5.686210097639e-03       1.937419286772e+04 
       5.810871413408e-03       1.964726227764e+04 
       5.935697305770e-03       1.991544359861e+04 
       6.060678666262e-03       2.017873962937e+04 
       6.185807075751e-03       2.043718489197e+04 
       6.311074743956e-03       2.069082058379e+04 
       6.436474455026e-03       2.093968840111e+04 
       6.561999518536e-03       2.118381487317e+04 
       6.687643725281e-03       2.142325190942e+04 
       6.813401307367e-03       2.165801869034e+04 
       6.939266902130e-03       2.188816958322e+04 
       7.065235519475e-03       2.211374701291e+04 
       7.191302512280e-03       2.233479377126e+04 
       7.317463549542e-03       2.255133705007e+04 
       7.443714591984e-03       2.276343344800e+04 
       7.570051869871e-03       2.297112923752e+04 
       7.696471862808e-03       2.317446718830e+04 
       7.822971281335e-03       2.337349048439e+04 
       7.949547050121e-03       2.356823828950e+04 
       8.076196292620e-03       2.375875637059e+04 
       8.202916317039e-03       2.394509654128e+04 
       8.329704603489e-03       2.412730267164e+04 
       8.456558792215e-03       2.430543071305e+04 
       8.583476672800e-03       2.447950478587e+04 
       8.710456174249e-03       2.464956960035e+04 
       8.837495355886e-03       2.481568538877e+04 
       8.964592398969e-03       2.497788419069e+04 
       9.091745598982e-03       2.513621251132e+04 
       9.218953358525e-03       2.529070982491e+04 
       9.346214180764e-03       2.544142029437e+04 
       9.473526663380e-03       2.558838427706e+04 
