# Matter power spectrum P(k) at redshift z=0
# for k=1.0319e-05 to 167.689 h/Mpc,
# number of wavenumbers equal to 627
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.031904003728e-05       4.958144800089e+01 
       2.300347445383e-05       1.079093891698e+02 
       3.573124209290e-05       1.654198464585e+02 
       4.853554902246e-05       2.226440551465e+02 
       6.145013468167e-05       2.798951939634e+02 
       7.450956365036e-05       3.374144634093e+02 
       8.774952648581e-05       3.954121508602e+02 
       1.012071535158e-04       4.540848167815e+02 
       1.149213455077e-04       5.136239456352e+02 
       1.289331251647e-04       5.742214181678e+02 
       1.432860134124e-04       6.360734421403e+02 
       1.580264343948e-04       6.993834798042e+02 
       1.732041529604e-04       7.643649399593e+02 
       1.888727481180e-04       8.312436231649e+02 
       2.050901254101e-04       9.002600982571e+02 
       2.219190702648e-04       9.716720821966e+02 
       2.394278430250e-04       1.045756835711e+03 
       2.576908143161e-04       1.122813465875e+03 
       2.767891364905e-04       1.203165725623e+03 
       2.968114427942e-04       1.287164056083e+03 
       3.178545603287e-04       1.375188206420e+03 
       3.400242154679e-04       1.467649361986e+03 
       3.634357008189e-04       1.564991856944e+03 
       3.882144608012e-04       1.667694850378e+03 
       4.144965384129e-04       1.776272638863e+03 
       4.424288090411e-04       1.891274201397e+03 
       4.721689091668e-04       2.013281305662e+03 
       5.038847503408e-04       2.142904562623e+03 
       5.377534949037e-04       2.280777173585e+03 
       5.739598641246e-04       2.427545829833e+03 
       6.126936576725e-04       2.583858361069e+03 
       6.541463924714e-04       2.750347741179e+03 
       6.985070253845e-04       2.927612826253e+03 
       7.459568114712e-04       3.116195757717e+03 
       7.966634655500e-04       3.316557609551e+03 
       8.507749284595e-04       3.529052638908e+03 
       9.084131693588e-04       3.753904572956e+03 
       9.696685518479e-04       3.991185767871e+03 
       1.034595322786e-03       4.240802715114e+03 
       1.103208724960e-03       4.502488081376e+03 
       1.175484083800e-03       4.775804445541e+03 
       1.251357994986e-03       5.060153674476e+03 
       1.330731487132e-03       5.354780001298e+03 
       1.413474804941e-03       5.658820450664e+03 
       1.499433299410e-03       5.971360639691e+03 
       1.588433847977e-03       6.291407772667e+03 
       1.680291257698e-03       6.617943925041e+03 
       1.774814205688e-03       6.949952512510e+03 
       1.871810409619e-03       7.286439798852e+03 
       1.971090864162e-03       7.626453020103e+03 
       2.072473103138e-03       7.969091539928e+03 
       2.175783539049e-03       8.313518001149e+03 
       2.280858989400e-03       8.658960065323e+03 
       2.387547526973e-03       9.004712914163e+03 
       2.495708796467e-03       9.350142562813e+03 
       2.605213930449e-03       9.694676145840e+03 
       2.715945180156e-03       1.003780580335e+04 
       2.827795356224e-03       1.037908051386e+04 
       2.940667154134e-03       1.071810315026e+04 
       3.054472420946e-03       1.105452373966e+04 
       3.169131404441e-03       1.138804199495e+04 
       3.284572013338e-03       1.171839244122e+04 
       3.400729107595e-03       1.204534490594e+04 
       3.517543830492e-03       1.236870465687e+04 
       3.634962988893e-03       1.268830368634e+04 
       3.752938484313e-03       1.300399633210e+04 
       3.871426794817e-03       1.331566402192e+04 
       3.990388506118e-03       1.362320642404e+04 
       4.109787889156e-03       1.392653547527e+04 
       4.229592520888e-03       1.422558229327e+04 
       4.349772944744e-03       1.452028850574e+04 
       4.470302367156e-03       1.481061615295e+04 
       4.591156386672e-03       1.509652359014e+04 
       4.712312752331e-03       1.537798434092e+04 
       4.833751148236e-03       1.565498247007e+04 
       4.955453001486e-03       1.592751845345e+04 
       5.077401310906e-03       1.619557219655e+04 
       5.199580494253e-03       1.645916692537e+04 
       5.321976251839e-03       1.671828822943e+04 
       5.444575444705e-03       1.697295758078e+04 
       5.567365985716e-03       1.722319877449e+04 
       5.690336742101e-03       1.746901666956e+04 
       5.813477448166e-03       1.771044233202e+04 
       5.936778627016e-03       1.794750559427e+04 
       6.060231520293e-03       1.818022579283e+04 
       6.183828025038e-03       1.840863633825e+04 
       6.307560636869e-03       1.863276846362e+04 
       6.431422398811e-03       1.885265017380e+04 
       6.555406855140e-03       1.906831751804e+04 
       6.679508009710e-03       1.927980981674e+04 
       6.803720288272e-03       1.948715417726e+04 
       6.928038504381e-03       1.969039022505e+04 
       7.052457828495e-03       1.988955768755e+04 
       7.176973759935e-03       2.008468448222e+04 
       7.301582101430e-03       2.027581268515e+04 
       7.426278935955e-03       2.046298996659e+04 
       7.551060605659e-03       2.064624926663e+04 
       7.675923692649e-03       2.082562310153e+04 
       7.800865001464e-03       2.100116122670e+04 
       7.925881543067e-03       2.117289969588e+04 
       8.050970520206e-03       2.134086728382e+04 
       8.176129314021e-03       2.150512086865e+04 
       8.301355471766e-03       2.166569841953e+04 
       8.426646695553e-03       2.182264119084e+04 
       8.552000832025e-03       2.197597926612e+04 
       8.677415862855e-03       2.212575822332e+04 
       8.802889896021e-03       2.227201490158e+04 
       8.928421157766e-03       2.241479120775e+04 
       9.054007985197e-03       2.255412189440e+04 
       9.179648819457e-03       2.269004870148e+04 
       9.305342199427e-03       2.282260309726e+04 
       9.431086755910e-03       2.295183087526e+04 
       9.556881206254e-03       2.307776436894e+04 
       9.682724349383e-03       2.320043860914e+04 
       9.808615061195e-03       2.331989535096e+04 
       9.934552290303e-03       2.343616924744e+04 
       1.006053505408e-02       2.354929356095e+04 
       1.018656243502e-02       2.365930779235e+04 
       1.031263357732e-02       2.376623739179e+04 
       1.043874768373e-02       2.387013419898e+04 
       1.056490401265e-02       2.397102019348e+04 
       1.069110187539e-02       2.406895011165e+04 
       1.081734063364e-02       2.416392901397e+04 
       1.094361969715e-02       2.425602321638e+04 
       1.106993852152e-02       2.434524544496e+04 
       1.119629660619e-02       2.443163351402e+04 
       1.132269349251e-02       2.451523524554e+04 
       1.144912876203e-02       2.459607093177e+04 
       1.157560203485e-02       2.467417991989e+04 
       1.170211296809e-02       2.474958740282e+04 
       1.182866125446e-02       2.482233569850e+04 
       1.195524662096e-02       2.489245384892e+04 
       1.208186882768e-02       2.495997488835e+04 
       1.220852766660e-02       2.502492269108e+04 
       1.233522296058e-02       2.508734128284e+04 
       1.246195456235e-02       2.514725022616e+04 
       1.258872235362e-02       2.520469478916e+04 
       1.271552624421e-02       2.525969240503e+04 
       1.284236617126e-02       2.531227960684e+04 
       1.296924209855e-02       2.536248961337e+04 
       1.309615401576e-02       2.541035676217e+04 
       1.322310193791e-02       2.545588733483e+04 
       1.335008590475e-02       2.549913083471e+04 
       1.347710598024e-02       2.554012158583e+04 
       1.360416225211e-02       2.557888156458e+04 
       1.373125483133e-02       2.561543558679e+04 
       1.385838385182e-02       2.564981073998e+04 
       1.398554946999e-02       2.568204233674e+04 
       1.411275186447e-02       2.571215399133e+04 
       1.423999123578e-02       2.574016132282e+04 
       1.436726780610e-02       2.576611406253e+04 
       1.449458181898e-02       2.579001835449e+04 
       1.451869104043e-02       2.579431540219e+04 
       1.462193353921e-02       2.581191097722e+04 
