# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02415e-05 to 159.711 h/Mpc,
# number of wavenumbers equal to 622
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       1.024149113753e-05       2.033008641373e+07       2.064808214723e+07       2.751659097657e+07       2.751611252049e+07       2.064330126601e+07       5.900527407448e+06 
       2.305429721528e-05       2.033068827433e+07       2.064752005031e+07       2.745821603408e+07       2.745579581166e+07       2.064258166587e+07       5.900521210777e+06 
       3.591128286875e-05       2.033175494586e+07       2.064652268799e+07       2.735475935427e+07       2.734890539339e+07       2.064130443376e+07       5.900510242256e+06 
       4.884667386228e-05       2.033329108606e+07       2.064508325686e+07       2.720577270094e+07       2.719499111548e+07       2.063946031485e+07       5.900494611970e+06 
       6.189525260485e-05       2.033530452727e+07       2.064319182980e+07       2.701054265067e+07       2.699333484244e+07       2.063703560839e+07       5.900474489064e+06 
       7.509266503414e-05       2.033780541725e+07       2.064083420723e+07       2.676809355454e+07       2.674295459498e+07       2.063401095202e+07       5.900449913647e+06 
       8.847573716794e-05       2.034080641114e+07       2.063799214672e+07       2.647719425160e+07       2.644261234077e+07       2.063036146016e+07       5.900420981307e+06 
       1.020828054938e-04       2.034432278554e+07       2.063464340296e+07       2.613636744850e+07       2.609082438004e+07       2.062605664172e+07       5.900387827880e+06 
       1.159540653999e-04       2.034837281214e+07       2.063076195520e+07       2.574390118384e+07       2.568587628047e+07       2.062106047091e+07       5.900350786730e+06 
       1.301319418838e-04       2.035297614968e+07       2.062631646536e+07       2.529786670513e+07       2.522584163584e+07       2.061532965673e+07       5.900310013957e+06 
       1.446614867835e-04       2.035815490010e+07       2.062127123139e+07       2.479614406905e+07       2.470861280089e+07       2.060881435915e+07       5.900265875293e+06 
       1.595908067235e-04       2.036393267012e+07       2.061558545030e+07       2.423646043566e+07       2.413194115630e+07       2.060145717676e+07       5.900218811949e+06 
       1.749715258053e-04       2.037033399617e+07       2.060921290862e+07       2.361643821800e+07       2.349349360608e+07       2.059319249531e+07       5.900169351165e+06 
       1.908592867315e-04       2.037738322076e+07       2.060210141995e+07       2.293366750017e+07       2.279092941873e+07       2.058394553001e+07       5.900118040075e+06 
       2.073142934423e-04       2.038510446934e+07       2.059419363024e+07       2.218580331220e+07       2.202200552086e+07       2.057363266143e+07       5.900065748924e+06 
       2.244018973430e-04       2.039351860897e+07       2.058542532527e+07       2.137068978078e+07       2.118471218953e+07       2.056215918224e+07       5.900013229322e+06 
       2.421932276502e-04       2.040264191031e+07       2.057572604410e+07       2.048653055035e+07       2.027745406285e+07       2.054941926186e+07       5.899961291301e+06 
       2.607658640845e-04       2.041248509040e+07       2.056502087812e+07       1.953210390019e+07       1.929928399116e+07       2.053529697052e+07       5.899911231054e+06 
       2.802045468237e-04       2.042304677118e+07       2.055322772905e+07       1.850704626084e+07       1.825019189174e+07       2.051966267649e+07       5.899863850620e+06 
       3.006019140024e-04       2.043431166041e+07       2.054026062880e+07       1.741218352972e+07       1.713147106352e+07       2.050237529260e+07       5.899820028054e+06 
       3.220592507443e-04       2.044624441694e+07       2.052603028037e+07       1.624996973613e+07       1.594615626825e+07       2.048328168746e+07       5.899780274199e+06 
       3.446872253504e-04       2.045878187105e+07       2.051044494580e+07       1.502496210669e+07       1.469953671418e+07       2.046221617138e+07       5.899744030841e+06 
       3.686065774835e-04       2.047182806359e+07       2.049341609024e+07       1.374440094903e+07       1.339973793350e+07       2.043900465928e+07       5.899709931014e+06 
       3.939487097266e-04       2.048524251000e+07       2.047485961953e+07       1.241880949438e+07       1.205832901482e+07       2.041346422815e+07       5.899674197967e+06 
       4.208561177180e-04       2.049883153222e+07       2.045470203361e+07       1.106257920712e+07       1.069090809596e+07       2.038540741934e+07       5.899629773825e+06 
       4.494825756360e-04       2.051233885549e+07       2.043288722800e+07       9.694466737909e+06       9.317560946245e+06       2.035464713824e+07       5.899564800505e+06 
       4.799929742747e-04       2.052543514387e+07       2.040938211538e+07       8.337839042995e+06       7.963040126855e+06       2.032100033160e+07       5.899459873056e+06 
       5.125626905946e-04       2.053771658430e+07       2.038418889624e+07       7.020489672857e+06       6.656469352712e+06       2.028429838431e+07       5.899286334474e+06 
       5.473763541476e-04       2.054870067265e+07       2.035734836952e+07       5.773780016285e+06       5.430300630166e+06       2.024438890601e+07       5.899001456614e+06 
       5.846258725083e-04       2.055784166798e+07       2.032895218795e+07       4.630847266363e+06       4.318286712456e+06       2.020114687125e+07       5.898546182582e+06 
       6.245075916717e-04       2.056455149296e+07       2.029914374479e+07       3.623684391869e+06       3.352253741629e+06       2.015447533843e+07       5.897840851266e+06 
       6.672185058676e-04       2.056824180043e+07       2.026811850260e+07       2.779061180874e+06       2.557707952113e+06       2.010430667838e+07       5.896783619302e+06 
       7.129515009135e-04       2.056838083182e+07       2.023611385456e+07       2.113632047542e+06       1.948674481082e+06       2.005059502080e+07       5.895251192595e+06 
       7.618897186920e-04       2.056456467727e+07       2.020339099601e+07       1.629079933713e+06       1.522748554734e+06       1.999330269186e+07       5.893105005092e+06 
       8.142002627750e-04       2.055658778640e+07       2.017020472523e+07       1.308745969362e+06       1.257949559378e+06       1.993237687098e+07       5.890203604403e+06 
