# Matter power spectrum P(k) at redshift z=0
# for k=1.03233e-05 to 167.815 h/Mpc,
# number of wavenumbers equal to 627
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.032330878311e-05       4.795153418755e+01 
       2.301432962598e-05       1.043717862298e+02 
       3.574874831192e-05       1.600101382155e+02 
       4.855982284314e-05       2.153853073853e+02 
       6.148134595326e-05       2.708054423199e+02 
       7.454793764011e-05       3.265094561903e+02 
       8.779534679828e-05       3.827059402723e+02 
       1.012607658544e-04       4.395925414543e+02 
       1.149831623390e-04       4.973605570115e+02 
       1.290036313604e-04       5.562046721894e+02 
       1.433657729580e-04       6.163237778049e+02 
       1.581160982668e-04       6.779246468881e+02 
       1.733044682872e-04       7.412264093509e+02 
       1.889845687494e-04       8.064607628192e+02 
       2.052144240265e-04       8.738766461976e+02 
       2.220569521581e-04       9.437417142530e+02 
       2.395805616743e-04       1.016345635993e+03 
       2.578597888579e-04       1.092001425906e+03 
       2.769759711429e-04       1.171050542915e+03 
       2.970179482262e-04       1.253865282026e+03 
       3.180827768570e-04       1.340849020749e+03 
       3.402764378175e-04       1.432441625269e+03 
       3.637145039639e-04       1.529119174418e+03 
       3.885227261229e-04       1.631400338417e+03 
       4.148374790385e-04       1.739837772118e+03 
       4.428059927733e-04       1.855027073363e+03 
       4.725862768816e-04       1.977594872030e+03 
       5.043466271475e-04       2.108199883628e+03 
       5.382645907986e-04       2.247521139019e+03 
       5.745252604202e-04       2.396244477054e+03 
       6.133187753077e-04       2.555045917104e+03 
       6.548369385810e-04       2.724571619657e+03 
       6.992689154395e-04       2.905416440213e+03 
       7.467960660388e-04       3.098092320319e+03 
       7.975860833042e-04       3.303009188761e+03 
       8.517867403150e-04       3.520449557281e+03 
       9.095196820706e-04       3.750553604952e+03 
       9.708747924186e-04       3.993309538075e+03 
       1.035905696766e-03       4.248550231741e+03 
       1.104626901547e-03       4.515955849501e+03 
       1.177012918272e-03       4.795054588358e+03 
       1.252999494743e-03       5.085225898155e+03 
       1.332486822317e-03       5.385685145021e+03 
       1.415344359384e-03       5.695520085159e+03 
       1.501416753535e-03       6.013737094180e+03 
       1.590530283027e-03       6.339244172274e+03 
       1.682499270248e-03       6.670929334710e+03 
       1.777132022643e-03       7.007714031199e+03 
       1.874235996063e-03       7.348597676036e+03 
       1.973622019026e-03       7.692685940599e+03 
       2.075107540025e-03       8.039186186170e+03 
       2.178518951529e-03       8.387401203974e+03 
       2.283693101496e-03       8.736703384985e+03 
       2.390478130389e-03       9.086516879748e+03 
       2.498733776543e-03       9.436298372232e+03 
       2.608331282909e-03       9.785514413797e+03 
       2.719153020603e-03       1.013363802685e+04 
       2.831091924111e-03       1.048014295234e+04 
       2.944050812675e-03       1.082451334233e+04 
       3.057941654148e-03       1.116627325937e+04 
       3.172684812194e-03       1.150499459691e+04 
       3.288208305282e-03       1.184033149860e+04 
       3.404447096299e-03       1.217201268944e+04 
       3.521342424333e-03       1.249984594512e+04 
       3.638841184924e-03       1.282370508645e+04 
       3.756895361297e-03       1.314351730713e+04 
       3.875461506563e-03       1.345925064726e+04 
       3.994500275189e-03       1.377089424690e+04 
       4.113976000989e-03       1.407843484865e+04 
       4.233856318347e-03       1.438185479598e+04 
       4.354111823107e-03       1.468111572360e+04 
       4.474715769511e-03       1.497614766924e+04 
       4.595643799716e-03       1.526687239695e+04 
       4.716873702543e-03       1.555319263494e+04 
       4.838385198396e-03       1.583501225182e+04 
       4.960159747514e-03       1.611225513977e+04 
       5.082180378991e-03       1.638485791809e+04 
       5.204431538259e-03       1.665282524388e+04 
       5.326898950945e-03       1.691616030365e+04 
       5.449569501274e-03       1.717492500759e+04 
       5.572431123356e-03       1.742920318326e+04 
       5.695472703915e-03       1.767907776988e+04 
       5.818683995157e-03       1.792462819365e+04 
       5.942055536648e-03       1.816592575727e+04 
       6.065578585177e-03       1.840300257991e+04 
       6.189245051740e-03       1.863587528180e+04 
       6.313047444829e-03       1.886454120612e+04 
       6.436978819359e-03       1.908897789250e+04 
       6.561032730593e-03       1.930916821389e+04 
       6.685203192556e-03       1.952510644667e+04 
       6.809484640424e-03       1.973679386025e+04 
       6.933871896495e-03       1.994425629375e+04 
       7.058360139343e-03       2.014755007366e+04 
       7.182944875837e-03       2.034672928065e+04 
       7.307621915731e-03       2.054187905646e+04 
       7.432387348547e-03       2.073309120860e+04 
       7.557237522539e-03       2.092043587183e+04 
       7.682169025517e-03       2.110397145737e+04 
       7.807178667353e-03       2.128375313371e+04 
       7.932263463998e-03       2.145980669694e+04 
       8.057420622880e-03       2.163213233323e+04 
       8.182647529522e-03       2.180075294058e+04 
       8.307941735299e-03       2.196566872155e+04 
       8.433300946197e-03       2.212688804042e+04 
       8.558723012502e-03       2.228442687095e+04 
       8.684205919325e-03       2.243832310564e+04 
       8.809747777881e-03       2.258862710493e+04 
       8.935346817476e-03       2.273540833686e+04 
       9.061001378108e-03       2.287872206441e+04 
       9.186709903659e-03       2.301864988871e+04 
       9.312470935604e-03       2.315524263881e+04 
       9.438283107208e-03       2.328856247404e+04 
       9.564145138157e-03       2.341863590157e+04 
       9.690055829598e-03       2.354549708711e+04 
       9.816014059543e-03       2.366915652546e+04 
       9.942018778623e-03       2.378962863865e+04 
       1.006806900614e-02       2.390692164529e+04 
       1.019416382642e-02       2.402105133368e+04 
       1.032030238541e-02       2.413203341712e+04 
       1.044648388756e-02       2.423992359311e+04 
       1.057270759288e-02       2.434475725130e+04 
       1.069897281422e-02       2.444659034324e+04 
       1.082527891478e-02       2.454547652561e+04 
       1.095162530572e-02       2.464146353951e+04 
       1.107801144403e-02       2.473461277443e+04 
       1.120443683048e-02       2.482495069971e+04 
       1.133090100772e-02       2.491253923211e+04 
       1.145740355854e-02       2.499735981264e+04 
       1.158394410423e-02       2.507945156311e+04 
       1.171052230309e-02       2.515883294666e+04 
       1.183713784897e-02       2.523549974842e+04 
       1.196379046998e-02       2.530949005175e+04 
       1.209047992726e-02       2.538082561441e+04 
       1.221720601386e-02       2.544954561067e+04 
       1.234396855364e-02       2.551567392984e+04 
       1.247076740036e-02       2.557927315095e+04 
       1.259760243668e-02       2.564039617762e+04 
       1.272447357339e-02       2.569905163944e+04 
       1.285138074858e-02       2.575531010679e+04 
       1.297832392693e-02       2.580919978503e+04 
       1.310530309904e-02       2.586074069700e+04 
       1.323231828083e-02       2.590994801386e+04 
       1.335936951293e-02       2.595685117542e+04 
       1.348645686017e-02       2.600145952033e+04 
       1.361358041112e-02       2.604379588456e+04 
       1.374074027764e-02       2.608387963162e+04 
       1.386793659447e-02       2.612173855763e+04 
       1.399516951886e-02       2.615740076411e+04 
       1.412243923027e-02       2.619091195725e+04 
       1.424974593005e-02       2.622229236934e+04 
       1.437708984119e-02       2.625158651064e+04 
       1.450447120808e-02       2.627883127526e+04 
       1.452621956927e-02       2.628327234122e+04 
       1.463189029631e-02       2.630405196369e+04 
       1.475934739251e-02       2.632728536892e+04 
       1.488684280415e-02       2.634853477095e+04 
       1.501437685948e-02       2.636784079728e+04 
       1.514194990740e-02       2.638519356065e+04 
       1.526956231738e-02       2.640063277742e+04 
       1.539721447942e-02       2.641416163125e+04 
       1.552490680402e-02       2.642581139556e+04 
       1.565263972216e-02       2.643561721492e+04 
       1.578041368533e-02       2.644359388173e+04 
       1.590822916555e-02       2.644976814499e+04 
       1.603608665542e-02       2.645419607414e+04 
       1.616398666821e-02       2.645690966495e+04 
       1.629192973793e-02       2.645791151764e+04 
       1.641991641944e-02       2.645724246233e+04 
       1.654794728861e-02       2.645492261846e+04 
       1.667602294240e-02       2.645093036138e+04 
       1.680414399910e-02       2.644534120180e+04 
       1.693231109844e-02       2.643814740482e+04 
       1.706052490185e-02       2.642932801629e+04 
       1.718878609261e-02       2.641897243227e+04 
       1.731709537612e-02       2.640704807593e+04 
       1.744545348016e-02       2.639361385579e+04 
       1.757386115509e-02       2.637867467590e+04 
       1.770231917420e-02       2.636227887238e+04 
       1.783082833399e-02       2.634442715141e+04 
       1.795938945444e-02       2.632517297617e+04 
       1.808800337938e-02       2.630450431448e+04 
       1.821667097685e-02       2.628244312310e+04 
       1.834539313941e-02       2.625906018961e+04 
       1.847417078456e-02       2.623432469512e+04 
       1.860300485514e-02       2.620826385278e+04 
       1.873189631971e-02       2.618090058576e+04 
       1.886084617302e-02       2.615224232799e+04 
       1.898985543643e-02       2.612228392691e+04 
       1.911892515839e-02       2.609113330112e+04 
       1.924805641491e-02       2.605871207980e+04 
       1.937725031010e-02       2.602511384449e+04 
