# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_scf            17:(.)p_scf              18:(.)w_scf              19:(.)Om                 20:(.)Our                21:(.)Oscf               22:(.)OscfKin            23:(.)Otot               24:phi_scf               25:phi'_scf              26:V_scf                 27:V'_scf                28:V''_scf               29:gr.fac. D             30:gr.fac. f             31:beta                  32:dbeta/dz           
       9.326212236469e+13       8.682421076941e-26       4.965841071680e-09       1.878257081744e+22       1.436701397574e+04       1.540498287135e-10       1.339898215420e+18       2.866748752120e-09       2.081614238068e+44       2.055121525708e+33       1.084873111068e+34       4.789892829068e+43       1.596630943023e+43       9.672461440185e+43       3.527849665122e+44       3.637351571102e+20       3.637351571102e+20       1.000000000000e+00       3.657710464240e-11       8.642262770516e-01       1.031039277853e-24       1.031039277853e-24       8.642262770882e-01       1.568700000104e-03       2.892027001523e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       7.131962408087e-07       1.433565615564e+01       7.071067812069e-08       0.000000000000e+00 
       9.261382558559e+13       8.804400410651e-26       5.000401870348e-09       1.852235031783e+22       1.436701397574e+04       1.551281775145e-10       1.330584126535e+18       2.886815993384e-09       2.024334923495e+44       2.012561203626e+33       1.062406046007e+34       4.658090416733e+43       1.552696805578e+43       9.406306476697e+43       3.430774612964e+44       3.488257040590e+20       3.488257040590e+20       1.000000000000e+00       3.683314437489e-11       8.642262770514e-01       1.016754941409e-24       1.016754941409e-24       8.642262770882e-01       1.568700000114e-03       2.851959892347e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       7.845158648895e-07       1.303241468694e+01       7.071067812069e-08       0.000000000000e+00 
       9.197003533823e+13       8.928093432020e-26       5.034962669015e-09       1.826573500672e+22       1.436701397574e+04       1.562140747571e-10       1.321334783053e+18       2.907023705338e-09       1.968631751041e+44       1.970882280038e+33       1.040404260257e+34       4.529914781972e+43       1.509971593991e+43       9.147475239958e+43       3.336370753358e+44       3.345273876413e+20       3.345273876413e+20       1.000000000000e+00       3.709097638550e-11       8.642262770512e-01       1.002668505305e-24       1.002668505305e-24       8.642262770883e-01       1.568700000124e-03       2.812447887330e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       8.558354889704e-07       1.194638012970e+01       7.071067812069e-08       0.000000000000e+00 
       9.133072029615e+13       9.053524216646e-26       5.069523467682e-09       1.801267493654e+22       1.436701397574e+04       1.573075732804e-10       1.312149734909e+18       2.927372871275e-09       1.914461350357e+44       1.930066501713e+33       1.018858118164e+34       4.405266127557e+43       1.468422042519e+43       8.895766204615e+43       3.244564583695e+44       3.208151574353e+20       3.208151574353e+20       1.000000000000e+00       3.735061322019e-11       8.642262770510e-01       9.887772277595e-25       9.887772277595e-25       8.642262770883e-01       1.568700000133e-03       2.773483295859e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       9.271551130512e-07       1.102742781203e+01       7.071067812069e-08       0.000000000000e+00 
       9.069584935070e+13       9.180717178365e-26       5.105903255753e-09       1.776312085170e+22       1.436701397574e+04       1.584087262933e-10       1.303028535163e+18       2.947864481374e-09       1.861781544502e+44       1.890095993437e+33       9.977581836237e+33       4.284047402356e+43       1.428015800785e+43       8.650983390640e+43       3.155284623920e+44       3.076649898336e+20       3.076649898336e+20       1.000000000000e+00       3.761206751272e-11       8.642262770507e-01       9.750784049753e-25       9.750784049753e-25       8.642262770884e-01       1.568700000143e-03       2.735058533868e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       9.984747371320e-07       1.023975439688e+01       7.071067812069e-08       0.000000000000e+00 
       9.006539160943e+13       9.309697074004e-26       5.142283043824e-09       1.751702417901e+22       1.436701397574e+04       1.595175873774e-10       1.293970739983e+18       2.968499532744e-09       1.810551317112e+44       1.850953250179e+33       9.770952159484e+33       4.166164225771e+43       1.388721408590e+43       8.412936210745e+43       3.068461360880e+44       2.950538459538e+20       2.950538459538e+20       1.000000000000e+00       3.787535198530e-11       8.642262770505e-01       9.615693706149e-25       9.615693706149e-25       8.642262770884e-01       1.568700000153e-03       2.697166122367e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.069794361213e-06       9.557104103757e+00       7.071067812069e-08       0.000000000000e+00 
       8.943931639467e+13       9.440489008196e-26       5.176843842492e-09       1.727433701824e+22       1.436701397574e+04       1.606342104890e-10       1.284975908622e+18       2.989279029473e-09       1.760730780460e+44       1.812621129426e+33       9.568601658187e+33       4.051524814257e+43       1.350508271419e+43       8.181439321990e+43       2.984027194198e+44       2.829596312749e+20       2.829596312749e+20       1.000000000000e+00       3.814047944918e-11       8.642262770503e-01       9.482474952811e-25       9.482474952811e-25       8.642262770884e-01       1.568700000163e-03       2.659798685980e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.141113985294e-06       8.959785097272e+00       7.071067812069e-08       0.000000000000e+00 
       8.881759324197e+13       9.573118438272e-26       5.213223630562e-09       1.703501213279e+22       1.436701397574e+04       1.617586499624e-10       1.276043603399e+18       3.010203982679e-09       1.712281144399e+44       1.775082843677e+33       9.370441713216e+33       3.940039909853e+43       1.313346636618e+43       7.956312481476e+43       2.901916383644e+44       2.713611569281e+20       2.713611569281e+20       1.000000000000e+00       3.840746280532e-11       8.642262770501e-01       9.351101860053e-25       9.351101860053e-25       8.642262770885e-01       1.568700000172e-03       2.622948951512e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.212433609374e-06       8.432738915079e+00       7.071067812069e-08       0.000000000000e+00 
       8.820019189868e+13       9.707611179211e-26       5.249603418633e-09       1.679900294048e+22       1.436701397574e+04       1.628909605122e-10       1.267173389671e+18       3.031275410558e-09       1.665164686165e+44       1.738321953091e+33       9.176385540687e+33       3.831622710690e+43       1.277207570230e+43       7.737380406005e+43       2.822064997944e+44       2.602381025737e+20       2.602381025737e+20       1.000000000000e+00       3.867631504494e-11       8.642262770498e-01       9.221548857428e-25       9.221548857428e-25       8.642262770885e-01       1.568700000182e-03       2.586609746535e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.283753233455e-06       7.964253419797e+00       7.071067812069e-08       0.000000000000e+00 
       8.758708232243e+13       9.843993408668e-26       5.287802196108e-09       1.656626350451e+22       1.436701397573e+04       1.640311972358e-10       1.258364835820e+18       3.052494338431e-09       1.619344721000e+44       1.702322358283e+33       8.986348153958e+33       3.726188803409e+43       1.242062934470e+43       7.524472635610e+43       2.744410865009e+44       2.495709808011e+20       2.495709808011e+20       1.000000000000e+00       3.894704925025e-11       8.642262770496e-01       9.093790728754e-25       9.093790728754e-25       8.642262770885e-01       1.568700000191e-03       2.550773997989e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.355072857536e-06       7.545082187175e+00       7.071067812069e-08       0.000000000000e+00 
       8.697823467967e+13       9.982291672066e-26       5.324181984179e-09       1.633674852449e+22       1.436701397573e+04       1.651794156164e-10       1.249617513228e+18       3.073861798800e-09       1.574785573594e+44       1.667068293281e+33       8.800246326409e+33       3.623656097432e+43       1.207885365811e+43       7.317423400833e+43       2.668893523525e+44       2.393411029860e+20       2.393411029860e+20       1.000000000000e+00       3.921967859499e-11       8.642262770494e-01       8.967802607199e-25       8.967802607199e-25       8.642262770886e-01       1.568700000201e-03       2.515434730808e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.426392481617e-06       7.167828077816e+00       7.071067812069e-08       0.000000000000e+00 
       8.637361934426e+13       1.012253288777e-25       5.360561772250e-09       1.611041332765e+22       1.436701397573e+04       1.663356715257e-10       1.240930996254e+18       3.095378831392e-09       1.531452550306e+44       1.632544318613e+33       8.617998554993e+33       3.523944761049e+43       1.174648253683e+43       7.116071493655e+43       2.595454175879e+44       2.295305465493e+20       2.295305465493e+20       1.000000000000e+00       3.949421634514e-11       8.642262770491e-01       8.843559970448e-25       8.843559970448e-25       8.642262770886e-01       1.568700000210e-03       2.480585066560e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.497712105697e-06       6.826502931254e+00       7.071067812069e-08       0.000000000000e+00 
       8.577320689599e+13       1.026474435231e-25       5.398760549724e-09       1.588721386014e+22       1.436701397573e+04       1.675000212264e-10       1.232304862218e+18       3.117046483211e-09       1.489311912151e+44       1.598735314550e+33       8.439525024541e+33       3.426977159264e+43       1.142325719755e+43       6.920260141986e+43       2.524035642377e+44       2.201221235562e+20       2.201221235562e+20       1.000000000000e+00       3.977067585955e-11       8.642262770489e-01       8.721038635926e-25       8.721038635926e-25       8.642262770886e-01       1.568700000219e-03       2.446218222109e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.569031729778e-06       6.516207343469e+00       7.071067812069e-08       0.000000000000e+00 
       8.517696811915e+13       1.040895374571e-25       5.436959327199e-09       1.566710667841e+22       1.436701397573e+04       1.686725213750e-10       1.223738691379e+18       3.138865808594e-09       1.448330848536e+44       1.565626474484e+33       8.264747572811e+33       3.332677793344e+43       1.110892597781e+43       6.729836887594e+43       2.454582316728e+44       2.110993506036e+20       2.110993506036e+20       1.000000000000e+00       4.004907059055e-11       8.642262770486e-01       8.600214756091e-25       8.600214756091e-25       8.642262770887e-01       1.568700000228e-03       2.412327508297e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.640351353859e-06       6.232893980709e+00       7.071067812069e-08       0.000000000000e+00 
       8.458487400115e+13       1.055518913688e-25       5.475158104673e-09       1.545004894084e+22       1.436701397573e+04       1.698532290246e-10       1.215232066910e+18       3.160837869254e-09       1.408477451704e+44       1.533203298443e+33       8.093589656249e+33       3.240973242037e+43       1.080324414012e+43       6.544653467408e+43       2.387040122745e+44       2.024464199413e+20       2.024464199413e+20       1.000000000000e+00       4.032941408467e-11       8.642262770484e-01       8.481064813796e-25       8.481064813796e-25       8.642262770887e-01       1.568700000237e-03       2.378906328638e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.711670977940e-06       5.973190064846e+00       7.071067812069e-08       0.000000000000e+00 
       8.399689573103e+13       1.070347898907e-25       5.513356882147e-09       1.523599839933e+22       1.436701397573e+04       1.710422016278e-10       1.206784574886e+18       3.182963734338e-09       1.369720691902e+44       1.501451586740e+33       7.925976316474e+33       3.151792104408e+43       1.050597368136e+43       6.364565698081e+43       2.321356472245e+44       1.941481717771e+20       1.941481717771e+20       1.000000000000e+00       4.061171998326e-11       8.642262770481e-01       8.363565617707e-25       8.363565617707e-25       8.642262770888e-01       1.568700000246e-03       2.345948178037e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.782990602020e-06       5.734262462252e+00       7.071067812069e-08       0.000000000000e+00 
       8.341300469814e+13       1.085385216539e-25       5.551555659622e-09       1.502491339111e+22       1.436701397573e+04       1.722394970392e-10       1.198395804256e+18       3.205244480478e-09       1.332030393213e+44       1.470357433756e+33       7.761834147449e+33       3.065064944248e+43       1.021688314749e+43       6.189433363725e+43       2.257480224102e+44       1.861900677170e+20       1.861900677170e+20       1.000000000000e+00       4.089600202313e-11       8.642262770479e-01       8.247694297791e-25       8.247694297791e-25       8.642262770888e-01       1.568700000255e-03       2.313446641522e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.854310226101e-06       5.513713906012e+00       7.071067812069e-08       0.000000000000e+00 
       8.283317249071e+13       1.100633793446e-25       5.589754437096e-09       1.481675283059e+22       1.436701397573e+04       1.734451735185e-10       1.190065346828e+18       3.227681191842e-09       1.295377210063e+44       1.439907221847e+33       7.601091263329e+33       2.980724236004e+43       9.935747453346e+42       6.019120106740e+43       2.195361644428e+44       1.785581652943e+20       1.785581652943e+20       1.000000000000e+00       4.118227403728e-11       8.642262770477e-01       8.133428300866e-25       8.133428300866e-25       8.642262770888e-01       1.568700000264e-03       2.281395392998e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.925629850182e-06       5.309502279863e+00       7.071067812069e-08       0.000000000000e+00 
       8.225737089444e+13       1.116096597610e-25       5.629772203974e-09       1.461147620144e+22       1.436701397573e+04       1.746592897331e-10       1.181792797248e+18       3.250274960184e-09       1.259732604377e+44       1.410087615385e+33       7.443677266982e+33       2.898704312212e+43       9.662347707373e+42       5.853493321650e+43       2.134952367852e+44       1.712390935423e+20       1.712390935423e+20       1.000000000000e+00       4.147054995552e-11       8.642262770474e-01       8.020745386209e-25       8.020745386209e-25       8.642262770889e-01       1.568700000273e-03       2.249788194012e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.996949474263e-06       5.119877198439e+00       7.071067812069e-08       0.000000000000e+00 
       8.168557189121e+13       1.131776638709e-25       5.669789970852e-09       1.440904354863e+22       1.436701397573e+04       1.758819047612e-10       1.173577752977e+18       3.273026884906e-09       1.225068823353e+44       1.380885554911e+33       7.289523219160e+33       2.818941312364e+43       9.396471041213e+42       5.692424051854e+43       2.076205359862e+44       1.642200295689e+20       1.642200295689e+20       1.000000000000e+00       4.176084380520e-11       8.642262770472e-01       7.909623621229e-25       7.909623621229e-25       8.642262770889e-01       1.568700000282e-03       2.218618892543e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.068269098343e-06       4.943329708838e+00       7.071067812069e-08       0.000000000000e+00 
       8.111774765760e+13       1.147676968707e-25       5.707988748327e-09       1.420941547068e+22       1.436701397573e+04       1.771130780945e-10       1.165419814277e+18       3.295938073100e-09       1.191358877859e+44       1.352288251424e+33       7.138561608303e+33       2.741373133188e+43       9.137910443959e+42       5.535786889219e+43       2.019074880184e+44       1.574886760909e+20       1.574886760909e+20       1.000000000000e+00       4.205316971182e-11       8.642262770469e-01       7.800041377195e-25       7.800041377195e-25       8.642262770890e-01       1.568700000291e-03       2.187881421800e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.139588722424e-06       4.778552051877e+00       7.071067812069e-08       0.000000000000e+00 
       8.055387056366e+13       1.163800682440e-25       5.748006515205e-09       1.401255311201e+22       1.436701397573e+04       1.783528696412e-10       1.157318584188e+18       3.319009639611e-09       1.158576521413e+44       1.324283180771e+33       6.990726320974e+33       2.665939380292e+43       8.886464600973e+42       5.383459876442e+43       1.963516447170e+44       1.510332398895e+20       1.510332398895e+20       1.000000000000e+00       4.234754189979e-11       8.642262770466e-01       7.691977325029e-25       7.691977325029e-25       8.642262770890e-01       1.568700000299e-03       2.157569799045e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.210908346505e-06       4.624405211493e+00       7.071067812069e-08       0.000000000000e+00 
       7.999391317146e+13       1.180150918228e-25       5.789843271486e-09       1.381841815535e+22       1.436701397573e+04       1.796013397287e-10       1.149273668508e+18       3.342242707088e-09       1.126696229756e+44       1.296858078169e+33       6.845952612907e+33       2.592581321145e+43       8.641937737150e+42       5.235324412091e+43       1.909486803161e+44       1.448424111485e+20       1.448424111485e+20       1.000000000000e+00       4.264397469308e-11       8.642262770464e-01       7.585410431156e-25       7.585410431156e-25       8.642262770890e-01       1.568700000308e-03       2.127678124427e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.282227970585e-06       4.479892548634e+00       7.071067812069e-08       0.000000000000e+00 
       7.943784823382e+13       1.196730858478e-25       5.829861038364e-09       1.362697281428e+22       1.436701397573e+04       1.808585491068e-10       1.141284675778e+18       3.365638406038e-09       1.095693180972e+44       1.270000932832e+33       6.704177080650e+33       2.521241839345e+43       8.404139464484e+42       5.091265158264e+43       1.856943880812e+44       1.389053436399e+20       1.389053436399e+20       1.000000000000e+00       4.294248251592e-11       8.642262770461e-01       7.480319953405e-25       7.480319953405e-25       8.642262770891e-01       1.568700000317e-03       2.098200579833e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.353547594666e-06       4.344138228978e+00       7.071067812069e-08       0.000000000000e+00 
       7.888564869297e+13       1.213543730308e-25       5.869878805242e-09       1.343817982591e+22       1.436701397573e+04       1.821245589505e-10       1.133351217257e+18       3.389197874880e-09       1.065543236164e+44       1.243699982709e+33       6.565337633797e+33       2.451865390150e+43       8.172884633834e+42       4.951169950783e+43       1.805846770335e+44       1.332116357214e+20       1.332116357214e+20       1.000000000000e+00       4.324307989352e-11       8.642262770459e-01       7.376685436975e-25       7.376685436975e-25       8.642262770891e-01       1.568700000325e-03       2.069131427756e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.424867218747e-06       4.216369457538e+00       7.071067812069e-08       0.000000000000e+00 
       7.833728767921e+13       1.230592806175e-25       5.911715561524e-09       1.325200244358e+22       1.436701397573e+04       1.833994308632e-10       1.125472906908e+18       3.412922260004e-09       1.036222920661e+44       1.217943709333e+33       6.429373467798e+33       2.384397957229e+43       7.947993190765e+42       4.814929711871e+43       1.756155687647e+44       1.277513121128e+20       1.277513121128e+20       1.000000000000e+00       4.354578145276e-11       8.642262770456e-01       7.274486710454e-25       7.274486710454e-25       8.642262770892e-01       1.568700000334e-03       2.040465010180e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.496186842828e-06       4.095901758751e+00       7.071067812069e-08       0.000000000000e+00 
       7.779273850965e+13       1.247881404509e-25       5.953552317806e-09       1.306840442975e+22       1.436701397573e+04       1.846832268792e-10       1.117649361379e+18       3.436812715824e-09       1.007709405738e+44       1.192720832779e+33       6.296225037328e+33       2.318787010608e+43       7.729290035360e+42       4.682438365218e+43       1.707831943396e+44       1.225148064196e+20       1.225148064196e+20       1.000000000000e+00       4.385060192291e-11       8.642262770454e-01       7.173703881892e-25       7.173703881892e-25       8.642262770892e-01       1.568700000342e-03       2.012195747476e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.567506466908e-06       3.982126709897e+00       7.071067812069e-08       0.000000000000e+00 
       7.725197468684e+13       1.265412890361e-25       5.993570084684e-09       1.288735004892e+22       1.436701397573e+04       1.859760094674e-10       1.109880199979e+18       3.460870404834e-09       9.799804908440e+43       1.168020306722e+33       6.165834030210e+33       2.254981465767e+43       7.516604885889e+42       4.553592753391e+43       1.660837912833e+44       1.174929443726e+20       1.174929443726e+20       1.000000000000e+00       4.415755613636e-11       8.642262770451e-01       7.074317334928e-25       7.074317334928e-25       8.642262770892e-01       1.568700000350e-03       1.984318137317e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.638826090989e-06       3.874501663683e+00       7.071067812069e-08       0.000000000000e+00 
       7.671496989756e+13       1.283190676058e-25       6.037225830369e-09       1.270880406067e+22       1.436701397573e+04       1.872778415337e-10       1.102165044666e+18       3.485096497668e-09       9.530145863146e+43       1.143831313599e+33       6.038143341877e+33       2.192931643868e+43       7.309772146226e+42       4.428292557519e+43       1.615137006525e+44       1.126769277551e+20       1.126769277551e+20       1.000000000000e+00       4.446665902930e-11       8.642262770448e-01       6.976307724974e-25       6.976307724974e-25       8.642262770893e-01       1.568700000359e-03       1.956826753607e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.710145715070e-06       3.772541093587e+00       7.071067812069e-08       0.000000000000e+00 
       7.618169801148e+13       1.301218221866e-25       6.079062586650e-09       1.253273171284e+22       1.436701397573e+04       1.885887864244e-10       1.094503520026e+18       3.509492173151e-09       9.267906965640e+43       1.120143259873e+33       5.913097050360e+33       2.132589233074e+43       7.108630776915e+42       4.306440219182e+43       1.570693641860e+44       1.080583189882e+20       1.080583189882e+20       1.000000000000e+00       4.477792564249e-11       8.642262770445e-01       6.879655975449e-25       6.879655975449e-25       8.642262770893e-01       1.568700000367e-03       1.929716245427e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.781465339150e-06       3.675809270674e+00       7.071067812069e-08       0.000000000000e+00 
