#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_scf             23:theta_scf          
       7.090175299459e+00       1.551079097924e-05      -1.658191742398e-03      -9.718550766510e-08       3.922276344286e-08       9.805690860716e-08       1.021038175152e-13       1.961138172143e-08      -1.243643806799e-03      -9.718550766507e-08       6.010673575214e-01       6.968839376267e-01      -1.658191742386e-03      -1.457337599879e-07       2.008488089792e-04      -1.243643806817e-03       2.938547339385e-32      -1.659900126856e-03      -1.458840666693e-07       2.010555158569e-04       3.333325967458e-01      -2.610256628572e-10      -2.049904724496e-21 
       7.090175485581e+00       1.551079139165e-05      -1.658191828977e-03      -9.718551527233e-08       3.922276655305e-08       9.805691638263e-08       1.021038310413e-13       1.961138327653e-08      -1.243643871733e-03      -9.718551527229e-08       6.010673575202e-01       6.968839375481e-01      -1.658191828953e-03      -1.457337714418e-07       2.008488194963e-04      -1.243643871769e-03       1.267171031222e-31      -1.659900213512e-03      -1.458840781350e-07       2.010555263847e-04       3.333325967457e-01      -5.220513189090e-10      -6.469741440993e-21 
       7.090175671704e+00       1.551079180407e-05      -1.658191915556e-03      -9.718552287957e-08       3.922276966324e-08       9.805692415810e-08       1.021038445673e-13       1.961138483162e-08      -1.243643936667e-03      -9.718552287950e-08       6.010673575190e-01       6.968839374696e-01      -1.658191915520e-03      -1.457337828957e-07       2.008488300134e-04      -1.243643936721e-03       3.327041954371e-31      -1.659900300168e-03      -1.458840896007e-07       2.010555369126e-04       3.333325967457e-01      -7.830769680068e-10      -1.330947215871e-20 
       7.090176483765e+00       1.551079360346e-05      -1.658192293304e-03      -9.718555607031e-08       3.922278323314e-08       9.805695808285e-08       1.021039035821e-13       1.961139161657e-08      -1.243644219978e-03      -9.718555607013e-08       6.010673575138e-01       6.968839371269e-01      -1.658192293215e-03      -1.457338328697e-07       2.008488758998e-04      -1.243644220111e-03       3.674039954379e-30      -1.659900678251e-03      -1.458841396260e-07       2.010555828461e-04       3.333325967455e-01      -1.921943779243e-09      -6.957342776896e-20 
       7.090177295826e+00       1.551079540284e-05      -1.658192671051e-03      -9.718558926105e-08       3.922279680304e-08       9.805699200760e-08       1.021039625968e-13       1.961139840152e-08      -1.243644503288e-03      -9.718558926077e-08       6.010673575085e-01       6.968839367843e-01      -1.658192670910e-03      -1.457338828437e-07       2.008489217863e-04      -1.243644503500e-03       1.294159078967e-29      -1.659901056334e-03      -1.458841896514e-07       2.010556287797e-04       3.333325967453e-01      -3.060810460598e-09      -1.710635043422e-19 
       7.090178107886e+00       1.551079720223e-05      -1.658193048799e-03      -9.718562245180e-08       3.922281037295e-08       9.805702593237e-08       1.021040216116e-13       1.961140518647e-08      -1.243644786599e-03      -9.718562245142e-08       6.010673575033e-01       6.968839364416e-01      -1.658193048605e-03      -1.457339328176e-07       2.008489676727e-04      -1.243644786890e-03       3.140437190803e-29      -1.659901434418e-03      -1.458842396767e-07       2.010556747132e-04       3.333325967452e-01      -4.199677009948e-09      -3.184939513542e-19 
       7.090178919947e+00       1.551079900162e-05      -1.658193426546e-03      -9.718565564256e-08       3.922282394285e-08       9.805705985714e-08       1.021040806264e-13       1.961141197143e-08      -1.243645069910e-03      -9.718565564207e-08       6.010673574980e-01       6.968839360989e-01      -1.658193426300e-03      -1.457339827917e-07       2.008490135592e-04      -1.243645070280e-03       6.248238123612e-29      -1.659901812501e-03      -1.458842897021e-07       2.010557206467e-04       3.333325967450e-01      -5.338543426543e-09      -5.121168381120e-19 
       7.090181330030e+00       1.551080434194e-05      -1.658194547648e-03      -9.718575414812e-08       3.922286421646e-08       9.805716054114e-08       1.021042557743e-13       1.961143210823e-08      -1.243645910736e-03      -9.718575414731e-08       6.010673574825e-01       6.968839350819e-01      -1.658194547246e-03      -1.457341311076e-07       2.008491497438e-04      -1.243645911340e-03       2.751212445362e-28      -1.659902934599e-03      -1.458844381704e-07       2.010558569711e-04       3.333325967445e-01      -8.718538369346e-09      -1.359078395789e-18 
       7.090183740113e+00       1.551080968227e-05      -1.658195668751e-03      -9.718585265375e-08       3.922290449009e-08       9.805726122522e-08       1.021044309224e-13       1.961145224504e-08      -1.243646751563e-03      -9.718585265263e-08       6.010673574670e-01       6.968839340649e-01      -1.658195668192e-03      -1.457342794236e-07       2.008492859285e-04      -1.243646752401e-03       7.208040980303e-28      -1.659904056698e-03      -1.458845866389e-07       2.010559932955e-04       3.333325967440e-01      -1.209853214156e-08      -2.613337507284e-18 
       7.090186150196e+00       1.551081502260e-05      -1.658196789853e-03      -9.718595115944e-08       3.922294476374e-08       9.805736190936e-08       1.021046060707e-13       1.961147238187e-08      -1.243647592390e-03      -9.718595115800e-08       6.010673574514e-01       6.968839330479e-01      -1.658196789139e-03      -1.457344277397e-07       2.008494221132e-04      -1.243647593463e-03       1.486575250618e-27      -1.659905178797e-03      -1.458847351074e-07       2.010561296199e-04       3.333325967435e-01      -1.547852474315e-08      -4.274906703763e-18 
       7.090188560279e+00       1.551082036292e-05      -1.658197910957e-03      -9.718604966519e-08       3.922298503743e-08       9.805746259358e-08       1.021047812193e-13       1.961149251872e-08      -1.243648433217e-03      -9.718604966345e-08       6.010673574359e-01       6.968839320309e-01      -1.658197910086e-03      -1.457345760559e-07       2.008495582980e-04      -1.243648434524e-03       2.662132194427e-27      -1.659906300897e-03      -1.458848835761e-07       2.010562659444e-04       3.333325967430e-01      -1.885851617412e-08      -6.343782969887e-18 
       7.090212661106e+00       1.551087376620e-05      -1.658209122009e-03      -9.718703472640e-08       3.922338777581e-08       9.805846943953e-08       1.021065327185e-13       1.961169388791e-08      -1.243656841507e-03      -9.718703472153e-08       6.010673572804e-01       6.968839218610e-01      -1.658209119578e-03      -1.457360592235e-07       2.008509201482e-04      -1.243656845156e-03       6.932814648456e-26      -1.659917521913e-03      -1.458863682680e-07       2.010576291916e-04       3.333325967379e-01      -5.265836610160e-08      -4.943413874467e-17 
