# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.117564313624e+03       6.525393621570e-02       0.000000000000e+00       3.633715171424e+00       4.803525549140e-08       3.388380077458e-03      -1.751906643486e-05 
    3       1.040954146719e+03       1.163243129135e-01       0.000000000000e+00       4.694240877687e+00       6.005363678909e-08       3.417424241877e-03      -2.237923022477e-05 
    4       9.687958096384e+02       1.436213406888e-01       0.000000000000e+00       4.962941534938e+00       7.000985346966e-08       3.357325591013e-03      -2.375794800334e-05 
    5       9.119816253819e+02       1.414459314650e-01       0.000000000000e+00       4.745863899429e+00       7.864003651292e-08       3.264477767709e-03      -2.245937839432e-05 
    6       8.698065855202e+02       1.171059745665e-01       0.000000000000e+00       4.266181930566e+00       8.619873204008e-08       3.156252565977e-03      -1.915411853204e-05 
    7       8.393277421915e+02       8.362396824756e-02       0.000000000000e+00       3.678229809695e+00       9.285475967272e-08       3.041666674151e-03      -1.458131587480e-05 
    8       8.186282307630e+02       5.264871366488e-02       0.000000000000e+00       3.074264914696e+00       9.874517940731e-08       2.926914426909e-03      -9.474637468115e-06 
    9       8.055053842369e+02       3.071388637645e-02       0.000000000000e+00       2.510462208982e+00       1.040115378359e-07       2.814975734003e-03      -4.500726739034e-06 
   10       7.979160540126e+02       1.884710941491e-02       0.000000000000e+00       2.023180292088e+00       1.087927057430e-07       2.706940271478e-03      -1.975977042314e-07 
   11       7.950861282813e+02       1.441678119337e-02       0.000000000000e+00       1.633522990254e+00       1.100856484442e-07       2.606760006671e-03       3.029784661960e-06 
   12       7.956194251734e+02       1.364317237844e-02       0.000000000000e+00       1.350646006145e+00       1.137896413130e-07       2.506264011562e-03       5.074143552810e-06 
   13       7.987651942845e+02       1.353067304418e-02       0.000000000000e+00       1.173173514046e+00       1.171166681432e-07       2.411697662622e-03       5.891158586597e-06 
   14       8.043575447729e+02       1.267610766455e-02       0.000000000000e+00       1.089047699368e+00       1.201103914744e-07       2.328605505110e-03       5.622799712931e-06 
   15       8.113066539392e+02       1.107264515992e-02       0.000000000000e+00       1.079121873701e+00       1.228059569720e-07       2.245655340236e-03       4.483165362515e-06 
   16       8.196501675117e+02       9.399714684357e-03       0.000000000000e+00       1.121170946604e+00       1.252320020223e-07       2.169706969802e-03       2.786410866662e-06 
   17       8.290845172257e+02       8.315852601999e-03       0.000000000000e+00       1.192604623372e+00       1.274151835454e-07       2.100497534168e-03       8.505221241586e-07 
   18       8.392725068990e+02       8.072727358230e-03       0.000000000000e+00       1.274059608332e+00       1.293287616923e-07       2.035030110182e-03      -1.024994912537e-06 
   19       8.503386007161e+02       8.461153692738e-03       0.000000000000e+00       1.353623243143e+00       1.311410336886e-07       1.974431626302e-03      -2.620895576559e-06 
   20       8.621120482858e+02       9.063151694863e-03       0.000000000000e+00       1.420226840548e+00       1.327134474718e-07       1.916005032040e-03      -3.758773591896e-06 
   21       8.745044601232e+02       9.598880798729e-03       0.000000000000e+00       1.470120219634e+00       1.341329338188e-07       1.860376678831e-03      -4.359641971931e-06 
   22       8.872359168349e+02       9.855667452171e-03       0.000000000000e+00       1.502860182606e+00       1.353745704405e-07       1.806695490148e-03      -4.436989724177e-06 
   23       9.003410960021e+02       9.945710245340e-03       0.000000000000e+00       1.521271576556e+00       1.365081563915e-07       1.754633640133e-03      -4.055913833769e-06 
   24       9.138001919093e+02       1.011428519787e-02       0.000000000000e+00       1.530170071864e+00       1.374855759492e-07       1.702612432008e-03      -3.353814584331e-06 
   25       9.276045434715e+02       1.055259813756e-02       0.000000000000e+00       1.534301194501e+00       1.383610663330e-07       1.652933004229e-03      -2.468770232280e-06 
   26       9.416505765137e+02       1.141858832509e-02       0.000000000000e+00       1.538829731999e+00       1.391129836543e-07       1.607866267317e-03      -1.570027434310e-06 
   27       9.559673915207e+02       1.269680652166e-02       0.000000000000e+00       1.547664467109e+00       1.397681933888e-07       1.566118727843e-03      -7.855527229260e-07 
   28       9.705530417144e+02       1.430739181148e-02       0.000000000000e+00       1.563960831551e+00       1.402906509825e-07       1.524340936409e-03      -2.297812936331e-07 
   29       9.854468757431e+02       1.620495860872e-02       0.000000000000e+00       1.587940415775e+00       1.407533895454e-07       1.483304694286e-03       5.500480286100e-08 
   30       1.000608467572e+03       1.834017416314e-02       0.000000000000e+00       1.618393904576e+00       1.411768310308e-07       1.444691514708e-03       6.669956487180e-08 
   31       1.015921548428e+03       2.065837000093e-02       0.000000000000e+00       1.653203559574e+00       1.414811439369e-07       1.409412799698e-03      -1.700819132488e-07 
   32       1.031403441891e+03       2.315275018621e-02       0.000000000000e+00       1.689079025902e+00       1.417110666300e-07       1.377210160112e-03      -6.044462995011e-07 
